group,ARNT,ASCL2,ATF2,BACH1,CEBPB,EBF1,EGR2,ELK1,ELK4,EPAS1,ESR1,ESR2,FOSL2,FOXA1,FOXP1,GATA1,HINFP,HNF4A,HOXA1,KLF4,KLF9,KMT2A,MAFF,MEIS1,MYBL2,NR2C2,PAX5,PBX1,POU2F1,RARG,SP1,SPIB,STAT4,STAT5B,TFDP1,THAP1,TP73,ZBTB33,ZBTB7A,ZFX
progressive,0.0241985053837096,0.10470507137182,0.117579917184948,0.0227248784532914,-0.0024043386759455,0.0487848073280556,0.198086483173059,0.0843069722823473,0.130066966437439,-0.0380816222544917,-0.151473336584567,0.0988881229622749,-0.157678081554749,-0.147905608226712,-0.0315666400358007,-0.364373648373935,0.167683232819167,0.128515780194894,0.353592903988244,-0.121923238664075,-0.0673990422386015,-0.353748022612499,-0.0425025030457464,0.0337383007753644,-0.150154828278403,-0.307677791208898,-0.0616596531411832,-0.287202132807297,0.0669336863658378,0.189865196087568,0.333815279395789,-0.14457055780524,-0.0290071827356006,0.353592903988244,0.0671663643022197,0.104394834123311,-0.0656927373718015,-0.0020165421153091,0.193432924445422,0.0504135528827284
progressive,0.223972389398439,0.103921519677799,-0.118551374769203,-0.243048572998014,0.267236078519008,0.173745828068591,-0.17697952152908,0.0127131093708725,0.14031361019483,0.0782997146380406,0.126192279478261,0.4050592231858,-0.118329710298121,-0.170694681819582,-0.0239397628768431,0.0407471454194633,0.216214132910573,-0.0544121081073345,0.0174593368693316,0.0385826570547814,-0.032389090951023,-0.118890391019093,-0.0823027142040487,0.15517816884385,-0.261707505828495,0.0249568116265129,0.156821093747163,0.125709833276494,0.213932292767083,0.35192494555882,0.0125044839863249,0.0938944621329776,0.211415749065977,0.0987710804967789,0.073123197283952,-0.0132998682649128,0.0475926658499331,-0.210229192191362,0.201858098636387,-0.173889258020468
progressive,0.215123293301892,0.165338958545288,-0.134784908223944,-0.0024643633183028,0.127503286834097,0.0800010830787565,-0.125393525060547,-0.0256912341705402,-0.0467248201039183,0.055327938906242,-0.0466771485055177,0.0029718427475817,0.0018879205422409,-0.0719737025461144,0.0400559627079621,-0.111247741450426,0.153243053666391,-0.117190096211315,0.156790478126681,0.0870750316433873,0.063275397103963,-0.0743026440824255,-0.28859532436194,-0.115283388832266,-0.184417460994836,-0.0090379557959445,0.0857969787910295,0.0287081653264614,0.0936979395676504,-0.225481024383606,-0.329516577461888,-0.0875500255006855,-0.0824738221951363,0.138527246116118,-0.0089634346766057,0.0471023572452745,-0.147656396349068,0.148133112333074,0.171881083071276,0.215096130667007
progressive,-0.300311267460431,-0.222724278345607,-0.0902174292032839,-0.0439809967366009,0.0968709646070261,0.146039463522816,0.136679405242975,-0.100254118202149,-0.0460108888936748,0.0332676770187109,0.218664494031459,-0.033380448805215,0.0680013872619752,0.140626417770619,0.0060896764712216,-0.0502962167808308,0.203891389999422,-0.229603357322357,0.0311250130751329,0.0773614455418159,0.0329293616591986,0.0377785484788751,-0.137130492388991,0.110629122560527,0.0733016612276682,-0.351171343173783,-0.0561603496790442,0.102171238572719,0.123823421581507,-0.25633027072383,0.0125176683019556,-0.0162391372565911,-0.0417255610065188,-0.214717481503816,-0.199831605685274,0.161489198273878,-0.0047364150331724,0.0545815446679867,-0.202763672134381,0.0561603496790442
progressive,-0.377801346817634,0.391568781259819,0.131364270302518,0.181844863257197,-0.443311389038365,0.128151868932674,0.0446294333167505,0.373212202003572,0.55586016560323,-0.0201922371818717,-0.416694349116807,0.233013827933986,0.0891441380131495,-0.381013748187477,-0.166700685370793,0.0293705268099952,-0.385602893001539,-0.513181118832456,0.215460349020199,0.0129643340997245,0.520638479155306,0.0714759304790118,0.0842108073380332,-0.392945524704038,-0.337302143833539,-0.152818522308256,-0.0469240057237814,0.14042783131029,-0.389159480232437,-0.0456619908999144,0.481630748235781,-0.135379772014822,0.430002869077586,0.0383193591974156,-0.0402697457433919,-0.365410655819667,-0.406139316044465,0.068148800488817,0.20364330112399,-0.101305371770413
stable,0.275244493171965,0.0991447178401642,0.0710707868395472,0.0013357413937343,0.0919127500843344,-0.0227671073996046,-0.0405231232433939,0.126628146704066,-0.0882330024197227,0.0836312908651353,-0.109699960711702,-0.0323011677303149,-0.193097634254888,-0.0104828215017332,0.171206179546731,-0.178809736266415,0.139033501343488,0.121845450435944,0.156132915090646,0.115592888946899,-0.0789581198944222,-0.0418301434487239,-0.111813785209482,-0.154464749989973,-0.0077549957130883,-0.16899987007385,-0.080993339034464,-0.0039911458125748,-0.279491930928914,0.105073788049287,0.0450746757847393,-0.127877587110633,-0.0682315118461371,0.112886363561138,-0.0828147296139451,0.133620038306104,-0.143714780209493,-0.246623210528216,0.120329686282355,0.0534231969175332
stable,-0.231303353257026,0.184059248269348,-0.401553921857557,0.364370642039834,-0.385909900728687,0.125497763492356,-0.402077346478705,-0.185164815017222,-0.305295798499793,0.0742977762717694,-0.188194638305023,-0.0276593004130481,0.514865286478052,0.105257000498274,-0.0397114878435896,-0.0388693110493062,-0.246922209740649,0.339828402351444,0.196906638489711,0.364657518995656,0.417315377997582,-0.412619655194396,0.133369264525778,0.364021692292402,-0.38911587653322,-0.101044438883841,0.45909875496655,-0.35746881866995,0.290289281717193,0.211854437766733,-0.396948791777262,0.46607439462916,-0.205981009565964,0.112375239817287,0.421371918811481,-0.323092235618833,0.0869757245474656,0.416976494108249,0.365982856978691,-0.462759372028554
stable,-0.117277207367105,-0.0949281307308512,0.138045310195378,-0.120382125867747,0.073786170368827,0.160714383534249,0.0690527537974402,-0.0513895694698087,-0.152315262161594,-0.0782344413636242,0.0286682194418966,-0.0308020588400419,-0.0430553979229325,0.0382332693943845,-0.0083357556889683,-0.074972692795858,-0.0013560256308926,0.0749964549272405,-0.14377039971646,0.179600525557031,0.0847959579093686,-0.275084690162232,-0.0620746078814566,-0.136823936642319,-0.180294379793399,-0.171798625753122,-0.0288424750720347,-0.0019057229368736,0.024726873916592,0.147721250094317,0.0828918191145872,-0.123130612397652,0.0750693254634801,-0.0978603777434473,-0.0929463689735537,-0.128521447937287,0.021081762962522,-0.176734812512306,0.0797821481876687,-0.0205241449460802
stable,-0.290277858419329,0.261954304385035,-0.168570320661745,-0.0226162988719345,0.104395257711533,0.371953670572858,-0.0699486475679188,-0.0332068045090714,-0.195821499801207,0.35866002048011,-0.14038965254668,0.140460365005685,-0.281204748648367,-0.167203700121382,-0.0554666190835413,-0.119547009154754,0.0210045223270044,0.0950784529372226,-0.166281808352119,0.123899623986748,0.184550459796205,-0.030033217660905,0.0354763238028481,0.127307263230217,0.0218022289926424,0.192999722046604,-0.038770004951226,-0.0814122475336002,0.0514988319726628,0.248966587947571,-0.156380895290406,-0.0513582836553837,0.02593043403738,-0.109820539638603,-0.0628017218042412,-0.0718228199318024,-0.0895891791567554,-0.278318686840123,-0.0280196657807176,-0.135740746667449
stable,0.172557121026174,0.115162526898617,-0.162203195979746,0.176738513833386,0.139230424782983,-0.0029618199051081,0.0683707502464879,-0.039275225296308,-0.15284484064932,0.0271541640039746,0.0614266514773689,-0.0732241526120013,0.135969933963074,0.107596197056996,-0.0456717607216255,0.406814675201618,-0.0054009657093148,0.120787495794032,-0.373736871387427,0.0948529046921607,-0.0485589128980335,0.0732988203407015,0.462765693240972,0.221414704839009,0.155333764939327,0.0362885161482998,-0.0978147245972689,-0.152023495633618,0.0813629350403237,0.0809647071539226,0.0890039326106447,0.009109462901425,-0.0036836079492101,-0.30929862151915,0.0370849719211019,-0.228881477709029,0.0333764747289918,-0.0099556971600273,-0.109363333302901,-0.328986012653104
stable,0.0054555011607925,0.119687469080593,0.0972947122779382,0.053228198146265,-0.100608039749235,0.047098171706081,0.0808466727727771,0.127240669736636,-0.105366778533513,-0.112779144241112,0.0641836746620956,0.234156632703037,-0.0818102803147649,-0.235579806918896,-0.372908706383574,0.110325651191896,-0.151694064206004,-0.182270072749848,-0.0519013846846049,-0.212631122688171,0.048039542150946,-0.0267364031073079,-0.0120154448120172,-0.136691436013824,-0.0795865706024854,0.0239048794070052,-0.007753334530148,-0.0307242558579959,-0.115165925998958,-0.0082647877639723,-0.0183826669548443,0.136847095693684,0.121288540073435,0.150485848595665,-0.0799423641564501,0.0476022125741977,0.0571271025084618,0.0281595773231668,0.298088286931075,-0.0686385064523624
stable,0.19896819903119,-0.226655227887715,0.096927257865227,0.171498902746859,0.212189779003957,0.0019493481721961,-0.138908082461486,0.0028623150280469,-0.0452315452529844,-0.0130669405358554,0.0866429543033233,-0.129076181181742,0.023044063223822,-0.143885656105332,0.292058827658165,-0.0534281245333697,0.0275081016253027,-0.150745533808203,-0.0051296403509699,-0.100500871424239,0.109320189138178,-0.308186566262453,-0.210713093361004,-0.151252193123932,0.0199019485174408,-0.265019973569588,0.073663961310168,0.0182590002119247,0.0827445182946835,-0.0769244522145417,-0.0483826185720209,0.0766393539379533,-0.0006672558472102,0.0570249539159468,-0.0646064670105396,0.101226365910643,0.0211713303321636,0.0905359538888989,0.156414559210363,0.0074118048117784
stable,0.0246543569491339,0.130647301938155,-0.0234547908906827,0.14886192644004,0.213736430395392,0.178641604505531,-0.103309494951473,-0.265520855137824,-0.0688323645762074,-0.0425622558098228,0.122776738414338,0.0410387818152919,-0.0630783266326009,0.007309594682634,-0.0120778070142325,0.0859004074668116,0.193662307364512,-0.023049808992159,-0.192808577775186,0.155121073652619,0.151651459464191,0.0504881540814374,-0.100265924093411,0.0193270697079271,-0.0093677962977421,-0.0578314516187096,-0.0199464309695695,0.05626852451946,0.106054988361913,0.101914580119456,-0.167148360612573,0.05374316072222,-0.0458857862640642,-0.0628364510339784,0.186308924071146,0.0533332728563657,0.0099984298750184,-0.13746077782218,0.0423514361253254,-0.113856160971068
stable,-0.003566990956915,0.0131281332869725,0.177384223560383,0.132735551664041,0.0897536915000419,-0.0100348021659204,-0.302080022747277,-0.0888416885704638,-0.0839021920657705,-0.15316317081334,-0.0648450010088297,0.149584407609042,-0.0563987597544145,0.259894520494451,-0.219964442343095,-0.0295358761976976,-0.11105314944079,-0.105611601209488,0.0881408936086315,0.0824431258754735,-0.130003005301007,-0.116810470896001,0.0504426950639803,-0.107552637057329,0.14487897108172,-0.104191314187039,0.086394446085172,-0.041116997681574,0.0450523907330491,0.0038772242997024,-0.0417866308120995,0.0236497525064187,0.197700352602117,0.0620120443004742,0.106348405398608,0.188950802856316,0.178876529037407,0.0610820367572521,0.0469207156411751,-0.0128712212999767
