group,AR,ASCL2,CTCF,E2F1,E2F6,EHF,FOXA2,FOXK1,GATA3,GATA4,GMEB2,GTF2B,HSF2,JUNB,LHX2,MAFF,MEF2A,MEIS1,MNT,MXI1,MYBL2,ONECUT1,OTX2,PAX5,PGR,SIX5,SMAD3,SPI1,STAT3,STAT4,TCF4,TFDP1,ZBTB33,ZKSCAN1
progressive,-0.0383823950021468,0.0799774133745174,-0.0289136103320137,-0.0126814080403569,0.110581878111912,0.223700037831895,-0.0263773287239423,0.155896776176121,-0.168070927894863,-0.289474274201213,0.186332155472977,0.097731384631017,0.133070241703478,-0.10635474209846,-0.127997678487335,-0.0968859574283266,0.0483584359938942,0.2250527213562,0.0311117210590089,0.0344934298697707,-0.18514855738921,-0.184979471948672,0.11430175780375,0.0290826957725518,-0.0894461980446505,0.214907594923915,-0.149978785757287,-0.150316956638364,0.146089820624911,0.0760884482421413,-0.0495420340776609,0.140340915646616,-0.0189375693402663,0.0781174735285984
progressive,0.115261732256007,0.0527697333596956,0.205312224521386,-0.0711275730540213,-0.1366333293745,-0.198676162500864,0.121216801012414,0.141139476292365,-0.239825542715453,0.271064297554417,0.014112498707398,0.167321493914817,0.363128791175368,0.0081429407326054,0.172363741912943,0.216729728609096,-0.101482485571474,-0.167451896880286,0.294319493063014,-0.257879108823685,0.126708214780488,0.1079156985346,0.130142159537832,-0.370431357241619,0.0046945067568757,0.257951554915612,-0.0770391741552722,-0.362317394945785,0.290132108949628,-0.352479215662085,-0.0236753828417745,-0.210658746105605,0.0833564733713149,-0.0766914329140222
progressive,-0.0048207991690539,0.101892887978013,0.0141269690551467,-0.113702869495052,-0.229885411841895,0.0503721841092008,-0.0227564149728312,0.164390366406971,0.0959837483668256,0.0245790604294831,-0.114103589992074,0.130416878680108,0.0662850037458283,0.111408595877608,0.215258233640914,-0.182418262751895,0.124075252609052,-0.21433048313233,-0.0067985865709032,-0.0230244559997038,-0.106609085770726,-0.215617717056879,-0.0493797282620466,0.0324441116739097,-0.212346744850897,-0.115826411539094,0.0294131862161958,-0.17020269945592,0.065854025959656,-0.0947796591260337,-0.307341054717963,0.132298194780541,0.224460388857104,-0.0510130351696975
progressive,0.171421711466388,-0.360067614037055,0.564062965823098,-0.395101853085893,-0.46130367603771,-0.447594625975122,-0.353154503321732,-0.381627145759417,-0.0861209555213912,-0.224851855300068,-0.363231240974575,0.353154503321732,0.467513758544695,-0.383619059016374,0.366512039280152,-0.374479692307981,-0.157478318667687,-0.358192872148154,-0.498681342447675,-0.156540947723236,-0.46130367603771,0.366043353807927,0.416427042072142,-0.360887813613449,0.457437020891852,0.405647276210961,-0.490127832579564,-0.083426014056096,0.375299891884376,-0.464935988447456,0.315425322807599,-0.356435301627309,0.350576733224493,-0.383970573120543
progressive,0.42897689430353,0.299966065350024,-0.143373610896113,-0.269715250285064,-0.15239801370961,-0.255225364077478,0.0252937487307859,-0.0433425543577789,0.200570530136584,0.194977942477516,-0.157482184308763,0.0034318151544282,0.319285913626805,0.176674928320565,0.227389530047116,-0.020209578131633,0.356019046205685,-0.2052733879408,0.0676194689687342,-0.116046193925666,-0.24200652051968,0.1296463502784,0.0986329096235672,-0.0758812461923577,-0.163074771967831,0.0419444074430118,0.143246506631134,-0.342800202647887,0.0230058719611671,0.12748557777376,0.0413088861181177,0.117952757900348,0.175658094200734,-0.0208450994565271
stable,-0.0711239410660139,0.0104077270635562,-0.0365926382133022,0.179151917068288,0.0966665683634964,0.0589175493489553,0.0079355939076337,-0.139208728077585,-0.0614357098490992,-0.101952216638834,-0.079677830633483,0.0250780059953901,-0.0986596873018695,-0.0737789841892008,0.0709765636087835,-0.129603855829358,0.102648323997858,-0.158283239139225,-0.183557348607715,-0.138934063274283,0.0068465299713962,-0.0879614032575274,0.106664697041342,-0.0936707429816272,0.0933223144866085,0.0836399303915982,0.0238941886990614,-0.124049989577433,0.135081259717918,-0.0310372726993505,0.20317279340861,-0.0693534625386145,-0.151037455690103,0.0124246842681547
stable,0.0778513929027358,0.153136175379857,0.164423365234356,0.0633490306198817,-0.0452077196000645,-0.205778405437464,-0.101728424134283,-0.198642380901637,-0.0519254953443519,-0.0672827802671811,0.0978481071519819,0.154221411231032,0.0381103876837192,0.107488096919977,0.0897134445323908,-0.0641818431915817,0.0534271374813772,0.166092675389135,-0.0461510825131405,0.0693427016281557,0.0382375205763017,0.0355898399003442,0.13915524220716,0.0215849541536826,-0.0844051856406487,0.0883923679529465,-0.0828298432760393,-0.0492778146683944,0.107110383253609,-0.186476315833197,-0.0380016798480327,0.182028507098499,0.0750599967829894,-0.0815474593160766
stable,-0.100065514427777,0.130593269637865,0.202489711215375,-0.139827828014077,0.0226126577579341,-0.207630771351842,0.0548351946353326,-0.0378656927637286,0.0451802770266779,0.0636110276586795,0.0174298953166608,0.0167292965959222,-0.0848024708688296,0.184898010956067,0.0356955048216312,-0.0763118816103548,-0.136451609416994,0.203797495494087,0.0305828022524317,-0.124870045326308,0.0108375949729491,0.0565116272885285,-0.0687070493059566,0.0580879744101903,0.192619609713922,-0.217779444249399,0.220898776648877,0.0731742001967613,0.078587159360563,-0.0082003412170259,-0.14177115541803,-0.150393523959692,-0.122933390291124,0.205787529479423
stable,0.0818714663684957,-0.062948617457597,-0.174420508347612,0.0973554590069562,-0.140782291388558,0.221999680469941,-0.189923084458133,0.237074532075988,0.106299897362625,0.0197499657411317,0.110190240612008,0.127384826621281,0.175302461652778,0.0158404297255223,-0.073002885136484,-0.10922359541778,-0.0144341787905847,0.0515103380808284,-0.259796025464299,-0.0739871998615237,0.0144012769056252,-0.0648550989027527,0.0322484169665966,-0.148881638736098,0.201839355108064,-0.164443011733631,-0.116318825979888,0.0527197870001746,0.0777968116339227,-0.168055212196272,0.136645793296144,-0.0556047948757938,-0.0862355358318795,-0.0115034738525217
stable,0.315109389138196,0.0333347146730498,-0.195679789854308,-0.127875449398991,-0.285865633114649,-0.185491983152964,-0.174617951129768,-0.119931071634472,0.514774564515568,0.418095973979241,-0.03594764955241,-0.183433307187408,-0.279161739585786,0.0029824408218959,-0.149834659698261,-0.0405136872708879,0.167597338221588,0.166224887577884,0.143500272111933,-0.386740755426919,-0.0555314645068066,0.0074429054139351,-0.0588042314264092,0.0509918200699384,0.254800740660034,-0.317168065103752,0.265806739091278,-0.112065873714782,-0.0822678587774316,0.120247791013788,0.0189767694773735,0.0638717414954714,0.10868753366874,0.217533427027139
