group,AHR,ASCL2,ATF2,CEBPA,E2F6,EHF,ETV1,ETV7,FOXA2,GTF2B,HIF1A,HNF4G,HOXA4,HOXB13,HSF2,JUN,JUNB,KLF4,KMT2A,LHX2,MNT,MYC,PAX5,SIX5,STAT4,STAT5A,USF1,XBP1,ZBTB33,ZBTB7A
progressive,-0.0918670408122685,-0.198223178665398,0.154062260556816,-0.119380911256882,-0.0375329269090392,-0.194523834740072,-0.229667602030671,-0.073986878506525,-0.178107996071437,0.111057387424898,-0.0594207118005529,-0.112290502066674,0.383036235601489,-0.0734473908507482,0.305427082834748,-0.0594977814656638,-0.044392127103915,-0.108668227806459,-0.265042578316603,0.152983285245263,-0.35837394276598,0.0439297091132492,0.0940249914353755,0.395059103358799,-0.145045109738833,0.260110119749502,0.0034681349299933,0.133638799302411,-0.0752199931483004,0.0937167127749316
progressive,-0.174870711726724,0.0391891663473568,-0.146483027168274,0.0151529726645332,0.243361633201079,0.140831238723303,0.0464631081956671,-0.117683367142309,0.0516642984730429,-0.170068622683503,-0.257021194795871,-0.0289798992930027,0.174613227059527,0.0183844052378533,-0.0138784235619089,-0.164210846504775,0.234658651449827,0.42497844320836,-0.172591972422032,0.127673772229546,-0.129656404166961,0.340162993833726,-0.0585005163871187,-0.224874234096347,-0.160464444597061,-0.322834275731379,0.11436181493547,-0.211137427101397,-0.0723274430155882,0.345801908045336
progressive,0.0203143721509871,0.0813227933445373,-0.200423288109844,-0.0879527831000183,-0.241482202063431,0.152770231871744,0.114468689799137,-0.0597032615331861,-0.0142118077944399,0.213365316139179,0.167109064400265,-0.144996707792392,0.192565210756579,0.104834370259422,0.0408652596810764,-0.174996131447442,0.0085050462749472,0.064015088856326,-0.0666645286779798,0.202980771375537,-0.140836063281595,0.235051711276814,-0.0076015341479911,-0.0875204314284337,-0.0526207364213799,-0.255548515883312,0.0047882869698717,-0.0260693718977167,0.17635326994071,0.156801903416342
progressive,0.495631732350729,-0.450433654640262,0.435404464985925,-0.475298122818392,-0.542818967515448,-0.481265595181143,-0.528121304103486,0.461705546881014,-0.403246419475543,0.423801046502798,-0.561052910846077,-0.562268507068118,0.484249331362519,0.0518286025579693,0.560500367108785,-0.409434909333211,-0.507235150833857,0.0436509552460509,0.45861130195218,0.584038730317415,-0.447891953448719,0.45728519698268,-0.417391539150213,0.532541654001821,-0.512097535722025,0.513865675681358,0.438167183672384,-0.455075022033513,0.443029568560552,0.486459506311686
progressive,-0.027876490221646,0.284984358202166,0.122390008861569,-0.134939982547012,-0.0534206844486523,0.0234340216604275,0.0526432524504391,-0.0979564317748677,-0.163816028194932,-0.076410459252958,0.0312083416425599,-0.0710794969794958,0.083851594092999,0.443913670979758,-0.0741892249723488,-0.114948874021528,-0.0629719918552721,0.176588125308435,0.241781351444316,0.0216570342359401,0.160706300202079,0.101399344909812,-0.0432030067578498,0.0065526411277972,0.0527543141644696,0.100510851197568,0.417814168182599,0.156708078496982,-0.0048867154173403,0.0061083942716754
stable,-0.0443134199197374,0.269613984320372,-0.0609834025842046,-0.140232005374542,0.221599480861848,0.0455783214798689,0.0736729286360857,0.0964881705189427,-0.165654548630918,0.170020057753561,-0.176315706938933,0.172521544204366,0.0061760146440699,-0.0546087647945528,0.107125889669942,-0.197547247628948,-0.0020839171911293,0.0189800267518969,-0.0370329196803169,0.0182589678291227,-0.0433694857756246,0.0482241010071021,-0.219821898549409,-0.0299538878020699,-0.173076225758262,0.109476850667307,-0.0102263822683344,0.0162927883689011,-0.385349902829731,0.139538314716029
stable,-0.0838675388545932,0.160050629909326,-0.125304432989462,-0.127609266278705,-0.181183278901204,0.149283050042841,0.115761087036756,0.0249339537500791,-0.0046781435095432,0.282128296293848,-0.187451423346515,-0.175584872245014,0.263951846520782,-0.109452858534241,-0.0870859546142825,-0.276431349663698,-0.0225589733607287,0.198158877127194,-0.105786837469104,0.0377090768148761,-0.0761530280118298,0.005728679842104,0.329679679321412,-0.0111600695932767,-0.083695511442425,0.0389266300524545,-0.317864903460466,-0.0240587851677868,0.0493401340803025,0.297569009162726
stable,0.0578374228549673,-0.0467947747843796,0.0387696219409449,0.0513052851161042,0.13642917158929,-0.254646390754427,0.1231650932472,-0.224395922439673,-0.0146925901597405,0.0137785313865518,0.181120509919705,-0.0083917203032504,-0.0292844922618492,0.197013490516524,-0.168262330309944,0.0132121610623729,0.0021931117552926,0.202644155489403,-0.0989920931610655,0.0564120575391171,0.0589528577434196,0.143296411769958,0.0435035339005401,-0.0258437925424625,0.0194799926499525,0.0273808586722479,-0.0268129150971685,-0.016698485057874,-0.281213878711118,0.0938664417272466
stable,0.17002907360133,0.0467938733549674,-0.0047062578765881,-0.0281146442452597,-0.119783770550838,0.11855126202095,-0.0638886970967625,-0.062797063248325,-0.189169189014547,0.149082225905237,0.0645397352336692,-0.11886170807822,0.205552972440299,-0.174731273359522,0.25398690535832,-0.13452459575754,0.0324608890470312,-0.109698766606378,-0.303987851708272,0.0088527852801723,-0.132910334232859,-0.0555820186064086,-0.0400069602037951,-0.109578762248105,-0.198432713849482,0.0132427997874972,-0.0741531278474315,-0.225135132893045,-0.224713668311094,0.277744869640219
stable,0.192798193392175,0.127377942825782,0.107093736006022,-0.0005402573244972,-0.0844029283771374,-0.0551553614009458,-0.315829520470865,0.0177057059528415,0.0326364538298562,0.0160358196771227,-0.079000355132165,-0.160628325433476,0.0353622976034559,0.137102574666732,-0.110458065708573,0.06127009202821,0.013408204507977,-0.0658377221353231,-0.023353850708949,-0.0492616451337031,-0.0323908823187211,-0.0227644790822247,0.0216594072821167,-0.050022916818222,0.151419393765909,-0.0732539817716034,0.0797861839677974,-0.192773636241062,-0.0932926170802284,-0.137986632106819
stable,0.182702792499625,0.0419610375056466,0.153411691262683,0.0349976289748421,-0.0973649207331057,-0.0329750621816624,-0.0267990100096314,0.0451465802049047,0.0045507752846543,0.0503402427916769,-0.0610020591728672,-0.138112418162844,0.338505446649959,0.061413795984336,0.213900885284422,0.0495167691687395,0.0948872764114605,-0.0282870412931851,-0.145884853410921,0.0646499028534235,0.180333499970471,-0.0682038416471536,-0.0404152185994307,-0.0497695900178869,0.03050464131285,0.309864456167967,-0.27625373013702,-0.172597181986559,-0.0290021631236308,0.05060751054649
stable,0.16076306789823,0.0235378901584198,0.186383440708862,-0.207302925533362,0.0681299648493537,0.136558854595662,-0.263322200220234,-0.153999051354942,-0.0668391875205674,0.264556023780129,0.05622319674261,-0.0282868937431,0.206285037948892,0.0649916953398423,-0.0325360613449838,-0.10210718723851,0.117659760531725,-0.0270702072457013,-0.211610140440468,0.230949615066705,-0.0624098410832751,0.03376417754403,-0.0340020591458164,0.0663719778682931,-0.0360544021391629,0.151705531170867,0.0580625398306795,0.17406894833024,0.161523090627967,0.259189516707487
stable,-0.0443242966577947,0.227577032715745,0.0511997456316897,-0.343527526305802,-0.139373771108464,0.113536245850558,-0.106421971862523,0.0490493154426463,-0.177092355039981,0.228473369147754,-0.0654120562763022,0.0271156064894738,0.211026300659418,-0.0849994149970349,0.162573120861812,0.198154831770991,0.17900661804493,0.132122853387472,-0.0236968106660897,0.0070045659108392,0.186897000741125,0.0947947694603715,-0.0060332295351771,0.291056690205607,0.037331545806572,0.0342091985395034,-0.17453795701864,0.0407633404290049,0.0036496920167985,0.134813448447644
stable,0.0426387496685841,0.042472464703579,-0.0009429657686295,-0.0437664765094415,-0.0107770449130241,-0.0022609280838549,-0.31749821661822,0.107298966245926,-0.167476331770806,0.214027226068748,0.195417680293798,0.0451863995645259,-0.0115133520008655,-0.0722231031338688,-0.0328512029423803,-0.0452952033070601,-0.126408051216159,-0.0715593318743836,0.146897369825961,0.156687653753234,-0.270705764325847,0.187221815989824,0.133377649440754,0.0195162436294017,-0.0257447446642829,0.0999311052656396,-0.0316050921552435,-0.0021534929418557,0.193667240209506,-0.0798763173257071
