group,ARNT,ASCL2,ATF1,ATF2,CLOCK,CTCF,E2F3,ELK1,ETV1,GATA4,GTF2B,HIF1A,HINFP,HNF4A,HNF4G,HOXA1,HOXA4,IRF3,JUN,JUND,KLF1,KLF3,LHX2,MEF2A,MYC,NANOG,NFIC,NFYA,NR2C2,PAX5,RFX5,RUNX1,RXRA,SETDB1,SIX5,SPIB,STAT3,STAT4,TFAP4,ZFX
progressive,0.181769324000752,-0.00680297301769,0.465124615872405,0.444409945223034,-0.348939009278147,0.379819920504516,0.144544067151145,0.45602850588246,-0.241085133683084,-0.159525895369878,0.483928339044896,-0.0772787159649961,0.145384884040972,0.298031368494085,-0.123752958602699,0.542861959231852,0.605311722776265,0.410777269629959,0.172749651909882,0.450601415048123,-0.500897552639584,0.486297913916227,-0.0340148650884503,-0.070017115552855,0.139422727913109,0.0527421503618668,0.0154404556131842,0.361627700524626,-0.213873241612323,0.0060385940269383,0.264933758194536,-0.466424060156683,-0.136212336151952,0.107089496604312,0.24177307477476,-0.179170435432197,0.334415808453865,-0.134072074977847,-0.407949067364178,0.431568378178405
progressive,-0.0104430039127554,0.113136797891,0.0140942253296845,-0.0682369876695323,-0.295800000805063,-0.123273405600936,-0.190144376866233,0.19138272818596,0.023503142057925,0.111030323996618,-0.0179752438987281,-0.112779335654378,0.254921640745598,0.0534533708835045,0.155879068184282,-0.0029235304352334,0.060487717039896,-0.0645474667272507,-0.0209881398931171,0.0923146226077433,-0.0158560034958951,0.188816659987349,-0.0467381874383831,0.198966034205736,0.266232767233008,0.0159326025465999,0.0313034787213645,-0.427448235949725,-0.141108217906705,0.0119877514353023,-0.10118734598105,-0.125750108240392,-0.133601510937634,-0.0795608806653929,-0.129477928708026,0.131392904975646,0.112064411181133,0.0530448426130789,-0.0389633837918452,-0.167305093247749
progressive,0.247398698594643,0.125479696304942,-0.13148442884816,-0.171173482584369,-0.0591313701989576,0.0582419487426018,-0.0988721030935885,-0.163402711218437,0.058359036746309,-0.166507085978124,0.255890818452452,0.0701586227430948,0.19245549995385,-0.142212173672669,-0.183512768687834,0.25071572923458,0.190846735465496,0.190739906160401,-0.137064158163164,0.14211845698986,-0.103630982253486,0.111866711779067,0.161631735879097,0.131573209014343,0.133217531849014,0.0713773252849751,-0.0157773385337962,-0.073179616651657,0.0219472901178179,0.0997312883856141,0.281011517429639,-0.0799499720702354,0.0729655723761052,-0.201823851512657,-0.0200098616085174,-0.228775303960195,0.0874604964503254,-0.0947235008014981,0.147392585072527,0.177147824697112
progressive,-0.405908385885894,-0.422752427936489,0.119669762803897,0.132110133730153,-0.435412982418962,0.254642282764869,0.421761601933512,0.0464587303617704,-0.404367100992376,-0.462165284499317,0.0510825850423257,-0.511266217535691,0.487376301686155,-0.445981793117374,-0.610789184945739,0.210385387965268,0.295816607777434,-0.472513911641513,-0.784734194357107,0.234275303814804,0.171302806736765,0.434752431750311,0.509614840864064,0.463596477614727,0.447853353345218,-0.446312068451699,0.432000137297599,-0.209945020852834,-0.504440527292966,-0.181981709213285,-0.420000133483777,-0.0123302791481476,-0.0535046041607118,0.514568970878945,0.470091892523127,-0.404146917436159,-0.489357953692107,-0.27677073016467,-0.113394531451714,0.294495506440132
progressive,-0.106556278847424,0.217104260128259,0.0921417978378872,0.158559291104908,-0.0590993721391021,0.142259839501816,-0.111989429381788,0.130950015940487,0.064089000180865,0.0138600778937857,0.0386973374794496,-0.112100310004939,-0.103562502022367,-0.377992044319323,-0.0077616436205199,0.316231537224614,0.0027720155787571,-0.0268331108023691,-0.101677531428812,0.170090875912538,-0.29117251639265,0.0808319742765581,-0.0495636385481776,-0.066417493267021,0.219765395083866,-0.0459045779842182,-0.0795014067987547,0.203465943480774,-0.181955102589618,-0.0114207041844794,-0.129286806593233,0.0276092751644211,0.0855998410720204,0.224755023125629,0.0349273962923399,0.0482330710703742,0.238060697903663,0.408484215685652,-0.074179136887541,0.0552185503288422
stable,0.340425287473793,0.185128798756323,0.0791161951625803,0.0386833105027631,-0.280223371182469,0.35820782905025,0.0286916984822682,0.243684673944769,0.0014666734479822,-0.22453159675635,0.215609736656661,-0.257429829783918,0.231899385375312,0.153447818637133,0.0669665240258299,0.0947279040641497,0.172741808346041,0.13262866602756,-0.298223466631206,0.305678115448865,-0.065144611189365,0.185109436730607,0.135918865814151,0.191330159784412,0.0514138424109917,-0.238741172295657,-0.0867252023519196,-0.100915012489975,-0.228682599936228,-0.151837005664377,0.0511333619551344,-0.0843421941452283,-0.212117849102196,-0.11143921467617,0.0106914685750189,-0.111864238032337,-0.0713661409942408,-0.118941999641096,-0.0597170588973545,-0.0359626769726502
stable,-0.122222791670191,0.340399367868445,-0.0293712011831867,-0.152409398246397,-0.292610965445773,0.404112255654997,0.0308674949899294,-0.147952070191683,-0.0702328095238125,0.095870749355659,0.372379534168605,-0.245757539064384,-0.182559469346745,0.363456574541937,-0.260140891628422,0.457168409415059,0.329642991635069,-0.0206010262737437,-0.050993560077515,0.1601632226456,-0.116217688001843,0.307553975071823,0.16102180632827,0.0909949240320224,-0.0142820496537038,-0.116068224691513,-0.0376946468650894,-0.178293122188563,-0.313072492629876,0.410389714688835,0.0369755622720599,-0.18121429955378,-0.468786690738002,-0.105114224747812,0.271534977985872,0.327522273331839,0.163340148341825,-0.275284846371693,-0.0267788431006946,-0.217148600763878
stable,-0.249284531049088,0.0992753447477102,0.0951302592920476,0.0697617725592426,-0.0007250376146474,0.0295386274840062,0.0871266583234447,-0.152589881741851,0.185351246614506,-0.120844822294479,0.0314678852404763,0.225035702835663,-0.0022612404223562,0.0895116092675226,-0.112479485496538,0.025241644299141,0.0025540741889632,0.0849781667310121,-0.197714469006821,-0.0790494574241973,-0.0572732736892352,-0.167793748265851,0.131535603709594,-0.0881774147800936,0.110346653463817,-0.0402419365468903,-0.024793780891389,0.0240014071699816,0.166935604393655,0.0091169956640981,-0.025008316859438,-0.205267074655729,-0.0215914009303651,-0.260528094922023,-0.11977997223409,0.102219341973493,0.0989543237736223,0.110432781042231,-0.0567126614515596,-0.220126430866074
stable,-0.0161390360804698,-0.0036338847047347,0.0239216609211694,0.054711223074901,-0.102690229877341,-0.0143012522882564,-0.178884809145497,0.0810076582659711,-0.155973886189825,0.0536570774208972,0.0957792084244076,0.153290083673932,-0.189761453531886,-0.0369845004803698,-0.0297497899065181,0.105231448197874,0.170013542474497,-0.154459216582258,0.0123021988718554,0.143964042412085,-0.0984747971338687,0.04407260230496,0.0512840279598114,-0.0421810619713508,0.0712567390994018,-0.0786400706994656,-0.195070990000239,0.0855278072333985,-0.0435169263984453,-0.080786020333264,0.0538355951332333,0.0489796833831835,-0.196388743934778,-0.161548180811256,-0.0908793140495793,-0.184414546205878,-0.0226450149300511,-0.0746051679452803,-0.236300819910205,0.0047581725838754
stable,-0.0451393011257305,-0.0034666202054373,0.06969859638397,-0.0035886842971781,-0.157633568074008,-0.338556964852153,-0.158097411622623,-0.191713862488027,-0.142937051428422,0.184487668256974,-0.0040281150274448,-0.077803652075556,-0.0042966560292745,-0.106293411087848,-0.0375469146194556,-0.053171118362272,-0.106122521359411,-0.142131428422933,0.111786295216182,0.300399729773993,0.194789877599894,-0.182436991515729,-0.278013175348739,0.139104238947762,-0.17806709703141,0.136028223835895,0.279551182904673,-0.131633916533228,0.121014340551783,-0.0816364645562156,0.160465455002394,0.083150059293801,0.0461890523147009,-0.0470190881385381,-0.0137444167300088,-0.0597625793162727,-0.0723107679472221,0.141984951512844,-0.10402301898147,-0.0813435107360378
