group,ARNT,ASCL2,BACH1,BCL6,CTCF,E2F6,FOSL1,FOXP3,GATA4,GMEB1,GRHL2,GTF2I,HNF4A,HNF4G,HOXA4,HSF2,IRF4,JUN,KLF3,LHX2,MECOM,MITF,MNT,MYC,NFATC1,RUNX3,SETDB1,SIX5,STAT4,STAT5A,TCF21,TCF7L2,TFDP1
progressive,-0.167304254369648,0.0346279112990872,0.0375455623619815,0.0102885590112587,0.219054170590457,-0.332305100005431,0.402098384641507,0.0159703005547897,-0.0119009451249635,0.0679505576489849,0.376530547695618,-0.0568174154353094,-0.0542836658280592,-0.219898753792873,0.358256838406965,0.192564970151022,0.0978180908980868,-0.0207306786047751,0.200012658390515,0.308963891502277,0.0157399596814033,-0.341595515232016,-0.426437736929336,-0.0725573751167127,0.113481270288361,0.168148837572064,-0.0886044559626312,0.417684783740653,-0.0661078306618938,0.316334799450642,-0.201010802175189,0.542452756824948,-0.196020083251818
progressive,-0.154526745518606,0.340302657374472,0.104685980626985,-0.077244271801884,0.0691199979130607,0.135591329730706,-0.132802589947552,-0.161021071041019,0.335883969224908,0.105691964384378,0.40258451253158,0.0752323042870971,0.0943587296491857,-0.0228192771297356,0.502660795434812,-0.0521328797818848,0.0658473672086288,0.0746974774793689,-0.0940658483020965,-0.0288042437876462,0.443460561407948,-0.436978969857147,0.0591365641688014,-0.0633133068577262,-0.0931235344027659,0.157799376223038,-0.0435756508582339,-0.143346318442764,-0.142989767237612,-0.205169750621819,-0.43086666348311,0.0092957992771802,0.123557726556822
progressive,0.151564474490054,0.0343215214963057,0.202551204203066,0.0102354458454624,0.0715959777326509,-0.105095282714065,-0.0641453471527587,0.0031079030570823,-0.177527704821981,-0.0284428003119668,-0.0113837495386473,-0.123469756859445,-0.101859867265094,-0.0168074868204424,0.26860569949591,-0.0253798880566066,0.124108241707133,-0.075339520065346,-0.0362275164349035,0.15841292049305,0.148025274995266,-0.0747495637576358,-0.0627326359786836,0.246156135417452,-0.0479101279487511,0.125780899735603,-0.131992014501212,0.0633135172186961,-0.0630847947497702,-0.320759113759563,-0.0266222494429645,-0.0499978549633649,-0.0400163571987342
progressive,-0.244048439290007,-0.344396580242435,0.315788557602488,-0.453107066274233,0.441333764649331,-0.402932995798018,-0.106289807193033,-0.131596904143755,-0.467411077594206,0.428350123605048,-0.129396287017605,-0.139629156654201,-0.372124356031922,-0.496789316228305,0.25483146320814,0.45277697370531,-0.429010308742893,-0.623324800981915,0.408874662038623,0.643350416829878,-0.0737206737260165,0.0062717588095267,-0.251860630087838,0.507792401859054,-0.435832221833957,-0.336474358588296,0.484465860321866,0.508232525284284,-0.450906449148083,0.51714502464519,-0.109370671169642,0.158004309657552,-0.361341332113788
progressive,-0.522518861510415,0.418499412568485,0.350804215638023,0.304133055477834,0.0794730604614535,-0.0253169029170835,-0.227962199744696,0.516134599035672,0.16533038339765,0.194830078970599,-0.161367737723672,-0.0708873281678339,-0.44700844672294,-0.287842178818145,0.141994803317555,0.151351050047782,-0.135610540842813,0.0136491128770363,0.0528352756530439,0.182721994966777,-0.148268992301354,0.12636436760353,0.325047018757164,-0.0044029396377536,0.259112997681803,-0.0758406352603068,-0.0288392546272865,0.121631207492945,0.118108855782742,0.0285090341544549,-0.131427748186947,0.275293800850547,-0.0706671811859462
stable,0.210349411715545,0.207572338822652,0.0441192758985552,-0.0995431587733026,0.238751269226995,0.225789363855468,0.0754058717771912,-0.0860946161709543,-0.171200959704742,0.178429009008765,-0.169548883888385,0.0004925293712056,0.137823725287971,0.103499998865848,0.20250054507468,0.094621212868283,0.203421727658835,-0.272253443802368,0.14626957287958,-0.0316497659859524,0.262920293433812,-0.18429423302438,-0.0964311712644807,-0.109310318846066,-0.135156862202718,0.246221030199051,-0.0330089756427596,-0.0514027648871014,-0.0576716005190341,0.0376410014584209,-0.104796135838089,0.037430625264249,-0.0402190807010665
stable,-0.431988665041013,0.0623463389933692,0.428980256132374,0.237601456317596,0.250574496163312,0.146214626930175,0.191365568769551,-0.408783065592357,0.0605816483361306,-0.225414009782271,0.0377332871086219,0.421589063492075,0.285210064808009,-0.174843301041516,0.21493171420066,0.0547417957487738,0.368274566747235,-0.0464376609877661,0.136514616897649,-0.0268920994252111,0.130221601011245,0.0015893793079721,-0.0702039259779435,0.293737473457234,0.0662676900227158,0.24363646682206,-0.126581409692986,0.114289768676494,-0.223986710778337,-0.0288800639706664,0.0871413177499968,0.145541497504218,0.18832242836719
stable,-0.194839362884385,-0.152490758598738,-0.249469373570873,0.108897522298818,-0.0589551069360872,0.0971357497639363,0.0223178078059368,-0.0529233090369156,-0.181738055144141,0.141061925127674,-0.060154621039843,0.0571566136754624,0.145005852822903,0.0512523905577537,0.102196734691975,-0.0740773859095069,0.137816547150457,0.123133000962068,-0.152104922674313,0.143191801662099,0.123307249444067,-0.0816011864357886,-0.0130624129897975,0.0493263225156659,0.19239210518632,0.110850038771209,-0.276764153643884,0.0567878914412339,-0.0111985765484234,0.100899205817095,0.144002368261395,-0.110089257452485,0.0490353897823296
stable,-0.247949968858658,0.268255941882534,0.114869775227506,-0.0943888619657286,-0.0526532833735568,-0.0797644316517738,0.260728923056397,0.0739403556660541,-0.0159668815493868,-0.0034827446706017,0.0578470009282832,-0.140114511918414,0.0836460974222444,-0.265061418423556,0.124586701687431,0.166344362899797,-0.296488428406968,0.0902803474605375,0.0075591390009652,-0.133156479046367,0.092566615618808,0.191402114287244,-0.171263051457561,0.202966237587036,-0.152120287622087,-0.171646486044567,-0.151560192073529,-0.112716289577675,0.0100650862120751,0.0673218789278996,0.0749842613479538,-0.168537425193612,0.0087561890878469
stable,-0.0601739542791146,0.0328441438549187,-0.0262898264877,0.0993547444447761,-0.243404612485936,0.146661920718871,-0.10953691275326,-0.332286960546928,-0.118654911452306,0.0579730580414139,0.119066067892316,0.0145355894380016,-0.0175587985557224,-0.100007757614204,0.104990006240208,0.0862702953832805,0.0490485447259021,0.0815782748325779,0.0400272887186233,-0.106779746037898,0.0585293285190745,0.114301490322788,-0.0587228139026087,-0.039543575259788,0.128667780050197,0.444653597034374,-0.193557940552956,0.0398338033350892,-0.0692919529781606,0.273781817700795,0.157666401907375,0.0814815321408108,-0.421943250142055
