group,ARNTL,ASCL2,ATF2,BATF,BCL6,E2F6,EGR1,ELK3,ELK4,ETV6,FOXA2,FOXG1,FOXP3,GATA1,GATA3,GMEB1,GTF2B,HNF4G,HOXA1,HSF2,JUN,JUNB,JUND,LHX2,MYC,NFATC1,NRF1,PAX5,PBX3,PPARG,RXRA,SIX5,SPI1,STAT4,STAT5A,TCF12,ZBTB33,ZBTB7A,ZFX,ZKSCAN1,ZNF143
progressive,-0.0891139179142535,-0.0228283313125024,0.13947276173984,0.0285922953648286,-0.0514206266773309,-0.182778333764554,0.197112402263102,0.536882914821277,-0.0072807966976751,0.0960155064505914,-0.221988457646825,0.259075015825608,0.18884566434595,-0.242769064888107,-0.186646257010194,0.16594149140118,0.287818994454972,-0.0851701530363461,0.388309157209343,0.0534683507485521,0.0833499538619273,-0.0320810104491312,0.332641399125035,0.166169016297982,0.122256711215129,0.114217498194779,-0.176862686447693,0.0608249890784947,0.161921884891005,-0.0825915375392528,-0.101627787238383,0.242844906520374,-0.196050619411358,-0.0154716929825597,0.25308352687648,0.164652183652633,0.160405052245656,-0.0452774544636675,0.240114607758746,-0.13264701483577,0.187101306803799
progressive,-0.0973487980219114,0.326126094625858,0.0877206157540867,-0.177498969670954,-0.0482171238636712,0.0350577612918157,0.325414777730082,-0.243384697142203,0.0043568159866278,0.0224572905666414,0.0506813288240379,0.0381316664485619,-0.031259837151869,-0.0628880348390506,-0.169077485708463,0.387769324897301,0.145032434213751,0.108831485053724,0.14816984980762,0.0751201450289123,-0.123921564914114,0.221549808859366,0.191001288603273,0.243816568114639,0.255083319660233,0.044254072587205,-0.473254373264663,-0.190582119718262,0.322290064223638,-0.0481409113391237,-0.0873014468690758,-0.0163348844279982,-0.253609877518983,-0.303973654157406,-0.0843164563243017,0.0606270632774769,-0.0344607631828609,0.0467182775475718,-0.007075062695486,-0.279090264892672,-0.550190916795289
progressive,0.0122956638673044,0.133689555350809,-0.183151160387147,-0.177181117532126,-0.0456512138395573,-0.227218972637618,-0.0479892304425873,0.113617318098563,-0.167554247789226,0.0241323240153013,-0.0632697237820162,0.213057963110083,0.0286694583039597,-0.227555124909804,0.0112237849911698,0.0717629817966029,0.261275697244316,-0.152135853700404,0.161515792034589,-0.107127536840064,-0.183289598611622,-0.0434649187737222,0.219177116909048,0.290455833657529,0.118199369947575,0.0613172303764841,-0.0399317111545094,0.0826341831345342,0.220630065617723,-0.333423280852564,0.109490814771908,-0.0132115981877493,0.0344442441402122,-0.134897492204631,-0.281525301273344,0.0787229769689596,0.230608751192316,0.209026285744175,0.285709007305065,-0.113240548066672,-0.10171930900916
progressive,-0.240465033424411,-0.457475409987918,0.471394762424062,-0.461201850797595,-0.524880148162947,-0.596120928347937,0.556993299846335,-0.244410676634657,0.4227318294977,0.218106388566353,-0.561925353859142,0.487944543667037,-0.311815414809686,-0.544827566614744,-0.486848531664191,0.622534817616525,0.496055032488097,-0.560281335854873,0.492657395279275,0.59929936315619,-0.564117377864834,-0.554582073440073,0.491670984476713,0.692350782197815,0.688076335386716,-0.470517952821786,0.0164401800426899,-0.601491387161882,0.0397852357033096,0.0038360420099609,0.510522390925665,0.595792124747083,-0.547896400222713,-0.602368196764159,0.577488724299555,0.453748969178242,0.579899950705816,0.512604813731072,0.494082210882975,-0.560829341856296,0.318062683225908
progressive,-0.126069050935719,0.349470015432289,0.203912560989477,-0.17517542361461,0.100745136773958,-0.151172757148246,0.15315462869134,-0.309061856748089,0.535545732533917,0.0362242076487785,0.0554924032066394,0.199838713928672,0.457922430429392,-0.0360039996995458,-0.289463349266379,0.186406029025477,-0.0459133574150171,-0.36268249238625,0.262487875485374,0.092046922779267,-0.256101844957626,-0.299923226854932,0.153705148564422,0.245972279292922,0.142144231229705,0.30300613814419,-0.185194885304697,-0.250926958150657,0.13146414569192,0.461776069540964,-0.074980806713733,0.0097992537408549,-0.130583313894989,0.248504670709098,-0.0320402566133573,0.193232475451691,0.0811466292922485,0.205343912659489,-0.0998643049770277,0.159100243320623,0.370279666634778
stable,0.473130814158039,0.291874164708243,-0.0668047880649898,0.180077713157786,-0.152371241964555,0.417315682567794,-0.22885807102461,-0.287414977007733,-0.327095820824503,-0.168993549561806,-0.274979548456588,-0.270358443894414,-0.055787500270901,-0.0012400722546171,0.158114685333707,0.166512203690861,0.362358723692827,0.214328135073336,0.24544900973275,0.152597765389322,-0.386326690727278,0.0153060156163272,0.264587369205919,0.0561771419190418,-0.0998023232010095,-0.129169610216839,-0.232060100437285,-0.0882920766516677,0.460662281417535,-0.247110759947791,-0.434145558771711,-0.117783504377593,-0.126640076392835,-0.132443187393613,0.123746529970517,0.30139949474239,-0.222934823852771,0.395866704071221,0.0130907046219648,-0.114579739664669,-0.403942257489933
stable,-0.0191797691590628,0.261690881335275,-0.13107384978445,-0.117366004449099,0.103501488600411,-0.0103303589004617,-0.140660436037385,-0.330231757175327,-0.208165637326114,0.0671489820162992,-0.0115128089853325,-0.249750939055686,-0.28833311441908,-0.0642101730187541,-0.210260074714937,-0.0849253132085209,0.344943942959334,-0.0276383277159702,0.274419123671444,0.0680147927478993,-0.0781274620929872,-0.0857020691220135,-0.0726934690251358,0.0843876859732798,0.251279713433197,0.158070652977387,-0.211203396121556,0.388516486463341,-0.0490494148176136,0.0474002515193279,-0.337577130505892,0.0115260022917188,0.196179518474173,-0.20043435978375,0.0947378348333209,0.117080699198496,0.226459805793997,0.404564494518959,-0.304750535053515,0.0349935960263245,-0.0364432105655176
stable,-0.131806129786207,0.101644212964047,0.129681152820965,0.0351367896880767,0.0272762416607224,0.17270026921686,0.069319984295851,-0.327002220302012,-0.147141432072702,-0.094006118601429,-0.19275998954394,0.154802860735817,0.0367344114620907,-0.0273400220820803,0.062554592771813,0.171885124319505,0.240632640443168,-0.0028810083013378,0.0836550229010499,-0.0640542104837405,-0.0910535517785676,-0.0086259130836492,0.067294567012729,0.176029296087736,0.0210397609479452,0.256874869208972,-0.063800644418342,-0.0982467388117135,-0.156296255967612,0.0271097903171786,-0.0937945542769247,0.0325513491930316,-0.0141125849404627,0.0911391108803892,0.0163137872873272,-0.0543844763578679,-0.15368281431197,0.240249957915021,-0.155266435505686,0.0494033810118183,0.0893299247818709
stable,0.0082381974705016,0.149566063197693,-0.0689942599827209,0.319590841384911,-0.133683711255951,-0.165409212879848,-0.201684751946553,0.0305397048084137,-0.0740882645457591,0.151155042376355,-0.274095331470793,0.107184700663618,-0.0005328073529028,-0.088421125716303,-0.169365493471274,0.0444370489053172,0.0475566330950848,-0.226988522843357,0.0063330248842355,0.338680052619876,-0.0068068857738205,0.0876296406797136,0.182782681425229,-0.121082330908402,0.169657650456942,-0.123544919565267,-0.0383463912755976,-0.0865585891641844,0.0031756691742836,-0.0624984169546605,-0.16519460196971,-0.135751129690282,0.192921473115914,-0.0923213213232129,0.0811581202214689,0.205789257139915,-0.163290001679204,0.126863948827523,-0.0744176207558511,-0.0692200306601862,-0.0077938098125756
stable,-0.17201259647154,-0.181252543799534,-0.252301224950822,-0.0449452268199829,-0.0035705279491988,0.275726783320228,-0.154738961257848,0.184919572504117,0.207862627096604,-0.134280801116492,0.121470325839299,0.316208850203712,-0.233387076895606,-0.100457286354487,0.0514107774306944,0.0810365093335065,0.14231448900219,0.0668508982920948,-0.0064173002330195,-0.0302771120016525,-0.0005066289657647,-0.0411093217934787,0.115800906460504,-0.366678745269415,0.0355846535477589,0.038286674698504,-0.0650415091286495,-0.107574217064039,0.117948048267792,0.0743538320231816,0.10685046139866,0.0352710260927617,0.0446557245538317,-0.125161479732728,0.0818326405654225,0.272904136225253,0.0848724143600107,0.223640500601847,0.0056935445676414,-0.0371286656338989,-0.0127622248995013
