group,AHR,AR,ASCL2,ATF3,BCL6,CEBPA,CEBPB,ETV1,FOXG1,GATA4,GMEB1,HIF1A,HNF4G,IRF3,JUN,JUNB,KLF4,LHX2,MEF2A,MITF,MXI1,MYC,MYOD1,NRF1,PAX5,PGR,SETDB1,SIX5,SP1,SP4,SPI1,STAT4,STAT5A,TCF12,TFAP2A,ZBTB33
progressive,0.0677362056105723,-0.012197119696581,0.0101259106915012,-0.224304264105678,0.0210956472739608,-0.15403658082223,0.100491992468686,-0.288281608929253,-0.235504135022035,0.227679567669511,0.0667389568303487,0.0740265440704442,-0.0247010851716923,-0.0925140022268971,-0.0198682641598394,0.0844593005404757,-0.187252636348139,-0.0129642341429068,-0.0724156037331599,-0.0885250071060027,-0.325716793909954,0.0292270604050148,0.0945852112319769,0.0798566138625206,0.0877578926596768,0.499468216002759,-0.0899058131093892,-0.0162628262621079,0.410866497452123,0.0390461253179856,-0.21103318418424,0.0097423534683382,0.034903707307826,0.0553089515800935,-0.0490186131202216,-0.0652814393823295
progressive,-0.0760307670995718,-0.164187571751363,0.241932356817177,-0.0922116083480506,-0.11330426227591,-0.142787929531043,0.26104237802289,0.064390794343749,-0.0226403865690178,0.178884636252946,0.34568160849023,-0.084856680507833,0.0288441083125058,-0.0612441643460211,-0.266171640742764,0.279794246220732,0.415547027382872,0.238082211982559,0.10238059553583,-0.30413585957714,-0.0817612152255153,0.365111409167257,0.274728939395122,-0.403727978123113,-0.111679782561635,0.263472702004875,-0.0015093591046011,-0.106985419922749,0.116335771663965,-0.157369873422953,-0.0693409805596868,-0.163343353947095,-0.0103352725128624,-0.109070382075715,-0.202100625870329,-0.191803726894024
progressive,0.0899338257666605,0.0368516676221131,0.11951296049769,0.0632344535291569,-0.0632394701336133,-0.186171979764332,0.205985560725071,0.0064726546051531,0.166703464011659,-0.134433654185841,0.0496758065401663,0.174734198782419,-0.0728505124866492,0.140935945346552,-0.144970375828866,0.0262266537406567,0.18344618843835,0.224919692335349,0.0805531613259655,-0.0546608449776909,0.0948000864463652,0.102141385407765,-0.251014216432479,-0.0591105731304596,0.0378706557549897,-0.11412697959631,-0.18792107679193,0.0074307488777829,-0.390161858058142,-0.115983586316334,0.0075844113312069,-0.0986368627131,-0.169099162764414,0.135735038560344,-0.102641579461327,0.268154487467702
progressive,0.5981090705995,-0.469508432938709,-0.487311272718062,-0.479902637530381,-0.591585048568557,-0.546138047641141,-0.412782614262883,-0.505335265786599,0.512743900974281,-0.500580470069133,0.510311214793251,-0.465417097088796,-0.56571011373397,-0.410902811304815,-0.743517358238314,-0.492729528303083,-0.0811632571307142,0.690993452056994,0.436888322783994,-0.0076297884768655,0.524907331879428,0.570243756162253,-0.212417734261719,-0.189528368831123,-0.433128716867858,0.143196754746969,0.591363895279373,0.531210200621187,-0.0677834831350515,0.336484729494228,-0.435340249759703,-0.51174871117295,0.645325297840393,0.420744132673525,-0.519489076294408,0.469508432938709
progressive,0.259559899791195,0.163418380022514,0.122230731253253,-0.213043390803808,-0.035858788551136,-0.212932372882597,-0.0356367527087141,0.094809304714149,0.317400236742098,0.232804580779357,-0.153426767113529,-0.115236602216963,0.183290587919274,0.016874724024064,-0.240908889027756,0.0700523082841078,-0.0176518494725406,-0.0663887168841465,0.311294251075496,0.50513154150981,-0.0538436917873095,0.101137326223173,-0.447957312086173,-0.263889598718422,-0.0166526881816421,-0.194281362119158,-0.0057729319029692,0.0802659570355149,0.0959194839262585,-0.142213957071224,-0.205272136319042,0.243018229530764,-0.0501801003873482,0.0082153261696101,-0.0476266881994964,0.196279684700955
stable,-0.138880835981127,-0.0877861912864721,0.151930419345482,-0.0370060428791887,-0.0111290629473595,-0.183257147656346,0.246746219840256,0.227098654638109,-0.226701643326533,-0.227241546509291,0.117489050755162,-0.283883347562773,0.206681217551603,0.140924256824416,-0.242120279995547,0.0085402379196996,0.156113327304141,-0.0907219819281008,0.164019608330568,-0.127819663443925,0.0810443783821004,0.0226230703920102,-0.189822660167541,-0.0918523706743062,-0.0303476841944181,-0.0337737348335109,-0.0054039961461029,-0.0527795612376637,0.134543229123433,-0.0099806953178316,-0.0611388027871994,-0.0627532796754,0.118502979272084,0.292763440045575,-0.003524800326595,-0.192987748656917
stable,-0.126395490225723,-0.0296280050123649,0.0615808140842705,0.0583403286537,0.22183167738789,-0.183295235167314,-0.499715307923579,0.0792884028397744,-0.147678044767942,0.244309750826825,0.0052523350974806,-0.0147933044643418,-0.107277122938361,-0.059837211039615,-0.207104606657438,-0.119659519489105,0.238688162662907,0.021183203941384,-0.0908842738005742,0.214762882138475,-0.0920980069741093,0.258884483969329,-0.248505657868759,-0.11594546286122,0.437717221315801,-0.18300877426824,0.0674540904369704,0.159576935061288,-0.363161218762471,-0.229643946300221,0.208934313556151,-0.20396512767105,0.0861154449604909,0.243354329215461,-0.0295750180252529,0.259237178602294
stable,-0.0753630685320047,0.109447785815933,0.0228386175052679,0.185581712304182,-0.0126863870126967,0.171543983206246,-0.0985512248676348,0.210558134263004,0.183568743147186,-0.0570216425852351,0.0643681997876676,0.105108198819338,0.143725997809525,0.009215965768387,-0.0873597405312189,0.115867440941423,0.223107202449487,0.182028587675903,-0.196025745302458,0.0828781533847903,-0.100640655643773,0.137858738871304,0.124039471542344,-0.0383088316312058,0.088249192019194,0.169203321395786,-0.30269438532877,-0.11656495816094,0.198048077106696,0.0411160653625516,-0.142071930130133,0.0955801448095567,-0.048704490952065,-0.0641107269885169,0.0037294544846672,-0.134505350717517
stable,0.098036558777522,-0.0635667007527877,0.200931640208635,-0.0320318350979309,-0.174302696027084,-0.0991770031064261,0.0355534237699803,-0.0222992774497514,0.237630679087852,-0.0382654980544095,0.0560949231722343,0.219985103937407,-0.172242427330132,-0.197564025884266,-0.0088581212408282,0.0436448331937191,0.0553408510404023,-0.0394619591702497,-0.0406782416106981,0.0986673939780947,-0.0934167538159511,0.100962071383456,0.0964370640613159,-0.139307716533021,-0.0440352271088276,0.0332236999645866,-0.187052403999314,-0.0451343051950712,-0.170944274201085,0.402199381138886,0.200628575028032,-0.131171493679733,0.0757364195310485,0.16825891561504,-0.117082553601369,-0.259850096708023
stable,0.0034894190522129,0.0928573181116659,0.020960746390029,0.0358392415154368,-0.108268918925606,0.153195189222848,0.225309849635248,-0.0694975961232406,0.0679467432111459,0.230107800832041,-0.0835037364855952,0.127848436940801,0.0033197945149525,0.108341615155861,0.204494495705728,-0.103640592266074,-0.0018901019866153,-0.194341255546858,0.0647238770031993,-0.0670501563713412,-0.0758948643856309,0.023238561604668,-0.170714980714167,-0.311842595714778,0.0809836005034414,-0.22240200042507,-0.0764522021509149,-0.108341615155861,0.205269922161775,-0.0615252428720041,-0.129617378543659,0.0972433240036835,-0.0600955503436669,-0.0259283221240821,0.0724539094869209,-0.059950157883158
