group,ASCL2,BCL6,E2F2,E2F4,E2F7,EBF1,EPAS1,ESRRA,FOSL1,FOSL2,FOXA2,FOXD2,FOXO3,GATA4,GRHL2,GTF2B,HOXA1,IRF2,JUNB,JUND,MAFK,MECOM,MNT,MYC,NFE2,NFYB,OTX2,PAX5,PRDM14,REST,RXRA,SIX5,SP4,SPI1,SRF,STAT4,USF1,YY1,ZBTB33,ZFX,ZKSCAN1
progressive,-0.0480884034038494,0.205403920460192,0.0667542968303436,0.25459962262663,-0.0113893587009117,-0.0835219638066858,0.142208798223884,0.0711043991119418,0.316291982256569,0.3229357748321,-0.0065646998067754,-0.0532294333730109,0.233560946137446,0.191958149771616,0.280304772472438,-0.185235264427328,-0.13603956226089,0.398469368994397,0.195359138828138,-0.0321907568838268,0.250012242038763,0.024123294470681,-0.0854201902568378,-0.160083763962814,0.101001465701835,0.116266370071807,0.155180012299922,-0.0783018410687679,0.209279466129252,-0.17139402989497,-0.0282361184460103,-0.0958604357326735,-0.198918313422173,0.117848225446934,0.125362038478785,0.014553069451165,0.103453341533281,0.380831681561735,0.28370576152896,-0.31194187997497,-0.0333771484151718
progressive,-0.0626686609084566,0.0928764226256181,0.234666887858297,-0.119114994490091,-0.20422333268454,0.13475596044425,-0.0988629564958448,-0.356585204554577,0.194018715868551,0.0526081400937211,0.1265686876458,0.03570960903772,-0.039914592347004,-0.0083313687997028,0.200712630108564,-0.188595466366858,-0.0558175510307135,0.0673714304038863,0.113167759529297,0.0336529661107494,-0.0265791624128885,0.165382910528692,-0.153396743151761,0.153174049331643,-0.0150383826761932,-0.0639786245562086,-0.181993249582188,-0.0216274998243858,0.309950498694605,-0.309361015053117,-0.198616688272161,-0.128350238206743,-0.256661177504053,-0.0397311974363187,-0.0987450597675471,-0.0602583277965928,0.129306511669602,0.118355215574395,-0.160234753393027,-0.158492501741517,-0.0835363818171462
progressive,0.155755314714912,0.0370941589516963,-0.281828557961284,-0.006885609025625,-0.0338919431232212,0.0985060049933235,0.160037010893893,0.166368679143872,0.163128047366126,0.11995149351349,0.160700096779993,-0.131237254415034,0.0545273323791179,-0.138549116173105,-0.0789505655292671,0.141725982169474,0.104344133919466,-0.0176382410507219,0.0748500737057099,0.0737493902548941,0.0279295687236713,0.0239023097484197,-0.160711754573153,0.0961456539594729,-0.133921832931127,0.17298482884304,0.0011375345956362,0.0920532991190607,-0.0334387757542188,0.082715641518758,0.0714901255885765,-0.0986133505786604,-0.046873952049622,0.136924223231212,0.0498171145012382,-0.0531401332333286,0.0323291729180325,0.174428830390399,0.132703945626933,0.273614429956781,-0.0298571730866048
progressive,-0.45557672299145,-0.515576276856198,-0.655243746626072,-0.464195443436109,-0.485852740963717,-0.541432438190178,-0.502648196189208,-0.455355730159535,-0.583421076253906,-0.495686921983906,-0.466957853835039,0.535797120976362,-0.452151334096777,-0.66275750291116,-0.494250468576462,0.489941108354132,0.582647601342206,0.246517504000467,-0.625409714317634,0.518449183671084,-0.717563725225921,0.472482674632898,-0.666845870301576,0.496570893311563,-0.457455162062722,-0.608614259092143,0.508173016987067,-0.50607358508388,0.631487017195279,0.454582255247835,0.544526337836979,0.614802058385745,0.53469215681679,-0.491819547425404,0.474803099367999,-0.586735968732621,0.471156717641412,0.481432884325429,0.485852740963717,0.556017965096525,-0.493256000832848
progressive,0.0789074532766152,0.29947916477499,0.303978273953043,0.0080753241657354,-0.0389922795431227,0.337663911901539,0.0800610710145774,0.371926358719017,-0.0125744333437881,-0.0900975453348487,-0.355429625066157,0.098634316595769,0.085598436156796,-0.0029994061187017,-0.138203405007873,-0.234415124353921,-0.228185588568925,0.45579436826887,0.0209958428309122,-0.269369741814176,0.3358181235208,0.130704889711118,0.0726779174916193,0.154238691565548,0.383693259646231,-0.303978273953043,-0.215495793451341,0.105902108344931,0.0115361773796221,0.133473572282228,-0.122744927319179,-0.252411561066132,-0.380463129979937,0.0396844501859,0.0574501633505181,-0.0851369890616112,0.133242848734635,0.211342769594677,0.0701399584681024,-0.225416905997816,0.322782243081827
stable,0.136383094071487,-0.0634190801103264,-0.0104747598030012,0.118627687213686,0.055140472705788,0.002986372360503,0.0892940214118047,-0.110384259406261,0.133159085618229,-0.131900824059809,-0.0409233268288203,-0.0832940229317699,0.0581874707751507,-0.13965980239552,0.0062527910000047,0.0469083079314311,0.109909404370124,0.126069353926421,-0.0469832557687599,0.0297520666228876,0.0315494242208698,-0.0104708664088542,0.001177195530289,0.0682688587195188,-0.108262637695754,-0.083635529218374,-0.0471449706756494,-0.0281699581013155,-0.0433598963158574,0.133149213083071,-0.192898352060522,-0.159185452142066,0.0466489800712859,-0.0007774273812717,0.0874417391463924,-0.0327716718834307,-0.0402938484251327,0.228188771857449,-0.180970800041544,-0.0748922174124387,-0.041440870150783
stable,0.0956730162228533,0.231861961377715,0.0614025446069001,-0.0269045611248733,-0.112011105191804,0.0768374285736938,-0.159023951923423,0.0133787240944579,0.159270280560375,0.221478525083972,-0.137160574778394,0.0769811202785825,0.081690444844756,0.0246995777010456,0.0511764849423215,0.248434404674877,0.185340061304466,0.169186718813229,-0.088459350514334,-0.0688779344921809,-0.365999878506843,0.0705064404809194,-0.0840562261288162,0.0889041105532752,-0.0013650711964425,-0.123544075124656,0.126450410917584,0.20235726464057,-0.0212372918594418,-0.0209481978341301,-0.181056680006355,0.0437643878318131,-0.156098799359617,0.23197315138745,0.033215021831235,-0.161959368180435,-0.339750483131641,0.0853511620883489,0.0463679446751535,-0.146996614101132,-0.063735824195807
stable,-0.035634410551111,0.10238590520082,-0.097282445005602,-0.03211288120986,0.141396887285846,-0.0449526765574459,0.101836010909949,0.0513071856551038,-0.0184458809834567,-0.124009828547276,-0.0963874881081386,0.132228305971869,-0.102447354706103,0.105682119689364,0.0192463001804838,0.160657368121395,0.110057639591223,0.0154348552245615,0.0726805840954036,0.137218320926563,0.0494290366731032,-0.123285039510598,-0.0217972424639224,-0.0381506890110563,-0.160996128214625,0.0392016331142395,-0.0947961034841281,0.0530923725650086,0.0766102011768712,-0.0687399376155518,-0.0123277161368895,0.0527599149851411,-0.0032962144885445,-0.103211534451297,0.116525593929405,0.187339058441192,-0.0187153134297,0.196175182175302,-0.218582192807038,-0.049772523651355,0.0492494150422743
stable,0.0652306520236075,-0.0498066310979088,-0.156478545922865,0.0131291870814205,-0.0285109807346039,0.198781827528664,0.198393627844093,0.0425843113849521,0.143751537209332,-0.124963021943158,-0.185763887468629,-0.0246505343590009,-0.0429363994709587,-0.0404318853769495,0.0805442995956283,0.0037337645580571,0.0835546672921136,-0.116238576218933,0.0274844211786292,0.0418757668744027,-0.136890624704592,-0.0114275736103396,-0.0039655777230375,0.115290646756608,-0.0149423387964555,0.0306514666172746,0.0273653111478792,-0.129457459851628,-0.191400209070426,-0.149145561633662,-0.0528178724621012,-0.200107472663074,0.311007065523232,0.0855722572506363,-0.0213474879805995,-0.0283024653751492,0.140031460112021,-0.0581740379524521,-0.113671449272574,-0.0653156890137762,0.0418702336455904
stable,0.122459420613746,0.141711996874004,0.0425411743667406,0.10979984898428,-0.0325639278152009,0.0997975339740684,-0.0421651474866574,-0.334538580980644,-0.170214834384307,-0.0751803075579581,-0.135469950664623,-0.162644159865299,-0.342034050123635,-0.109198205976147,-0.202904104492869,-0.023263529647811,0.0106791633943615,-0.239052821898196,-0.214084637060674,0.146675551691101,-0.208168480814033,0.334563649439316,-0.0149658698273094,0.0005515060907886,-0.0805449577138111,0.0452485679033392,0.126620784753333,-0.0268232507792648,-0.08733851001398,0.242662679946994,-0.0525434893769524,0.146199250976329,0.148330069963467,-0.112933406318307,0.167883467727791,0.0106039580183449,-0.136472689011512,0.308492452420218,-0.138728850292011,-0.19237535185054,-0.165050731897831
