group,ASCL2,BARX2,BCL6,E2F2,E2F4,E2F7,EGR2,ESRRA,FOSL1,FOSL2,FOXA2,GATA1,GATA4,GMEB1,GRHL2,HOXA1,JUNB,JUND,KLF4,MAFF,MAFK,MITF,MNT,MYC,NFYB,OTX2,PRDM14,RXRA,SIX5,SP4,SPI1,SRF,STAT4,TCF7L2,YY1,ZBTB33,ZFX,ZKSCAN1,ZNF143,ZNF76
progressive,-0.131657239718419,-0.501700228481131,0.233049323578,0.20491873790568,-0.115266790071945,-0.0816473096342943,-0.226874316967003,0.159330417493628,0.306768229662372,0.265372814973836,-0.0206595900195087,-0.0972754127855832,0.085230338161663,-0.304023782279707,0.528153651864044,-0.0999436255187301,0.029883982611245,-0.237775871848146,-0.0763871188175191,-0.14515077268319,0.0933112110106221,0.167716228940661,-0.126320814252125,-0.239605503436589,-0.0331620725405397,0.0773019346117409,0.177550498728545,0.139966816515933,0.248906130677844,-0.248982365327363,-0.130513719975641,0.014865756656104,-0.0806562591905541,0.145227007332708,-0.0206595900195087,0.111759996194095,-0.127388099345384,0.136993665184712,0.0275969431256905,0.0778355771583702
progressive,0.149820473303117,-0.145198663852192,0.0121847703706198,0.274252825269749,-0.156046547191553,-0.0316651242546827,-0.143989099395338,-0.210069515511866,0.172623946379167,-0.040564972205637,0.109497413988851,-0.0576134649185522,-0.0886547085586473,0.374442959069547,0.171541704496719,0.161877921099331,0.199629064410603,0.140793302777757,0.233496869202504,-0.0628082259543023,0.0755404833948663,-0.643093591065448,-0.303791662531857,0.0670989967117724,0.172318372200593,-0.0640814516983587,0.262870187117885,-0.192206158322754,-0.111381788090054,0.004583612678603,-0.155562721408811,-0.146408228309046,-0.323119229326634,0.148903750767396,0.0981402403518675,-0.162017975931177,0.0640050581537153,-0.189265006853984,-0.558971566155642,0.0363505949928103
progressive,0.0891404167051431,0.0635586307441544,0.116094962937488,-0.169162213099017,0.135415575715249,-0.0094415864030003,-0.162176527550351,0.0371896535299441,0.0497878012114294,0.0526116703638715,0.0208588700139047,-0.104390838505151,-0.126291011716345,-0.0010023218692961,-0.0184838650640007,0.0107985997616623,-0.116218313753594,0.119815248252282,-0.026718110969684,-0.200197062297169,0.0238716249279308,-0.0862623596472526,-0.115619159163723,0.205610295108105,0.0891077650185268,-0.0005911267520269,0.0397134822429597,0.134677014633583,-0.0677647546300186,-0.0196982299194313,0.135142629228546,0.0230178180587522,-0.0107689585142376,-0.0620106474736988,0.0048426387980102,0.159929968005954,0.177057823191023,-0.006314048845952,-0.0710610311632919,-0.170234624167953
progressive,-0.59346393366995,0.544977601196361,-0.618145890245872,-0.698225127136642,-0.504060402072721,-0.572182602222266,-0.430233927514518,-0.507570724785741,-0.520844132544348,-0.509435583727033,-0.571524416713575,-0.572072904637484,-0.631967785928389,0.52567082627475,-0.364415376645393,0.69932210298446,-0.65544306907171,0.645131496102214,-0.52216050356173,-0.5156883460596,-0.602130042867718,0.0590173006126494,-0.715996135871306,0.626482906689295,-0.523257479409549,0.668716476830317,0.508009515124868,0.557044335522367,0.685500207301944,0.590063308541712,-0.525341733520405,0.51393318470309,-0.566368630228827,0.528632661063861,0.552766129715874,0.645350891271777,0.701186961925752,-0.511300442668325,0.267113618943868,-0.539163629202921
progressive,0.197502237503808,-0.0083451649649496,0.316671193203289,0.166792030432794,-0.244791505638523,0.0587499613532456,-0.547887897165495,0.0695430413745804,0.18058936984151,0.0850094137762871,-0.152660884425479,-0.0542992067052724,0.0569696594940563,0.0846756071776891,-0.141088922340749,-0.0902390504876556,-0.0163565233313013,-0.100475786177994,-0.0546330133038704,0.396339701402009,0.395004475007617,0.292970924702832,0.0001112688661993,-0.0277059476836328,-0.0697655791069791,-0.0536315935080764,0.100141979579396,-0.0432835889515389,-0.0171354053946966,-0.0892376306918616,-0.266711472279791,-0.0756628290155435,0.0638683291984147,0.143425568530935,0.0738825271563543,0.272386184455957,0.007455014035355,0.28673986819567,0.0467329238037181,-0.0747726780859489
stable,0.163341372268277,0.137996079009013,-0.069899635350739,-0.195705054618308,0.03365228965533,0.0776923156518108,-0.0709522796901808,-0.231738839744278,0.0420617736613531,-0.0551491999899215,-0.176860212410486,0.104606581536806,-0.196918137677002,0.137188922007557,-0.157955272755988,0.158793551649473,-0.041960493366173,0.186561120789621,0.066417471241751,-0.116035962238319,0.105808128032075,-0.138549163322957,-0.0956422693177163,0.0789091548009221,-0.118229653188095,0.0404418255228163,0.0428037356648515,-0.235964039025455,-0.112058664924682,-0.0444286472085826,-0.0558651376526716,-0.123124912170497,-0.0522234738470357,-0.0651544858389418,0.220656092529844,-0.0925445678921538,0.0492364429426966,-0.107542905220512,-0.236668171832608,-0.0751114790968829
stable,0.0642994749583958,0.195335662292717,0.110372509120932,0.0526961773073263,-0.0998326131615216,-0.0581238191714312,-0.217146955685769,-0.0083107153945969,0.143408965091467,0.151780776545988,-0.0546132725930658,0.0706039278446607,-0.0438867859641562,-0.176011143663079,-0.0343855230234626,0.209149976815109,0.0166511531967248,-0.22737146387638,0.257189643609269,0.0220490726532989,-0.260868617163643,-0.0145375597723091,-0.0519910957509001,-0.0375955430367939,-0.170334163824687,0.0028665610818637,0.0402656059799815,-0.133793766255238,-0.0544002620057614,-0.0697617929646201,0.154130497985788,-0.0008305761660008,-0.0487678657786662,0.0971889701361392,-0.069705650639284,-0.0342814945971046,-0.291664333855324,0.0165289610768758,0.151321730474123,-0.031743531242943
stable,0.0865269833390856,0.108894322420483,0.05160541550774,0.0455646582417031,0.0406581030759783,0.142034241285451,-0.0147758295626642,0.0652501631959525,0.0653141278260939,0.0811633150847894,-0.0953697034279021,-0.077773189687295,-0.0886346959078914,0.12542371891678,-0.112502863628217,0.164382859011685,-0.0658274049801554,0.0568551955181259,0.321442547928645,-0.222863692203161,0.135023093776781,0.0610550195264346,0.0372274147422967,0.0605932260990723,0.0246482241854642,-0.026790259238736,0.104639894459615,0.0111204849670225,0.0063917826753495,0.136550444335524,0.0067568491010345,0.113204914446842,0.0261038095494137,-0.0045368084012488,0.186272803536418,-0.205950507926016,-0.164077076877351,-0.0009657099038421,0.0769806523187138,-0.289560080085481
stable,-0.0153702610692605,0.223065810654584,-0.0913239594944696,-0.201647696612655,-0.109842886532534,0.0167536046847653,0.0908080438930088,0.079333448596562,0.0294436913898906,-0.0954374882343626,-0.208118629120338,0.0814045838746271,0.0197588489905451,0.148610710527992,0.0360810390135874,-0.0483833986176706,0.0360652310146568,0.130594765274081,-0.0801152259982185,-0.0823076517408054,-0.120734310377525,0.130553377058699,-0.192429908727167,0.0652600182759318,0.0343338240045174,0.0498555544453489,-0.109626748074429,-0.0810651430248637,-0.14572388250511,0.259672250068991,0.134691048924231,-0.119345793235097,-0.154906892792951,-0.183334848397013,-0.086939970263783,-0.0518137343856011,0.0463217481389637,-0.0570720496662287,-0.0007803403108447,0.131050897897768
stable,0.18647192602514,-0.176018049839288,-0.0145772148206438,0.102452837607986,-0.000557863462354,-0.304205371514999,-0.153800531077708,-0.214753178073178,-0.0279416829839961,0.0443380177905771,0.0028135722449162,0.215165511936657,0.139199061323918,-0.309953790670561,0.0485583761579515,-0.250480694596986,-0.114604559114046,-0.144098557819376,0.0836067545536757,0.215626355666428,-0.121517215060608,0.0061850079521866,-0.0451869404506812,-0.0423006034063274,-0.0831944206901966,-0.0388078930333279,0.181451154863954,-0.239857033879112,-0.115599011373025,-0.134736153625085,-0.06502747576397,-0.0388078930333279,0.076863883139135,-0.0334718077412453,0.188994439072307,0.0281357224491627,-0.212594489023199,0.143079850627251,0.0550829531741798,-0.0592062918089708
stable,0.0371515555860847,-0.0914494372847466,0.0099103920476914,-0.248157068160555,0.238012572363706,0.153671376189759,-0.0062143904321959,0.11395177341594,-0.157644045872441,0.0378893370985828,-0.0724089990198905,0.0204876250778332,-0.1364044511761,-0.150904695517891,0.0391520785334354,0.274632073974431,0.109085253054654,0.104608905608632,-0.0659392226795221,-0.287600002867187,-0.116115459582401,-0.0142377643806133,0.109674059454052,0.0528436008326799,0.0902931066449658,0.0706425798216978,0.050679914666219,0.0788787753602589,0.162616977028799,0.349325358061864,0.234983411730661,-0.185828718460471,0.0356050520310405,-0.227889358725871,0.0600369705795369,-0.259855161565454,-0.202258545219565,-0.129672194874555,0.0628745917814529,-0.0836034146614489
stable,-0.107300021146458,0.186181500257621,0.0079308140597112,-0.133453879135407,-0.104427638398378,0.122313281936634,-0.170167675869737,-0.21710186797786,-0.170473601233066,0.0342992677454647,-0.142388754018121,-0.158471510948835,0.028172828474273,0.130028086527613,0.0850212227202843,0.196984444074647,0.0824278143780496,0.208654149137788,0.0140266116845978,-0.278208141461029,0.0211740770419238,0.107514854952219,-0.172441214592893,0.227755085906845,-0.0539950899780489,0.0392460408384323,0.173976347679153,-0.186898610024745,0.0253286467556963,0.125129366798376,0.0118238508486819,-0.217386467707797,-0.0794895498581416,0.0968582290887981,-0.0133261546626011,0.261379255234152,-0.027212892217222,-0.141491142780364,-0.314352158344905,-0.128074938286878
stable,0.2252224728195,0.1027627547456,-0.180248643289465,-0.177609072953159,-0.0793518739259197,-0.202090796730011,-0.154625061101785,-0.132351181608502,-0.122710268223791,-0.115362719294197,-0.172436965565788,0.0620088888050291,-0.0624073693346465,0.0828497287847209,0.0245933258264451,0.0192053554127053,0.142279572291865,0.201930956513116,0.0353199417417042,-0.242367426402073,-0.191714578426342,-0.0211467032280891,0.236626219532875,-0.0080034771125644,-0.0671155475341434,0.0275317510153476,-0.0504026305028559,-0.339254528407124,0.235862282212082,-0.13640760117696,-0.0909057023303907,-0.240644092924427,0.0015755361687255,0.169180345900433,0.0818569540339409,-0.0530779747076029,-0.0353767186190805,-0.145066341118463,0.0536976854527785,-0.0550846824673726
stable,0.0798904253104428,0.0347124743173241,-0.0433444136570572,-0.0275446383968697,-0.102922789668381,-0.124925919313511,-0.21138163518936,-0.258082989879913,-0.0660005279742865,-0.0816278552991493,-0.194773467631563,-0.0206896625646132,0.042311089269894,0.0849718456971856,0.0129826712416218,0.017261152229896,0.0003312636227977,0.176307224691572,0.11220157916868,0.0203106860743343,0.101102202967778,-0.0617179573116567,-0.101318274096229,0.0742419034130668,-0.0629625815405222,-0.0835472757966769,0.0371267454118704,0.111952790645385,-0.012654815680787,-0.186889938698892,0.250913790734673,-0.0556802347381131,0.187079426944031,-0.147470930810748,-0.0041421585097566,0.0289637553982377,0.011270460911441,0.204009315551129,-0.134859738323087,0.0030883857508157
