group,AR,ARID3A,ARNTL,ATF2,ATF3,BCL6,BHLHE40,CEBPA,CTCF,E2F2,E2F6,EGR1,ESR2,ETV1,FOS,FOXD2,HIF1A,HNF1B,HNF4G,IRF2,IRF3,JUN,KLF3,LHX2,MAX,MEF2A,MXI1,MYC,NFYA,NR2C2,PBX1,REST,SIX5,STAT4,STAT5A,TFAP2A,THAP1,ZBTB7A
progressive,0.0156197797656563,0.0797926098872079,0.171064816951585,0.19317715577646,-0.0057397985885845,-0.0840268875345244,0.0668074917687708,0.100117142594327,0.14772924236193,0.132674032949249,-0.0660547312981368,-0.0666193016511123,0.0642669251803809,-0.321616911078392,0.0265348065898498,0.0078098898828281,-0.165983683774805,-0.0970120056529615,-0.09720019577062,0.0827095567109148,0.307032176959858,0.134273648949346,0.296775815547469,0.0257820461192158,0.304397515312639,-0.124770048007592,-0.168524250363195,-0.0270993769428253,0.146506006597149,-0.085344218358134,-0.0213595783542408,0.171535292245731,0.0999289524766684,0.146882386832466,0.0615381684743325,-0.0770638531811595,0.17416995389295,-0.221029293189919
progressive,-0.120380875890851,-0.196852633562313,-0.12051247164975,-0.192919382546324,0.222221371527894,-0.124167909396952,0.134286161081206,-0.148483881291338,-0.129987366290497,0.298415315930569,0.155019803983335,0.109136749380458,0.317511322721951,0.271993811893794,0.0219180047322222,0.192085942739962,0.234094233330805,-0.135733714429098,-0.122895817060926,0.0192422243012704,-0.267446447336275,0.0873357186561461,0.0754774786042234,-0.184190197206006,-0.136303962717662,-0.0535594738720012,0.100816973067826,-0.077407549734746,-0.0159961955817552,0.123626904610366,0.0985506016645613,-0.27338287823773,-0.227353606124965,0.129168548235124,-0.0066528966999073,0.107908522297398,-0.17249279641496,0.127092259594713
progressive,-0.154543540619843,0.0926010713596544,0.100831798169111,-0.101948117356761,0.0279543833412652,0.116933075253019,-0.165813662646404,-0.229458680948954,-0.086200788718725,-0.109202262246046,-0.159354257018482,0.0207185718411216,-0.0050639627835781,0.0282098227153368,-0.12700117607666,-0.10680927250543,-0.0598070241632111,-0.0362664261877291,0.037324148705777,0.0899821160188983,0.167465422060473,-0.123707130961572,-0.0249091986328533,0.127266790920303,-0.092225017583334,0.195394454447375,0.111841129928119,0.167056034849349,-0.124810204494865,0.0250073568263924,-0.059777287230584,0.146318427862564,0.13576523784297,-0.0268411343384003,-0.181915466047703,-0.256053498748071,0.0791183987382418,0.127804950453246
progressive,-0.17596643446131,-0.458565324656001,0.125167281729956,0.520004840459462,-0.3910619460265,-0.330880967790707,-0.458336499643698,-0.5360225913207,0.171046696696787,-0.0829490669599802,-0.472066000381901,0.405134684283159,0.0098394755290459,-0.466917437605075,0.111781018510208,-0.125510519248411,-0.567943680537023,-0.19621744805016,-0.51714452780567,-0.0856949671076209,-0.544489116775925,-0.588423519138177,0.0044620877399161,0.510966252473478,0.022653676218036,0.557875379995674,0.401931134110911,0.47332453794957,-0.190954472767182,-0.283285365231601,0.457993262125242,0.0180771759719681,0.390146645977286,-0.419665072564424,0.558561855032584,-0.444263761387039,0.138553544949705,0.495291739130696
progressive,0.448734715198865,-0.0783810102106308,0.463559844976007,0.0468089745741245,0.428693336055692,0.0816754834944401,-0.0701448270011074,0.0177077939004753,-0.459167213930928,0.293894470859826,-0.41057373299474,0.147564949170627,0.427595178294422,-0.307346903435381,0.122032781221105,0.234044872870623,0.272480394515065,0.419358995084899,-0.326564664257602,-0.0591632493884096,0.267264145149034,0.408102878031883,0.202198297793799,0.46218714777442,0.148937646372214,0.109129427526185,-0.192589417382688,-0.350998674445855,-0.388885117209662,0.437753137586167,-0.0039808218846029,-0.57721917326743,-0.439400374228072,0.0204531883036497,-0.0028826641233331,-0.109403966966502,0.439400374228072,-0.114894755772851
stable,-0.0358431870457087,0.0750039605793952,0.132102250507042,0.0459226861301654,-0.0435098082277731,-0.07970410262323,-0.0826329458842994,-0.0018304868288978,0.139148523064288,-0.0647091006422987,0.180814816659531,0.023216993606734,0.0700778424355165,-0.0355765191639485,0.0857785975317455,-0.223680633211449,-0.205014524836564,0.012305805971866,0.0327205351009716,-0.131952350346729,0.0915473411476036,-0.228389942968951,0.145034838587002,0.103198861870374,-0.109842237537506,0.159600083885145,-0.0561641481560772,0.0530276642222983,-0.113399792951652,-0.0284757228359445,0.0583132532441831,0.047859807944351,0.0502924688078147,-0.0520306351517124,0.133905073357857,0.0224287310684308,0.0405643987472699,0.21519309956346
stable,0.0687489069930901,-0.0239060650765713,-0.0323506649102516,0.112120084195156,-0.186925380711904,-0.0042352793206989,0.207057434512605,-0.327316603342919,0.151687297650908,-0.166931108275243,-0.124027189612095,0.0467937461580666,-0.12673489294018,-0.0685532175195264,-0.421411290825227,0.0874312612243298,-0.16441110709527,0.0996698406475093,-0.209970811471068,-0.0113300211530626,-0.149760355385714,-0.123933338538039,0.227299314038266,0.158955763811843,0.0881041933936252,0.0027536304494313,0.0784175644522246,-0.0469475021730094,-0.482749956630616,-0.34050168083211,-0.0425345048610129,-0.0442957101230857,0.21244887919242,-0.235304610972109,0.175215961599892,-0.172094914179688,0.236796244000191,0.0857758880244903
stable,-0.0061953163654546,0.0957481490036662,-0.036182440320226,0.056026759184754,0.117871323804513,-0.0095705054148592,-0.115233918673978,0.188048709601403,-0.10077990428212,-0.0607344411530502,0.100824722931397,-0.0716150301621624,-0.0359566232796377,0.0192737429833467,0.0843331837916349,0.0813355056726796,0.0714081748578067,-0.108776585589672,0.0649956604227786,-0.132292586106515,-0.0809045571219384,0.182904907699757,-0.0942794763427404,0.0238159407081583,-0.0849968445597763,-0.236123606127882,-0.069056919564963,0.0336829387259274,0.0723045478433483,0.0180377825398211,-0.0855725918235665,0.09828557407043,-0.0409607978508438,-0.138839556489374,-0.0151849031339148,-0.0296958027344704,0.0201925252935268,-0.0717874095824589
stable,-0.0275648275116037,-0.0794125550750104,0.122149951520791,0.0170819501651404,0.0647133654689481,0.0451560094606749,-0.0339640149571491,-0.0574264331440018,0.0882154434520571,-0.0158394880680232,-0.0889074275771369,-0.0461636855639548,0.0613546566435951,-0.0449228098586879,0.0801962326490347,-0.23892330378271,-0.0306192663800784,-0.071670645567412,-0.166982019765645,0.0496236061893538,0.0205561483171916,-0.0399386839435671,0.0053788202074634,-0.0833575943282163,0.239459504228095,0.0995238791173914,-0.13215849770403,0.0516256327043714,-0.004248040096604,0.0095875177861812,0.0321916979820479,-0.205104919597414,0.0432485318999322,-0.0486302076127261,-0.02205846139938,-0.106002703433819,0.0229928461991783,0.106302214215147
stable,0.0622442544578846,0.141576376591522,-0.247465636033503,0.0819539068853317,-0.161008428280554,-0.440459838284734,0.385525736605104,0.0713125452460997,0.143766337972349,-0.0412699764443259,0.1374123655153,-0.184882091784222,0.127326205352898,0.122606992799847,-0.172605970240992,0.424019705665283,0.074366153368662,0.014558616503529,0.0636631026764489,0.486541560861582,0.219520495033085,-0.140465973637863,-0.442310509874165,-0.0857786281701572,-0.520131250209766,0.0615965194015836,0.007371841831236,0.282566707179723,0.321091520766392,-0.0073409973047455,0.28469497950757,-0.118566359829588,0.0870432537562688,0.126215802399239,0.140404284584881,0.0596224697061898,0.204684277791141,-0.0421336231860607
