group,ASCL2,ATF3,BCL6,CEBPB,E2F2,EGR1,EHF,FOXA2,FOXG1,GATA1,GATA4,GMEB1,HNF4G,HOXA1,JUN,JUNB,JUND,KLF9,LHX2,MAFK,MEF2C,MITF,MYC,NFE2,NR2F2,NRF1,OTX2,REST,RXRA,SIX5,SP4,SPI1,SPIB,SRF,STAT4,TCF12,TCF7L2,YY1,ZBTB33,ZFX
progressive,0.0822038147389282,-0.196680238227214,0.30308850952816,-0.0213882147607767,-0.140507631488946,0.171410176659321,0.0591410778260623,-0.101536934131232,0.363371307003374,-0.248057622439044,0.0373722898489016,0.0724611403994997,0.0141573236494821,0.0764191018498925,0.0035012735907321,0.197745843233088,0.141801580424651,-0.310471629926008,0.271044244708633,0.0458971298959016,0.423577989835311,-0.215480555116579,-0.325466214651534,-0.0192570047490267,-0.281319721550999,-0.0018267514386428,0.488199321977302,-0.0809098658032229,-0.174835335606776,0.238391062742892,-0.137234701828044,-0.238847750602553,0.0940776990901068,-0.125132473547035,-0.0002283439298303,-0.0150706993688035,0.415433723004695,0.0514534988551069,0.173008584168133,0.0062414007486964
progressive,0.0700004007395046,-0.344779228415981,0.117132144663713,0.466234106989902,0.245419731676351,0.0239842010501888,0.556225567484242,-0.150535088515324,-0.0228940100933621,-0.0020536155233248,-0.0706595859692138,0.275450689545218,-0.130670795150817,0.0185205696270221,-0.0759837743630189,0.290472506799168,-0.0051974220034764,0.233478337707388,0.0761866005875448,-0.0867969474580565,0.452695456502798,-0.515115227100646,0.273282984270598,-0.0055903978134953,0.344690491942751,-0.518652009390817,-0.221055231455176,-0.50572183757729,-0.383557067217528,-0.258413286685042,-0.098586221758625,0.161576441112953,0.0089370305181729,0.015528882815265,-0.171464219558591,-0.0648283320140939,0.024351823582142,0.212523853386055,-0.382555612733931,-0.0772641149053387
progressive,0.265543817024339,0.204614184944078,-0.0304710396531102,0.305360495165939,-0.334981358552123,-0.0784141428169913,0.297037911082703,0.131050388010712,0.144314981808249,-0.227255151121364,-0.204359016811908,-0.0335068565968567,-0.15826463404193,0.167001357309868,-0.29339340942259,-0.135329006682207,0.20263023542864,0.139155222474384,0.259475948038526,0.114979482602397,0.350044345996627,-0.182686936556534,0.155107956070811,-0.256974362959573,0.219649204547539,0.01266174852051,-0.111424800739486,0.0934644525313523,0.0620034742408188,-0.104966303995782,-0.0323159183106055,0.165001810344617,-0.146215719313106,0.116599389175883,-0.161433451900096,0.0546426304497769,-0.0557749438384533,0.0798598650617721,0.164309836782941,0.267755658343456
progressive,-0.511323061589854,-0.482593350644852,-0.558145911107089,-0.46855746132821,-0.507814089260693,0.498712692281933,-0.200779010459151,-0.463074692063897,0.582928028181785,-0.608258422182912,-0.569440415791574,0.529196889391515,-0.621088102261405,0.530622409400237,-0.614508779144229,-0.621088102261405,0.560558329583387,-0.223368019828122,0.492243024550044,-0.498712692281933,0.307802666498546,0.016119341637081,0.653655751691426,-0.556391424942509,0.136411299296114,0.0758815266180954,0.395417319342272,0.160206517903233,0.452109153535271,0.587752865134381,0.457043645873153,-0.572730077350162,-0.487308532212162,0.453096052002847,-0.616153609923523,0.53961415099371,0.465816076696054,0.548057615660753,0.620539825334974,0.528538957079797
progressive,0.11749257408466,-0.198234436387471,0.120344868133401,-0.129669675600437,0.257803500559245,-0.313532938126946,-0.0566070665057747,-0.22335656473984,0.200538212349915,0.199331472560063,0.076244013995181,0.0635183943931077,0.122429236861327,0.032033456239702,-0.360047271844869,-0.176074305701102,-0.130437600921252,0.543142609050563,-0.0850203033759213,0.307499239177687,-0.132521969649178,0.261862534397838,0.185289409550879,0.25122128352369,0.146454329041103,-0.432232252001458,-0.203829320867693,0.137897446894881,-0.0340081213503685,-0.0537547724570341,-0.29093399297154,-0.0109703617259253,0.287313773601984,0.0588011388509598,0.128682343045104,0.15577913650814,0.184302076995546,0.223795379208877,0.15281713884214,-0.152268620755844
stable,0.221915078297965,-0.0781057345564531,-0.100797094932458,0.230088216526128,-0.229639719974671,-0.27317808716908,0.237375049683584,-0.185230812557059,-0.183600620444791,0.0792271763357,-0.275683762719447,0.223130441160224,0.209326847565778,0.161586213308653,-0.253658266749895,0.094097569144739,0.223703453286885,-0.275158980338117,0.0123778100981254,0.199782835606752,0.0269160723063534,-0.209881957238493,-0.0385032352220172,-0.226939121436942,0.222933246966018,-0.103641714704167,0.024954150394483,0.269169139888897,-0.330958123677992,-0.0291021756937512,-0.0919190809802883,0.0165791419580225,-0.0973973654880341,0.0396750443530363,-0.240986402165693,0.250466419531883,0.0651570499381083,0.243039038750915,-0.233105581618372,0.0448499223465255
stable,0.175816076645925,-0.0223014613117448,0.175890425864997,-0.240371025258497,-0.0456652903537794,-0.217041892518696,0.180113461508264,-0.0826928536563066,-0.183298912494265,-0.0482559475872077,0.0517767961614653,-0.230241357211208,-0.140536546094015,0.136681952136369,-0.114585364228288,-0.0887217492205796,-0.138049977767287,0.339866802424986,-0.0165402229361296,-0.376373921194012,-0.203781296246058,-0.0580700445046595,0.148049121629983,-0.0583063098008204,0.30170913099257,-0.183465785185959,0.0752860192319065,-0.0249400324863526,-0.189598769656932,0.0311242353082418,-0.266442818079606,0.249350758717478,0.25413884842569,-0.104024470710384,-0.120275557794568,0.0703310568320012,0.223551579699632,0.0655908810649693,0.151556752565295,-0.298289066915277
stable,0.146496078404889,0.183994357829239,-0.0289579121130168,-0.0846631968218547,-0.0490472205754127,0.140948728708676,-0.234337411914732,-0.164217729481521,0.188325210760888,0.0372416017182714,-0.151929867661444,0.108185764055856,0.0764277315128936,0.0192570504457177,0.0357948728294664,0.0733989345811696,0.0747243249180103,0.177812314168905,0.133332401139225,0.114610484820119,0.157036976201172,0.0235583465506058,0.251676379865937,0.0399001605042583,-0.122548826239014,0.0087394869863512,-0.161221600621479,0.325207542356299,-0.155482909362553,-0.108319547587509,0.0668793208467804,-0.0740087385859132,0.0068027370223058,-0.0483534129577707,-0.0325436218858078,0.017198961929708,-0.0309739988225773,0.251855276448962,-0.121662121436198,-0.225823490185237
stable,0.133576467860336,-0.0334888229072895,-0.0551662471268187,0.141420954610636,-0.216549181362114,-0.190595028638333,0.120821016288369,-0.347851274924829,0.139120809988605,-0.0359183918252446,-0.0762191704848205,0.0935806380396077,-0.22360366450079,-0.146075934209834,-0.0047623559509049,-0.0493770869166578,0.256759191212381,0.345960305787036,-0.0354104300974364,0.0215156438496241,-0.0900732968874531,0.154852161356012,0.175666566044756,-0.133432726717518,0.0919559622540476,0.0336531803096356,0.0331440732340758,-0.18075133738772,-0.172388867116785,-0.202233479815611,0.36610983610601,0.208030943796971,-0.231325885378613,-0.182805518580107,-0.152890180657624,0.150072052514959,-0.269688735642582,0.068592586144251,-0.220798421520329,-0.0310941870957564
stable,0.1715346859617,-0.258971878453182,0.0121003587726933,-0.0507489046926756,-0.0045497348985326,-0.0745866114748814,-0.05791231708611,-0.0955444328691862,0.0187555560976746,0.163645252041904,0.051958940569945,-0.188039575327654,-0.0285326459860108,-0.22509087388964,0.132232720667992,-0.0265723878648344,0.23411774153407,-0.0731103677046128,-0.0254349541402013,0.161346183875092,-0.194065553996455,0.14929422653749,0.0038479140897164,-0.054717822370119,-0.0100674984988808,-0.129425437432727,0.0414074277201564,0.14179200409842,0.0442873131080574,-0.171800893854699,0.0956412357393677,-0.198929898223078,-0.110960289945597,-0.0585173350247447,0.0795961600067764,-4.84014350907731e-05,0.218580880869931,-0.0065825951723451,-0.0575735070404746,-0.150359058109487
stable,-0.0001900233466234,0.247804519800401,0.0707661018629092,-0.151934222478019,-0.297196514119038,0.13643676287562,-0.024238533547077,-0.179459456131509,0.250373353930681,-0.096581125396788,0.0133790511826346,-0.0821252752499541,-0.0170739495892012,0.0905355678134723,0.0966444665123292,0.0791200912126132,0.2022833714315,0.0459082329638744,0.0412913694310978,-0.0877696724348425,-0.134501339900752,0.0877626345331157,0.111600007681765,-0.264822166175788,0.302819797598746,-0.20799110973193,0.0482307405337163,-0.0644531040139754,-0.0144347364416536,0.0614408820749078,0.256946754143506,0.195182128589166,0.0813933334703675,-0.0795001379058601,0.0451411016756539,0.0952157724617901,-0.163201903142616,0.179515759345323,-0.0991710732322481,-0.0567747532300436
stable,-0.14650378228278,0.0646604142524789,-0.0492018106461731,0.24452985631213,-0.0750459921221131,-0.277020836055069,0.106314981518001,-0.0752312785833387,-0.0623156439228157,-0.105342423796168,-0.0404968859651513,0.0704219747258669,0.0852323200419149,0.109570725105961,-0.24416074933387,0.227715979897534,0.162953541852372,0.148795586123847,0.17014472367731,0.0320525587772256,0.261467390301864,0.0188556257147284,0.24000186566415,0.0020138371304359,0.197410145450133,-0.012793531874679,-0.0663378838249191,0.0499414757393675,-0.287838630540759,0.0112580811985558,0.0846511101889966,-0.0132696379713614,0.012542514845134,-0.191398071402781,-0.112750594976401,0.153749189235266,0.0331669280901366,0.0421826329396394,0.197235342711,-0.118867728357438
stable,0.302269742166791,-0.38465418214502,-0.296765797444747,0.230319856711791,-0.273960126681906,0.293871157970775,0.17691389724969,-0.240681821573287,0.21254087678388,0.107549715486077,-0.173443564902885,0.165307616890395,0.135272862037235,0.0541581241051694,0.280718986667168,0.167838779169278,0.304505014528222,0.329198236865462,0.0002272007930984,-0.0929688676919402,0.243172215523632,-0.0434907934444523,0.116343003213149,-0.0487828971166359,0.451440174811857,-0.239224871695992,0.0416444289003443,-0.0040680841909168,-0.397404091249091,0.379149862795093,-0.167399913621795,-0.149837402499956,0.0156723151153178,-0.325396557173844,0.0180200199157778,0.317112895590438,0.246614054114329,0.13022880609804,-0.0487056576617562,-0.0315306219565086
stable,0.0807364021826098,0.0875062226185967,-0.0478929002719079,-0.004906542204332,-0.149843261170634,0.154875333772947,-0.0121954477995381,-0.134331096693627,-0.162087564043981,0.0442470903889213,0.0354613196156269,0.101590054729386,-0.10045417426333,0.0298857343171901,-0.20523066547336,-0.101584626387852,0.255459788233101,-0.236394774221883,-0.028578861092803,0.0412737163134984,0.001300766340161,-0.0940840154728071,0.0217717208087676,0.0122870510629298,0.0106870473956894,-0.0728340939940258,-0.0424190963772396,0.116786018312019,0.0403237565449927,0.0055179091696346,-0.222167091060434,0.244189872665164,0.0500309882937376,-0.0824551508209134,0.107061822995979,0.0176136111934797,-0.128824044207061,0.0162429549560643,0.0467007007624333,-0.131870700893198
