group,ARNT,ARNTL,BACH2,BHLHE40,CDX2,CEBPB,CEBPD,CTCFL,E2F1,E2F2,E2F3,E2F7,ELK1,EPAS1,ETS2,ETV1,ETV5,FOS,FOXA2,FOXD2,FOXH1,FOXO3,GTF2I,HOXA6,IRF2,JUNB,MITF,MNT,MYC,NANOG,NFYA,OTX2,PAX5,PBX1,PGR,RUNX1,RXRA,SP1,TBP,TEAD4,TFDP1,ZNF384
progressive,-0.335213548757575,-0.107498102539149,-0.210975283685612,-0.374355987621067,-0.0324956096225213,0.0644988615234893,0.16001625950484,0.236249646725351,-0.116442601147368,-0.411282816737568,0.189311543937265,-0.259390459638358,0.106267208235266,-0.191034795962701,0.133839240642253,-0.300502329388064,-0.0308544172173435,0.211795879888201,-0.0878858532972736,-0.183813549379919,-0.155913278491895,0.257913386473698,0.0200225473431697,-0.350066340024434,0.208431435457586,0.204000215963606,-0.38001810141893,-0.189393603557523,-0.171176367860049,0.399384171800029,0.0132936584819405,0.403569212433232,-0.197271327102377,-0.10741604291889,0.430977125599702,-0.198748400267037,-0.0865728993731314,0.108728996843032,-0.401681841167278,-0.0169863413935907,-0.123581788109892,0.454774415474781
progressive,0.268608183799152,0.145472325022151,-0.394708321274108,0.448093171440086,0.0011550945161043,0.235583614079688,-0.339138533288511,-0.0148909774967666,0.368377733027489,-0.120909170553186,-0.0074315719469844,0.0353486755530722,0.0166584112744203,0.0652837153619928,0.0561125432401524,-0.0799659408377768,-0.0662300578571144,-0.0051352997161746,0.111097825566998,-0.0306865470844584,0.15876287035805,-0.218911286003869,-0.0690690853424793,-0.118167560677613,0.0420426570259178,0.142494129522798,-0.169520557839359,-0.415667024180772,-0.0248971577025379,0.164176506102202,0.109900980646697,0.0479990480246244,0.098544870705238,-0.0097974281847885,0.22445017296061,0.0194974387597851,-0.0396768007881137,-0.0222947158409534,0.108203130876038,0.0062625606294813,0.119670575228688,-0.120380332100029
progressive,0.0963275985757356,0.108117844255034,-0.124683380267246,-0.217131810550324,-0.010907485458749,0.0226266014511019,-0.150935035403876,-0.134885409651983,-0.156187030657848,-0.213816959110339,0.0080891816421418,0.261060913127153,0.0990327669847604,0.123053878350115,0.128746573621742,0.125745444906743,0.0908446118637081,-0.0559194555081516,0.0769159949658473,-0.0040535120360252,0.180933200766846,-0.0365115323995001,-0.114562241898822,0.0480331014885143,0.124710183917558,-0.0305815248089981,-0.145042952978292,-0.125924189249416,0.074864115526349,0.202699125004819,-0.154238845340151,0.0002614756096034,-0.0140759969691244,0.147306461238904,-0.157192047528175,-0.0835924242093453,-0.0645860757899838,-0.177649393554684,0.177971437412901,0.0786975975971326,0.126275117041252,0.141828835256939
progressive,-0.0449236556892885,-0.0954348307429164,-0.0877240540201281,0.0040230139423243,0.0502876742790543,0.0306196061165797,-0.0958818322920636,-0.0090517813702297,-0.0526344324120769,-0.231546802458223,0.362518256358338,-0.330222394432457,0.441749280944671,-0.0017880061965886,-0.004693516266045,-0.351454968016946,0.214225492428771,-0.22540053115745,-0.0828070369795095,0.307090064264092,-0.142705244565228,-0.362183005196478,-0.420963708909328,-0.117337906651127,0.293680017789677,-0.212660987006756,-0.335139411473075,-0.358606992803301,0.207408718804277,0.161926311178555,-0.0579984510018427,0.0402301394232435,-0.404089400429023,-0.0238028324920857,-0.252779376042713,-0.0324076123131683,0.026261341012395,0.121472670980738,0.151086523611737,0.0744257579330004,-0.0681677362449403,-0.0938703253209014
progressive,-0.147134668710186,-0.220927324150593,-0.15242971421507,0.08888916815646,-0.364344194953095,0.0321082546572764,-0.0368399974488751,-0.0789750404026343,-0.137558522584332,-0.165273016077981,-0.0554289869872983,-0.144092834058444,0.163132465767496,0.234333928726789,0.235685855238675,0.0090128434125688,-0.357246580765697,-0.15986531003044,-0.12786971591582,0.0374033001621606,-0.358711167820239,0.0322209151999335,0.081678893426405,-0.0557669686152696,0.141839623205302,-0.0229827507020505,0.172933932978664,-0.0884385259858316,0.0954234796305724,0.0575695372977834,0.251683652295984,0.269934660206436,-0.0655684358264382,0.120208799015137,-0.218110810584166,-0.149049897935357,0.15400696181227,0.0216308241901652,-0.0189269711663945,0.112435221571796,-0.0315449519439909,0.0379666028754462
stable,0.0992151807271721,0.229195304535295,0.109623406061964,-0.0923677629551982,-0.116761027632104,0.197519525168878,-0.0660292281185009,0.018503449845642,0.242388929586583,-0.120748302551076,-0.130361773119668,-0.0426088768944389,0.0647779417177764,0.123315318689959,0.0983747727975197,0.113045027150842,-0.035619071359624,0.0635973620458136,-0.0418137045688172,-0.0528875196219925,0.312487831016629,0.0862203139606708,0.0229794084746187,0.166020373437891,0.0275942752045879,0.0035815463474353,-0.134610022677278,-0.0161201598523599,-0.200298939866995,-0.143866897499635,-0.259917656555221,0.0264361045549295,0.0457639558857208,0.478999393521056,-0.0502158352547057,-0.0282924345578732,-0.359117248397311,0.0724061956085561,-0.196118474122193,-0.0557569879687486,-0.078884212478692,0.0117217280893681
stable,-0.190920748333417,-0.0328287324013034,-0.163978728770508,0.298622151447089,0.0201218547930597,-0.278652947627782,-0.0521206571876386,-0.121410162400224,-0.163415499315628,-0.158741221222786,0.153977458076365,0.0454057689514126,-0.0880497835041265,-0.254762192931034,0.0935592554303741,0.0436230863154038,-0.058156511781999,-0.0869917543412197,0.0543770842249489,0.0837176541455579,0.152600090094803,-0.0195200239425174,0.193277188077668,0.148652220083956,0.0236170357093289,-0.0495290998516297,-0.0939066679913286,0.0704142095134531,-0.0839071519060785,0.0279017906277673,-0.189483723649469,0.236949403442096,0.25286370610804,-0.145579899911071,-0.36307069072193,-0.240774450830383,-0.206617479496541,-0.119673099595452,0.021322007276357,0.248401735691337,0.0977668075574893,-0.0983721476258191
stable,-0.384149170219699,-0.105223180543143,-0.144178091598188,-0.200793928340944,-0.0039104646703446,0.09052071603489,-0.238509973926062,-0.0234013175979873,-0.10158381620464,-0.0714223281225297,0.23670526532165,0.12708773753912,0.0411725748160992,0.037325156734555,0.0312648033861169,0.126619616617277,0.0368712212951922,-0.0765054593445617,0.0293087829685845,0.0444257787981997,0.0723491129778955,-0.0378988806926386,0.122707575782213,0.0359649265811864,0.152545950096721,0.101553869074959,-0.0069445817563637,-0.0971800119769319,0.227208872883591,-0.0243170693003131,0.0202253456871673,0.0839780562821288,0.0592180846954929,-0.0551626128709073,0.308526363118343,-0.142567251254338,0.0251587412607984,0.0988712367215025,-0.135649464298214,-0.0676852415713862,-0.131223593764426,-0.239507686193828
stable,-0.0547125077134772,-0.120492533668439,-0.168558958662149,0.162383284644187,-0.0935323981818205,0.404820786004838,0.0495307570784163,-0.373374501152885,0.0590631352628071,-0.172541907108958,-0.0813026425247095,-0.0346361259686975,0.0884870399525883,0.138858496604805,0.391324902546385,-0.245301161489839,0.217985535158241,0.283336650526363,-0.197844439569845,-0.037595841175182,0.302299547885685,-0.0090242439235265,-0.0321201213760688,-0.121934520614318,-0.0935892767170172,-0.0564548481487878,0.112131679191135,-0.275048635397704,-0.0319210465028805,-0.0236913608924586,0.119803026527484,0.146019097910815,-0.0513926585162832,0.0889313309596604,0.15095911477129,-0.151991634303075,-0.149538312177806,-0.440889322431346,-0.17846075712871,0.0987417174946553,-0.226536178217273,0.0072496916647117
stable,0.0993390516667094,0.412050426944194,-0.156942436017873,0.0687771143537362,0.244087325718304,0.209698768541436,-0.396743947488615,-0.057348276360237,0.0739813173686331,0.0424499696901398,-0.0641341489188771,-0.462459765951235,-0.211943718861588,-0.433683584574746,-0.0869408033076902,0.0074491533350485,0.347048910856167,0.520981539069733,0.360773720768003,-0.056378865994717,0.162758898210993,0.260567301932144,-0.0340314059895712,-0.0410723865391377,0.0881653216641366,0.39301937082109,0.283118848330031,-0.16602428049485,-0.379498647301995,0.191126906802,-0.0181636889539541,0.0146942202773561,-0.0819917082837196,-0.104594276279792,0.018929012926733,-0.0202555744795499,-0.0306129589111585,-0.118268064593442,-0.0972471661411136,-0.406438051143815,0.389243772555381,0.197708692967899
