group,AHR,ASCL2,ATF3,BCL6,CEBPA,E2F2,E2F6,ETV6,FOXA2,FOXM1,GATA1,GATA4,GMEB1,HIF1A,HNF4A,HNF4G,HOXA1,HSF2,JUN,JUNB,JUND,LHX2,MAFF,MEIS1,MYC,NFE2,NFIC,NR2F2,RXRA,SETDB1,SIX5,SP4,SPI1,STAT4,STAT5A,TCF7L2,ZBTB33,ZFX
progressive,0.248440487249899,0.0593685791449531,-0.301834394098736,0.0116468295392647,-0.108376017725755,-0.23777683163278,-0.269389654667927,-0.0884100242298728,-0.0674608568118448,0.178559510014311,-0.426621853448001,0.0095292241684892,0.320136554803295,-0.28020456781153,0.200038078775033,-0.253734500676838,0.324220508018362,0.150652496378021,0.208584129021377,-0.038797555543135,0.261221748237794,0.116770810445615,-0.135980516309077,0.225600600750822,0.107619730093335,-0.0396294719387967,0.233087848311778,-0.134997342386932,-0.119871589738536,0.0282851574525,0.290868223428649,0.226886289725935,-0.287238042793034,0.0657970240205213,0.411571729562847,0.46519252270141,0.056343428615274,0.21251682470996
progressive,0.0800881973724834,0.282277657553324,-0.178181994217484,0.0372267668419132,-0.0744915201806039,0.0373154020010606,-0.0083950157878192,0.162632854869909,-0.0267171694001486,-0.253116690193825,-0.146944431700817,0.0823294006823537,0.525669804572118,-0.223702479522476,-0.218523653795149,0.0973593912406363,0.182829008989927,0.237175023712883,-0.179612818929435,0.217979180674672,0.26551295030887,0.335040901577219,0.14466524189417,-0.0393033619990812,0.310159746187981,-0.310375003003053,-0.137966956295744,-0.0365050234031414,0.0165621125949736,0.100436297479611,0.0540041362519591,-0.160189056910559,-0.221967762836306,-0.230071548815498,0.007014839738238,0.2806315760263,-0.112528665620436,0.0279960481249898
progressive,0.128553190487202,0.101819342508922,0.22007424271296,0.0384695045226223,-0.165339102591336,-0.289261724433168,-0.221240714234797,-0.0593688497976258,-0.0654367847041751,-0.0839184557189566,-0.157376436719459,-0.203989178070019,0.0691533134357769,0.111584576910768,-0.204104400266843,-0.0872726933808902,0.172826936564333,-0.0745554264589499,-0.189484281666235,-0.0626792662517247,0.296645751174318,0.275318076575882,-0.253831281962283,-0.171011114417309,0.276342359003766,-0.238762915307408,-0.0536629761292351,0.134659660476864,0.11079211786559,-0.229935929738344,-0.0529416882415365,-0.071326600190767,0.126844010160643,-0.0983481972190939,-0.281849505026836,-0.0298131305442015,0.265286927117403,0.229512043824097
progressive,0.451592187769553,-0.519752911087355,-0.470330907524125,-0.641938130539685,-0.385184794955103,-0.450825105674337,-0.493452953537078,0.282286211039643,-0.456304263497311,0.438551792150874,-0.472084238027477,-0.632404395927709,0.50145252395862,-0.480522141074858,-0.418607657675247,-0.68160723317802,0.45016760673558,0.577064901915668,-0.725440495761815,-0.54649120126347,0.454770099306878,0.672730997504801,-0.417730992423571,-0.0992823397522968,0.68807263940913,-0.373459397213938,0.0090954019861375,-0.053366997195771,0.370391068833072,0.563805339984069,0.704619696034512,0.464961332857611,-0.539149129780684,-0.649608951491849,0.591310712255401,0.365569409948854,0.53794371505963,0.490494208312671
progressive,0.129226908694417,0.0877953807160544,-0.196525739855038,0.0817669837879857,0.0324437361946967,0.166712576865317,-0.018085190784206,0.108401537488362,-0.0147969742779867,0.475147285148684,-0.0587494682444509,-0.103578819945907,0.0904259539210298,0.199265920276887,-0.453225841773889,-0.0074532907474303,0.154984604659801,-0.0569957527744673,-0.12352733341697,-0.244204879195217,0.0153450103623566,-0.138324307694957,0.292432054619767,0.0106319000367756,0.356442669274168,0.0717927270524539,-0.123965762284466,0.236641981230913,-0.122869690115727,0.153121281972944,0.0797940538842542,-0.0093166134342879,-0.0460350310870697,0.209130569795545,-0.155532640744171,0.193127916131945,0.172740973793385,-0.212418786301764
stable,0.0745324224800249,0.25431473348958,-0.0006215586554159,-0.0574991044022858,-0.205884977123447,-0.188686478434324,0.390306998370494,-0.150128528171258,-0.182619288010068,0.296563804366217,0.0045479284300379,-0.301477794344709,0.144282466629984,-0.374171650051898,0.114628150951004,0.207312190889869,0.209858902928927,0.160140737794001,-0.341177089348367,-0.0451357352707357,0.313689037461581,0.074869843841827,-0.24097493380848,-0.45363671193428,-0.0852658319656963,-0.177624972298783,-0.198143867697057,0.0436700237650473,-0.372348802079178,-0.0745302911172974,-0.0329741795474486,-0.0881008108136524,-0.12396738279253,-0.172675814835288,0.187593755405953,0.111110736399727,-0.20950882660093,-0.0160266488194925
stable,-0.096450856558215,0.185024246166821,0.0740192389362016,0.16480832033456,-0.324448338068227,-0.132740828544492,0.0350661600400441,0.208184558267572,-0.14850234207783,0.1736562833168,-0.114980751147346,-0.0350414864120959,-0.0978292899062569,-0.171945578445722,0.282652857232432,-0.107780986512049,0.255977375603321,0.0958603343959871,-0.194931530242306,-0.194706177773712,-0.0429271779043546,-0.0086407045074749,-0.173218737647851,0.291579775824107,0.283264763205548,-0.150676911154335,-0.160824351875183,0.316092202736422,-0.287089175537526,-0.190501791571331,0.0533674123435215,-0.201672365397766,0.295705206417053,-0.289462778546147,0.0123647774191299,0.0989149295359796,0.25654651395466,-0.285088966765189
stable,0.0438573194240122,0.0648920719885225,0.188957382912578,0.0705177897136479,0.186458788281557,-0.0674698146482283,0.219379712447925,-0.0440870038994104,-0.115054851031068,0.0536654672923688,0.0187441154990523,-0.128028920046806,0.218330613087322,0.23281470233659,0.0951266189460103,0.0110776201715711,0.150688535082546,-0.0044788472702653,-0.0700987707382593,-0.0195076611875383,-0.0167747263147257,0.2072654082928,-0.0850561962375031,0.0209431891587772,0.0956899666795884,-0.111220051445197,-0.0857654246514016,-0.230370424980156,-0.0943258271263787,-0.337656353823093,-0.0131944419583493,0.133452887894892,-0.0238204527897793,0.084561133077692,0.0532619675382908,-0.0805276874590435,-0.274881103621349,-0.229821044545758
stable,0.0639168668030692,0.191272417223751,-0.0116257929897975,-0.0907633962647301,-0.227408383478163,-0.209662474151198,-0.211449233903309,0.228106519502809,-0.284393022357293,0.207126732133693,-0.0224357609033311,-0.0315600902401726,0.0953886902545284,0.161005478286185,0.015206453819968,-0.235540354161314,-0.034650284804256,0.327204700107605,0.0792315831244042,0.0413174267090171,0.282813075404627,-0.106879655010434,-0.117030907018553,-0.049149461702365,0.200328189831494,-0.0231544639467064,-0.206251491225544,0.102535443609936,-0.195323834260393,-0.161537078589731,-0.165217432330131,0.426467416862235,0.208663545477635,-0.105702764494255,0.0558371706258555,-0.196841508850795,-0.236163934743066,-0.0078803103567543
stable,-0.106395269575447,-0.0301890262982559,0.103147844435794,-0.0214089509206755,0.0031030951334462,0.107068809604412,0.200161663607799,0.0877285887727007,-0.08573202368684,-0.0219141059423993,0.0884261838027003,0.0491684221144503,-0.0089965703868906,-0.123233770299574,0.177237247621952,-0.136897010887151,0.0135910755844738,0.0045704501965487,0.048278387076175,-0.0011786950506888,0.147745816353696,-0.23011013989571,-0.0306460713179108,-0.132013845677154,0.0630722127123722,-0.337106784497019,0.0287216712351535,0.221811164538819,0.0585498725178924,-0.0634089827268547,0.0317044913634274,-0.218756179407442,-0.0035601401531011,0.0072405553113745,0.0053161552286171,0.181687422813328,-0.128670200533363,-0.117412460049233
