group,BCL6,CEBPA,CEBPB,CEBPD,E2F2,E2F7,ELK3,ETV1,ETV6,FOXG1,GATA4,GMEB1,GRHL2,HNF4A,HNF4G,HOXA1,HOXA4,IRF4,JUN,JUNB,JUND,KLF9,LHX2,MAFF,MAFK,MITF,MNT,MYC,NFAT5,NRF1,PAX5,SIX5,SPI1,STAT4,ZBTB33,ZFX
progressive,0.234289860510313,0.11090329004663,-0.0310559659155971,0.0784772079876975,-0.107325764561255,-0.225460223142153,0.482357000017497,-0.177962863506534,-0.058534406345819,0.276458990699629,0.108924233395146,0.220208111259368,0.488446405098986,0.0317410239872647,-0.0333394928211557,0.139827964183705,0.298913671937622,0.147972543480198,0.118667281525529,-0.0001522351270372,0.0575448780200769,-0.216097762829363,0.185041796913766,-0.0086774022411227,0.0789339133688092,-0.175679336600976,-0.149723247441126,-0.043691481459688,-0.236953975233465,0.0818263807825168,-0.134119146919809,0.0084490495505668,-0.537237763314422,0.122929865082572,0.156041005213172,0.0830442617988147
progressive,0.133390824201864,0.0118926145288794,0.409938677470314,-0.40582592105401,-0.0048258039683568,0.0406819094430084,-0.360458270554656,0.149459860107052,0.243849529810032,0.156004617995536,-0.0362253622426788,0.47248313417894,-0.0476213900835215,-0.249006391570414,0.127215323081407,0.224851905744628,0.263712997331501,-0.129800120457599,0.0334241040024717,0.292451360277626,0.307501756822739,0.0562161596841571,0.183749807565588,0.053847823171982,0.0843433390142371,-0.564109744617715,-0.128692350153517,0.0875647859904753,-0.0350666599705931,-0.338455660377028,-0.0778877120697597,0.0055515845124105,-0.269264581843912,-0.0922505270468218,-0.128959742985536,0.126413144585348
progressive,-0.0437954060583698,-0.128091904095451,0.267678648873439,-0.008359786260176,-0.24255245806428,0.0613575705946611,0.142279855573845,0.0785713786618272,-0.0436762112400157,0.173538965836794,-0.193515632893525,-0.0148873559125427,-0.151106808622086,-0.170439592960057,-0.0915258560199635,0.152643268280612,0.238383330917785,0.118948738729099,-0.251556742242279,-0.160588717972212,0.188966005126891,0.164331435268531,0.295497258379509,-0.245639296260119,0.170789410526955,-0.154207411896949,-0.156793093556521,0.178285072804006,0.0024521065631334,0.0642047887556676,0.0354263918122567,-0.047549889036758,0.110716606274386,-0.140625277695325,0.172333713973527,0.273256043573816
progressive,-0.412889904811305,-0.257202884703789,-0.250156230328343,-0.0938085863731285,-0.492825390382774,-0.406834186207406,0.0184974677355465,-0.414981880329016,0.192792059553225,0.433919763963028,-0.556355383736407,0.27525993654087,-0.133666225184247,-0.418284999567506,-0.527287934437691,0.484567592286548,0.416523335973645,-0.149080781630535,-0.441296730262323,-0.480493745225743,0.420817390983682,-0.107901895124021,0.474327922647227,-0.464198356982523,-0.389107446294174,-0.204022664964093,-0.482916032667303,0.50923088260061,0.19807705033481,0.0841194366068899,-0.448343384637769,0.569457756715752,-0.37083018650786,-0.439204754744612,0.470474283535655,0.43204799639455
progressive,0.195569957388509,-0.0316783733002759,-0.286975263682013,0.0455376616191466,0.0114394125806552,0.0518073396681595,-0.115714058027397,0.122533707835095,0.0677565206700345,0.254526929919578,-0.0905253514796078,-0.094155165086931,0.0188090341470388,-0.56218113172816,-0.0178190849814052,0.210199206169539,0.0134193109119224,0.0670965545596121,-0.24616735918756,-0.196889889609353,0.055877130682431,0.291155049048022,-0.0769960462159483,0.205579443396582,0.468025966641228,0.236927833641647,0.0403679270875043,0.358251603607634,-0.0568670798480647,-0.420398412339078,-0.0624767917866552,0.250127155850095,0.0160591753536121,0.112084244420073,0.243307506042397,-0.197989833126724
stable,-0.127344877148608,-0.181664589141765,0.273459239762297,-0.199454874986944,-0.148044421878148,0.219106375345148,-0.241835035573735,0.0573950003557336,-0.0769447708967711,-0.242463060121763,-0.310938055084413,0.143361909347641,-0.124900687954026,0.14113494873768,0.197391270272618,0.185706243927861,0.248785681885934,0.194013065003734,-0.284517712029445,-0.0103694900362974,0.219381085955237,-0.162292611842294,-0.0209219868001917,-0.228212597612424,0.310953829221634,-0.101447353167148,-0.194576255174199,0.017341926046523,0.135293438158769,-0.0835076140557499,-0.0718768614373658,0.0060356126742146,-0.115385808589407,-0.149945740129873,-0.301463279458492,-0.10844425245798
stable,0.236872531752149,-0.276690688563304,-0.289559869278908,-0.304372970130841,-0.0107551469224869,-0.146413356062418,-0.341092746163957,0.135668118673336,0.0708052677693392,-0.256585896872973,0.06367701007317,-0.116035681408655,-0.104662840237242,0.335513678856807,-0.21943670772563,0.241232726450455,0.323643709426231,0.322779928431074,-0.124893152684039,-0.12079225744317,-0.0102662766078284,0.418491156825582,-0.115601313527726,-0.163447843986025,-0.310980977323235,0.0891180855022223,-0.0769855134364071,0.205398202068207,0.008068011780766,-0.184621213695221,0.32494681306902,0.0925170554602195,0.281031064194799,-0.321964043514043,0.195217808083224,-0.360031516090271
stable,0.157342336915873,-0.0334265883688814,0.0802238120853154,-0.0730014898486863,-0.0443238896573815,0.229920449254137,-0.440152287738635,0.113468285863316,-0.149058457833257,0.198869133241526,0.0890509218706438,0.183652447425731,-0.0339589233268399,0.0614878007141291,0.116598477677511,-0.0212716068288304,0.154890794346328,-0.0597102377843381,0.0076192386526507,0.009922910400541,0.0421385145668153,0.186225399722531,0.0655301220176907,-0.108627462122817,0.225999537677829,-0.0116817949107546,-0.0114981237849093,0.180017938282945,-0.0232826500033401,0.018485409241855,0.0757814612958026,0.0175623840077341,-0.0220919007552752,0.0608449517736705,-0.266394733084078,-0.178439611828647
stable,-0.0338349334393865,-0.17825453393723,0.142512212363919,0.0853140668177623,-0.124623284440198,-0.0841485999396562,-0.0628853488072561,-0.138678236125369,0.236057621843771,0.142898504311715,-0.0409948031097776,-0.0040626564865773,0.127936282369331,0.0393212534249633,-0.257731523095749,-0.0652629929399451,0.24179038921444,-0.401026635757427,0.0436968407772627,0.0222797033125433,0.32321431271519,0.294151574978065,-0.0246215266043758,-0.103902504121728,0.0901100475583533,0.0927281211748709,-0.205175471957865,0.162252934476555,-0.416920486128806,-0.0284529237423837,-0.0049676342099751,-0.141540751159891,0.165227497101276,-0.111260964533827,-0.288814269690452,-0.0019959372525224
stable,0.0582824235293559,-0.0679436977247082,0.0721326712480063,-0.242912036911715,0.144313769935588,-0.037555479390956,-0.0356668092475036,0.0765879956889708,0.0362237248026242,0.134967274097478,-0.103077805136879,-0.130269812458635,-0.0873631009945642,0.0716241831324615,-0.0095159918766252,0.0654254708667718,-0.160440107314297,-0.278724128477946,-0.0109930287836841,-0.0048669576773579,0.225817150741493,-0.0123732108115916,-0.226470921175765,-0.0459092127177644,-0.0319863238397504,0.108646960688085,-0.153272846257093,-0.0394441495344083,0.135112556416205,0.0961284675577661,0.0164895431755261,0.111165187546021,-0.0310419887680242,0.0975570770252493,0.012300569652228,-0.0199763188249766
