group,ASCL2,BHLHE40,CLOCK,CTCF,E2F4,ELK3,ELK4,ESR1,ESR2,FOXD2,FOXM1,GATA3,GATA4,GMEB1,GTF2I,HIF1A,HINFP,HNF4G,JUN,JUNB,JUND,KLF3,KLF4,LHX2,MEIS1,MXI1,MYC,NANOG,NFE2,NFYA,NKX2-1,NRF1,OTX2,PBX3,PGR,REST,RFX2,RXRA,SETDB1,SIX5,SP1,STAT3,STAT4,TCF7L2,TFAP2C,TFAP4,TP63,XBP1,ZBTB7B,ZNF384
progressive,0.157741195899254,-0.36421481430373,-0.350191652978698,0.360186060773887,-0.0302931275032458,-0.0568674055943284,-0.102578262952167,-0.0612060632418521,0.168432887959223,-0.254276328556657,0.467877741667779,-0.121404938101243,-0.207635758845777,0.149063880604207,0.0811948788322292,-0.343838618566253,0.114199667365177,0.166108607076622,0.0858434405974331,0.0740670841255831,0.327801080476299,-0.0435415285340771,-0.0522188438291245,-0.0368011139745313,0.0987044614811641,0.223828248994571,-0.132406534278893,0.395825034307117,-0.209650135610699,0.243972016643788,-0.134188482955554,-0.0591142104475104,0.38683781489439,0.247845818114791,-0.147359407956966,-0.0735247519196426,0.284259551942222,-0.300142137973336,-0.103120595158108,-0.061051111183012,0.357474399744184,0.342599002095532,-0.141858609868141,0.35189612562594,0.0190591032373362,-0.0220031923552987,-0.275427284588335,0.525597383585728,0.226075053847753,0.248310674291312
progressive,0.0384229226760216,-0.090101366086945,-0.167774066533563,0.0711999754093997,-0.3678342405881,-0.419512683999024,0.142348272375389,-0.295393982536838,0.123563158195518,-0.129351143857541,-0.109080274429607,-0.115126652308685,0.101664417800139,0.409241593371103,0.106095844322626,-0.343506613352408,0.0493658330682846,0.143033011750583,0.0374281126403613,0.184492042976997,0.362020415704371,0.370883268749345,0.35160720935707,0.353816462812887,-0.125191029162962,-0.425907891371125,0.216610195556886,0.383996673764867,-0.359630287696616,-0.497172464834789,-0.253340649211199,-0.393699301515267,0.175151164330472,0.410352679904437,0.325703389597345,-0.079106777251271,0.368428542687326,0.0453219948713798,0.137697212468405,0.179233761359935,-0.277926668663946,0.312706261079498,-0.209181419316565,0.397265114110621,-0.249426007122822,-0.380482539612924,-0.148433409087025,0.303378302043826,0.11444191293349,-0.0813547895396462
progressive,0.0604462938777932,-0.0428731186978152,-0.0086113136838436,-0.0189333972441508,0.154676224374339,0.0776817689551713,0.0107311079179178,0.0014197887181937,-0.0083128574944811,-0.191326379687376,-0.163914895615629,0.005810123646714,-0.0954645564653774,-0.0248972262177111,-0.0288490259887856,0.0551178425471232,0.0979373123238659,-0.150458282350397,-0.0915133017486535,0.0411016141937225,0.201771567665993,-0.131094370034243,0.193333892725243,0.160841801322498,-0.0338739599111239,0.0012747263960486,0.181691531798165,0.107464706641117,-0.135122944603834,-0.0458814293881419,-0.102207268105829,0.0451078415349415,-0.147598148578504,0.0680009807707029,-0.116694034093541,0.174475012197299,-0.0127422027415171,-0.0326268755571373,-0.1093839208742,-0.0244976235138738,-0.295675633525835,0.0845308440588811,0.0644295510713833,0.0871519325656179,0.153160506090454,0.071374789335506,-0.0948931837762194,0.0567966878116277,-0.0664940612213334,-0.0043405013879014
progressive,-0.450945746094361,-0.162172551510662,-0.263033273260821,0.163056325633336,-0.0110471765334238,0.0818595781126706,0.0176754824534781,0.028722658986902,-0.145159899649189,0.0868308075527113,0.210559184727058,-0.0866098640220428,-0.458568297902423,0.287889420461025,-0.11312308770226,-0.268335917996865,0.204814652929678,-0.383226553944473,-0.499884738137428,-0.472266796803869,0.212216261207072,0.146154145537197,-0.156096604417279,0.367097676205674,-0.0877145816753852,0.152451036161249,0.47856368742792,-0.0840690134193553,-0.229228913068544,-0.0893716581553988,-0.136984989014455,-0.0414269120003394,0.252538455554069,-0.0861679769607059,0.0730218368859315,0.24734628258336,-0.315507361794585,0.0771092922032983,0.306669620567846,0.458899713198426,-0.0395488919896573,-0.180842279852148,-0.403663830531307,0.222711078913824,0.177417655126787,0.0165707648001357,-0.0024303788373532,-0.217850321239118,-0.358701822040272,0.0604280556378283
progressive,0.17938503209432,0.139071258403318,-0.090762294957955,-0.028152076599862,0.177921124111128,0.0811905889140019,0.033444667000636,-0.234788318842849,0.354716165158261,0.0761232151260268,0.14684123154488,-0.0117112638655426,0.142562115901701,0.205059725953395,-0.386471707562905,0.229833553361273,-0.031417717485446,-0.0998835677763102,0.334334061699961,0.218572722721328,0.137832567032924,0.147629489689676,0.092789244473145,0.110806573497057,-0.061596743600498,0.0212829699094956,-0.112383089786649,0.222176188526111,-0.106414849547478,-0.056078936586925,-0.0731953991596411,0.0988700930187152,0.0979692265675196,0.0693667167420599,-0.258773888105931,-0.26113866254032,0.029165551357457,0.245711324563595,-0.021620794828694,-0.137832567032924,-0.0203821034583001,-0.295934629217749,-0.119477413089814,-0.0952666272139329,-0.230058769974072,0.104275291725889,-0.0614841352940985,0.375886526761357,0.149994264124065,-0.0853570962507815
stable,0.148532610936871,-0.22974042427313,-0.0699904961811552,0.128225026896282,0.197992058652225,-0.144894903162508,-0.376119934442728,-0.371367889495158,0.0667207516861951,-0.276422916074198,0.209768376069547,0.121863820999701,-0.355654826299119,0.0805736465339243,-0.0990883593451513,-0.22330445887546,0.391648880319389,0.234402784955329,-0.26449992892788,-0.0609178676534573,0.173980690835403,0.290035793576328,0.275299217003396,-0.0092439919575968,-0.337687852337063,0.0319810562640377,0.0076223484784581,-0.254414315944422,-0.113735115973038,-0.18704447269161,-0.213954094052431,-0.219497422866328,0.0207325327836166,0.345864452289105,0.117923411869752,0.0990610877304168,0.216924936222714,-0.368157708377653,-0.194018543681504,-0.188070482396199,0.125343597632019,-0.0119246153024214,-0.014154782125263,0.0086133528268206,0.156131622511179,-0.13579893773066,0.0671790776293453,-0.0646300635695579,-0.218926482792682,0.0003443550159014
stable,0.136038403342842,0.0896739254875682,-0.205619436903601,0.333490447118816,-0.0024691340158331,-0.18190905439495,-0.156397459546613,-0.160552300649866,-0.101185948963422,-0.0462690604729673,0.246674021132961,-0.40793274520973,0.0221518985976402,0.0038685889563324,0.217665462922539,0.015688626438229,-0.141688116768901,0.0114099101368938,-0.0486226892365343,-0.0734680363978867,0.174555220000675,0.154356866756579,0.0095132804149013,0.151270030739497,0.364131144763432,-0.111884413705923,0.386329915057644,-0.222873243209493,-0.0468147809401955,-0.0616312590243573,-0.372837562401634,-0.0337827753040866,0.142988806348767,-0.135303522100164,-0.364024009456982,-0.283828210611887,0.180320438679,-0.25476608474824,-0.0562041861570144,0.18260375989771,-0.298346718624985,0.354274696570059,-0.103789002112317,0.0562359919511166,-0.0208629269419172,0.0331031357037962,0.153598549665615,-0.0226172675850312,0.0886611620437858,-0.101540834666037
stable,-0.0125012267431515,-0.0153182054474961,-0.0244808489520907,-0.0721259667367849,0.11735787800175,-0.360933055596885,0.09750705483979,-0.0784402095771425,-0.0338964392338184,0.0785439020447871,0.216346478250462,-0.119472575902502,-0.0375743796392121,0.0260001007128834,0.155397302647368,0.382552935100782,0.111191318372887,0.104006687243512,0.0487480285769139,0.0554299083480114,0.0011390460460958,-0.0718745910576465,0.141279416067758,0.136594401847816,0.116407363715008,-0.0992054117719688,0.360681679917747,-0.0234879150194941,-0.0167400491326227,-0.0542107363041902,0.0717300500421419,0.129423910600393,-0.0736075121457068,0.0432554699877399,0.285760729848542,0.256902801883454,0.244142343971191,-0.177923705694158,-0.418606491881207,-0.0165200954133766,-0.0954190656049467,-0.042936537094833,0.150767276857238,-0.060732364079837,-0.173076868380771,-0.139656471839321,0.378461795922805,0.0034579866861475,-0.300898259026657,-0.405608798171757
stable,0.189083960220504,-0.0072196703040019,-0.101923532911561,-0.0977955292302337,-0.0253270948554486,0.024548613488935,-0.0938866450720469,-0.223403916877242,0.0513416121726757,-0.378655302388257,0.121229177018967,-0.261179775775595,0.0443329672669489,-0.0927979852776576,-0.134163299477904,0.0583207713378216,-0.0947480912184303,-0.249626857909752,-0.0382693114392513,0.0743309503214791,0.245228857348987,0.0741190576955399,0.0097808826721083,-0.0933313302911064,0.0571740072899347,-0.257874482071653,0.213220062417194,-0.0588604760208075,0.0257650448258415,0.178227715244857,-0.119100133103493,-0.0611849352366025,0.0139346141074719,-0.0568117952022104,0.0456419028880308,-0.172182560273994,-0.0647087703119092,-0.103495816666655,0.012589544000384,-0.105589882399675,-0.14573067113815,0.004349146735684,-0.0552846072856522,-0.175985353581267,0.204960875219771,-0.190108445167747,0.168390462774579,-0.0374587426491644,0.0806365626674729,-0.0010927068568219
stable,-0.0377234396580258,0.0914910297772603,-0.164009605558214,-0.327108730185347,0.126286165900188,0.0337616172281875,0.0276589342306726,-0.164231073892801,0.0495842993548089,-0.125301862190912,-0.0540628812320174,0.25094823068007,0.254787015146249,-0.0175452136178555,-0.0047246578045277,-0.234485751142419,0.181579426768801,-0.0660467788924601,0.256411116266555,0.0815249547208347,0.0920816120028262,-0.120085052531746,-0.118165660298656,-0.307201187665228,-0.115163533985363,-0.199961298539542,-0.0586645010728856,-0.183178920296376,-0.0770955880290899,0.193095780167338,0.181702464732461,-0.0149122011955405,0.0062011133684426,0.146070670456648,0.15702104922235,-0.410626899917467,-0.162483934808835,-0.0881197895729879,-0.206851424504478,-0.0070377715213277,0.287047569217789,-0.114794420094384,-0.0424480974625535,0.0043555439135489,-0.397609483362284,-0.034204553897362,0.0058566070701957,0.154634112727354,-0.0489445019437791,0.0918355360755071
