group,ARNT,ATF2,BARX2,BATF,BHLHE40,CEBPB,CTCFL,E2F2,EGR1,FOXD2,FOXP2,HIF1A,HINFP,HNF4A,HSF1,JUN,KMT2A,LHX2,MAFF,MEF2A,MEF2C,MNT,MYBL2,NFYA,ONECUT1,PGR,SETDB1,SP4,STAT5B,TCF3,TCF7L2,TEAD4,TFAP4,TFDP1,TP73,VEZF1,ZBTB7B,ZEB1
progressive,0.374624069812242,-0.206640374078481,0.141741153930638,0.581893007766247,-0.0889417883866313,-0.0642706562723183,-0.501593972668069,-0.368574142510324,0.544650598141456,-0.233668620726008,0.297389283607243,-0.0433709074111488,0.283718019314599,0.379024016940909,0.210097475393862,0.0710277179342002,0.0789633368626894,0.0747205307029031,-0.209626052487219,-0.154391001925557,0.199097607572194,-0.273503856337335,-0.402516591788615,-0.0438423303177917,-0.0363781342959455,0.109841537247801,0.131212709015613,-0.0651349316011637,-0.103005905101478,0.336360243889725,0.55659331177641,0.166805138467154,-0.184797779404025,-0.244039924672153,-0.266982506128775,0.0249068435676344,0.250325563427392,-0.0589278633303652
progressive,0.178261482592496,-0.398270011834587,-0.152169578436499,-0.0970247041566755,0.050656801198538,0.12401953425802,0.0307658737554423,0.357014263125843,-0.0439645265447862,-0.0591814843884361,-0.0943424829660845,0.203184894348631,0.264225343918665,0.144189306478355,0.0609873362791311,0.0751154716592738,-0.217578596183288,-0.212625781806603,0.187396968627776,0.14904917259596,-0.181820073082983,-0.166470332012076,-0.129490203221007,0.106107076901053,-0.117181198054285,-0.12621045750776,0.084821925571759,-0.132730113966078,-0.0354664000003394,0.120009480794859,0.0479081883943185,-0.0190809497568281,0.087065962112402,-0.0548261945344072,-0.0997334819927179,0.0938246283797823,0.0052582157993764,0.0312306150508418
progressive,0.567198097869784,-0.530701891494014,0.586563940601591,-0.350059442898237,-0.518570117542543,0.573486071452562,0.317448736267489,-0.53136213419032,-0.342085345909355,-0.553040897187867,-0.550651864200361,0.519272714546032,0.592817843191874,-0.299790662962247,-0.511722316917946,-0.505270161786471,-0.515609223263575,0.506298855697486,-0.420875766365363,0.548334724132798,0.517262994855705,-0.503994296890913,-0.552228976059377,-0.540059927191805,-0.612049511854614,-0.529288804894738,-0.527740684637133,-0.0600770841171643,0.505398475019674,-0.569781163596659,-0.282714219008242,0.550668274540783,0.525564126485851,0.399544199284455,-0.592999607248166,-0.213751482564002,-0.526792870261055,0.505048309612864
progressive,-0.0064009403975161,0.22822663348385,0.0166645172418091,0.0379641982197506,0.14755271226688,-0.0640094039751609,0.212003560407387,-0.254934005487279,0.214321142275453,0.391892057785856,-0.125039059834237,-0.088399194110524,0.113120067369897,-0.507771151189165,-0.0445858606999397,-0.359887355798276,0.387919060297743,0.366288296195792,-0.570125139544278,0.249747036544464,0.0955726617973955,-0.386925810925714,-0.285614374978822,-0.0615814610657583,-0.405025021704898,0.0174370445311645,0.101421796988229,0.10671912697238,-0.05650485316428,-0.144904047274804,0.113120067369897,0.149759933093609,0.276454408547893,-0.621774106889753,-0.0720657599927243,-0.432946365163028,0.125480503999583,-0.0363087825997034
progressive,-0.195092588440139,-0.0763747611625183,-0.121188775432878,0.0335824317464602,-0.274162929408393,-0.0856969746573551,0.14230415057781,0.117819300675708,-0.192397008634403,-0.0645815995124235,0.224294703002278,0.186893533197692,0.090077291841676,-0.603922192310089,-0.225080913778951,0.0916497133950219,0.0379627489307811,-0.328074525523112,0.19161079785773,-0.112428141064236,-0.0940083457250409,-0.152861838150276,-0.106026139025614,0.190038376304384,-0.371203802414887,-0.317966101251602,0.112652772714714,-0.0855846588321161,0.311114835912023,0.127366145821023,-0.0386366438822151,-0.0313361152416803,-0.133768147859646,-0.0270681138825984,0.089403396890242,-0.0412199078627121,0.21845428008985,0.224407018827517
stable,0.279244618452393,0.0211093020501578,0.119760116949247,0.224874199595941,0.0538941494108836,0.0371400305383675,-0.0674456353792671,-0.0756387496980401,-0.0970542638645739,-0.204347367725354,-0.0446506009089891,-0.174157630608348,0.192525864482926,0.0030819997626879,0.0413717213240337,-0.239343232675154,-0.22722082735305,0.056525612982781,-0.184064389078614,-0.0552731250954791,0.199290987393717,-0.20341647744538,-0.117028307299195,-0.404258540174693,-0.0229298277095897,-0.0001014353164517,-0.169539668691442,0.130753799085599,0.072750906661876,-0.112879262469349,-0.0888329655048539,0.0159114568946368,-0.0026622345538008,-0.11945635561904,-0.131384195750259,-0.121600248898033,-0.222380252359099,-0.0104991679493016
stable,-0.400086600022165,-0.0248350411873583,0.169392468702378,-0.0038917946640524,0.342629558800154,-0.0892080205461383,-0.237188879557849,-0.110825170907375,0.01728057916415,-0.0973454093891571,0.0924478132469924,-0.0287588462837126,0.0138032353604251,0.13696758554032,-0.163332388439782,-0.208499108417524,-0.0503810509237341,-0.0090185181111138,-0.212596443752145,-0.136285257904415,-0.0431180523104309,-0.20070204101266,-0.152979540729565,-0.527055137367182,-0.0277917942762813,-0.3309204796161,-0.302948416063172,-0.21484896733043,-0.24872948278242,0.121570567603188,-0.0149016986162529,0.46646444329879,0.248173512116127,0.292573666478221,-0.192576445486805,0.261953160842224,-0.273161866426614,0.178869241423285
stable,-0.0823912155417895,0.132810022791496,0.0202313836072424,0.0184277080188841,-0.073978735530802,0.0664384993276562,-0.0010061955354745,-0.217888060777084,-0.0027397801035598,0.0252265369853644,-0.0705894453060457,0.0716236772496294,-0.101152245301527,-0.116534887884107,0.087275780865703,0.021760925427422,-0.313481309381848,0.0846419160816667,-0.175169920288037,-0.0463550856521012,0.0090339537240746,-0.147538482518194,0.063708064693466,0.143466973029448,-0.083327320056991,0.332641079168028,-0.116735815475556,-0.0347495702731218,-0.0064546041780285,-0.180023334047384,-0.042799134556918,-0.216791525704368,0.0245038206874384,-0.0529638900747303,-0.0498518487746094,-0.10991518041388,-0.0582908076154778,0.0972520694178923
stable,-0.0928119020112741,0.0075444944996058,0.2060502636612,0.163760653422347,0.0598639424788271,0.202777928570249,-0.380020269388282,-0.0814588265140372,-0.326372126409435,-0.134740759781574,-0.0081496739990031,0.0044812579732306,-0.122642914259687,-0.0319409546321684,-0.231091540108972,-0.069630396450354,-0.146019157220034,-0.0517283424216703,-0.1198091691524,-0.0078796840941937,-0.138000457047193,-0.26993533238187,-0.121124364656785,0.108987456765692,-0.0633215366002058,0.12938663019056,-0.121480808775795,0.502254464887816,-0.0408692910055741,-0.375020286129854,-0.0873130118755542,0.18632261831872,0.0033969900044481,-0.199174712234255,-0.290894591247566,0.538867106543097,0.114700902708745,0.159676912500452
stable,0.0109224449580735,-0.115188840872447,0.200457546005813,-0.127559430218221,-0.152325153729897,0.254897957055267,-0.0248393579720684,0.0654855801081802,-0.253400723027306,0.153822387757858,-0.0128860305685137,-0.10357914095072,0.116391537058842,-0.140273647045821,0.133916538632021,0.0796970309637411,0.0997501490103615,0.0140396371146473,0.180674420980628,0.1075063121716,-0.0815378924735287,-0.0397135189711528,-0.144667169849181,-0.112096193536004,0.287959829771053,0.101026479657148,0.159222248186569,-0.343234764704945,-0.0654119456477887,0.260739624246326,-0.0234157584044992,-0.0075598046001947,-0.127559430218221,-0.232513081096249,-0.136690103306767,0.0757698597428607,0.11678425418093,-0.232022184693639
