group,AHR,ASCL2,ATF2,BCL6,CEBPD,CLOCK,E2F6,ELK4,ETV5,ETV6,FOXM1,GATA4,GRHL2,HIF1A,HNF4A,HNF4G,HOXA1,HOXA4,JUN,JUNB,KLF9,KMT2A,LHX2,MAFF,MAFK,MNT,MYC,NFAT5,NFATC1,NFYA,RFX5,SETDB1,SIX5,SP1,SPI1,STAT3,STAT4,TCF12,TCF3,TFAP4,ZBTB33,ZNF76
progressive,0.155032781588939,-0.0139552380869531,-0.0619978610092509,0.0691661253817842,-0.0176918865364652,0.0854853655490409,-0.258210033674445,-0.108057772509359,-0.121707978069821,-0.120106557305744,0.174936153942462,-0.225342778945063,0.43268863882717,0.0014489045008312,-0.0729027738312962,0.0166242726937475,0.0552871454264537,0.0635992817733275,-0.0921198230002153,-0.35345644007119,-0.207040827355616,-0.328443772898947,0.137340895052473,-0.179892932497937,0.0603201821135516,-0.0510166900555828,-0.0323334478080226,-0.0681747696706892,-0.114768488092156,0.22892691113133,0.181646869525259,-0.29855058530285,-0.117895071488686,0.19102661971485,-0.342475269117522,-0.0122775591912539,0.17996919062956,0.148474582269387,-0.185612292369639,-0.0588712776127204,0.243492214271264,-0.0228011813551857
progressive,-0.0475763814335012,0.173090807177257,0.0482522185323958,-0.0880118425767958,-0.417106254808315,-0.496179195378977,0.141096933948456,-0.0150214358961845,0.0923091463942951,0.053862941617558,-0.33638835224223,0.0988124845157333,0.152700929420042,-0.206691387471354,0.0999601324195165,0.205403471490441,0.0342381624628654,0.261536205628815,-0.123690940741078,0.17528408983782,0.356867491503073,-0.42937333573542,0.121752690948022,0.311395131226507,0.0497314091639385,-0.114535260797563,0.429296825875168,-0.135945270024807,-0.0730541648974882,-0.433759901056547,-0.0251972473097289,-0.0963514173442871,-0.142831157447507,-0.0657729765301526,0.0024355638846954,0.199371944173892,-0.112775534011762,0.0585682980230692,0.402339851779638,0.0171509603398711,0.0035832117884786,0.154537166066095
progressive,0.146548953198219,0.0978007240208141,-0.127999842597478,-0.0298589481751926,-0.0401411090078945,-0.0210595142294485,-0.0705011825038507,-0.140506941297291,0.0047792593052953,0.0131334283019785,-0.0082135549575697,-0.0272089321416224,-0.0989754868999164,0.0912040378910769,-0.144537363426618,-0.0692950607678064,0.136496628901777,0.163022061240126,-0.057642741328226,0.0064399688938158,0.149995422559085,-0.0570010019683491,0.179398627149973,-0.165308021747772,0.103321192672011,-0.0271206342299381,0.258304291509434,-0.0355239603537195,0.0490358523050815,-0.0156033042679065,0.245213548236315,-0.118513287555398,-0.0646982529938099,-0.418699913645287,0.0722562768583514,0.1414312185648,-0.0315158053242853,0.0726828189517934,-0.149176856229474,0.0675559925613252,0.246120181331245,-0.242058862637707
progressive,0.256059294876482,-0.421958416707461,0.402253079741472,-0.511017732939221,-0.234152244283008,-0.211474593919915,-0.444746152751929,0.392565539780539,-0.218520077527866,0.192429771042171,0.284461400671035,-0.546355236660352,0.0393005882506036,-0.444305810026432,-0.539860181459272,-0.549767892782953,0.27004017641101,0.4234996162467,-0.614718444793755,-0.521585958351148,-0.101939340952546,0.295249797445711,0.432746813482136,-0.577069141763765,-0.300313738788926,-0.454323607031487,0.40687667835919,-0.0530612984223836,0.0450250436820641,-0.276315060249342,-0.202337482365853,0.434838441428247,0.504852934782263,0.114489108629209,-0.406656506996442,-0.0798121189963238,-0.426582015325179,0.430214842810529,0.22952864566529,-0.0005504284068711,0.496596508679195,-0.228097531807425
progressive,0.459315986653907,0.239710363405238,0.184698491987814,0.0165698407883805,0.297042012533034,-0.0490467287336062,-0.112564451755731,0.423193733735238,-0.400437819052528,0.0532444217333293,0.432804241392498,0.0115988885518663,-0.0683782096533835,-0.0165698407883805,-0.472682324889867,-0.117093541571222,0.419990231182817,-0.204692766539127,-0.357135301792227,-0.330071228504539,0.488699837651968,-0.164704217436502,-0.0317036287084347,0.222035866564298,0.529461645991384,0.0151337879200542,0.104500462572053,-0.48251376375764,0.344210825977291,0.154541381752962,-0.440868230576177,0.217617242354064,0.213750946170108,0.379338888448657,-0.263239537324738,0.437664728023756,0.384309840685171,0.0554537338384467,0.0547909402069115,-0.40065875026304,0.339460804951288,-0.378234232396098
stable,0.027036093777059,0.202189952414617,-0.0428463032406046,-0.0806376196581745,-0.171388162978603,-0.0076519397065224,0.194041069072725,-0.125154838883761,0.104362052085335,-0.0274229481721053,0.316881620260089,-0.189772395654387,-0.231858667452661,-0.239710537801476,0.163620770365968,0.186752383631776,0.182340634428511,0.297367665477453,-0.239534743655235,0.0196135848746698,-0.238646654692188,-0.0958866555885247,0.0144688907413106,-0.176430142912099,0.223083978404814,-0.134112563026665,0.049804720960583,0.0737239885475359,-0.168759296283669,-0.124267152195648,0.0187686734212255,-0.0880349193313544,-0.0599439265852038,0.082770615450896,-0.0480210339023834,0.0047515374310106,-0.0934991538541055,0.273063018503546,-0.0800017570788644,-0.0891878392927437,-0.161778351167376,-0.0896867943027844
stable,-0.190277944621208,0.121809107485092,-0.123297488563844,0.168701380249561,-0.11163023466318,-0.228076208994501,-0.0584603012598837,-0.179495450584024,-0.0822595147091336,0.136081028273573,0.0781763892830897,0.0107361888480669,-0.206041554001949,-0.188908634028756,0.282319430531253,-0.0302488647905101,0.214006046530028,0.255860976221299,-0.0545210526714525,-0.0893061722386489,0.0476017344120083,-0.0398439614782002,0.0073526025290365,0.0793274039839915,-0.391788205116733,0.142404994101516,0.185100032223904,0.0973533526044366,0.0852825820557551,0.0640830742240592,0.0544400185904982,-0.103564862973096,0.103844347864551,-0.347126850213638,0.07892223357922,0.0933380312053136,-0.322394917955037,0.131839142199128,0.221985422868895,-0.145555400718208,0.212266294424642,-0.231423412664939
stable,0.0873459901111374,0.0415497695729471,0.0193014831763313,0.0453739129376102,-0.0819370244963266,-0.0441693233610476,0.206742166278113,-0.0858094761105026,-0.003471960642408,-0.0328168847255257,0.161224886922593,-0.157709293022561,-0.0980937964624338,0.149298982615435,0.0727755987258074,0.0005376240671592,0.16205236048683,0.106412165362422,-0.0696698457813194,-0.0168969790150945,0.13688376249063,-0.233886727512451,0.228368678753579,-0.0964263826889254,0.18699344221113,-0.112832487555744,0.0810612426825774,0.0285392671476935,0.415703395372558,0.0214395127999327,-0.118495461063155,-0.260029282152055,-0.055283337410264,0.111779056050238,-0.0242164579816074,0.124611908783734,0.0723267995045266,0.0506753537389891,-0.20080336824929,-0.118905302018699,-0.182475841716363,-0.293031608222485
stable,0.109029710730079,0.0264190868994289,-0.0245578956374142,0.0334985687334635,-0.116777106167098,-0.0607470870692998,-0.0709712808843358,0.0302627514976662,0.195576254006883,0.232822496313026,0.0552592169105335,-0.0475506202413305,0.100394254607511,0.136722546806971,-0.0238408369285311,-0.160284320005512,0.0103472002789245,0.206421228106965,0.020000046313095,0.108861870134493,0.217334890395993,-0.237256476978617,0.0005316868182098,-0.143773001414714,0.0272878919002119,-0.117571762411611,0.145757773937178,-0.294134895799309,-0.167634818417694,0.1371007629436,0.0961097210475792,-0.126791499237651,-0.0711563653767289,-0.197775425646312,0.106723052133889,0.165074674538443,-0.131503681438391,0.12374996323921,-0.118938341233551,-0.127968969991276,-0.168847351761492,0.125492746409818
stable,0.100176168084678,-0.174773372862297,-0.255424914012024,0.0257248509304828,0.0248495251899371,-0.252798936790387,0.126727715547898,0.062269700598267,-0.0672541943985968,0.0417238602993464,-0.0306850301269086,0.08913733791224,0.233784916537422,0.0793628671428127,0.130058816282753,0.0902558096918262,-0.275071113966495,-0.071387677062285,0.0681295201391425,-0.255619430843257,0.137572028889104,-0.0022612581630764,-0.147370814262435,0.171709732770387,0.19167202257561,0.0883592705873105,0.224326535618747,0.0044252579105367,-0.0008266965327376,-0.146009196443808,0.114084121517793,-0.250805139270255,-0.18235952928036,0.122375401449074,-0.0553886676934214,-0.335176814817302,-0.157947666960696,0.266123339729805,0.0602272738703269,0.202005729234831,0.0323141085884798,-0.4763230904803
