group,ARNT,BCL6,E2F4,E2F6,ELK4,FOXG1,GATA1,GATA4,GTF2B,HNF4A,HNF4G,HOXA1,HSF2,IRF2,JUNB,KLF9,LHX2,MAFF,MNT,MYC,MYOD1,NFAT5,NR2F2,PAX5,PGR,SIX5,SPI1,STAT5A,TCF7L2,ZBTB33,ZFX
progressive,-0.0607434014424317,0.0590708672350055,0.250423985420989,-0.193481798086344,-0.210359188724917,0.228452967877981,-0.456677862909496,0.0522286818409894,0.157978458319616,0.0153569049954583,-0.241833241537391,0.175996213190525,0.294366020507003,0.515368608733722,0.0351992426381049,-0.0970069840307169,0.208534605953179,-0.320746446415043,-0.301056157336708,0.0791412777241193,0.0155849778419255,-0.459490761349258,-0.116317151698273,-0.0070702582404832,0.363320044422254,0.129013206818281,-0.182838398584541,0.266769206084471,0.504649184949764,0.270190298781479,0.0486555405796699
progressive,-0.0401206326317192,0.110666184515438,-0.460310681597772,0.192563747728105,0.183097367910586,0.0262332113651032,-0.0241437277983829,0.0789671899178773,0.0715520714067116,-0.181555736742457,0.0404136699611983,0.0815408221159107,0.123254048929581,0.124935828385722,0.297776889764541,0.165324016840009,0.339719450140413,0.0301191411690645,-0.0660480659138877,0.416062044846434,0.0027265212395007,0.0460323422351227,0.208298578245785,-0.108500256427984,0.456068010697053,-0.0591425775409465,0.0262077298581919,-0.116412264323918,0.243985428674952,-0.0171745356581637,-0.0554604997922749
progressive,0.226046615553852,-0.0040771168229922,-0.212544641220884,-0.19757332058932,-0.178553184162603,0.222137920608486,-0.201295136464992,-0.0945307394235032,0.287461922397631,-0.183661212067595,-0.0217916376257557,0.133684134768611,0.076059704460827,-0.035496948691346,0.0189526907707003,0.0962420287481325,0.207024710312894,-0.234935291634234,-0.0856359109457651,0.200714273249599,-0.205371868763149,0.029879579190227,0.1305702526567,0.0494584302018555,-0.193050847102706,-0.0497672036441702,0.0759647268266405,-0.360348066492191,-0.140053404131625,0.118601917174701,0.131847797967716
progressive,-0.106380473688847,-0.529154938855165,-0.350901707116208,-0.564651729145968,0.500471773945259,0.459480124476313,-0.380134357943929,-0.486185140082087,0.516956351479688,-0.462667142799636,-0.485965345714962,0.454644648399547,0.513549538789239,0.0667075904226553,-0.483767402043704,-0.130777648439802,0.589268698264049,-0.480250692169693,-0.471019328750413,0.482888224575201,-0.173088064111503,0.131656825908305,0.116051425842379,-0.526187714898968,0.0780270003296297,0.543111881167648,-0.495965989419182,0.520692855720825,0.301228180145796,0.524649154329088,0.461348376596881
progressive,-0.468807719206393,0.12926155855679,-0.0285898750351909,0.0990158992531514,0.510754254007059,0.235452522973213,0.0948212457730848,0.071419494779029,0.0062919802200999,-0.557336984759377,-0.0971393437489111,0.217680438491878,-0.0448165608659749,0.257198489698821,-0.226400902305701,0.47642432684125,0.0290314175067768,0.105087108237458,0.138754721695888,0.236777150387971,-0.316917108980822,-0.0147916727981296,0.115021813848142,-0.106522121270113,-0.116125670027107,0.0557447370377274,-0.0189863262781963,-0.0115904898791314,0.261503528796785,0.181805112675519,-0.0281483325636049
stable,0.268821248261484,0.0157404348055103,0.0890095993287239,0.246376083427127,-0.224924479520177,-0.115852736321012,0.0372070237412608,-0.23826008479307,0.236311897254156,0.125125525660477,0.0752756866385276,0.14121931279689,0.0776775726833445,0.107620068534154,-0.0831876480500831,-0.11700685112842,0.028960307489903,-0.114393033962002,-0.0228152415277599,-0.0444005065398112,-0.218688834410733,0.0771053318960405,0.156052618180394,-0.192671211951451,0.0456096110511197,-0.14975462464755,-0.165652000870761,0.206329396728246,0.0944091601080617,-0.294817329741866,-0.0905431564725346
stable,-0.276799633424385,0.169293636579066,-0.0388185334653434,0.1181417096723,-0.0972141180668305,-0.243335323435354,-0.115108366023324,0.113746254215828,0.299481109286837,0.277804686796906,-0.0852708440265841,0.255007497552749,0.0689387267231053,0.142102644926746,-0.150513354728376,0.325962943214138,-0.0215408725285053,-0.0035242989970664,0.0638093178169621,0.20883620520422,-0.46942274080345,-0.089550586101352,0.171467395106807,0.445377500085191,-0.264001733407833,0.120165040803824,0.22833886916641,0.0607164644288235,0.24541981735435,0.36042734743076,-0.243179936894207
stable,-0.246842480627643,-0.008600756176957,-0.163123264845426,0.248058261727047,-0.142255728817895,0.196221776670668,0.018660138333608,-0.0736240295727031,0.227081756842975,-0.001064781398197,0.0871657450448026,0.0923137451673722,-0.0969885091129654,0.0933676296799152,0.0770269712926721,0.285168384170934,0.150792660378878,-0.195947797831366,-0.0994792258338941,0.0986681862016417,0.172981832966452,0.0610863842787281,-0.161407783703886,0.0487993673547965,0.270985309143196,-0.0378059664277972,-0.0799582335336151,-0.0252294036850576,-0.031554267458266,-0.211617519401909,-0.161312825128901
stable,-0.204797873961238,-0.0959975161003524,-0.0060470447344336,-0.244047612521051,-0.106565437102983,0.045590089764463,-0.0596914505901066,-0.0735476725770066,0.0068888314368326,0.0673317544203274,-0.234949377702513,-0.129177846382549,0.268190777660326,-0.206329489957224,0.110889915588094,0.282375858416862,-0.11578237072765,-0.0622666986013286,-0.248651061871772,0.191779424707447,0.0422886000239574,-0.367170959654771,0.142934292561399,-0.0524855155794139,0.0954857350159579,-0.229586428019825,0.189667503437055,0.0098267702445582,-0.230094481847022,-0.198003944226889,-0.0366053929343959
stable,0.0694442193040424,-0.0742586294658773,0.0390259005542675,0.0776627578631342,-0.117734212139416,0.0950238126891448,0.204296334241094,0.110512596896664,-0.175725970906973,0.224915626247336,-0.0939782589671302,-0.226131386389214,-0.125490761844595,0.169014974923809,-0.162814598200234,0.0826716896476695,-0.0410926927954593,0.153355984296427,-0.0103339612059587,0.123448284806241,0.0885802839371941,0.0483143080382116,0.0311964052405765,0.12444520812258,0.0071729848370772,-0.126244533132559,0.0014102817645778,-0.0722404676303606,0.0964584096565603,0.0205463463977296,-0.154109755584391
