group,ATF3,BCL6,CDX2,CLOCK,E2F6,EGR1,ELK1,ELK4,ETV6,FOXG1,FOXM1,FOXP1,FOXP2,FOXP3,GATA1,GATA4,GLI2,GMEB1,GMEB2,HNF4A,HNF4G,HOXA1,HOXA6,HSF2,IRF4,JUN,JUNB,JUND,KLF3,KLF4,LHX2,MAFF,MAFK,MEF2C,MYC,MYOD1,NFAT5,NFATC1,NR2F2,PAX5,PPARG,RUNX1,RXRA,SETDB1,SIX5,SPI1,SPIB,STAT4,STAT5A,TCF12,TCF21,TCF7L2,TFAP4,USF1,ZBTB33,ZFX
progressive,-0.091400733321831,-0.219835180646242,-0.187459315208935,-0.433485349263187,-0.267100889857782,0.197920384937499,0.0512363342180022,-0.0687987140542771,0.195400565221859,0.150272884859953,0.195629639741463,0.195247848875457,0.514654087376058,-0.166384459405405,-0.259694147057266,-0.285655925945672,0.0128281730978008,0.198836683015913,0.124998329530357,0.18776474790174,-0.0583376443257134,0.361555950107661,0.0196240505127072,-0.0134390384834104,0.270537007651836,0.0649044472210162,0.110413918448929,0.379805553502746,0.0296269712020639,-0.0768163222404027,0.0093156971305458,-0.225332969116728,-0.111406574700544,0.0914770914950322,0.0600938823093409,-0.124998329530357,-0.514959520068862,0.0237473918655718,0.0115300841533805,0.103236250168016,0.023060168306761,-0.165468161326991,-0.0256563461956017,0.0485637981559603,0.257632476380834,-0.100563714105974,-0.124311105971546,0.0481056491167532,0.325209459663892,0.363923053476898,-0.261984892253302,0.441197524756508,0.0753655169495799,0.0625373438517791,0.0854447958121378,0.230525324894409
progressive,-0.101055448400861,0.247825543668449,-0.0741328963031743,-0.365870579789075,0.214370501484382,0.0988438617375657,0.204399185892646,-0.0973481643988053,0.0439888422450807,-0.0151487294566756,-0.316832161058436,0.0465839410465196,-0.0235092940682079,0.0807037376033694,0.185287497675152,0.0774438844291481,-0.0946507956938614,0.282865769356844,-0.0736343305235875,-0.117840496313616,-0.0046788480853529,-0.0652481984361789,0.115961286836712,-0.0152765668360568,0.0346055785984985,-0.238276091428671,0.278135786319738,0.108291044073838,0.116805013540628,0.401473289946747,0.154274149437266,0.0418795254852904,-0.0352575492333428,0.424189992262792,0.155565306969017,-0.0873768488070695,-0.219880292535713,-0.0354109540886002,0.117942766217121,-0.0965427889087036,0.0199170637075954,0.0204156294871822,-0.249525780814219,-0.0212082212393458,-0.098562619502927,0.0416110669885898,-0.0495625519861022,-0.0559160697413493,-0.267934363445116,-0.117584821554854,-0.121841806288249,0.15840329679128,-0.116536555043928,0.187179490889994,-0.0311411856172672,-0.120013731763097
progressive,0.182440044622082,0.0716916872707887,0.0504636366308048,-0.128246070983015,-0.181359804727976,-0.113655397625485,-0.0803094915183676,-0.0459675550745403,0.0285386421150567,0.291555368324172,-0.0268859621372746,-0.0139754736175367,-0.0926045491648351,-0.0621155274107148,-0.164954041743083,-0.196926939138063,-0.179389162404927,0.0145016870457336,-0.146149885783114,-0.227640699482235,0.017480147502639,0.126697555068911,0.159640133606978,-0.0358686487854304,0.0784551092338477,-0.122553489494115,0.0446181219566972,0.278405502773482,0.0578447237554822,0.23933172883045,0.221180524379115,-0.246235910959441,0.207556835609769,0.25961074623346,0.228612691958096,-0.227591545138576,-0.165153972028027,0.0933735295787199,0.0949360675783189,-0.0007180540484326,-0.258128257392265,-0.173820160175007,0.149133585260974,-0.191600472760553,-0.033446834304912,0.008181732797565,-0.231519501099009,-0.0498013627466495,-0.178504769441198,0.0557317803779859,-0.0207239489619909,-0.0223250091744887,0.139161340007875,-0.0153289130455213,0.205417080772095,0.220158992337466
progressive,-0.458328840476485,-0.622859967870424,-0.117144399477399,-0.1893265082805,-0.594758536198988,0.448851494893177,0.263933054325843,0.382069269038705,0.240570295446061,0.457777832012339,0.306691311143558,0.473316270701251,0.0785738069871925,-0.22492165506432,-0.457006420162535,-0.554755321702002,-0.321899144753982,0.41689300397272,-0.437500720531773,-0.435627291753678,-0.676858797356713,0.424937727549249,0.268671727117497,0.567538718070185,-0.45370036937766,-0.628039447433394,-0.442459796709086,0.410611507481458,0.445325040722644,-0.188224491352209,0.693389051281088,-0.418105222593841,-0.208170997754287,0.135548082179869,0.525000864638128,-0.082320664543384,-0.143482604063569,-0.410391104095799,0.0305258689136779,-0.443341410251719,-0.189546911666159,-0.157919025824189,0.33005407002334,0.431549829118999,0.586934216008117,-0.503952341307758,-0.456675815084047,-0.598505393755179,0.63652497778124,0.407085053310925,-0.0505825770085854,0.309887160235604,0.121221862112078,0.154392571653656,0.526653890030565,0.420088853064766
progressive,-0.232490396392029,0.239468431157488,-0.242459017485541,-0.368728218003366,0.0300166257371319,-0.0238139281678353,0.488019383755731,0.47760771283584,0.0101901460067016,0.148421691836741,0.466531467176382,-0.0181650428815116,0.147867879553768,0.402843054634497,-0.12206022716723,0.0042089733505941,-0.421672672255576,0.363411620086826,0.179656704596413,-0.542182225030482,-0.0612516384968042,0.0252538401035648,-0.0396529594608606,0.0192726674474574,0.0171681807721603,-0.162820811194036,-0.142440519180633,0.129259786845878,0.0557135156670751,0.0094148088105395,-0.07299245889583,0.225844648996354,0.523131082496214,-0.21753746475176,0.177552217921116,-0.270592681460565,-0.0215986790359436,0.217869752121544,0.156175063798361,-0.113863805379231,0.43917314039752,0.0405390591136172,0.0613624009533988,0.0546058911011292,-0.0078641344182153,-0.224072449690841,0.100572310587881,0.211556292095653,-0.160273274692361,0.21366077877095,-0.420343522776441,0.20568588189614,-0.0111870081160528,0.21366077877095,0.479822961967732,-0.0786413441821537
stable,0.067870747361848,-0.152421336936524,-0.0768535103002216,-0.140418852640306,0.348438501964903,-0.230972024733883,0.138086205350566,-0.24862323365985,-0.141625320390404,-0.127178669954532,0.269767716944559,0.247326827029592,0.0575746891212349,-0.161520578096743,-0.0957405410966357,-0.386052657322217,0.12635474402854,0.0988929591629115,-0.162512452483003,0.0604157390524728,0.212970174808666,0.268741260991859,0.140261225035139,0.149237822267868,0.0941891959416939,-0.321031136153439,0.00514742595345,0.324410076883604,0.226363829950153,0.263465427516512,-0.0123218946560088,-0.18574979072272,0.268288885849477,0.120794349834,-0.152161439039908,-0.337228310843981,0.080353486512926,-0.273517404235858,0.0659588424637929,-0.0550041260158717,-0.05773968876576,-0.0912587432786134,-0.437989076705882,-0.099054607880456,-0.185200640809138,-0.123400968913675,-0.0443256599882317,-0.201131751897419,0.153155055908198,0.218806819423488,-0.213518520499773,-0.0532426107207062,-0.12855094157163,-0.143915343888951,-0.172363105509354,-0.0108867596487545
stable,0.113520122268678,-0.0336674199753355,-0.294401577318382,-0.311141734498859,-0.164479081456251,-0.209190700085769,-0.193540060553635,-0.0110475102579766,0.114253642509128,-0.0527902760858529,0.154251193137378,0.17789604422909,0.272900989683516,-0.233158432547431,-0.0377820876898247,0.15047596481181,0.0723568871048142,-0.129271765716539,-0.0682786470320629,0.275027039319493,-0.176510138041152,0.295221199257485,0.152159915341241,0.175712041526712,0.136838780386646,-0.182669721098657,-0.0113405871937773,0.0182088534632747,0.299373950415609,0.195715784246528,0.109849209462633,-0.0899381916490581,-0.351970497679492,-0.027196546161161,0.106105441373111,-0.418257215029249,0.0775296122316006,0.232607050515671,0.286361003305682,0.349857694458692,0.118745833056174,-0.111347710179579,-0.416579887707407,-0.306667757772682,0.106173329250896,0.0521676945725137,0.235491457420556,-0.360082271173771,0.0634884121435248,0.0946257668199712,-0.0166788925102815,0.272278408170176,0.0941555190811724,-0.436783982456782,0.138860514503101,-0.120378453726792
stable,0.236825991969876,0.155098417914175,0.0078718527548117,0.0156283327419752,0.134175410592018,0.0663985868730287,-0.0036326830894655,-0.1534831991671,-0.0487543488801184,0.12140177430361,-0.0471406892244974,-0.137173543459418,0.01085283561621,0.0738479258436151,-0.0312769336728616,0.0385703634979773,-0.069406074289157,0.0763876858233315,-0.0103133899728817,-0.0040021877642308,0.0465872117580767,-0.0714578386435504,0.0885579537187683,-0.0570284472302443,-0.0013018413646797,-0.030176215105839,-0.0102790899608781,0.173791924456103,-0.0550827010947709,0.224448364910963,0.0069488706136256,-0.155427386211118,0.142781595421996,0.00023854099257,0.232193931257943,0.0871719214155345,0.0878968989419729,0.274236391425552,-0.0331275752295979,-0.0071967661549239,-0.0050000062952428,-0.101860122010322,-0.150068788881293,-0.176977148298068,-0.0525694456697845,-0.113983617162117,-0.0112659948517072,0.0540459052773913,-0.0430496332473483,-0.021164666497637,0.0266183684061994,0.116032263333601,0.0354771260518402,-0.131316036864087,-0.173986810887941,-0.151057252863577
stable,0.042583109941332,-0.168807237418223,-0.218779571000168,-0.144204523833071,-0.140810848155207,-0.223764175659968,-0.0075203898944008,-0.113422071494529,0.149683943857268,0.091272482572664,0.22877977803401,0.0596272605210244,0.340237225880452,-0.0124963840780215,-0.0837251131862368,-0.0915781544770048,-0.092350801206099,-0.005656221801731,0.252170997620831,-0.0012961636807539,-0.266318009982292,-0.058408591125878,-0.0511878458024929,0.2568456251382,-0.348466831996098,0.0650564527675127,-0.0920491475239749,0.203349597688093,0.0912644461282306,0.0603623081708054,-0.154004680803696,0.0013093664108944,-0.119875336374527,-0.124763216685253,0.1274956077926,-0.0218648691762253,-0.403864626618187,0.0144205384880689,0.111531497941578,-0.11534995711092,0.0522285653566146,-0.117768926885365,-0.205625633557974,-0.120385650596046,-0.105200214807444,0.213529189642323,-0.101930242970679,-0.0970825448821196,0.0108305439533324,0.196144925253575,-0.0716601139647639,-0.152570749504085,-0.204164435750463,0.164441438979794,-0.0628059613102958,-0.0867034768964191
stable,0.0328225566265657,0.151449535121692,0.161808169031185,-0.321190428481692,0.0768528155158612,0.0437148906438074,-0.116322364393483,0.108874821980803,0.0273157418784279,0.111931468052457,-0.214159297782204,0.0356608708359583,0.152662489912031,-0.0135608345559869,0.0614240305827527,-0.019674126699294,-0.0884729224073061,-0.0681438001212292,-0.114721264070236,0.034836061578528,0.0109165931130485,-0.249432023085254,-0.108365380968861,-0.0033720143171416,-0.0654510404866772,0.125759152662318,-0.117147173650913,0.243415767325174,-0.0461650593202916,0.187231701436684,-0.10521169851398,0.141891451373823,0.0803946435036502,-0.153293226403007,0.0311001608242847,-0.27097410016167,0.0297659105549121,0.0140702755679291,0.129179685171073,-0.150382134906194,-0.0527150151881207,0.0896858771976448,-0.0045364509158668,0.0517446513558497,-0.0540977836491068,-0.0173209944060369,-0.124158052339071,-0.202951595519474,0.130222826290765,0.186237078508607,0.0103828930052994,0.30571312535697,-0.164767778719611,0.0116443659872517,-0.139198691739271,-0.0565964705172046
stable,0.126067491441561,-0.18530410859916,0.0321273777316083,-0.0355645554458643,-0.121275204648995,0.107342989437617,-0.0131699663548289,-0.119383698227187,0.0988947312775253,0.138496382519189,0.128347180151427,-0.278390221275386,-0.231017866412786,-0.150840579279423,0.0121112873873989,-0.1141467662683,-0.0537738336856598,-0.261387837058461,0.0446833102853278,-0.143034586359572,0.0403286107992992,0.0321626670305226,-0.0293042338184617,-0.0177928645126064,-0.0721666162798099,0.145998887468376,0.115911231214016,0.22189205371354,0.0564134732444519,0.0221475639986351,0.0397357505775384,-0.335050719612238,-0.271226493595777,-0.0614033801109385,0.0413872897667291,-0.0273139173596933,0.0489250840148305,0.188466029781884,0.0848989953281011,0.0953093385078292,0.0419872078482728,0.0916392514207386,0.155661097511121,-0.110504910620341,0.10602316965822,0.200944325877992,-0.0818994049203828,0.103136505007028,0.163791751980983,0.135066262664716,0.020884207097502,-0.199229265950755,-0.0652710872719493,-0.0883573466217056,-0.24779439911666,-0.12739436908074
stable,-0.0050166809029918,-0.0417384758359044,-0.0266594235402734,-0.15346853454739,0.191139750355307,-0.353919886408398,-0.0579895540920456,-0.124456375539911,0.308610599585643,-0.0130129184597876,0.186499718268088,0.122178446444035,0.291318001336227,-0.105986368720877,-0.142339782049795,0.0020416147131396,-0.0686117168318968,0.0967566810095812,0.0037573882771398,-0.288894503889066,0.0733997855386661,0.197332709777386,0.366623959084268,0.002245098154135,-0.0110799967648194,-0.225643835990373,0.195106777875019,0.238022573066025,-0.0189511258325734,0.0528938291282331,0.232005202679731,-0.283562538887947,0.0034817451621108,0.209578651046569,0.14921496487266,0.0094169341104522,-0.0599374935638063,-0.0301953219133528,0.136659538448864,-0.0814926275467697,-0.259910135203197,-0.268582901300866,-0.320864733721175,-0.11386130427463,0.0251813769221727,0.0515899292445817,-0.0148026508572194,-0.122097320711184,0.114432604294354,0.1819694795114,-0.235735767125848,-0.0018081700639889,-0.0509823783933524,-0.0298286056469831,0.183368273901477,-0.0825698036081122
stable,-0.330816705053516,-0.248244409486676,-0.0863791311740323,-0.329294828679121,-0.178607355581799,0.142442118828305,-0.258029239699969,0.0043997819200777,0.469698890783242,0.17448485532739,-0.119347702332889,-0.0062958923645714,0.0408620224703122,-0.0933406233522775,0.175837236346629,-0.202580048100287,0.0720735772727638,0.133359878479452,-0.246151829471883,-0.196016668805546,0.0870221124450078,0.034402228583725,0.318453758952845,0.215318333771677,0.0955090185996344,0.272297648780384,0.172534398472385,0.275822559619301,0.0818516418222584,0.238691181653407,-0.0182654792344067,-0.237574139606289,-0.181204154429665,0.159963949905221,0.126521605400384,0.239433812750327,0.0714474880512716,-0.288915799429965,0.495354641666615,-0.0133938033194034,-0.185716144662738,-0.387152928241186,-0.347014765467255,-0.193088485091637,0.290820046359027,-0.145686254619592,0.0440510380006546,-0.0160535714826215,-0.0309106817535387,0.309054438915981,0.0869862942248991,0.163413819362009,-0.440769686232123,-0.241230383918938,-0.146897861189799,-0.0925956485940418
stable,0.154818611303496,0.0784658370547917,-0.419031110372534,-0.214746134461581,-0.035940448082279,0.112912709171685,-0.103678270716602,-0.255221770821616,0.206673063644122,-0.0487243419081549,0.0861134361409992,-0.0110677110506997,-0.0645409982343917,0.150820538539271,-0.0880991978050963,0.159911337737884,-0.131760766488743,0.0363604737753705,0.0093154482727134,0.0432320124237752,0.224474800879686,0.271958126842126,0.420962411655031,-0.242150598482799,-0.240854441400715,-0.0281716746470111,-0.155376149460128,0.286344517396588,0.0580118792352983,-0.0338369158429715,0.112517190650314,0.128346100562411,-0.178807728643612,0.0861039055742192,0.180151538559597,0.068239538899815,0.0913103180551978,-0.0269497198348568,0.0285692354326926,0.157529376797646,-0.052081824433807,-0.431313287932919,0.14216950692208,-0.28689252498644,0.141265464587517,0.012534737580055,-0.050966067365773,0.0319423753180547,-0.0507591179156922,0.20318759922171,0.0348383061096451,0.0093413169539735,-0.001129372163434,-0.0363189477344004,0.0839241288006713,-0.0876104158802345
