group,ARNT,ASCL2,CLOCK,CTCF,E2F1,E2F8,ELK3,ELK4,ESR1,FOSL2,FOXM1,GATA1,GATA4,GMEB1,GTF2I,HEY1,HINFP,HNF4A,HNF4G,IRF4,JUN,KLF1,KLF9,LHX2,MAFK,NANOG,NFATC1,POU2F1,PPARG,RXRG,SIX5,STAT5A,STAT5B,ZBTB7A,ZNF76
progressive,-0.203796029395303,0.307894373524251,-0.173219037643141,0.34431361928365,-0.469808270296245,-0.0641889206509404,0.0794394798126887,-0.159106579911374,0.0515180580638163,-0.0418821326233087,0.516166935210813,-0.458882496568425,-0.0349017771860905,0.297120346653762,0.290974598931864,0.0170715214497182,0.180730507081017,0.262977303754326,-0.0107740268704888,0.152202097902821,0.330959895838537,-0.229517121712878,-0.0482555006312035,-0.171701569069832,-0.21790848712707,0.463738396003012,0.14461475503628,0.232096818287502,-0.108802496706204,0.0204858257396618,0.22253676627566,0.335512301558462,0.189987065378197,0.0629749457922938,0.0679825920842111
progressive,-0.102721675682466,0.313924882823166,-0.25568917287789,-0.114241387234004,-0.0545784563885375,0.0179167195148923,-0.0398092686803155,0.0568212320888369,0.0766748942539879,0.0293982019351753,-0.236052142456518,-0.0314753180667027,0.316320575048486,0.286794942675794,0.187450173587529,-0.0658433070650416,0.367394694405306,-0.100682788682193,0.0161836655646609,0.118561279065831,-0.175981434210998,-0.0517495006756597,0.0441291605121423,0.197453462932615,-0.185729862681049,-0.0263526144785187,-0.106837678814265,0.168182691434956,-0.0769552412165253,0.232738951081076,-0.162384606527932,-0.308853151409989,0.254911847209037,0.22146135736082,0.185538717024774
progressive,0.216895349652697,0.115511168365299,-0.107122683763616,0.077118630055061,-0.25312240372955,-0.0351592988080278,0.0718404159474458,-0.153451795570613,0.0337543010343727,0.047388489812143,-0.0308958095844763,-0.153677059422404,-0.279245939819286,0.001675529591568,-0.183383066997474,-0.129422114267019,0.18906830852204,-0.173341417792579,-0.023500991424213,0.0216573017140104,-0.228554886726593,-0.105766566170697,0.202530263832781,0.240841104608234,0.160623117558578,0.195644153088076,0.110772019647127,0.141043607804021,-0.232446625267405,-0.0311301424006174,0.051897993907609,-0.25365854860505,0.139193385365261,0.0723844769528451,-0.225680639872529
progressive,-0.265233069108593,-0.403567729530902,-0.302950707045677,0.531675741766188,0.11623190466326,0.243350241267544,0.101166842280226,0.153399722805343,0.128437904112287,-0.0160547380140359,0.292394166981654,-0.136025417283304,-0.452281763368011,0.29547315783366,-0.294043626366657,0.147021813183329,0.298222256808666,-0.398509387416891,-0.485490878986085,-0.495387635296107,-0.522658697128168,0.265343033067593,0.164396118705367,0.555208028992241,-0.12524894930128,-0.216189143394483,-0.224986260114503,0.255666204675571,-0.247968727545554,0.0433257998460968,0.484171311478082,0.46514754657104,-0.488459905879092,0.0267212420370597,-0.330221768877738
progressive,-0.492972651428225,0.467373670420252,-0.544170613444172,0.128873840010098,0.165349641274678,0.583063485876887,-0.481216896201388,0.614155810448803,-0.51747296372341,-0.363549477061733,0.293564280057102,0.0981111160520181,0.0988801841509701,0.458694187589222,0.197320900816825,0.491324648359042,-0.502750802972043,-0.461990193727588,-0.241816983684761,-0.0988801841509701,-0.200946507569027,-0.504288939169947,0.514726291941439,0.111844474961875,0.522636706673516,0.271481038930052,0.457815252618991,-0.465066466123396,0.570428795679818,0.523405774772468,0.079873215419728,0.005273609821385,-0.227863891032347,0.316526456154383,-0.583283219619445
stable,0.265286000579409,0.241150633197854,-0.153227763373833,0.229798136356957,0.23859023620515,-0.276856375107495,-0.222493218807947,-0.215402837263807,-0.244421739186132,-0.226513128970233,0.307776827936539,-0.0959672348365475,-0.251669179799258,0.0847639106943644,0.0470974032673142,-0.0731376632379073,0.247472561475951,0.133166708742715,0.145999838185449,0.164623702084874,-0.258814231266135,-0.059066774664271,-0.172297808696472,0.0978961875382816,0.290942368085212,-0.231508676702331,-0.106521203270531,-0.144827175026117,-0.229359440302139,0.0706922201169715,-0.0129114584762875,0.0773889514839508,0.0904821974783839,0.244377227977645,-0.112791134971747
stable,-0.439917225067086,0.281854569683343,-0.365322033292406,0.267012897142055,-0.229687198288219,-0.126392265258326,-0.37663430386492,-0.261079864980028,-0.0758102317967168,0.451841148439809,0.197996970774687,-0.237372533067061,0.189197436030058,-0.261041843319474,0.499482289113387,0.180369798318934,-0.292943669639565,0.340148387774615,-0.255829569592287,0.426184793144556,0.131870690609387,-0.0843188181823271,0.382770669255125,-0.0301263800838084,-0.46355512612165,-0.329775086906205,0.0487288907885436,0.191300199170236,0.0877787892926987,-0.0314505257404771,0.0197811821818948,0.0348129630259504,-0.0791015851081118,0.456950928995069,-0.30409724110716
stable,-0.0944503011582532,-0.0265048318266456,-0.0894779225178471,-0.166426882209915,-0.275041305753105,0.153580533513471,-0.386821808937479,-0.19355715089934,0.0455013096737543,-0.104784011711938,-0.0173535392224938,0.0292975163258725,-0.091368235424009,0.212429163699129,-0.0336055627762119,0.177977238601146,-0.14056926862933,-0.117445218650494,0.0867459147291884,-0.052955210195089,0.0176320297658708,0.0335682232620161,0.13292244728465,0.0898746548561773,0.0198023890285011,0.0005243090118325,0.202325713482985,0.0371870445128248,0.0611450103086992,0.013215076399127,-0.197519806843368,0.0839687883608764,-0.0068113497145488,0.174811158959961,-0.22381149227648
stable,-0.160987542499877,0.166748247948822,-0.0366308342158503,-0.0692324399337737,0.0687108486140378,0.0599205597555125,0.0313272730537252,-0.0363358100207223,-0.107916126971451,-0.277851495521427,0.0419925409232287,-0.0366634873791945,-0.110950579712408,0.0733808238347813,-0.0363309406893464,-0.0623383259992745,-0.0744452023873011,0.0243758728677449,-0.264428753936878,-0.291968260042669,0.08100591033818,-0.191939877037658,0.346581248598453,-0.0697010414708895,0.0382657838331223,-0.189891034253435,-0.100152694170725,0.177318134209609,-0.0017698587395101,-0.122171810652536,-0.232791848693897,0.0038928872194016,-0.0596982890997656,0.191372743147995,0.157676683595524
stable,0.237143504912407,-0.113309979392196,-0.126816005183219,0.101598290959405,0.0166097444647238,-0.0625835773189081,0.15123354193647,0.195025072598209,-0.222376593410192,-0.0287821411381418,-0.115104316750429,0.0151791241385651,0.0483986130680126,-0.114255643675589,0.249146166970857,0.0306492219027896,-0.128998307375665,0.30176389761093,0.0327102850845436,-0.26505272517357,-0.143401501845805,-0.136418134829979,0.0138939906252361,-0.202008439614035,0.256929711457245,-0.12807689089441,0.0644264102814176,-0.168352490246098,-0.0562064053565397,-0.0577825124955281,-0.0244417845553891,-0.0267695735606643,0.0550667586560404,-0.0736648228961034,-0.164982045748877
