group,ASCL2,BACH1,BCL6,BHLHE40,CEBPB,CTCF,CTCFL,E2F2,E2F4,E2F8,ELK3,ETV1,ETV5,ETV7,FOSL1,FOXA1,FOXG1,FOXH1,FOXK1,FOXP2,FOXP3,GATA1,GATA4,GMEB1,HIF1A,HINFP,HNF4G,HOXA1,HOXA4,JUN,JUNB,JUND,KLF10,KLF3,LHX2,MAFF,MEIS1,MITF,MXI1,MYC,NFATC1,NR2F2,PBX3,RXRA,SETDB1,SIX5,SP1,SP4,SPI1,STAT2,STAT5A,TCF12,TEAD4,VEZF1,YY1,ZBTB33,ZFX,ZNF384
progressive,-0.0783033699891465,-0.0166520519759312,-0.0315227216474605,-0.137398791652568,-0.0989054435965777,-0.0054990497222842,-0.123689893049127,-0.0989054435965777,-0.0276501514204998,0.0706356809397642,-0.171787215267979,-0.174575465831391,0.0329942983337056,-0.0563071711000094,0.0006196112363137,-0.165591102904842,-0.0775288559437543,-0.249316071211733,-0.0844994823522837,-0.023777581193539,-0.133448770021068,-0.0883720525792444,-0.0852739963976758,-0.0899210806700287,-0.228326740581606,0.115712398381587,0.119197711585852,0.159704796159862,0.0083647516902352,-0.179300001508283,0.140032139406901,0.126865400635234,0.0726494174577838,0.104249590509784,0.0880622469610876,-0.0168069547850097,0.0113853564672646,0.10455939612794,0.106108424218725,-0.0696288126807544,-0.0333041039518625,0.0253266092843233,0.176899007967567,-0.0898436292654895,0.0333041039518625,0.136082117775401,0.219729634677753,-0.0645170199811662,0.0114628078718038,-0.0571591365499408,0.108896674782136,0.0807818149344014,-0.171554861054361,-0.0288893738931272,0.0550679486273819,-0.106495681241421,0.0343884236154115,0.140264493620519
progressive,-0.175122855734228,-0.210175914775381,0.414317575574708,0.118431946062204,0.397678055490526,-0.190312083017299,0.185339650556345,0.126732282539995,-0.152889349131472,-0.0764123019585684,-0.415703123161485,0.221791206227141,0.0640200679347843,-0.129878899956692,0.387862680997288,-0.128363861941245,0.121695104864705,0.0581541515160025,-0.115803290360189,0.189353853845136,0.215536818522347,0.0434181407332791,-0.101054330534599,0.373178466386033,-0.15281165487427,0.336221898043421,0.0912130579556271,0.127690511712158,-0.0139331701249652,0.102038457792496,0.456997620864565,0.219628716068341,-0.245798731702685,0.343175534063037,0.0282289134502083,-0.157706393078021,-0.0022660825017369,-0.474711911506714,-0.203235227798633,0.0548780436706343,0.0386658420010651,0.0997076300764238,0.228395218089346,-0.231787867320518,0.0909670261411529,-0.0444540641626445,-0.291249872166094,-0.174825027748285,0.0695752073247565,0.351566513840897,0.0402715233165815,-0.182723943897197,-0.136754841719105,0.0253283278479851,0.232603657021143,-0.0589958393023619,0.0497372736524083,-0.334175949270424
progressive,0.149925963182505,0.147623844359641,-0.151980620706073,-0.22267012706809,0.17777939146327,0.133698874542327,-0.125614596087051,-0.230698044506891,-0.108779940340802,0.0155604471261922,0.0191115012659893,0.0985465783398584,0.180111900270257,-0.0685163123952715,0.100994057418417,-0.0877756547319866,0.289911610639547,0.1882021481867,0.255108179050748,-0.112512326554237,-0.0103877152111244,-0.171448429030822,-0.129513894636759,-0.0854674113970162,0.258005693480939,0.227867434557054,-0.0706061664820855,0.173371525832303,0.126118899267476,-0.173911645779731,-0.0717040821840352,0.146236991232104,-0.144603917212787,-0.0085313678390593,0.264370844645526,-0.18632355100483,-0.0945847942615689,-0.137559177780774,0.0983453222205066,0.122541641518919,0.155758669421164,0.226409723150208,0.253353932722283,0.0963828424804165,-0.228060162874739,0.0526427398969444,-0.241557734777574,-0.189501475058941,0.130502034273608,0.20080515369462,-0.262779711905318,-0.0311520594912055,0.176497197719833,0.0725300385382628,0.0012547497271611,0.129310545329725,0.19689856775076,0.08827259299279
progressive,-0.510803735072549,0.123901294082927,-0.331174392273211,-0.228198650079845,-0.285909119501582,0.154959218466381,0.298794854086206,-0.425449510259865,-0.101433859422557,-0.0714772798753954,0.104958162898693,-0.429524486154148,-0.241965460533503,0.39615373761448,-0.278419974614791,-0.150333570153952,0.374347109855885,-0.131170170002459,-0.184915798013542,-0.0197140725696391,-0.0214762243077074,-0.419061710209368,-0.452102055298148,0.409480010133621,-0.326658878444411,0.263001146906694,-0.493512621142753,0.380294371971865,0.254630926150869,-0.551333225048119,-0.508601045399963,0.366857964969094,-0.0477983658951026,0.17478342551965,0.459811469152197,-0.356725592475202,-0.128747211362615,0.029516041612644,0.399678041090616,0.5753425424793,-0.366087023583689,0.0014317482871804,-0.0969183455937565,0.195378573958323,0.391968627236568,0.568844607945173,0.185907008366206,0.390647013433016,-0.416088079151377,0.145377518390635,0.261569398619513,0.409590144617251,0.0623361177341661,0.001652017254439,0.326108206026265,0.467300614038987,0.46686007610447,0.0265424105546538
progressive,0.240284862351757,-0.0152508022649211,-0.0779485449095969,0.157817561215517,-0.300610257977445,-0.0488025672477476,-0.194758393368326,0.117713599704058,0.212268573746569,0.389516786736652,-0.143583479101591,-0.0471080336627564,-0.157591623404185,0.124604702949689,-0.197356678198646,-0.0880027775138782,0.0693629080789746,0.0290330087561832,0.168888513970793,0.0456394378890973,0.0782874516265951,-0.0590827376633611,-0.0190917450575679,0.0839358969098992,0.360596746886135,-0.169679296310456,-0.229439847407813,0.178151964235412,0.0622458670220114,0.0457524067947634,-0.238251422049768,0.121215635779706,0.368391601377095,-0.0012426579623269,0.0978310723068274,0.0266606617371955,-0.345797820243878,0.0114098594722743,0.120424853440044,0.123249076081696,0.263669425824636,0.135675655704965,0.360370809074803,-0.105174051175123,0.343877348847555,-0.057501172984036,0.401039615114593,0.111839216609422,0.0011296890566608,-0.110483589741429,0.0349073918508195,0.120989697968374,-0.0669905610599869,-0.267058492994619,0.113081874571749,-0.133981122119974,-0.135788624610631,0.170357109744452
stable,0.276031128762683,0.152628751696788,-0.0514398378294051,-0.213121311853357,0.0868118679850367,0.0725119960578122,0.0556520683869299,-0.198774429030936,0.0797549347895241,-0.195983938379028,-0.179212054234411,0.139820864278697,0.197804863284903,-0.0213655007796521,0.0098975597443213,-0.114921665920176,-0.119598163035183,0.3818098549152,-0.132339474330017,0.011330033351443,-0.117270308505086,0.0157388672770324,-0.274093627706289,-0.020230717552233,-0.26765571658742,0.368223026855013,0.251333832688159,0.190811109471664,0.251216848928723,-0.235690753506831,-0.0135372356418433,0.223293328269061,0.167206069427459,0.169076994360596,-0.001687772659363,-0.140402793943812,-0.409743565797809,-0.181403903255571,-0.0347516493825957,-0.0618477239389307,-0.222812621485224,0.0506433700038386,0.340113636528791,-0.397140162186862,-0.137494776053911,-0.0936640456341267,0.0696209618728237,0.0785886298057878,-0.0957713837396428,-0.0265246068534465,0.183599828365909,0.202216822212197,-0.0026842405939765,-0.0147487852154659,0.380570044456603,-0.210380413619794,-0.0357386064424583,-0.0546701385037213
stable,0.0780049232949805,0.359398118008565,0.203992532551377,0.150812531306692,-0.33509209055982,0.419521263792703,-0.179848868897311,0.0885619176561977,0.0142662538355246,-0.0546312322754726,-0.380493694341912,0.125922328967814,0.0695067688044304,0.0106206007962459,0.27910336305255,0.254564669959884,-0.247435727676005,0.253036441665641,-0.0572508130865246,-0.127160980597321,-0.353074299283866,0.0010695924206148,-0.0169042470356639,-0.0313696894440417,-0.0420388319933358,-0.269110457338825,-0.138723960944125,0.29763626959566,0.403428835730432,-0.241813253590176,-0.290609432378538,-0.0454149946105191,0.0453329757864031,0.191734902979918,-0.0974283199284931,-0.174996367446039,0.202017385358379,0.168660831746466,-0.0181428986651709,0.291926755125054,-0.0050115175388432,0.297808676511659,-0.216491197034524,-0.262711315204223,-0.0824490044792253,0.106562538769331,-0.270908176055163,-0.0276888854801418,0.371933607269887,-0.0677107239416452,0.0306281723198909,0.285271513396784,0.357757741526245,0.433985032347528,0.184020111952353,0.115509286012189,-0.281389847006478,-0.167196209887252
stable,-0.156409552771294,-0.261196918215642,0.215571602897,-0.0952574040880885,0.0497133810907261,0.148491368015806,-0.168126590232772,-0.0468149971743045,0.0481485039060778,0.178847796758564,-0.418341228506202,0.08064354602406,-0.193827470268355,-0.303934792814959,0.0215487183947978,0.292228698550577,0.0132162554635534,0.020851480408431,-0.114301693661901,-0.177606525545167,0.0050838967077686,0.0769869548803113,-0.0305221400130609,0.183298551348668,0.24386133070259,0.120226653232148,0.0302516867134164,0.128249580016978,0.0812954479081742,0.0290885811935579,-0.100178716153296,0.0122204245278681,0.0753470386298656,-0.001250651096622,0.133333476724747,-0.196305322753537,0.133891579776614,-0.113790490026156,-0.137157342452668,0.114948905604403,0.276851943317609,-0.125654478991487,-0.0375961352783293,-0.131360574619825,-0.205965039161072,0.0378228157895921,-0.0555804980477543,0.179987452570361,0.109750886984067,0.232930640118114,0.0561276579025264,0.0763084766603938,-0.200396515153362,-0.227651329176498,0.243894160293876,-0.4022922483088,-0.156548687705793,-0.359133842278244
stable,0.0680251546435675,0.0909625034731483,-0.121935617227886,-0.0110101352746362,0.0952136246044358,-0.127897636365905,-0.379614696335929,-0.177286213126796,-0.129698019505434,0.108301546930271,0.0502900673083891,-0.12686451607468,0.147560406658559,-0.206673708060717,0.115333635059509,0.0731338897411112,0.0567725435252237,0.187771272735118,0.383593609466483,0.149906071784711,0.0340493816909179,-0.0479057215119312,-0.0782703363636501,0.185859754833889,0.16998047368823,-0.0246684531566217,-0.0876319245627935,-0.0060725765762813,0.198762644998038,-0.0275250495248719,0.0358468782132597,0.276270048439166,-0.232729469437408,0.164317219429065,-0.0320027701053385,-0.0594406437911632,0.0302225932861187,0.0455017467186018,-0.144630778875478,0.229398313203616,-0.149085695180167,-0.0097406010357958,-0.0219781259383423,-0.300954666652034,-0.0196388113700016,-0.173851138674272,-0.283973563726099,0.275093174612028,0.151973178352318,0.217093530120612,-0.0184974429342638,0.146624276704816,0.0397709456172607,0.211798896876226,0.133466786904775,-0.0821767954028104,-0.0147999749794419,0.0964288904401607
stable,0.141540933098406,-0.0744028892387049,-0.061553502854073,0.001532042222783,-0.112629813732985,-0.172157067195635,0.126344062662736,0.0627148897003763,0.358967376941437,0.241988540124423,-0.0292817747419014,0.0886854764123918,0.202155442332064,0.0692631346848521,-0.185624212541066,0.351480138336545,0.0291335125913095,0.0739086820700652,-0.0762314557626717,0.42363438495794,-0.216487450222615,-0.0239937580374568,-0.149596509947233,-0.297562136237955,-0.093158051288581,0.107934845630908,-0.276385359061745,-0.152907697977119,0.0764785593469915,0.0243397030555046,0.160419646940442,0.105636782296733,-0.111394295811385,-0.382491638168686,-0.0169018851674773,-0.233957673634028,-0.352097897297345,0.0795673541509896,0.191307594980423,0.0396107045664709,0.0026192979937903,0.12987764391851,0.145173355787908,0.218983196424245,0.21394228330412,0.119894659111988,-0.0471473638882261,0.0553264925292129,-0.289086483295785,0.197831129606467,0.426303103668594,0.122019749937139,-0.169661320994004,0.272950619239699,0.083718694367563,-0.339569745572329,-0.163804966045624,0.496653494124453
