group,AHR,ASCL2,CEBPB,E2F6,E2F8,ELK1,ELK4,ESR1,FOSL1,FOXA2,FOXM1,FOXP3,GTF2B,HNF4A,HNF4G,HSF1,HSF2,JUNB,KLF1,KLF4,LHX2,MNT,MYBL2,MYC,PGR,PPARG,REST,RXRG,SIX5,SRF,STAT4,STAT5A,TCF3,USF1,ZKSCAN1,ZNF263,ZNF76
progressive,0.119215904663779,0.0267364767130331,-0.0822544297743738,-0.337652162001988,-0.108233499215083,0.190412188262225,-0.109824054486963,-0.0855870217725989,0.498525466643581,-0.171855710090289,0.11353535012135,0.131258680293729,0.287208837665217,0.0727868388703253,-0.201243112256456,0.360828824535099,0.166023674093395,0.0066651839964501,-0.395518077607532,-0.0633192479662767,0.294858651115688,-0.371432526347633,-0.0855112810453665,-0.0328714756188566,0.0817242446837471,-0.0567298046970589,0.198743668257787,-0.171931450817522,0.0628648036028824,-0.163145526458565,0.165644970457234,0.214497739522124,0.0926309094052111,-0.193669039533217,-0.117928312300829,-0.504433243367707,-0.194199224623844
progressive,-0.198753211358412,0.171785098659227,0.518163944849746,0.275145918914868,-0.0316322490613906,0.120263548761727,-0.0089088817163659,0.278246870610722,0.294755625745614,-0.23013128405129,-0.24406014904578,-0.0910586840196319,-0.127545701719613,-0.0235113140874137,0.027921274081107,-0.201765201325286,-0.0321533106168414,0.464418351727761,-0.0442139793027634,0.500867242972465,0.168773108692353,-0.199858878561442,-0.179435807351456,0.385242412936093,0.261483939107317,-0.191509184855804,-0.513245632119028,0.0794555327970326,-0.322638773371444,0.13941573812915,-0.0465269842562278,-0.0186438366303978,0.506700590629829,0.0147930646474322,-0.165837371636033,0.262843782678859,0.0351398829468642
progressive,0.124184731076501,0.184107513077935,0.287061418300246,-0.176195515224189,0.117448084326641,-0.13226609562637,-0.0826539433093043,0.0454126263561535,-0.0096472959937934,-0.0575260704281381,-0.0162722605775934,0.0057081569262395,0.254001807320025,-0.201050481134233,0.0088510036859912,-0.11087942168763,-0.0514302519529955,-0.0473421777272638,-0.266345144599037,0.221461741161834,0.252196919054497,-0.10167870073749,-0.242723060702356,0.28766307332552,-0.188402053371321,-0.288633110516147,0.169034798846531,-0.0323819137648504,0.0043030662359119,0.023953213069917,-0.0888876362604289,-0.216138096562484,-0.223933880442881,0.0696437390662392,-0.0394098251458655,-0.0065512267024947,-0.296841519290681
progressive,0.490900188129762,-0.498465994022314,-0.123136232135297,-0.479715953332077,0.122916933413773,0.224781189561316,0.258991790118941,-0.208443434807835,-0.162171404566433,-0.49276422726271,0.462062406249457,-0.102741451033636,0.474343134654758,-0.218531175997904,-0.474014186572473,0.0174342483610972,0.646602280411259,-0.44122902770475,-0.0225877683168932,-0.0323465614246772,0.563378415593192,-0.472588744882572,-0.301426092733687,0.622150472961419,0.461404510084887,-0.0376097307412349,0.29079010473981,0.0282895350764974,0.594738132771014,0.194079368548063,-0.617216251727146,0.510856371788377,-0.212939058599062,0.498137045940029,-0.524452892522817,-0.181798640142762,-0.35449638334231
progressive,-0.214927520417894,0.276587960722873,-0.543230689138491,-0.0181224233154419,0.575165935102898,0.564226179564918,0.538700083309631,-0.641909494142696,-0.317584418345001,0.0248630807681368,0.437479718938016,0.480465223021595,0.243768694108932,-0.569751308624504,-0.258686542569814,-0.490299952747658,0.176251617000792,-0.204650780367064,-0.506433329601649,0.169842467291672,0.122989372866383,0.200451682281778,-0.566104723445177,0.303882098277228,-0.115364694764155,0.523782234848749,-0.132050584524104,0.47051999071434,-0.0325982614515571,0.47438758105605,0.322888542242203,-0.0145863407173069,0.294599881457123,0.190948460299291,0.157024167873433,0.0560248086642016,-0.493836035345793
stable,-0.0228137253033409,0.244158557450981,0.207141793402385,0.252159193506596,-0.224843007029806,0.204643764801526,-0.291311668508676,-0.329103015069166,0.051987841419006,-0.250241033399986,0.245025422120758,-0.118678727949565,0.335648103745965,0.145227944190871,0.122515181711494,0.0621358071657847,0.194921151692744,-0.0692200319806033,-0.0792615594063509,0.153766781543544,-0.0091301910358912,-0.111394180071326,-0.0539918733454692,0.0226991405110641,0.0256114372070779,-0.192502718122418,0.26754841188472,-0.0025971217428981,-0.0938323912960464,-0.0745753352093901,-0.221799565501605,0.175322478008601,-0.0456408054775765,-0.0817813564467686,-0.1236511470298,-0.28979776034405,0.0028158745281538
stable,-0.108983524898326,0.239975161937751,-0.246271203609767,0.122744778893341,-0.0398952687718866,-0.236866718105444,-0.16622341554194,-0.102400549949483,0.0915564509355563,-0.102557208922464,0.177230769696131,-0.265584781415592,0.31248517984246,0.35097381594116,-0.141374004343513,-0.17125134405372,0.110022421245464,-0.16601068914705,-0.048425762111157,0.273823394352571,-0.0350536819858634,-0.0256689849833913,-0.190937605311058,0.274248847142351,-0.258761046360904,0.0005656213445524,-0.0529804156203518,0.0546904719885759,0.198069711186246,0.0496427549749462,-0.305809858551649,-0.052508789659588,0.287451075960097,-0.286220890761741,0.0248048870692646,0.0067297396708993,-0.248400116600487
stable,-0.0792253271412853,-0.0619385850682629,-0.0961620721868237,0.110829280951921,0.0138085493910033,-0.149563840869165,0.021096265274393,-0.178304041223809,0.0431569668022976,-0.176151170619196,0.166013701160914,-0.0927274346904471,0.18041335664278,0.174699849611896,0.0037721901851056,0.119285209135935,0.024619568684399,0.102735794134146,-0.0355830311275432,0.170499885282088,0.112902818896971,-0.145310988099648,-0.117908554161165,0.102424685665271,0.20156562144157,0.232533358433357,0.0539928747732032,-0.0298368577074276,0.166178588649418,0.115738572590764,0.0718660563100544,-0.0403461017860148,-0.079019995551828,0.0762884631951082,-0.0086161490454846,-0.0250006765587705,-0.0775904521373488
stable,0.150325458961885,0.0649161493061542,0.245060904690297,-0.236444895036414,0.0362548170926139,0.0986634756530369,0.0849016265345499,-0.256965830491887,0.116931764117912,-0.24748220670536,0.0093974350558587,-0.0465321789569267,0.0914282037376392,-0.138074346531131,-0.168882379455046,-0.285312187277735,0.379554553291159,0.100672732540418,-0.212844072580703,-0.138637293522807,-0.0258222582448381,-0.183326866227732,-0.157355137825389,0.0380057941292871,0.168574848901098,-0.080838157176017,-0.106578808150953,0.0534112422977339,-0.0917363069741822,-0.177929905444868,-0.188715236771659,0.0415747520663426,-0.146624784027794,-0.0080748246008475,-0.0773006967817308,-0.0696273226805424,0.0072346992328019
stable,-0.102078000452775,-0.0108973207852277,-0.0092820099608687,0.235353198020781,0.105212185634367,0.0917351893535211,0.0663000711490625,0.0373450218945083,-0.20791702312346,-0.204011346204861,0.0412506988131076,-0.208134005174493,0.0078354629539801,0.152707145693877,-0.14491990097346,0.143786772484731,0.119653546586472,-0.162447228873594,-0.0873714392160737,-0.0347412372821088,-0.0156709259079602,-0.0515694007955799,-0.0216017686362037,0.143955536302201,-0.185664308334157,0.0287380672035209,0.0507255817082282,0.0385504777335822,0.111818083632492,-0.0204204219139113,-0.063744504770226,0.153623292131573,0.0899511147116918,0.0709290215711062,-0.0935915913456948,-0.0069916438666284,-0.173706186410544
stable,0.29102287223056,0.0753039682001459,0.129706638140015,-0.177509269622148,0.109885346172823,-0.0525179530754674,0.11949951984067,-0.187441092199726,-0.226575437878542,-0.0646874357504816,0.0124659549907628,-0.0739769016439379,0.144120839777126,-0.18540813917745,-0.331201929879157,-0.0528567785791801,-0.0414990653401442,0.135706673101594,-0.0186424615688588,0.216558908925035,0.28303929629933,0.0702074679151342,-0.0481132215272024,0.149873814475581,0.295837017929145,0.158097391805275,-0.145934967994921,0.256102668754171,-0.0157695036519616,-0.0949911417387855,-0.0302401762063578,0.229123688021048,-0.0240777873575832,-0.117988922803285,-0.267665089068367,-0.0333954887096823,-0.0586944596535633
stable,0.0982846498155814,0.0099979670494968,0.297342965987253,0.144607007916683,0.0950711113101911,-0.0463758725796734,-0.109250475452869,0.0379824054604711,-0.256581233872888,-0.0716895261754989,0.141161835372528,-0.0617650970375212,0.318260853099985,-0.338497187051722,0.0117931938866538,0.151462512231664,-0.0380009308439901,0.161031117550089,-0.188931976668726,-0.0052718880836422,0.223113415429835,-0.0750443856209768,-0.0923725606680226,0.102620360832007,0.125281413856234,-0.232497834829493,0.0391575139953486,0.121257282288635,0.0743610822636204,-0.120203990386937,-0.0577198592883791,0.184021118497203,0.224586769290413,0.0029193275306237,-0.110720121270309,-0.147295309527617,-0.189873760297168
