group,AHR,ATF2,ATF3,CEBPA,CEBPD,CTCFL,ETV1,ETV6,FOXM1,GMEB1,HNF4A,HNF4G,HSF2,IRF4,JUN,KLF4,LHX2,MXI1,MYC,NFYA,NR2F2,PAX5,PGR,RUNX3,RXRA,SIX5,STAT4,STAT5A,ZBTB7A,ZNF76
progressive,0.197544287898768,0.135034113847852,-0.206647711304241,-0.072144630488375,-0.0556067446350987,0.12896516491087,-0.214461483060606,-0.0645584443171474,0.0129723783527993,0.137689279007782,0.10597902081205,-0.167806438107556,0.158930600287219,-0.0298137116529247,0.102792822620135,-0.0546205404328391,0.174178834491387,-0.151799585286265,0.105827297088626,0.0374757596858646,-0.0350481801110718,0.0182827086726587,0.370054161432485,-0.0572757055927688,0.0438481560696959,0.296923326741851,0.104916954748079,0.28690956099583,-0.153923717414209,-0.0632687926680387
progressive,-0.182324692438409,0.11461824704743,-0.109067080699239,-0.0778941694441807,-0.495959239662288,0.173267526291361,0.0760268434643545,0.131881485187457,-0.340158197876104,0.388327586416928,-0.129531449090396,0.0080409343212926,0.132135543143896,0.156398077983815,-0.311259105331174,0.474681885810526,0.350155378461977,-0.341669842716916,0.47033749475542,-0.451156119044279,0.198393858183173,-0.140354318034695,0.495603558523273,0.0504559101487746,-0.236515254546836,-0.12002968151958,-0.268069252736553,-0.254896347695194,0.133494753210844,0.132313383713403
progressive,0.121460701985403,-0.187401384414695,0.155134310858988,-0.151330207586197,-0.0880561600853311,-0.140409958602948,0.135198859281159,-0.0516279934281051,-0.0863650465129315,-0.0514362524940688,-0.240180437755177,-0.0986250248018,-0.0841783398334953,0.0743575488772915,-0.179470742874312,0.278372974232728,0.242057456334105,0.0490459794485412,0.183101611246347,-0.158990092805631,0.202587773194602,0.0097545992521031,-0.176200473391437,0.225134188023974,0.125372002031888,-0.0888372529091267,-0.173164101739989,-0.281676339567653,0.11052309879667,-0.332223918521633
progressive,0.455454862477959,0.489907482766584,-0.463245104645132,-0.453479871506,-0.229757283071271,0.513607374430096,-0.484201953292034,0.288897290509387,0.31160968668692,0.494406073313824,-0.27627929263298,-0.505268523659601,0.547291942674069,-0.183893603833549,-0.564079365935724,-0.0099846765804611,0.665681679270966,0.597873655900362,0.708143985168092,-0.273426527895706,-0.12892302178068,-0.463354826365797,0.286263969213442,-0.497697724933757,0.352097001612087,0.473120059504929,-0.470706181650312,0.552448863545297,0.549596098808022,-0.203972678715135
progressive,0.110870381079074,0.238084204787335,-0.104134232427856,-0.0304783119301041,0.0001104286664134,0.131630970364797,0.0440610378989548,-0.0030920026595757,0.466119400931049,0.0957416537804357,-0.592118509308762,-0.035447601918708,0.0797294971504897,-0.0448340385638488,-0.0710056325038295,0.103692517762202,-0.0156808706307057,0.197777741546436,0.377003467135418,0.183201157579865,0.114735384403544,-0.103140374430135,-0.229912483472742,0.177127580927127,0.178452724924088,0.160342423632287,0.31218183995074,0.0684657731763208,0.376561752469764,-0.487211276216012
stable,0.0931665199692676,0.0221276142293944,-0.0027203423868453,-0.08764759998559,-0.111541647770165,-0.20292731540835,0.0980903984326189,-0.155495149992486,0.366048662781155,0.0641301759678632,0.0197439769612978,0.176695823841439,0.199958916673116,0.247484804132344,-0.364256462339409,0.269014306176174,0.100073113626329,-0.095830655831532,-0.0176772857486767,-0.223667656485913,0.0447299800060809,-0.123438873482716,0.142184083198432,0.3311815260136,-0.373053918247398,-0.101977460102868,-0.111978616784306,0.156630495087584,0.310414884020734,-0.101783607671297
stable,-0.0715737886876351,-0.223700026779645,0.123629251407414,-0.236535868711213,-0.165725274426341,-0.0117330837124568,-0.0388075287780796,0.0400817172734054,0.172709409814045,-0.208576250007828,0.329683498313239,-0.22362255348174,0.13466837217481,0.223678597995118,-0.0215079061927699,0.208338885009993,0.0478867399452911,-0.0298123843809348,0.126291365792862,-0.133918364716371,0.21618182014681,0.468042566530784,-0.279154424398986,0.0260030058392815,-0.47823442612535,0.12289572762938,-0.357320036880681,0.181760598724568,0.481743801683627,-0.277379132019341
stable,-0.040616190069556,0.143643990181608,0.213838566933481,0.207219932043827,0.0538550164422067,-0.0989650914897571,0.255290647627625,-0.0953475685632386,0.121892154822241,0.0668759197469948,0.0109770962469056,-0.114120084266256,-0.0893297787035481,-0.0840435877145391,-0.0273633543568285,0.338621315591585,0.281858582786755,-0.162421175664652,0.0389475220070655,0.157412058290496,-0.156316216577816,-0.0693742520607049,0.210186798953442,-0.0217876370062306,-0.0648087637889842,-0.0661770093364927,-0.102383370468516,-0.0611274205354488,0.166290866712554,-0.22232822702007
stable,0.0226649771090633,-0.0532150422261413,-0.0583785584785042,-0.232758066853502,-0.0428384953756667,-0.432132302478588,-0.14629342593164,0.209872421764251,0.0131728194398868,0.131828654140821,0.0794725283978762,-0.208725005509291,0.317700928721331,-0.505406378934919,0.0095823138478524,-0.0263839910319723,-0.0558086780711007,-0.232244033530003,0.204157664876555,0.203391194252763,0.126139942371409,-0.0793534650000056,0.156891499392576,-0.11355270877778,-0.155368289288088,-0.16022470211277,-0.0599967903332162,0.0027582066473044,0.110385507910387,0.133400806170877
stable,-0.0759716140544049,-0.0882664786417377,0.0546976259200239,-0.0447019978204797,0.115010229368121,0.0669924905073567,0.110508566349924,0.152596695321129,0.0931311790001115,-0.0079626189945521,0.0565370151102548,-0.0469528293295781,-0.15951860727384,0.0505590002420044,-0.079529379988141,0.0101650455249602,-0.0051793327198606,-0.0051793327198606,0.117478883281326,0.180816797897566,0.0302047067027389,0.109951909094986,-0.0872499740892417,0.0496877106255793,-0.0756327792035729,-0.0411200293973985,-0.11476820447467,-0.0179582470940963,-0.10714442033095,-0.0909771574483938
stable,-0.0857335579460159,0.0566665517957867,0.139451078535299,-0.0666001305966417,-0.0106884743489314,-0.106553153856047,-0.0658240697528249,-0.005728740047084,-0.110722717116917,-0.0026597721647175,-0.0177294627319238,0.0261250300423055,-0.0051149464706107,0.192018618056017,0.108196991825222,0.06882954174797,0.0347816360001529,8.46611829618327e-05,0.0226045358508093,-0.194311525094566,0.107322159601283,0.0694151149301227,0.120712736706413,0.184173348434887,0.080562170686764,-0.0556294523045042,0.135514333527574,0.0229361254840765,0.0436357847182446,0.11223250821307
stable,0.0707766735828561,0.17155575840595,0.0205583240251789,-0.211799303628105,-0.107408652996093,-0.0847949917482109,-0.178279099403122,0.361555719543571,0.153344082626744,0.0540253927874211,-0.27734340914487,0.0348827344795265,5.73904509682716e-05,-0.0582927605100903,-0.204312347914433,0.0177173706834343,0.218979737106239,-0.133787771264738,0.157210888426329,-0.0823748226429379,0.0979695324049227,-0.108451836747444,0.186216268453026,0.299845388071093,-0.246412950873048,0.110129666077354,-0.0524053097263108,0.142296383750994,0.228389680635279,-0.185116702401227
stable,-0.0843102793888331,0.131418910412519,-0.300099263761537,-0.426151539659374,-0.187948088966114,-0.190125370659476,-0.220080486448851,0.455119040719853,-0.054837029707685,0.211748910854059,-0.200354038841413,0.0283799515238154,0.205466419510615,0.0547194933132774,0.29898384889675,0.249794989236267,0.0683466739171743,-0.361685155982138,0.106648860240098,-0.0975690027097543,0.455926962718821,-0.0059195742736127,-0.0924521854555236,0.364356509910696,-0.425235153089117,0.284318043872412,0.0181046219451126,0.0256495976361489,0.17784914123299,-0.135915885971397
stable,-0.137312533085862,0.241797286000584,0.122682562157379,0.127503524722392,0.188334047298843,0.0357109847482709,-0.0534197698930399,0.213067120249664,0.0248206897683596,0.0643066688722715,-0.107736763165677,0.0903831996920129,-0.0521401568368997,-0.0903132420780095,-0.267922040029978,0.0100120892041208,0.150724698170576,0.0534415042973905,0.132388332100184,0.162898681407443,0.0178031939636669,0.119483529517028,-0.0852742562693552,0.0806842217505676,0.0081619480337778,-0.0988813517930887,0.22997037403319,-0.0463071860693134,0.0329011337858228,0.094583373332762
