group,ATF1,BACH2,BCL6,CEBPB,CTCF,E2F1,E2F2,E2F3,E2F6,EGR1,EHF,ELK3,ELK4,ETV6,FOXD2,FOXG1,GATA4,GTF2I,HNF4A,HNF4G,HOXA4,JUN,JUNB,LHX2,MAFF,MITF,MNT,PAX5,PPARG,SETDB1,SIX5,STAT3,STAT4,TFAP2A,TFDP1,TP73,ZBTB33,ZFX
progressive,0.0839519851323596,0.0611132649744006,0.118367573784181,0.091669897461601,0.327066223503461,-0.0593019182032522,-0.196649255980771,-0.0118918853236269,-0.160658583180125,0.198145585922155,-0.0511902348368047,0.273040837198772,-0.121281479459506,0.0570180461874563,-0.211140030149959,0.0919061600839247,-0.188616326821765,0.0160658583180125,0.0778091569519431,0.234057504515359,0.0786754532337967,0.0439448477522108,0.0155145788659239,-0.0698549820003781,0.0446536356191819,0.0287452857160518,0.145380266936525,0.0348093596890272,-0.213975181617844,-0.123722859890185,-0.0221299322909879,0.401882720572637,-0.158453465371771,-0.0757615475584709,-0.191372724082208,0.126085486113422,0.105451883763818,0.0994665639982835
progressive,0.0838762338505672,-0.469130968979644,-0.0198321621750137,0.445050919242834,0.0533982921111736,0.432203013917891,0.0040524326126342,-0.461807923551025,0.0444334251095905,-0.333237657991985,0.528835940783792,-0.250221425917732,0.0749374275088724,0.412918125600532,-0.112139019499453,0.0281194520195004,-0.2731678369494,0.0182164012619377,-0.354568308110577,0.0852183578348158,0.170970959197342,-0.0033748554555378,0.273063594309847,0.119149337009412,-0.238715644577038,-0.451201234976478,-0.347245262681958,-0.0587537577182239,-0.434353018358677,-0.0633274035286246,-0.0314682468151499,-0.277129057252425,-0.231118962219591,-0.136140887256599,-0.0202751933931152,-0.260919326801889,-0.0940008002171806,0.13348269994799
progressive,-0.0534392820519824,-0.232199161547948,-0.192448171547142,0.31771450521194,0.0591435373664523,-0.279291377214901,-0.358403829167074,-0.0188706000795185,-0.329435091129235,-0.139527479453943,0.219138533555587,0.187797023935783,-0.26950211337235,0.0525275724842759,-0.241953602878964,0.367704094377909,-0.240591621060083,-0.310466816247181,-0.295920063401542,-0.238561374944722,0.232481489354476,-0.358068721051582,-0.151774541145413,0.357217911840372,-0.378874390920091,-0.306795461678996,-0.20901759700227,0.165901393840745,-0.351894361831387,-0.291477772782015,-0.0543320188163187,0.0739199938644154,-0.201578852688348,-0.188975055447092,0.162577327459352,-0.432335144251607,0.0751251963040074,0.424102196827066
progressive,0.453359847107009,-0.127459009286802,-0.514265542248401,-0.237975161561545,0.404524553366367,-0.0058690942590795,-0.461443693916685,0.166881604687412,-0.405410454386605,0.163116525351398,-0.360450977609506,0.143515965278623,0.494997195058215,0.116938934671471,0.41947413308289,0.442729034864148,-0.679596820150395,-0.416373479512056,-0.65423790344607,-0.407735944564731,0.456017550167725,-0.418809707317711,-0.417702331042413,0.441400183333791,-0.722009331494309,-0.540399622345434,-0.478497288556275,-0.546600929487103,-0.404967503876486,0.423571425301493,0.444057886394506,-0.195451912590101,-0.41404798933393,-0.104204107505544,-0.302756673666479,-0.15115686157818,0.444611574532155,0.303088886549068
progressive,-0.0217788811267494,0.222528256901294,0.203683318309754,-0.143988872112602,-0.0150082445070345,-0.167347568450618,0.218578718873127,-0.0292265814084357,-0.079780668168973,-0.0885824957746023,-0.087679744225307,-0.118937516619657,0.291927282253371,0.0142183369014011,0.132027414084439,0.290460310985766,0.0515696822534946,-0.139362270422463,-0.35083182084489,0.150308132957669,-0.135751264225282,0.0436706061971606,0.0713173723943295,-0.0280981419718165,0.168137476056252,0.373626297464596,-0.0069963245070386,-0.0393825363380079,0.129319159436553,0.0707531526760199,-0.145117311549221,-0.0063192608450671,0.223656696337913,0.043219230422513,0.0037238501408431,-0.114423758873181,0.307386902535053,0.0032724743661955
stable,-0.0917076627330771,-0.0683046933010623,0.0267625574803231,0.0374382827665423,0.181907635080846,0.235709420399715,-0.0593282621354634,-0.0195271384117564,0.0238327868893137,0.0756375449073727,0.203123468257652,-0.138126453340438,0.0035056689103368,-0.205476117526768,-0.0406486645018205,-0.109932031633887,-0.145063052115422,0.0429992754333271,0.0251954835259854,0.122776276358479,0.210807593378701,-0.248070850889157,-0.0535660176020142,0.0306368937196678,-0.209960324378935,-0.103009429443822,-0.224104620830995,-0.140751560403384,-0.200931983548876,-0.262076948051279,-0.1965256411934,-0.0928845988689182,-0.128693978106962,-0.150306335893442,-0.150120167725089,-0.243566532439241,0.0344044210682641,-0.0135242341511886
stable,-0.186925486472649,-0.395025207709173,0.243624561121404,-0.201818288979792,0.3301125980438,-0.253711446859165,0.134151048012094,0.0315364157689003,0.0372924369362799,-0.030378161290775,0.0703765492687042,-0.301455032173428,-0.148330432905898,0.103418695859168,0.0457711954420932,-0.326725123352703,0.0093684322353879,0.309274089215614,0.281397086145718,-0.241744495881548,0.296310032209002,-0.0798843077674029,-0.248912244608498,-0.164027299029015,0.0377053798371767,-0.0465433650941768,-0.17881938375545,0.237423703089237,0.0908071510850286,-0.178866385386447,-0.0259432216803297,-0.0370456783735488,-0.37192054881509,0.0262890193940889,0.416046687172309,-0.0849386617291934,0.0040387830063327,-0.26323431302497
stable,-0.0030638768617112,0.0605170336503029,0.00584510249408,-0.0191718737162224,0.0415559771493358,-0.15625615833827,-0.219412311201769,0.0170106068576046,0.0975662072201797,0.0526761948518055,-0.294583483725822,-0.234456852325992,-0.0508616051916075,-0.0238051676248347,0.0522857926013326,0.189265449420253,-0.117062895608796,0.128042568501095,-0.0087543800646039,0.0948630620379055,0.229086478968487,-0.0758738965749043,0.0261069792936228,0.336984291345181,-0.280717957398027,-0.118599518866657,-0.141220986868058,0.0585525295259233,-0.0292348821244115,-0.353198477611821,-0.123139116235156,-0.0535288333668382,0.0077471422583839,0.129068545615338,-0.0145979209496821,0.050436847543093,-0.187152592440694,-0.0330545777430383
stable,-0.0622790302323912,-0.205762945946208,-0.076745055398789,0.048158105825534,-0.0595660029100978,0.0204141922194972,-0.176943722550644,0.0781553921141759,-0.137738952277261,-0.128451453270709,-0.186068313275378,0.0295577793163162,-0.100974064521498,0.0660552787437947,-0.0461770144761445,0.0785520133374011,-0.161410158837844,0.10491840214347,0.0907796326598061,-0.0809731873067552,0.138173278420837,0.0574268962838211,-0.153861115700871,-0.134828765638633,-0.0130352529598287,0.240929835856292,-0.0729500983391202,0.0180140293889641,-0.0103573401435102,0.0535559537358131,-0.266289416941867,-0.110442892534315,0.0744041842750661,0.0454321264313647,-0.0893819601924757,-0.0359653131852845,-0.0251949458608395,-0.136585642232658
stable,-0.101483023080504,-0.236127725491757,0.0895438438945627,0.0831356722090471,-0.0550664182861801,0.189321269948504,0.328887838064982,-0.121389776947677,0.0322601494738506,-0.40851485353367,-0.171607426544056,0.084207761768601,-0.0143757463667461,-0.0697589183864308,-0.0260956345064154,0.0078457463221902,-0.0180305971379528,0.257593882354644,-0.0280936195946751,-0.167367799649456,-0.0818686572750288,-0.0845976125175297,0.0320895897711943,-0.0728533587060524,0.0098924627540659,0.188833956512343,0.0150823508491794,0.0860108214823963,-0.192123322206429,-0.0334784330642528,-0.0771904482878843,-0.332883808241501,-0.189759852041049,0.468527503196883,-0.124484217267298,-0.0024609328526124,0.0847925378919941,-0.107939926109636
