group,AHR,ARID3A,ARNTL,ASCL1,CEBPA,CTCF,E2F2,E2F6,EHF,ELK1,ESRRA,FOXD2,FOXG1,FOXH1,FOXO3,FOXP3,GATA3,GATA4,GMEB1,HOXA1,KLF9,MAFF,MECOM,MEF2A,MNT,MYC,NANOG,NFAT5,NFIC,NRF1,SIX5,SP4,SRF,TBP,THAP1,USF1,USF2,ZBTB33,ZEB1,ZFX,ZNF76
progressive,0.0286308557023585,0.0865395920946995,0.0429462835535378,-0.435528694794352,0.0056614686417093,0.0277411963443756,-0.455909981904506,-0.0224032401964783,0.170571962362356,0.274904741616714,0.0059849811355212,0.0680185018239648,-0.0109994247896067,-0.520288968173086,-0.151403847103998,0.0120508403944955,-0.409809451536301,0.0502253146643069,0.324240396923038,0.124471431994152,0.142426375400716,-0.0834662234034859,0.0456961397509395,-0.0502253146643069,0.0847602733787337,-0.108781076044272,0.0461005303682044,-0.0837897358972978,0.377619958402011,0.272316641666218,0.102876973032204,0.0046909311602734,-0.0815251484406141,-0.0899364732797251,0.0145580622215382,-0.224922061322766,-0.024829583900068,-0.307903015985534,0.202276186755928,0.0063893717527862,0.0841132483911098
progressive,0.117059747629349,0.145249752724415,0.136924748901718,0.104448085637351,0.103781562568344,0.347885834782364,-0.0632543461567543,-0.269144629081033,0.318036056554673,-0.341168327773155,0.038945857757671,-0.0756830410317695,0.271340234484821,-0.0683251491131222,-0.222814741245145,0.19533046645844,0.0318232092751439,-0.311514585742231,0.0436637955598587,0.294250331346968,-0.0298628473074759,-0.0891834004491098,0.50267601574943,-0.522893882175979,-0.0065214708124422,-0.179752123355372,0.13220681109953,0.11116559264656,-0.316899046613425,-0.181790899801746,0.131278906434834,0.300262108047816,-0.254951608435116,-0.227323573770782,0.190285801661641,-0.0603138032052523,0.0912744532146223,-0.165715931666869,0.0107558526626051,0.298759163872604,-0.277548047382436
progressive,-0.108221609593386,0.0138867342976392,-0.074787180103697,-0.292442438536114,0.122167101810195,0.134164530119117,-0.285520738893865,-0.356985456230002,0.225511217371484,0.0646407519788413,0.211527084069457,-0.139780060496851,0.183378604161245,0.284602489244069,0.138891399356993,0.110144778919257,0.261870047776894,-0.265188068076955,-0.0356955616259639,0.227043365737401,-0.0681884394665284,-0.294492930656877,-0.0150906429895624,0.385440466395567,-0.193903731685259,0.0061223069530573,0.226620744584112,0.208226079258114,0.212828727046334,0.155266502194431,-0.160388331938911,-0.12975885966335,0.128156218558458,-0.0626094546704749,-0.14763107404757,0.0679563414947999,0.312413593082867,0.0274059172749356,0.273510067002591,0.313683216765702,-0.0025748709257946
progressive,0.130718422050187,-0.296844389425722,-0.299182623550981,0.349287640520814,-0.515747641342814,-0.0525545955772471,-0.625867334194292,-0.444709861727807,-0.112012549048116,0.494480845251174,-0.538907293631093,0.395272911650905,0.43168255731565,-0.405405259527027,-0.327575466500553,-0.128268843442772,-0.605379949477738,-0.641455561696018,0.352516630503314,0.554161487686353,-0.204762502683384,-0.692451334523092,0.14474782680174,0.101546167725528,-0.596583735387478,0.629096324176792,0.13595161271148,0.246516683491578,-0.12069741865622,0.297846489765118,0.693119401416023,0.611949273924894,0.527327467486953,0.0027836120538796,0.17503352594795,0.555274932507905,0.128157498960617,0.538684604666782,0.0175924281805191,0.614621541496618,-0.0399726690937112
progressive,-0.0512017043554659,-0.0309724595543109,0.25600852177733,-0.189834890478636,-0.137490290936664,0.0804598211300179,-0.101717671599028,-0.127432813295412,0.0790883469062108,0.14251902975729,-0.22720756307738,0.387327178706862,0.235322118901572,-0.400813341907632,-0.411213688104836,0.0757739508653436,0.0800026630554155,0.21955016532779,0.0121146889769629,-0.0994318812260164,-0.364583564495394,-0.41784248018657,-0.18869199529213,0.125032733403749,-0.0848028228387405,-0.0740596080855846,0.277037793209039,0.517731519487189,-0.281380794917762,0.329953840344264,0.247893965953138,0.243322385207114,0.161491089853289,-0.244693859430921,0.19063491710919,0.089717272140716,0.135204500563652,-0.0644592885189348,-0.258180022631691,0.349154479477563,0.159662457554879
stable,-0.246312458097651,0.506119796402333,0.147211532290352,0.0607788204513998,-0.0319858515352028,0.206273688586954,0.129956333735799,-0.0397981896428255,0.0027278241571855,-0.219682963687625,-0.299373267071163,-0.275292335968642,-0.178801695018887,0.448108382406514,-0.0010510106553484,-0.156199665926229,0.066120552252763,-0.0630018696710875,-0.0323168668916109,0.0814054915882252,0.11153620801289,0.0140997513974189,0.063897637210358,0.169419348526453,0.308415608329249,0.0868112259534338,-0.327804091501367,0.242118747127025,-0.218218418647012,0.207226884003218,-0.0037667588570914,0.230112698048776,0.158430765782878,0.0138775538172763,-0.288162486747446,-0.175441627505644,0.137370836200231,0.0123518239357536,-0.123550844437231,-0.203565320135759,0.130133313571673
stable,-0.352299797007033,0.311661707120065,0.315078006298674,-0.281217386224722,-0.303629645285956,-0.185809922953545,0.0355261703336458,0.0740058941869891,0.429085506271385,-0.0088890601121663,0.0636066460760635,-0.149448471647134,0.0934345296135057,0.352321514312325,0.508061322246326,-0.283287212475234,0.10135633435921,0.0347694057723206,0.329399733857705,-0.192837977058391,0.175577731037173,-0.0504142183922112,0.2068874030203,-0.0511676418296454,0.0059906351366714,0.500851176889418,-0.511452562995753,-0.257866271350101,-0.07673392184404,-0.117761252664317,-0.0894686155548169,-0.281813776839276,0.11481104026851,0.575294758306136,-0.210576003796031,0.214137641863901,-0.313743227304196,0.189907811405931,-0.213101893457673,-0.159506925121172,-0.106048942864204
stable,0.399320662117144,-0.102268171728575,-0.128863459982805,-0.0188471041688168,-0.180856446983538,0.223323725314559,-0.0332260364603865,-0.126292257312676,0.200615102221227,-0.470838130029253,0.0058669312760334,-0.004961666766257,-0.0131797711440708,0.127629722760279,0.0506068007201384,0.161860037036199,0.0204674647757255,0.0507733945361736,-0.013879150843464,0.207349578652463,-0.317166336215163,-0.257343439860773,0.0505722246451122,0.156767924168707,-0.0578929227120192,-0.279044641859024,-0.167161177993622,-0.249903297171049,-0.0920839459935909,-0.322214443168985,0.160043221457551,-0.0129550266564006,0.172971530237795,-0.0663216268195379,0.0006333708288886,0.197578694178019,-0.208924361705928,-0.140495165949567,0.100745252787649,0.100322481688466,-0.39385449898346
stable,0.276411875187222,-0.210479163527993,-0.213349885925735,0.253611876238656,-0.1747135273068,0.102180037999053,0.0319958748655721,-0.218875700487607,0.0935696097593252,0.237917531103864,0.0197719012593579,-0.277406846413011,0.207773062061288,0.226397254012715,-0.238351400001332,0.0874766065318922,-0.11335049561175,0.276901390596589,-0.0671607026535983,0.190835944827403,0.100937555725543,-0.166636667965026,-0.328354705964169,0.117806563947467,0.154037370229072,-0.0924639251609017,0.144527033554716,-0.0718245759321909,-0.319471841676599,0.0535139752613655,0.128927461385503,0.155835158319248,-0.306852835801013,-0.135269714614154,0.202681406222466,-0.0271899870514022,-0.101754284217904,0.105604617085547,-0.125533313985205,0.0386427347817567,-0.309580674186429
stable,-0.101056321321799,-0.0977212119580775,-0.0580760397472177,0.131498597769607,0.0032348053227077,0.034303982026854,-0.101633069557631,-0.0944613306251163,-0.261116494770198,-0.0806193729651576,-0.273478967825197,-0.183731927127748,-0.102184741783209,0.249054933838241,-0.255725152565685,0.111337485525754,0.0923047937433111,0.194288927444492,-0.476293738755896,-0.181750922317718,-0.306905289493177,0.0186063996081328,0.0209635445719663,-0.0723944416019938,-0.223176491256579,0.0793655724524802,0.101256929403828,0.0446603742615694,0.025702910509887,-0.221997918774663,-0.0246497180792379,0.0209384685617128,0.0698617645663854,0.185712931937778,-0.394696401390849,0.0105570003167438,0.0543397142194391,-0.0848070666775002,0.26176847103679,-0.0629157097261526,0.17427827126216
