group,ARNT,ASCL2,BCL6,CEBPA,CLOCK,CTCFL,EBF1,ELK3,ELK4,ESR1,ETV1,ETV6,FOSL1,FOXA1,FOXP1,GATA3,GATA4,GRHL2,HIF1A,HINFP,HNF4A,HNF4G,HSF2,IRF2,JUN,KLF3,KLF9,LHX2,MAFF,MAFK,MEF2A,MITF,MXI1,MYC,NFAT5,NR2F2,NRF1,PAX5,PBX3,REST,RUNX2,RUNX3,RXRA,SETDB1,SIX5,STAT5A,TCF21,TEAD4,USF1,XBP1,ZEB1
progressive,-0.245918308373362,0.0689149357829466,0.105502225089345,0.172895859861631,-0.0344574678914733,0.185218398047986,0.140644278435616,0.128930260653526,-0.113108730142651,0.22218601260705,-0.0781948719479791,-0.201648448963125,0.45684669350152,-0.0546907713332656,0.073707033966529,-0.161562167332206,-0.179437454207474,0.521654116555682,-0.0315669959712173,0.240441624734983,-0.183164641683593,-0.0747719446739917,0.297338282533707,0.412652899141816,-0.0911259305385983,0.0158975955614082,-0.140644278435616,0.182480056228796,-0.214883767755877,0.0126267983884869,0.199898952800865,-0.0606999103253768,-0.028296198798296,-0.0365872893063988,-0.458063734310049,-0.0967547442780442,-0.039782021428787,-0.0988085006424367,-0.113032665092118,-0.0763693107351859,-0.288742931823472,0.22568500493157,0.167495241273784,-0.188184935018775,0.277713499496179,0.0621451462855048,-0.123605707116212,-0.195258984718349,0.0891482392247389,-0.0162018557635404,0.0144523596012802
progressive,-0.0205420410387491,0.188832712248701,-0.0106818613401496,0.0645148476373215,-0.023713218624106,0.209297720633555,0.0907573050643235,-0.118424866588389,0.301107805301115,-0.0307231901285792,0.0640911680408973,0.455250145745629,0.178471820299782,-0.187330575497743,-0.0162025348693134,-0.167802797735282,0.0189243553069476,0.0986146357616451,-0.104738731746322,0.252975235392196,-0.0567217108182461,0.0760825844972671,0.0895889764802447,0.198898312357689,-0.0946859704129843,0.277009423407532,0.0139172328037525,0.208450361440707,-0.0691624844223385,-0.141778599494317,-0.0289771166402855,-0.423191722949531,-0.092079698956193,0.203905434860884,0.0249329023107818,0.143498995431312,-0.21972280646072,-0.147581726087763,0.311186244185751,-0.435889272066608,-0.109065399140109,0.292839633783018,0.0164207940553501,0.122661662552631,-0.0514706515777158,-0.112082511417675,-0.26472271511123,-0.107126744017077,-0.108564686889789,-0.0472210168378246,0.0504178719744799
progressive,0.308014722613351,0.17565824356818,-0.0602931026179325,-0.128092340711917,-0.0954874133315673,-0.061104217141727,0.295516468327868,0.029110836428033,-0.178583623806221,-0.0302400290470598,0.0682932742844512,-0.0227595028567219,0.0952676964268095,-0.0260351842852328,-0.108966818569413,0.0020283630952005,-0.159861313330377,-0.129531536426176,0.184018714044216,0.194294882139264,-0.214101472853183,-0.106121726902799,0.015158082380672,0.0805123642842252,-0.206280412377137,0.0049970407141933,0.0869145319031545,0.276759858328215,-0.228954781662432,0.116314222616896,0.223600979757769,-0.148323214997257,0.097153708807727,0.100184756188623,-0.0970901854743948,0.127319063330979,-0.0358038578564807,0.0182364261901389,0.277269506185348,0.102825819521908,0.0591376854750967,0.166173886901689,0.0645740830940438,-0.243740798805016,0.014989430237818,-0.229035454757669,-0.0686107371415882,0.114929936902636,0.0129521461902366,0.0282116659518592,0.0543885088085179
progressive,-0.263044118453668,-0.405384484848638,-0.434709236258713,-0.663486229469147,-0.409228553385539,0.455906528476483,-0.0113125445514521,0.255136320320614,0.242725470472904,0.0505220436278444,-0.59341435156792,0.0758928959713923,-0.202856988218758,0.104997986322216,0.404396010082007,-0.412084147155809,-0.540585866817935,-0.100604765137186,-0.511151284878234,0.469745175209327,-0.524660440022201,-0.619663848148474,0.519168913540914,0.0160352573253593,-0.691712675582965,0.499948570856408,-0.0776501844454043,0.771010317972756,-0.402419060548743,-0.196706478559716,0.420870589525869,-0.126195278539985,0.440969576447381,0.524550609492576,-0.0163647489142365,-0.0746847601455091,-0.148710537113264,-0.467878056205689,0.257003439324252,0.0990671377224253,-0.123339684769716,-0.45107398517295,0.0509613657463474,0.503353317274806,0.620322831326228,0.630646901111049,-0.0655688261865719,0.0487647551538324,0.424055674885016,-0.409667875504042,0.0321803451803444
progressive,-0.219291496620822,0.0483035459189869,0.140619434360969,0.0868143456266074,-0.157784247944937,0.0225563255430349,0.460919257072064,-0.452556911992695,0.402712934085403,-0.0444524659482249,0.265504456269967,-0.0195854924227327,-0.073830704582324,-0.469831756432971,-0.0953967524185915,-0.0445624968045323,-0.124224836771153,-0.0528148110275939,0.206858009858076,-0.094626536424439,-0.319529606716943,0.0538050887343613,-0.250650290668456,0.313037786194801,-0.313037786194801,-0.127305700747763,0.550154281537436,-0.128846132736068,0.439353209235797,0.51846539492088,0.141499681211429,0.103098912360116,0.205537639582386,0.320189791854788,-0.0683291617669496,0.357930375568256,-0.467301046737898,0.0095726844987513,0.0857140370635326,0.184081622602426,-0.038620830563928,0.114542121416094,-0.227433779987576,-0.0136438261821284,-0.0258572512322595,-0.208728534415303,-0.497119408797227,-0.0056115736716818,0.118503232243164,-0.124004775058538,0.407554291762933
stable,0.246277224689316,0.342243524809902,-0.111878944406749,-0.210226552250393,-0.187124390975091,-0.040925199988588,0.0700690103809082,-0.160391437379764,-0.278776660007273,-0.413209436493801,0.1823477363762,-0.180893146442503,0.0928879818888076,-0.185489832473441,0.183425274778228,0.0323762918921882,-0.338254266122358,-0.302617013306101,-0.33807536720414,0.358092792349253,0.152555450831896,0.266154525719113,0.22619388237927,0.104678329801608,-0.293441825289723,0.271454640157183,-0.174915810015815,-0.0060209246533982,-0.167833792825068,0.217843661721189,0.130773371036086,-0.279322983609542,0.0378563748982103,-0.124895244622341,0.198415346167755,0.0990648079911158,-0.201385629776275,-0.0526936200818162,0.436967025644365,0.227754367636755,-0.295266380325594,0.177386834610416,-0.409243843806649,-0.0282725806829746,-0.0375520595485371,0.145422491572508,-0.190291891253543,0.160409220306613,-0.124255192962022,-0.02487671018605,0.106839022266775
stable,-0.420551184042153,0.216706863734738,0.132528277638939,-0.368060912481593,-0.262045224356117,-0.20043511068382,0.0869043028457046,-0.28185826294825,-0.162923899130462,-0.0911868644745684,0.0412324505323329,0.0965441938830737,0.120557246655557,0.189382007327906,0.0524440449893929,-0.0967092887801001,0.169337835879936,-0.0272142428258249,-0.0522096102356155,-0.409503033533149,0.200724026753616,-0.240452462774039,0.0675106052920184,0.0758561523367008,-0.0083471979936526,0.201803747380169,0.299165161003523,0.0952729631759708,-0.100336423667769,-0.252831278153076,0.0943022051814558,0.0103266858089987,0.0866418019594327,0.19103956009405,0.0180465231939512,0.305389238621417,-0.137241736949041,0.129236285392233,-0.0798382412529765,-0.0839193871074681,-0.0985748611164979,0.0096894195064769,-0.219825506339566,-0.207162727737644,0.0132835354147408,0.0844064170536959,0.0770184204117663,0.402504660848202,-0.299265868890709,-0.103630066863445,0.157763032649418
stable,-0.0329779236436427,-0.0192789946561472,-0.0137658213275435,0.131921028389461,0.116416006220671,-0.0679797294826898,-0.112587586479787,-0.262174415185169,-0.0580049926364689,0.0080457484355356,0.0818777798545142,-0.241780029649617,-0.0341913195793963,0.188046812961327,-0.189782902530944,0.0903419943243033,-0.197170617016705,-0.114567910872369,0.12962490992642,-0.0727306412619099,0.0841381186938091,-0.0270245053793745,0.0533427520987079,0.098728427003339,0.0267040444014704,-0.213917036565921,0.0280496693815049,0.208593650806755,-0.17556594681703,0.101777473200874,-0.0090211320915837,-0.024026795163737,-0.119928631891096,-0.0079306313852205,-0.0932697009282627,-0.0637406218866275,0.0113763647155979,0.118814796647507,0.0766850675038146,0.151512705844437,-0.042667979135706,0.0965380917757222,-0.106995075724614,-0.168120673806111,-0.0151192244866533,0.0233392041334766,0.121481156434535,-0.200032986916432,0.134108252345448,-0.0705605292998889,0.20688245141018
stable,-0.137920554593283,0.0764327629319532,-0.107076708226476,-0.227737798502754,-0.201413093019695,-0.274015040137456,0.177173725695278,-0.0851980090885249,-0.0003983681340055,-0.191750443053689,-0.200737674045193,0.250336657744728,0.122797479210912,-0.0172520074620855,0.0524251317142874,-0.159082535252559,-0.0187881195756447,0.10201637175679,0.217265219371571,-0.147569724860009,-0.0203434474307291,-0.265965938855335,0.280459770403287,-0.191565455691246,-0.0015002618495198,0.0489049225877328,0.389402986776709,-0.0569477142233829,-0.116678269342559,-0.0505695220476092,-0.0831539704340557,0.168738875572094,-0.148856605937967,0.134558947034839,-0.36542346216605,0.0832850389993837,0.0458513404979148,-0.0279210460402043,-0.0454893962321732,-0.0976248578130224,0.106382647114674,-0.0727625563006579,-0.27281133167207,-0.129212668859174,-0.108580985305569,-0.0258394363090218,-0.14476996263959,-0.0257760530422002,0.183705930605365,-0.213721492471806,0.141795537932771
stable,0.0371967653553726,-0.0210483967487897,-0.0481313109140901,0.0945488188818912,-0.0210725348184557,-0.0956108939471971,0.219511605542997,0.0836866875321718,-0.0024862211756024,-0.0216035723511087,-0.0207828779824632,0.164211287938092,0.0804280481272559,0.0999316084174189,-0.0566037733668713,0.181470007749313,0.325163936471268,-0.0029207064295912,0.190376955456083,-0.0707728202608387,0.183883814715917,-0.119797239752572,-0.168000964875661,0.155956068112305,0.07601078137837,-0.0192621795935025,0.030727762684873,-0.160204368373529,0.144490485020935,0.0665245199996151,-0.0179345857618701,-0.148762923351824,-0.0880556781417256,0.195035602901629,0.0611175923944214,-0.0509313269953512,-0.181494145818979,0.245194511667667,0.111686848344782,-0.0305829342668767,-0.0618900106237348,0.254342840071097,-0.103407490449329,-0.0799452867339351,-0.150597416646444,-0.0790039020169594,0.149366375093475,-0.119724825543574,-0.0314760428445203,-0.173166511784194,-0.076517680841357
