group,ATF2,BACH2,BCL11A,CEBPA,CEBPD,CTCF,DUX4,E2F1,E2F4,EGR2,ELK3,ELK4,ESR2,ETV1,ETV5,ETV7,FOXA1,GRHL2,HEY1,HINFP,HNF4G,HOXA4,HOXB13,JUN,KLF3,KLF9,KMT2A,LHX2,MAFK,MECOM,MITF,MNT,MYB,MYBL2,MYC,MYOD1,NFYB,NR2F2,PBX1,PGR,REST,TCF7L2,TFAP2A,VEZF1,ZFX,ZNF263,ZNF384
progressive,0.0339942098536417,0.146906419887605,-0.0200107760131366,-0.237477281601682,-0.034235303540547,-0.0241093686905261,-0.0605145154132204,-0.145138399516967,0.105840128551409,0.156710896488419,0.190222918968251,-0.117734083772069,-0.0344763972274523,-0.228717544310791,-0.0458881650743013,-0.203563436310342,-0.100857525688701,-0.201554322252798,0.216743224527829,0.0209751507607577,-0.0708815439501466,0.119662833267311,-0.027404315744898,-0.0777125317457957,0.522208925836795,0.121993405574062,0.108572523669669,0.167238654149949,-0.0086793727285893,0.0418699369592136,-0.0613985255985397,-0.123681061382399,-0.0350389491635645,-0.0285294196171225,0.101580806749416,-0.121591582762553,0.0895261224041534,0.0437986864544557,0.115001688653809,0.0586661304802801,0.0641309207167993,0.203804529997247,0.0081971853547788,0.407367966307589,0.0045004154888982,-0.116528615337543,-0.0473347271957328
progressive,-0.150600674034864,-0.121342073544435,0.244334488799133,0.0391326788586134,-0.375676514232028,-0.0415802195306138,-0.133551805011043,-0.116307132733463,-0.0851604294389195,-0.136768572751387,-0.0694122534579336,-0.0009370584287087,0.41466933362367,0.285523101822227,0.172264905468742,-0.151034238382475,-0.460193590122879,0.386599538602498,-0.0231747136771702,0.361760497268368,0.237201655983589,0.420865108010505,0.0371047165875273,0.0197621426830667,0.054083655877862,0.16879639068785,-0.403158899491919,-0.0822373665792161,-0.110824641628182,0.414935066610915,-0.520934556628582,-0.255984782397856,0.223047877926078,-0.165831369988055,0.227481423029073,0.0631185774442181,0.0581395804200342,0.225495418598078,0.238977871214127,0.179229906923921,-0.451424401543768,0.0904471172904405,-0.0163495716889632,0.154362893696396,-0.162796419554775,0.237719136011384,-0.170516662131599
progressive,-0.0947492975988616,-0.0249282968387825,0.0976854598696879,-0.0564195764403054,-0.0452686440339517,0.180931295729079,0.0690143344836845,-0.0893488088716156,0.11257745093615,-0.0839171862210661,-0.0689113592334816,-0.188589597266439,-0.0682053351742775,0.153054608308509,-0.0028946503730882,-0.195239626295367,-0.202893664013774,-0.0706763389320775,-0.140429601285383,0.123295404595165,-0.0979550458567427,0.175191230024406,-0.0346533438274819,-0.146944073051348,-0.066883792646868,0.0074457541849881,-0.006928223103304,0.181348828188887,0.0296963727208367,0.217371903742896,-0.0914696163293114,-0.207318381795932,0.0928799750100209,-0.0821580793297082,0.134633060091926,-0.0716215390997609,0.0813856040543575,-0.02182029461918,0.0711386012661918,-0.0542591878708128,0.0836018245173195,-0.150586661628449,0.0242164804217545,0.101051785158354,0.1263096832472,0.148871480117256,-0.156133487840163
progressive,0.162391349361838,0.0940572484940123,0.0619592338474231,-0.0253876283093232,-0.351847923617316,0.286086137512109,0.0570382838667613,-0.42174778129717,-0.0718011338087466,-0.108260899574559,-0.113629208644372,0.111056893881753,0.0135326124468198,-0.182746187918212,-0.0565909247776102,0.234975361576599,-0.157023040292025,0.0940572484940123,-0.0150983692588486,-0.0529002122921139,-0.351847923617316,0.357551752003992,0.0150983692588486,-0.279823110263994,0.111951612060055,-0.0138681317636831,0.0556962065993081,0.202989186702298,-0.198739275355362,-0.0143154908528342,-0.0435056714199415,-0.369518607638783,-0.0890244587410627,-0.37018964627251,0.359900387222035,0.160154553916083,-0.132306450616429,0.0239337112695822,0.0805246360471924,0.136891881280227,0.233745124081434,0.024492910131021,0.0729195315316242,0.123694788150271,0.282059905709749,-0.0509989361632219,-0.0212495567346758
progressive,0.17181244126935,0.12619851880846,0.0536840779732005,-0.216490693525913,0.134853468198475,-0.179063885352876,-0.0215204146994965,-0.121520167786831,-0.351227202948848,0.0363741791931707,-0.401753393982448,0.368069266626714,-0.124093260848727,-0.0397659836838522,-0.156724759224594,0.150525944120935,-0.278127968235884,-0.351344161724388,0.369238854382122,-0.0447952110321041,-0.100116711862875,-0.0485378918494078,0.191344556784654,-0.481987114003397,-0.104561145333423,0.374735916832537,0.173800740453542,0.0908769685951564,0.458361441344167,-0.118947074724934,-0.032163663273704,0.208303579238061,0.0063157738792,-0.0239765489858521,0.19859600086818,-0.414852776843011,-0.081520266551897,0.225964354344713,0.0380116020507411,0.355086842541692,0.169941100860698,0.375086793159159,0.0982453714542231,-0.0592980991991561,-0.0975436188009787,0.0247952604146373,0.317660034368655
stable,-0.0541182899120072,-0.0539230323716529,-0.18728776658168,-0.063901757724885,-0.260293069862558,0.0592053523615423,0.0441338843394193,0.329008387474999,0.100811681093132,-0.0315297615999548,-0.136655569293787,-0.0819948184333047,0.100322188190149,0.355238646421513,0.194644644685777,-0.0411382786566752,-0.0674683674583669,-0.140323144926318,-0.0558190895926057,0.325543027651533,0.20730230349267,0.257754863843437,0.157022989832253,-0.274754908342324,0.0921909541823785,-0.0309273743372764,0.0039142391580544,-0.0604718992723929,0.0653955134099661,-0.0277012937541723,-0.212376727454138,-0.108163020983357,-0.150818770240924,-0.145411627430692,-0.0175734626428515,-0.305665384027017,-0.161870063014007,0.0348129283875843,0.0377815530283886,0.0290878352989134,0.205500537913022,-0.0392284469037847,0.0199994843296968,0.0349150303305041,0.0555633377161126,-0.153160440670336,-0.0576827695632307
stable,-0.222545163460677,-0.369490774172477,-0.0699527927566324,-0.248724160453935,-0.282836346361095,0.402887025313685,-0.171361091921277,-0.146994743489856,0.122166897893127,-0.365247807838963,-0.223022453304646,-0.350574654621079,0.0433895072492976,0.222596050980806,0.140281100316975,-0.188389109001682,0.062407401840954,-0.149958502851851,0.193283084644432,-0.146740305889211,-0.296714601419723,0.346014079972277,-0.235421460795386,-0.0333014950692429,-0.0969582732664674,0.206476990294429,-0.303463339434071,-0.174988143787022,-0.124188360761699,0.313668919333045,-0.0583697403300293,-0.224708760437196,-0.0591611290051389,-0.214162760575981,0.183182789269864,-0.0446985448360641,-0.357242674500051,0.372824784111963,-0.0348614607725076,-0.288548031810056,0.0426297039315095,-0.0888583838555903,0.204559057208188,0.358523636213643,-0.38252850777794,0.289265721318082,-0.0963581514773599
stable,-0.0204598326909585,-0.0916157676183716,0.0071475468518895,0.161943820058763,-0.242679307506568,-0.143288222495466,0.2299544470579,-0.269139270970912,0.0209278364360585,-0.0367980048130017,-0.364671745793966,0.0901601145905088,-0.0667502444994026,0.215882058584548,-0.118842288941069,-0.292512023523614,0.298305587126749,-0.116834714255192,0.0805595825918882,0.134651132689344,0.306017966084793,0.0761490507458249,0.150540666738498,0.172278633795385,-0.0382116988844073,0.0359346185935931,-0.0355650570155659,0.026269534354269,0.0422720348246543,0.258120203482833,-0.15439766312053,-0.0117017074335179,-0.153117914948584,0.0067134330331588,0.162666805154642,0.0850395080967076,-0.0587393114281045,0.0123843473789569,-0.236403215904175,0.0586537797091724,0.108444536769761,-0.134952914414633,0.0004018376983789,-0.0670391157765506,-0.174715480881941,-0.0379486485035407,-0.384670029963895
stable,-0.301069332522302,0.0159326208224608,-0.019727528888084,-0.240811259833667,0.0317557645847844,-0.355173251665067,-0.298588742549925,0.245980713209902,0.0920509229983982,-0.140327933032506,-0.0721809849263959,-0.267419229105604,0.133037176187488,0.148209984676584,0.0752169707160544,-0.360405009059266,-0.229978667910281,-0.114642359912239,0.0980329987803668,0.105270648867215,-0.30984233162327,0.0952776777573473,-0.0377437740827496,0.181745567374548,0.0836992177331888,0.141368410132509,0.0360713562291089,-0.112209833039435,0.0657529903872831,0.239005926741703,0.166908013839259,-0.036275179373592,-0.191890144928129,0.135967541832407,0.420091961583229,-0.140580115962361,-0.0982032964294691,0.266889051581308,-0.140374809388879,0.0609621080916312,-0.107341219064227,-0.292941328350164,0.181728359598158,0.252403664090417,-0.181135581370098,0.192090704528814,-0.0381273888219296
stable,0.129995801966199,0.0829945628149699,-0.161125162972678,0.482658694421173,-0.22036310817744,-0.171774681211736,0.512917662110036,0.002047984276742,-0.194404907469735,-0.451734131842369,-0.0648187023588846,-0.0994296366358245,0.0984568441043721,-0.0350205311322884,0.366691584750657,-0.317283964074256,0.147352468711588,0.176741043082835,0.0253950050316009,0.279396254954529,0.0823801675319473,-0.0885753199690919,0.36479719929467,0.376061112816751,-0.267517946149425,0.145816480504031,0.15610760149466,-0.0160254769655062,-0.068300275629346,-0.131634189387593,0.237617375708992,-0.0235006195756146,0.477538733729318,-0.117298299450399,-0.0853497447332232,0.0887801183967661,0.0462844446543694,-0.199320069733916,0.46653081824183,0.117298299450399,0.158667581840587,0.011724709984348,-0.187288162108057,-0.152062832548094,-0.244478123036077,-0.372989136401638,0.308631230505021
