group,CD11a,CD11b,CD127,CD150,CD2,CD224,CD226,CD244,CD26,CD269,CD278,CD279,CD28,CD3,CD305,CD38,CD45,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD81,CD82,CD95,CD96,CD99,CX3CR1,TCR
healthy,0.465584679716751,0.141545169931197,0.388810614573128,0.392337696215376,0.576343114473245,0.60851671487871,0.731602019577713,0.204596802701115,0.271537919731056,0.18817158372105,0.283014269381104,0.469249809256596,0.432846949493685,-0.348835010128515,-0.0948855584401984,-0.37742499857922,0.217508897377307,-0.725102856562648,0.447309447340326,0.379599975619947,0.529708075110007,0.421651840011516,0.370396718497153,0.391788067405022,0.126399272122874,0.507671672270759,-0.247925913436305,-0.381103016187598,0.0477606576339848,0.581188682767722,0.798161363502238,0.46667521024737,0.734546478475112,0.163561958099151,-0.4166826166421
healthy,0.516353996807375,0.214499910719535,0.0706812644246251,0.507679822726283,0.537927265110247,0.43062181240378,0.798442240577639,0.411066988845286,-0.064849684572905,0.210482919721492,0.120092430739679,0.694329122529854,-0.036270593410024,-0.42475553134324,-0.0491601347510007,-0.35702438415629,0.203485160449308,-0.423676846896373,0.322592695602765,0.610056282698156,0.42504169347864,0.166459449715685,0.0538378727965142,0.543461588737873,0.460755411367604,0.546146727738253,-0.541401368445168,-0.513497499100354,0.173510425299386,0.292017815385832,0.692928196644556,0.488768000758925,0.609870610529231,0.307219538716191,-0.48221716809242
healthy,0.382590626139679,-0.0572450685218448,0.219543063025997,0.314743012613201,0.387896087101812,0.597563781889258,0.598195955393045,0.0687493096347882,0.127224959384792,0.0742126899015567,0.014265162161146,0.371727157125675,0.228916620255692,-0.481871043109085,-0.279780497381335,-0.41391258157538,0.0453206421670952,-0.697254648821656,0.250623181205917,0.363659263868901,0.521991698666949,-0.0149557326742589,0.186729792170466,0.403401542111854,-0.0387119815261024,0.362565127331143,-0.538319484056149,-0.36830696959647,0.0710735603981435,0.407260264235613,0.708353465658249,0.422982394356996,0.590836301909064,0.152253152278903,-0.508128028678167
healthy,0.32639262687522,0.0591680148991599,0.201358301131735,0.415452455236594,0.520668382946863,0.502098061333439,0.678170872352784,0.161471303748937,0.244078295006644,0.148156484430576,0.201660065705989,0.354623840664572,0.403440759968761,-0.461747948564624,-0.152863580973535,-0.408378449158297,0.0932378594204917,-0.623676707165402,0.211281276676293,0.290912186379021,0.564472681518451,0.0679573090897932,0.156938492514187,0.502885030277413,0.0403553714481768,0.539148090999393,-0.255963347077955,-0.415598868062346,0.0420516551609351,0.571189301276323,0.761193312119133,0.509762679395516,0.770197124925999,0.130656983110132,-0.577145014958645
healthy,0.428356223969,0.088668122312308,0.405225878270211,0.442986555071586,0.557573046970235,0.657533901359245,0.685454145769113,0.147746060742007,0.124966813209986,0.135270151043309,0.359667389432822,0.37072351010784,0.553889315801476,-0.157523159879002,-0.268827598323585,-0.317053311286259,0.312606179858622,-0.494270446262185,0.288810468128481,0.227952945823058,0.716763973223161,0.451346304406446,0.440610167727914,0.380259416300262,0.104812809990359,0.437376934431959,-0.111555551823214,-0.21292937816157,0.179180761162333,0.666306636274825,0.710825278511621,0.504207117401376,0.640767255017129,0.0973383933342794,-0.228098856159955
healthy,0.135861840234274,-0.0051811351231061,-0.0166972954733656,0.272395412242771,0.125885691373489,0.451461640342035,0.309694210896865,0.118115967030864,-0.0319963594854442,0.102332544378266,-0.0766393609231474,0.206764624571603,0.0029754659565494,-0.484357265297312,-0.458222385998183,-0.585648061425501,-0.018605295221224,-0.708519785744398,0.504480052899252,0.165024447119562,0.391191573190971,-0.201255242881435,-0.0546173307054224,0.37276309836838,0.0120260955154578,0.410572358900548,-0.534324442627268,-0.672632079586686,-0.0814177875128536,0.314157285417694,0.413971387030465,0.0406617172970886,0.304855155943542,0.0461700163119381,-0.589083871347845
healthy,0.110509394358909,0.133261058540005,-0.110071768200258,0.205218816881235,0.155352788198124,0.378530186014044,0.519511662757151,0.122421094357806,0.0410387008637948,0.0758923696991351,-0.0503991192973753,0.340842915696083,-0.0390468134476951,-0.466607952091518,-0.302730301405652,-0.306678371251456,-0.0652787956786816,-0.626472710970287,0.503134058268002,0.166395474483351,0.438310438076134,-0.172569954185684,-0.0759910361318475,0.294622393630758,0.138766940515764,0.413646172540837,-0.283451157755866,-0.475247132314392,-0.0968755519604381,0.338573565398946,0.566129131101619,0.242760758533724,0.299003670396642,0.272417372113023,-0.512630866748592
healthy,0.171310643058838,0.0426398068826774,0.0292180741620097,0.250045351596264,0.27839000009474,0.382814164243275,0.411409674149611,0.183247722204968,0.101283142178673,0.060928458600815,0.0817682191130191,0.209806597433059,0.220330369538375,-0.291671892428576,-0.199598488108622,-0.369019673720452,0.0953977335157092,-0.550083328633265,0.593524461265338,0.175191857793965,0.480126367930995,-0.0146895732896075,0.0753952989083696,0.240268714167707,-0.0323629897067579,0.368413636321786,-0.247205649052678,-0.322651056341871,0.195284404542274,0.306867222885472,0.538805313009957,0.256982587591144,0.353679848506771,0.10505296563454,-0.284971063751811
healthy,0.160801821812267,0.0635673254944066,0.0762972317728351,0.147287137584295,0.168970613284857,0.332415755815062,0.322416829943593,0.101414498337672,-0.0593762419686875,0.0839981223258727,0.0845263713571262,0.111556166996431,0.12515635180546,-0.329075687380807,-0.168624993812577,-0.404364770804718,0.0466544246389032,-0.643662974260159,0.580916467791166,0.135526933199826,0.254153690872878,-0.001527069955858,0.121176240743762,0.245640218299389,0.0169436154316218,0.286967646205678,-0.332317237922282,-0.164498329875242,-0.0286448917268366,0.264994298322995,0.521013189283464,0.0642533601373208,0.333418918078279,0.0698876815117459,-0.407793164439697
healthy,0.229954899210449,0.0868438392671934,0.247885268668172,0.267043862065825,0.304739844533969,0.496236450911714,0.557198012883668,0.18391376595384,0.0688603445477975,0.192528433042744,0.24781687691111,0.297667302453847,0.31839740579404,-0.34690583376256,-0.20548514028765,-0.30330466259802,0.182320162738655,-0.679841398643518,0.394286407213148,0.268625528930186,0.502259395338349,0.143807023756971,0.31238756189947,0.3772366881162,0.0761711264431546,0.299389480376297,-0.625678100706252,-0.366475793055833,0.165209753614429,0.44356334399395,0.686319798156485,0.347589882825354,0.662554524372409,0.17514294224012,-0.398742022089412
