group,B7,CD107a,CD11a,CD127,CD138,CD150,CD1c,CD2,CD224,CD226,CD244,CD26,CD269,CD278,CD279,CD28,CD3,CD30,CD326,CD336,CD45RA,CD45RO,CD49d,CD49f,CD52,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,Podoplanin,TCR
healthy,0.155990373697869,0.160685025653994,0.358557262926271,0.235389898421592,0.0282856162894634,0.321272686650687,0.0654800476867034,0.40253730379739,0.527843798773022,0.61758086019058,0.189494947869638,0.149596082236447,0.165535854320939,0.156320237685498,0.408225138585154,0.294475300679974,-0.474965306050387,0.0625741732515771,0.0773919155844819,0.123184967202186,-0.685211324527369,0.388417622816748,0.305472733664421,0.409877722214139,0.202371984439235,0.0755291804459354,0.439628760534885,-0.365591700735821,-0.467586619916924,0.116107951702533,0.461291181651099,0.709326622151945,0.363933551200952,0.591298042857528,0.163956009753705,-0.530549074991292
healthy,0.168448187497388,0.276316912273508,0.396660944528717,-0.133056994101239,0.114669107770726,0.446086771446681,-0.0252841353477666,0.344664775137451,0.408004995273285,0.689837469982196,0.403334219703783,-0.158005419998818,0.226289255295738,0.0255308012020736,0.64086723066766,-0.140933811244598,-0.563254064463961,0.0495135227860007,0.117022562414058,0.0468914826281548,-0.425197911286869,0.263577758894588,0.526575752870517,0.282526039238003,-0.0910722838549159,0.351307017238535,0.521344053572635,-0.539202997742603,-0.577571629936873,0.114072595044151,0.254493669564077,0.639373978746068,0.376887526608382,0.474103147880546,0.111674640097085,-0.621264591087361
healthy,0.131490080359079,0.113787352106653,0.352454961307297,0.375457514266732,0.0160052823261764,0.240264642188264,-0.0418004065945596,0.522247349363054,0.541396837984373,0.611005178897365,0.0662044202367809,0.348368418334929,0.0761183692269904,-0.105168384806474,0.359788530187852,0.234173243650576,-0.383572124341398,0.110878702093193,0.0389566769267066,0.127977388539062,-0.630254518282296,0.172810322508456,0.399251336224855,0.545058565227503,0.307612198807589,-0.0464696338791656,0.36529207994592,-0.70237905910867,-0.4285639169173,0.0956514997717687,0.319925417320389,0.682810211930615,0.418933058391521,0.582638198029714,0.0448316093936888,-0.414399774723171
healthy,0.0844128052942453,0.185380704408137,0.288138535143756,0.289562984676513,0.10190299360601,0.370887933061841,0.0621050751023541,0.586088854887782,0.495790690042822,0.687462787754391,0.188818730018992,0.421004730637155,0.159312266036126,0.0869802350949824,0.301681525795933,0.358328474563885,-0.394108559511511,0.153432748997701,0.141838667720219,0.15777922796982,-0.586141679257263,0.221538132501925,0.410269865147841,0.530560697698312,0.180630469027038,0.0046867948907122,0.503962408951493,-0.382737163185374,-0.367928276665388,0.172499466477507,0.462677324364013,0.713590254300527,0.49127308136293,0.730939441699366,0.140932808188185,-0.537228484225911
healthy,0.174905436068082,0.253697617380675,0.427670040249381,0.380419600139538,0.155802931402516,0.452667995824555,0.0412326984242879,0.503633251033005,0.610174515870876,0.690049716018402,0.287670701429183,0.296792645510661,0.13825545293415,0.106410367465621,0.390398277749468,0.403416573556877,-0.422024685948326,0.165335596412764,0.166591183319231,0.148431056497504,-0.479213790705955,0.189430697979226,0.421673326775817,0.381652107945728,0.233520593461817,0.132133044202175,0.494876751494402,-0.646834257091899,-0.344030952789252,0.275578040921366,0.371638983814273,0.692669280157579,0.505667662700296,0.483085884008561,0.182370002136194,-0.508051117215985
healthy,0.267125109396757,0.310666150987751,0.320165198486248,0.159303765578178,0.241738434260383,0.435312851695857,0.162198964448226,0.341510935048936,0.553021607900769,0.525858588072954,0.216645574238677,0.16639884190732,0.204664020232523,0.107722873736858,0.377201364194524,0.215033873464444,-0.263740681693204,0.19639095416101,0.228308683956994,0.208003729997832,-0.620105486946598,0.617761521068388,0.392738820707628,0.507542488133431,0.112007454186244,0.0792898458155279,0.602200756649636,-0.411568235502919,-0.494905639307315,0.24749514922219,0.515909856384793,0.542599060152074,0.255473007094225,0.504037213806888,0.262365958863298,-0.442524329273468
healthy,-0.147439036088024,0.105158440268259,0.097013549872314,0.0593761538681122,-0.0936838071383761,0.112356494073638,-0.0657844292518282,0.177163986764621,0.262465067252363,0.360696961326646,0.133610865730516,0.122872846617587,-0.0342502300282225,-0.105230937991339,0.246407491518023,-0.128078180308832,-0.509688689598795,0.0351492176642697,-0.0183890783144057,-0.0077435923202122,-0.498444201360896,0.351442477395222,0.166368271207477,0.186786043114392,-0.158567288669399,0.0688920029491956,0.243030889124219,-0.549702160068135,-0.439555548780514,0.0161466975903328,0.17828839827743,0.449588618827412,0.176104022863219,0.111723380608867,0.0440668281844366,-0.549666369113248
healthy,-0.0262939007045055,0.0011075816873274,0.110546980054396,-0.0423164492447489,-0.0334898992168904,0.138120686412022,0.0110072917166953,0.144166255532169,0.320187392391343,0.316638024709237,0.140203277344395,0.0479808172547829,-0.14648067692726,-0.0302986835075062,0.181142170793816,0.0761740804330768,-0.416109438207564,-0.0799087829685856,-0.0809743643850146,-0.0964662925887694,-0.611854305912853,0.42701697647031,0.0858115127183045,0.315499211421916,-0.0236170948991455,-0.0662655994846211,0.23307764073743,-0.348365109225259,-0.41384653279783,-0.0696063212979158,0.1992167688772,0.40479837241708,0.0955806845870298,0.199320050692073,-0.113410416427973,-0.470201951446678
healthy,-0.0390438179671874,0.0355670043501758,0.0135752298784086,-0.113915811878666,-0.0158541003340351,0.144737860480842,0.0764625411574019,-0.0799994870739218,0.254635459765815,0.188330460914461,0.0641588964332293,-0.0831680363735015,0.0595756657618061,-0.126604685688083,0.114544954655568,-0.152270803992139,-0.503051156964197,0.0633740967178881,0.0136455382595755,-0.0156887293222611,-0.794933282410236,0.42870251944244,-0.0096779282309507,0.12968701397077,-0.135818294496881,0.0122328004791281,0.218184695868423,-0.421799609058187,-0.380164945909031,-0.0322286199012316,0.147356605166514,0.420971685173197,-0.0324030774050037,0.141761979904938,0.0941727521699498,-0.530764072889407
healthy,0.182774089106081,0.205473581556951,0.221988410940029,0.198320617306262,0.195473048730666,0.291983619326854,0.0956721900849673,0.296813066100232,0.495872979515016,0.547861757511416,0.162407384223635,0.0909268904969246,0.228536740407916,0.197338077314388,0.293950199043631,0.34286088597805,-0.403735920336526,0.104186671084049,0.150865884778256,0.172352829423273,-0.670264645977688,0.393235118260893,0.313912216936406,0.501592223988158,0.295135015308561,0.100663363104256,0.314337645658734,-0.64372065828695,-0.392176224436587,0.144188774172906,0.409605022342686,0.67562906105857,0.338993332169879,0.654762274876736,0.129348512036317,-0.464193478104779
