group,CD11a,CD11b,CD197,CD1c,CD2,CD224,CD226,CD26,CD278,CD279,CD28,CD3,CD30,CD336,CD4,CD45RA,CD45RO,CD49d,CD49f,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD99,Podoplanin,TCR
healthy,0.392297072228674,0.0954870832974441,-0.30999974257396,0.0796803191842777,0.48540922057269,0.560743232821338,0.697514010859823,0.212994582661162,0.230660106437015,0.441017669047945,0.398733989892936,-0.418032543829778,0.101273056678003,0.1475944031965,0.195794901929077,-0.737552208933548,0.408946954424215,0.357506196764571,0.464461962128244,0.268532539593569,0.368671423017627,0.0788622974265279,0.479837333790678,-0.213151180674793,-0.42061713796145,0.545093484727277,0.756647586058437,0.673185503671116,0.169801360848206,-0.482739572610106
healthy,0.275809976818705,0.173329260916361,-0.174019817175416,0.0483844676147522,0.465988288104961,0.322307749166129,0.585671509694613,-0.0312788386969627,0.341086255680683,0.460979811060481,0.147581281535505,-0.0028469098791133,0.0751004119350167,0.177628512601382,0.277792571827644,-0.162008469213368,0.282349259437113,0.483344551588641,0.422726909012912,0.214598648679686,0.308758255171381,0.455812519848565,0.397508613672062,0.156165415535671,-0.146063969521332,0.297053499484785,0.452905293988565,0.54247682558868,0.120695265179602,-0.0772635279289983
healthy,-0.151809904157531,-0.168166506771321,-0.275738181321756,-0.19267238153798,-0.125489973286891,-0.0067453842092824,-0.113591554271146,-0.203261964243334,-0.0626074699324381,-0.229888549159397,-0.0838439394915788,-0.211522077777371,-0.114165196549326,-0.139196998242295,-0.291417198827247,-0.297247596926696,-0.090891086311031,0.0124652454278028,-0.314498150384152,-0.2128987040329,-0.0517999352045436,-0.125433498263627,-0.0536526610629419,-0.205456092830846,-0.0974650035616914,0.0090323387475849,0.0714052429139206,-0.106197849090478,-0.0840809528576361,-0.218785677440386
healthy,-0.216472145024164,-0.119646841737469,-0.190440081349623,0.0193697476058414,0.0777017087996607,0.131664698062464,0.0825977993751015,0.0637491640671766,0.0131758279588665,0.109093444652323,0.134456703370646,-0.396656218803083,-0.0103157497684908,-0.101794142903936,-0.24734158097802,-0.340877149401044,0.110494810836462,-0.134989729984803,0.425802542051263,-0.138410612927007,0.109960857608799,-0.173914809529377,0.144861216062114,-0.163809309061145,-0.347515841626448,0.235927475868805,0.319215870875766,0.187168413341696,0.0277389681392959,-0.439936313398434
healthy,-0.0039570353378322,-0.0167672411198505,-0.307368013889723,0.0075380320120296,-0.059260356076972,0.105766666360034,0.0871480864252907,-0.08149518594901,-0.135262233300593,0.144118371006615,-0.112508483209376,-0.523340482702431,-0.0641035123067006,-0.0973937071925734,-0.316127353392804,-0.266403083122534,-0.043759923498265,0.060600806871273,-0.17784465918604,-0.249126320520634,0.199912626055787,-0.0432406700538652,0.111810004209709,-0.58467435895197,-0.37159636757568,-0.125083148530924,0.215619657172395,-0.0550708765885017,-0.022870190253362,-0.524526565209344
healthy,-0.0003713456133524,-0.0222653517688291,-0.259063773480718,-0.0270786943383996,-0.0136167979911659,0.132075727934168,-0.123702895334097,-0.17174703325256,-0.119078549499553,-0.0623033257395723,-0.0191812425314609,-0.0940877841125943,-0.0322556077598419,0.0681354300916567,-0.15874006723837,-0.259276083180482,0.180523403462894,-0.120124012157117,-0.0870585137171864,-0.0493172878605223,-0.0164419467565562,0.0046514645651046,0.104476649444818,-0.365715959845887,-0.381642450720448,-0.0583480903090363,0.15719980895334,0.0521981007701064,-0.0321416410522404,-0.183532463612314
healthy,0.175134443526095,-0.0278278835391415,-0.266650980023036,-0.0524915309778619,0.0628641181595456,0.0926626532753147,-0.0039479243594581,-0.113642864121217,0.0531166163976071,0.029262214026728,-0.0330660032208939,-0.191974399449046,-0.378714294022255,-0.15805189268241,-0.268010971034945,-0.260146535661147,0.219210597165563,-0.0287064200858175,-0.0954138959861745,-0.0876551851342885,0.08148581393511,-0.045507503466831,0.0502883863875281,-0.18356472589088,-0.263723934923508,0.0538489581109395,0.148206372548601,0.0787217478692887,-0.0651214370951096,-0.123298034289672
healthy,0.0214256116113085,0.0216766162668276,-0.285202968530701,-0.0060813842717641,-0.019593320636313,0.287613251746336,0.217892015889212,0.0328095657557568,-0.0233351553456552,0.160382499592855,-0.0562315607793047,-0.549936364992495,-0.0702960253266726,-0.0176409051052204,-0.245874083221375,-0.771259853029944,0.421703902853843,0.0137107206452531,0.185500721854018,-0.154426443124599,0.118851871422565,-0.0484761131795861,0.21151240276817,-0.388030841543222,-0.570554262398069,0.128422777932844,0.332325493876586,0.0502893984480987,-0.10054053824374,-0.563746264283355
healthy,-0.14659701403577,-0.0466156611570846,-0.416955348800074,0.0104177810883109,-0.311718375617212,0.10763549742759,-0.0523219394621522,-0.24645653834852,-0.253361199415776,-0.0288573544496345,-0.374344670806071,-0.589908681427733,-0.128938493961115,-0.184051795886534,-0.445925281638193,-0.697921307448212,0.0492491417686451,-0.174257968934393,-0.104723270920866,-0.347286440395476,0.0164451354295797,-0.0378646792413666,0.00272337312446,-0.426699943714815,-0.511305311713761,-0.0651984200868976,0.178270801383909,-0.0984679429195136,-0.1261271144633,-0.551979698663292
healthy,0.016049876494665,-0.142125115319412,-0.305343655559764,-0.109973669379499,-0.0926384501761559,-0.0514308889460629,-0.0029245937509395,-0.143364304627013,-0.0957091861206096,-0.053320911856082,-0.0851019917882623,-0.33235643271247,-0.144072711977791,-0.147140409308526,-0.251069496016508,-0.177105951011314,0.0209996144701118,-0.0040311841192458,-0.0337146160901475,-0.113312349442672,0.0206091879215332,-0.117337143339675,-0.122561738426558,-0.17553754926367,-0.239743986021125,-0.0075197174712996,0.0713160885325505,0.0828972858729676,-0.221318092752237,-0.307005829087079
