group,B7,CD11a,CD11b,CD124,CD127,CD150,CD197,CD2,CD224,CD226,CD244,CD26,CD269,CD278,CD279,CD28,CD30,CD307d,CD336,CD38,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,ITGB7,Podoplanin,TCR
healthy,-0.226054770096649,-0.465869731584436,-0.216892189193586,-0.162916949288039,-0.374804847240089,-0.422374676331816,0.137741610184298,-0.551462029603658,-0.581801306504882,-0.680769986624097,-0.248402195760196,-0.2856527969277,-0.244062712318276,-0.23779554543626,-0.462650908881805,-0.400083535855222,-0.159816192569541,-0.156805045293482,-0.202146844821983,0.303751825051648,-0.279166615895362,0.556061908083147,-0.461453076450164,-0.23426355025467,-0.419833276866274,-0.545854684167575,-0.405311538702539,-0.380055287154805,-0.43944733575101,-0.187836401130261,-0.533436054893398,0.432162532773555,0.369752054407129,-0.513004527277239,-0.759124059761028,-0.455959115041169,-0.694018313269618,0.100382403756437,-0.271310285549684,0.361293463659589
healthy,-0.15394068777496,-0.408442740596482,-0.154858423746306,-0.152853911583879,0.0988217007102128,-0.44018486818247,0.522837607129399,-0.363747069518777,-0.408706513253365,-0.665794404211263,-0.374408948240607,0.111845962988366,-0.200326693279311,0.0053487310615447,-0.619167063276491,0.120436037180103,-0.0595215302548473,-0.152239213542178,-0.0340159733338968,0.327670182186238,0.133224189741109,0.444292534187328,-0.251136570631593,0.245770781994773,-0.493151470276961,-0.2812853664914,0.0272743041822664,0.0569235313860502,-0.51017269171443,-0.307516412740412,-0.506191905650549,0.671351563905686,0.563647843751568,-0.232743527212473,-0.646691307704715,-0.352908062899266,-0.460620128242643,0.164322703452011,-0.0867657652023077,0.614423835761924
healthy,-0.109624920887471,-0.270859270404483,0.134198280406012,0.024977662624565,-0.330850980761174,-0.23183115110877,0.449922810064716,-0.384355699250609,-0.438135315025459,-0.5593893120895,-0.0358723178436345,-0.194649301932961,-0.0726464236579896,0.101171638072643,-0.252395165509446,-0.151936495336559,0.0156551448962545,-0.107424932012644,-0.0995317862881634,0.393388993765589,-0.0050699354582921,0.630175352356523,-0.305948797931125,0.0386247060904441,-0.402497854912337,-0.432648326593849,0.0840391467880516,-0.14375499640098,-0.334396959536189,0.0473872035994207,-0.293088673933674,0.622236454502998,0.369456765608163,-0.312398004384474,-0.573301492827929,-0.482882195912699,-0.48241163924799,-0.0539280854416636,-0.0854094943776792,0.538144573933167
healthy,-0.0786293952266926,-0.322687293178497,-0.0934085657999662,-0.172462466428646,-0.446474714619947,-0.415229168928557,0.243589386790434,-0.626499986037144,-0.43735175987096,-0.727198800274634,-0.17618970213522,-0.389017197821781,-0.17269005077644,-0.200546099051837,-0.353575298830824,-0.485403219501266,-0.202556296557595,-0.128194333266548,-0.137664889372759,0.420113973200998,0.0453893437573027,0.575980502255766,-0.186844851553325,-0.193879499290448,-0.379919907771424,-0.59044921861556,-0.158406040545313,-0.22793754643425,-0.488728793771653,-0.0383296613778389,-0.52135357625601,0.240918103718875,0.203764423446187,-0.50145519784168,-0.707652578959534,-0.549132481391538,-0.754094801448211,0.0960272654665674,-0.14239101437759,0.468764311742752
healthy,-0.169066916165435,-0.408487394837229,-0.179908979838108,-0.0585868329954284,-0.558433869964667,-0.423422276211164,-0.0429076867114256,-0.58058933509607,-0.460223833407227,-0.59095292241092,-0.219850940178982,-0.42148541519034,-0.196731831129233,-0.0997955086560749,-0.263085974506788,-0.489808099503556,-0.190777984806798,-0.149487155805524,-0.206142746465992,0.13612189464565,-0.526219463808177,0.212665543801617,-0.175653296501418,-0.40507640503428,-0.461355408752225,-0.514647184264414,-0.47669051983801,-0.49496063324509,-0.329474004001053,-0.163039503702545,-0.357854612409133,0.355215331840111,-0.0001977775854608,-0.331369856810483,-0.452890617717623,-0.445160160723232,-0.489227089709533,0.0270254041856738,-0.188352163333706,-0.0272601640546386
healthy,0.272154235797575,-0.102625516039003,0.0544573697054806,0.12202483656014,0.147585500010842,0.133318756360336,0.183542473611065,0.0013587789952215,0.166959759371454,0.0874274446166738,0.107387608011973,0.16507910271109,-0.0132140802493253,0.0533024051488166,0.218302988300444,0.138787469835538,0.0660469608272415,0.147582765939966,0.0850753764025828,-0.01674449992934,0.211007724247032,0.0075147871745634,0.0986404948712391,0.138480984971989,0.145419056051142,0.329592406674919,0.0582353430356996,0.11158005420249,0.126570629917598,0.0985783297013433,0.188911343239653,-0.0762770116805719,-0.0111152830952242,0.109426701326758,0.107983230435771,0.0016246375146062,0.149941558086764,-0.156417266274356,0.190417910536965,0.188594398925167
healthy,-0.0478362992995178,-0.144339152279138,-0.0733692932175935,0.0217057446399994,-0.284734201395021,-0.143993347383223,-0.0092917583736744,-0.206163116325285,-0.122705240366398,-0.322852384901702,-0.231408965583759,-0.244084134942401,-0.192132410054791,0.0970290178571696,-0.0737444196037134,0.0734326913046532,-0.292384929007264,-0.144259745810644,-0.130182232739485,0.204786426060538,0.23192620049693,-0.0824900018529754,-0.109597112607414,-0.0745537816233492,-0.256361277949404,-0.0867754241026792,0.172834830192943,0.0281860039353066,-0.171296415134354,-0.246200653466303,-0.151832072695189,0.275184776354329,-0.1205690558821,0.0299830246049796,-0.10941924584671,-0.367343592937896,-0.0241098300505596,-0.0422821068702333,-0.110763025155237,0.274895223284876
healthy,-0.0935768689454782,-0.171822789052606,-0.0991468690206796,-0.227992466679973,-0.208592579340389,-0.127317864168287,0.07131524325734,-0.210071098527525,-0.368119750824346,-0.346390022918624,-0.253473404190376,-0.278299442527633,-0.0967022314071799,-0.0749711437761755,-0.229337269531704,-0.176745397026259,-0.0301469608235206,-0.0478356677250689,-0.0217226004146591,0.339797223931236,0.0381452269696684,0.58440509812821,-0.594792554653008,-0.0177122692022259,-0.139019658338316,-0.337084214034612,-0.0307110847359239,-0.0501304735574074,-0.267363102961902,0.0469895814745553,-0.370446657036883,0.283868234768377,0.231570961249093,-0.362869245997126,-0.470092791623387,-0.13423133056379,-0.285729656021487,-0.0419646106771457,-0.0731277135441325,0.261769784297337
healthy,-0.201649434647486,0.320261000186776,-0.077050641571592,-0.117318668048015,0.40537809879173,-0.170103555443807,0.156103442607248,0.493311641875552,-0.137807118859376,-0.0030113287691058,-0.0412875945243395,0.26610777874179,-0.191883193172971,0.314832909372729,-0.18088748522049,0.430871626362852,-0.246822851823882,-0.0506447941137932,-0.057739728401799,0.306192394136173,0.473527191197735,0.54994285956043,-0.143438907458594,0.465536835206887,0.205379047952972,0.0643465347613517,0.581011314816551,0.436541701776138,-0.0668262648471539,-0.067520389727758,-0.179656212803549,0.307794861864327,0.559604773127185,-0.00462840188451,-0.179264715247209,-0.0363277978871491,0.192496876215758,-0.0795675356054572,-0.325957462847483,0.493847503095957
healthy,-0.315984728837885,-0.0711318387053853,-0.248805597727117,-0.267183593006759,-0.134848191891378,-0.355598784044112,-0.0829680350694418,-0.15802657985071,-0.487414482922902,-0.491096989485022,-0.13826473206151,-0.0137704443939763,-0.382127099377657,-0.115869703839433,-0.323055096829982,-0.255989106160662,-0.259531795961223,-0.285692305872468,-0.314503540488346,0.102815570563228,-0.0487324665765854,0.43924075523152,-0.328142446872801,-0.0920979480216575,-0.298762463857366,-0.397176267244152,-0.0860484345887126,-0.23867671552287,-0.299417004293315,-0.202725760221581,-0.406360605970014,0.677357223672402,0.316959457801738,-0.308566180132431,-0.519373581082757,-0.353586581932649,-0.45305414342601,-0.139791444445596,-0.335384212054322,0.351820621837815
