group,B7,CD107a,CD11a,CD138,CD150,CD154,CD1c,CD2,CD224,CD226,CD254,CD26,CD269,CD278,CD279,CD30,CD303,CD326,CD336,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,Podoplanin
healthy,-0.133090376966124,-0.156452917532438,-0.352860765437025,-0.026054037093655,-0.304517128411237,-0.101347700289321,-0.053332780720552,-0.361760966025039,-0.509220580709158,-0.569160105242649,-0.056082932002076,-0.101971571640095,-0.163607944988641,-0.135582475049902,-0.385916058154603,-0.0484360131993547,-0.0519816045997146,-0.0787574747927162,-0.12085103299117,-0.029777445647192,-0.066128193421597,0.639691675562359,-0.371740115686917,-0.0343421824266401,-0.257314581418447,-0.410137198829787,-0.173053888033678,-0.190882358108496,-0.410489691938839,0.408112260695987,0.482625933258221,-0.120570741910543,-0.426696452197005,-0.677606584508956,-0.325232762473849,-0.552431140639423,-0.159611693523417
healthy,-0.137119297518806,-0.20165862771354,-0.40812881627476,-0.0838261007275869,-0.406734980021815,-0.0032308669850712,0.0352032116240921,-0.32914150703943,-0.318824147243491,-0.648199559083662,-0.0864675439937511,0.231894196074895,-0.174287005245861,0.0016207344832458,-0.625153458444955,-0.0223739722113372,-0.0993657169881369,-0.0725100694226919,0.001359300383136,0.203575176070004,-0.0363143674643326,0.437794146895744,-0.260146496516397,0.304551706269093,-0.445795150911124,-0.26610956194355,0.0624165325165232,0.132660948729366,-0.467971926358538,0.639023088526845,0.597850748735704,-0.0378225672131139,-0.176883979342221,-0.59605394520355,-0.322809037457806,-0.43164244119252,-0.0648150224764986
healthy,-0.204944960359533,-0.186367847405293,-0.416037185029833,-0.0595388004308296,-0.356762427746898,-0.0338354576239036,-0.0059759366853927,-0.549942392139393,-0.560313576593789,-0.661557327225305,-0.121896097645572,-0.353085237954695,-0.186118023705071,-0.0311621947260657,-0.384360579108327,-0.138842578443689,-0.0848317280480856,-0.11672127047916,-0.181320136962423,-0.185485494302532,-0.153074312221349,0.562312161712494,-0.326428868442351,-0.0610354335168773,-0.500590782607152,-0.555496302255946,-0.0677710006066112,-0.305191935658292,-0.396939377416173,0.651808897128027,0.401848727987184,-0.21802504660574,-0.311073358643884,-0.697086916195796,-0.494157616104073,-0.624904356193041,-0.156699854199718
healthy,-0.0897616568508615,-0.149762096999663,-0.286638743263393,-0.0827298303794004,-0.326243014472392,-0.0127574706880137,0.0005374059301276,-0.571867181423978,-0.318901032608536,-0.613630861646469,-0.118468387731287,-0.222835641339416,-0.147730548829689,-0.241434815276066,-0.198975365934537,-0.0952596347383408,-0.0938534452918772,-0.126765211535197,-0.163204238771524,-0.071562051709576,-0.234047933381395,0.562077157449235,-0.304874431350467,-0.198616908906116,-0.242609698808134,-0.632475403183819,-0.304668943616741,-0.366505407413595,-0.453212006061292,0.104156122039668,0.200142834606023,-0.10262528706804,-0.582094133871216,-0.666614932637472,-0.510656234116363,-0.703001627474107,-0.148344012398493
healthy,-0.120136788617444,-0.237540201865,-0.441361625512831,-0.0878234869975955,-0.488674694247089,-0.114643109221461,-0.0027718162576827,-0.546121560817708,-0.674564529871546,-0.704275711575121,-0.132253128100449,-0.162903840910313,-0.0978377284222994,-0.229956978247611,-0.427673639870919,-0.148019683984871,-0.131224775119338,-0.105348548356055,-0.128755853145373,-0.285548575113455,-0.244660895081643,0.566648260874926,-0.203653549936482,-0.206173905305283,-0.317877196012846,-0.610390953601187,-0.340233686531908,-0.343055726151998,-0.465387659996109,0.475955005282382,0.334776129328358,-0.243447644713319,-0.516634898634353,-0.766474946199678,-0.520965423389516,-0.58220257164737,-0.167280658477608
healthy,0.0785764394144501,-0.0649258051921664,-0.0359099412673911,-0.0589580375455502,0.132238413358858,-0.0756818718739718,-0.0259678747185815,0.0271161488002402,0.0562078173829449,0.153754851099706,0.0259179234810617,0.180932746387162,0.0044276073201984,0.103977414473478,0.0524806526756588,-0.196684437992261,0.031178614181556,0.0872125224551889,0.218448150812915,0.20429665282825,-0.0740168025465008,-0.264124561295369,0.069816934386568,0.0432216343068157,0.0532661503010043,-0.129036717516722,-0.169660314018892,-0.0528610281231738,0.0530451441842673,-0.0394226288272048,-0.178063331516624,0.070687643243003,0.0787542322657172,0.1198740602967,0.0077445313414706,0.0335928546494261,0.0255262790647888
healthy,0.186360700804359,-0.0553179134051102,-0.15632048854106,0.120246120049244,-0.143171380540226,0.152566794313434,0.096743880624696,-0.224482139737506,-0.277631823418205,-0.310560396631653,0.0166312334969777,-0.0424347501699207,0.082441399770935,0.136442088981629,-0.205484278669554,0.0429965954010796,-0.005197720902175,0.0314833714201205,-0.0134271765721102,0.368657709632422,0.0801997990273609,0.575480076299443,-0.371321954855177,0.0882166027186625,-0.207898750792768,-0.13508127362356,0.307266090486447,0.164655230695413,-0.237924857724618,0.559294903348459,0.557900699167811,0.0127046134658225,-0.20525883283464,-0.457508788575895,-0.0395872289810144,-0.150119222590465,-0.0164326539891784
healthy,-0.0027831971055084,-0.0326156944682644,-0.0849011357666755,-0.0096097723847554,-0.166162076877119,0.180793059193561,-0.0264910364441996,-0.152732703987167,-0.330771743847593,-0.36135330476254,-0.0162144789080042,-0.027259520594391,0.0123341453337884,-0.0859838438659744,-0.187420055447331,0.0326023436902842,0.0121265848546225,-0.0019877808902863,0.0617018085570862,0.175071057904883,0.0295464731376628,0.716358527975305,-0.535817606548358,0.0963115552702984,-0.0772029758864733,-0.300665703478458,0.0845758797465797,0.0324764962474616,-0.28448776246025,0.298529537667355,0.423603941511778,0.0138486918572651,-0.236605583082936,-0.454490402037721,-0.0830762393743264,-0.215589400915204,0.0634648475904681
healthy,-0.0168354881572455,-0.145486777361258,0.0475447232923546,-0.0456220390795319,-0.095204968103717,0.0432160890586248,-0.0636627174192245,0.0652521486858877,-0.229125733311276,-0.160974056312983,-0.0183953846967356,0.227114842935969,-0.12637514616205,0.0733027425872878,-0.0565854625666246,-0.124387714333507,0.0556607220687212,0.0127406628403267,-0.109736698149731,0.348606094948789,0.166379590872647,0.46535923203316,-0.308557675910632,0.150441927484081,0.0442927745096499,-0.0564733340538705,0.224708518740269,0.0832782371354055,-0.210094039195961,0.401778538368062,0.276876260851814,0.0235976070416193,-0.156382179415089,-0.333738730052277,-0.0439277358734157,-0.0539546840802089,-0.0931037034192162
healthy,-0.159191711822945,-0.157161848251829,-0.251154774725428,-0.152293733088316,-0.23850398867894,-0.0905535150523455,-0.0755960015987215,-0.397802592965135,-0.501337303852318,-0.529483072941639,-0.205274533809586,-0.130803712327696,-0.160935053245621,-0.313047102305253,-0.29285381645266,-0.0642347590672089,-0.0780470380807195,-0.132431979749789,-0.156535387611442,-0.305105032287322,-0.277682489121871,0.619731217046653,-0.358151851088663,-0.203725714689285,-0.231624143099878,-0.566747120274587,-0.292666083001447,-0.390416891665188,-0.293222073696993,0.44625703099643,0.273302361714739,-0.13445282534239,-0.475919525854424,-0.676251250058335,-0.394185294522056,-0.651713330265624,-0.158168483893257
