group,B7,CD11a,CD11b,CD138,CD1c,CD2,CD224,CD226,CD26,CD278,CD28,CD3,CD30,CD326,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD99,Podoplanin,TCR
healthy,-0.120827753671695,-0.29829559862664,-0.0459961340986414,-0.0154459271269375,-0.0470234040754136,-0.291216126494533,-0.464212884416694,-0.514739267773916,-0.060625879305419,-0.087740960409653,-0.19454448659139,0.507061856627898,-0.0233592798955234,-0.0621512552065858,-0.0119151177226506,0.61633551553264,0.0213897350403093,-0.227445556396058,-0.361496078742258,-0.112284963454821,-0.130173246197784,-0.304952344332228,-0.0440442818972901,-0.373744167407169,0.423959050883365,0.500356621066607,-0.0918565215189035,-0.375075098174427,-0.622085469851439,-0.491040801482677,-0.135797273697245,0.546186157252897
healthy,-0.113033800599553,-0.304181657459207,-0.0442744915475741,-0.0526891348747636,0.0453406334400977,-0.187190289636377,-0.251904012206933,-0.500316936297198,0.228142703043097,0.0980072675086217,0.236467538903231,0.603595717057184,-0.0070831146281112,-0.0380269724121282,0.0826616239860664,0.420109467781667,0.358473086476309,-0.344835592334544,-0.153203557252686,0.19710154405598,0.224060839332803,-0.433156345994389,-0.21550128078708,-0.377534713139751,0.620793044065854,0.574533929077161,-0.0054439089156239,-0.115726034795735,-0.502275760403653,-0.289611660528943,-0.0369833253700906,0.626113050764858
healthy,-0.106353726517103,-0.157493356255413,0.147038686089326,0.0141905813497518,-0.0266857152159595,-0.323413142655969,-0.378412128178823,-0.379397501472672,-0.0589126662280338,0.164136824906561,-0.148179651593007,0.560886847602147,0.0530087740596919,0.0272604713766038,0.0896985258449653,0.664269446157757,0.0837568773191922,-0.223110583101556,-0.399367504274802,0.148471253317694,-0.134065896142419,-0.292407682496377,0.151095993784935,-0.243552720483181,0.507185531822362,0.330880650270749,-0.0459513823028706,-0.24092434787626,-0.529338332460896,-0.405078225279601,0.0052931926052146,0.586002337071899
healthy,-0.0551653621885303,-0.275722447332109,-0.0097785459600785,-0.0540401670276839,-0.0132482183883379,-0.49866859348481,-0.396982430210683,-0.63054122069741,-0.281873094391443,-0.0517828163515697,-0.314522756099388,0.418959641160583,-0.182696677979194,-0.0914631531580746,-0.0241137626420029,0.585100328993892,0.0149994549309097,-0.360326096830952,-0.415842464650028,0.0795225920492062,-0.0936213308491058,-0.478244265729054,-0.0016879510037779,-0.449586965563485,0.312081372089393,0.452772016390284,-0.129749398318262,-0.427367849063748,-0.685045799789124,-0.710902891041705,-0.0939259739404905,0.547397168834624
healthy,-0.0866673986063703,-0.301646423730554,-0.0685210539758176,-0.0643010647319625,-0.0209085640057079,-0.317927904245917,-0.51411761757637,-0.509008038112416,-0.0645165238213164,-0.0712480048790372,-0.258650440821513,0.531582861231323,-0.0698973341808907,-0.0960983813612586,-0.0515699058436803,0.536845439261772,0.0132444668102248,-0.24369185230472,-0.302431055230393,-0.0688965867429163,-0.0770542928946095,-0.443476338598344,-0.0458428699789584,-0.387852325651204,0.63594343754877,0.42361222996168,-0.161880604581948,-0.27448961425689,-0.633683673162068,-0.364734841473792,-0.102405200318885,0.587681369397291
healthy,-0.126477421999485,-0.185304671543695,-0.0398282374630714,-0.149400388328796,-0.157162534025244,-0.228253645802867,-0.396586716719206,-0.308430389930548,-0.0804887451654062,0.136107980028464,-0.0834967568513668,0.392301862180882,-0.115836191880631,-0.0779368861609605,-0.0472376165726259,0.472015270142334,-0.002145169935047,-0.334470508415135,-0.44137224371523,0.117718858971529,0.0084439801426158,-0.484332375662506,-0.0447877238647113,-0.41867920143007,0.550982799356207,0.47090337983127,-0.179894302627353,-0.280177729228917,-0.392405548776632,-0.349953881826717,-0.114972557632291,0.496258855531161
healthy,-0.0430460210492788,-0.309342937579765,-0.0394118307278982,-0.0634608783286505,0.0582878314203166,-0.38277529796538,-0.358222506389012,-0.57788466784998,0.0531945182163065,-0.131065015793077,-0.191905105314678,0.119163948682212,-0.0940404150343865,-0.0548196550863883,-0.173665688001103,0.679406868113557,-0.0752157291239982,-0.329992711197187,-0.338499488883563,-0.15127224076484,-0.0996648793979641,-0.268964428270165,-0.217153485146349,-0.416010051894242,0.193150341676985,0.427649840193289,-0.14109694097947,-0.351902403292481,-0.617241291934727,-0.41737610389846,-0.0903802473093727,0.0543325471618723
healthy,0.0087116424753819,-0.0291795981848041,-0.0035570179942348,-0.0048290566209388,-0.0469848297497209,-0.0475948545647266,-0.266803681994269,-0.263920683600873,0.101386729625997,0.095458169973761,0.0310587031134075,0.43906315805203,0.0933894096877155,0.0294231090879765,0.0779741691656925,0.708627923303719,0.165755237037241,0.0235942427852864,-0.24745114702422,0.189563097137434,0.115570269941943,-0.171811185364023,0.056754221170961,-0.229289576227923,0.444134523591912,0.442602138243593,0.0789611979600453,-0.161624803626987,-0.352763928656686,-0.131550431927952,0.11002546384495,0.431495699127612
healthy,-0.142817041484879,-0.23065149109604,-0.0670091924099217,-0.132512075647629,-0.0102359066833475,-0.424294620237467,0.0225449366377354,-0.158670613514735,-0.260819781037609,-0.348040791994713,-0.487258657426462,-0.58944659907078,-0.133213769415477,-0.102732879384468,-0.491057297478432,-0.53510003917695,-0.483501109317456,-0.243248218636123,-0.193841481151037,-0.586601804406963,-0.450938140108635,-0.0346422171159381,-0.0191115016660623,-0.0755537005879809,-0.391050919008193,-0.549561526261525,-0.161191126827895,-0.142549559729958,0.0463275639986964,-0.233826468109235,-0.119515281325807,-0.509570548296103
healthy,-0.151221531278527,-0.22975697419981,-0.0842740338198279,-0.159249491072137,-0.0721197930079478,-0.32942251190319,-0.49149445555922,-0.549184517987977,-0.089002323484754,-0.211865185580245,-0.327430669695933,0.330671681810099,-0.0673228750658394,-0.117264618004742,-0.204419752968412,0.679627591238375,-0.110382110716736,-0.270705708106402,-0.525885935837034,-0.163424934044137,-0.328499227638014,-0.369222116309479,-0.0776168464648564,-0.289850549976244,0.6656096324498,0.358379623929056,-0.113094108003742,-0.425363471649806,-0.677164377570437,-0.653205704373015,-0.123916732349507,0.385518825863082
mild,0.140711172958743,0.0966302636550782,0.0393933757094552,0.141231383756405,0.0701313200083004,0.0820742172020065,-0.0903774434034166,0.0115944114137796,0.05501667805493,0.188826406137912,0.184252291224445,0.48141129941304,0.193211297939813,0.126875603508509,0.218941568673207,0.443274114845508,0.233975188691552,0.0237172580206445,-0.0838116769327596,0.303355094411942,0.223002530344122,-0.0293640036847303,0.0737497956519066,0.035367391935739,0.504640248325396,0.465963777322107,0.215150267668719,-0.149068693033033,-0.142499604102597,-0.0049980506308207,0.112416799991522,0.50367907858247
mild,-0.131746768868871,-0.349955709454698,-0.0951088475710252,-0.118300887094397,-0.013938062598195,-0.468527896171722,-0.392658598219347,-0.563184619391952,-0.265068360970165,-0.0115595234909909,-0.240658670223754,0.209579474457099,-0.126905781021641,-0.0356571014434067,-0.112699752438345,0.528393130481587,-0.144169321401832,-0.348254957055142,-0.438877400663126,-0.140787892118092,-0.17527758664576,-0.301294298617013,-0.0540073635478468,-0.313901308640737,0.494914960100127,0.246421115188722,-0.0530869830793195,-0.323574616176469,-0.574848021436146,-0.505497949957093,-0.0391707722665481,0.273948844470747
mild,-0.0101729552332359,-0.247048531436073,0.0509654362175103,0.0072014288220189,-0.0863176461706225,-0.350694123004316,-0.418930972791627,-0.422121386530933,-0.351652413748373,0.152126003742192,0.0516439113030897,0.324309872662895,-0.0187660298964089,0.0876413009768472,0.0530798432970215,0.541644600254838,0.144188147136668,-0.316108089353119,-0.485337520534012,0.151872185753704,0.0615908856757868,-0.173726260089673,-0.0978761984891337,-0.267672045303919,0.463124767702974,0.422337132190886,-0.0567682099665511,-0.221269900001043,-0.317332626137437,-0.375317642985368,-0.003356035927474,0.343246643301563
mild,-0.0507164700697942,-0.388739766204809,0.0706097131788827,-0.000489927033101,0.09046333766408,-0.455140962299559,-0.597324614148979,-0.597871719116188,-0.268680398422894,-0.173855035513196,-0.350744051874189,0.356860117219185,-0.131692750087134,-0.0783325250241538,-0.111351269133402,0.755634180642562,0.044924115588111,-0.343538618737025,-0.556192257705368,-0.0448705965981411,-0.0179099202241989,-0.281596979442257,0.103664492679145,-0.434913643114124,0.473050981463755,0.494922597419909,-0.115286851491758,-0.375629731960764,-0.736535286578738,-0.434827127263578,-0.0437119841102033,0.411246262321803
mild,0.0723548988080583,0.277423172218742,-0.0691360625192626,-0.0031187623745195,-0.169541983952196,0.480955009963754,0.601381827581392,0.577207973685349,0.315188708072411,0.157204826972055,0.373385358638997,-0.379351759489352,-0.0075158721958059,0.0295295672121338,0.0755401108952023,-0.77708838417754,-0.0212067414170996,0.338680798867356,0.523093509741539,0.0129155580728793,0.158819508482678,0.234319273806976,-0.125642429613232,0.339748499002611,-0.413803394982108,-0.511700263877887,0.0686207004405479,0.429455287833851,0.666191357898936,0.594191794343698,-0.0896763792853391,-0.384433223813527
