group,B7,CD11a,CD127,CD150,CD1c,CD2,CD224,CD226,CD244,CD26,CD269,CD278,CD279,CD28,CD3,CD30,CD336,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD57,CD62L,CD7,CD82,CD95,CD96,CD99,NLRP2,Podoplanin,TCR
healthy,-0.151108593176515,-0.404831346774171,-0.325716404938894,-0.366147000481013,-0.0665867820735253,-0.474351362828454,-0.565283788785382,-0.641407286590667,-0.187652451608662,-0.191613718222565,-0.184758319352766,-0.217538412004814,-0.414991290536819,-0.340134782087538,0.445678531153259,-0.0803603617368171,-0.139724232587493,-0.166088538807013,0.699348651591568,-0.409604201347338,-0.12347096905898,-0.315752705182263,-0.499373362503185,-0.313614628537693,-0.288691958120119,-0.0963465141390851,0.383047756465234,0.452722026855325,-0.489925110671682,-0.744096404289018,-0.400016996678151,-0.644421720616347,-0.0758203830631804,-0.187118475708231,0.498303245262965
healthy,-0.0173970809654556,0.177417050224783,0.571018222877554,0.189691802057644,-0.0140046411930014,0.426454246378803,0.29695982254582,0.268109971655357,-0.104449631473897,0.473828880802993,0.0113753599067862,0.189223349611851,0.0474551587685438,0.5200199507187,0.221497660813119,0.0557573644862048,0.166984337539156,0.527220950243215,-0.11121541581133,0.0984758486421709,0.365918763941681,0.293733165922407,0.514323512250805,0.393544867265135,0.441990253604915,-0.0331215078563921,0.212752799504989,0.239936306438978,0.339926792532929,0.264912569909586,0.347760778286594,0.354126025534272,0.0699399411945695,-0.0166524998246377,0.166316037391772
healthy,-0.0709554006274071,-0.331246021811737,-0.40505467782608,-0.230033785442707,0.0270325548554112,-0.460629301611115,-0.531918693464048,-0.639685805598458,-0.0327580001466008,-0.454594501862962,-0.0300904556172713,0.0618182642228354,-0.343893084168679,-0.273809992884648,0.335431874499924,-0.0512262556752528,-0.109874486430397,-0.238984742973052,0.710161630301377,-0.221744384998075,-0.109877197196518,-0.452663696023281,-0.457005315338493,-0.0588618355396133,-0.237701217672486,0.0214619970152606,0.640858268050051,0.435842575150212,-0.258140518689708,-0.610652716126382,-0.369219155512573,-0.515308333247529,0.023083050807871,-0.0599589891889127,0.34168740287903
healthy,-0.0621698584281019,-0.325985734768237,-0.164509717263148,-0.382281678481169,0.0067575414036405,-0.497650332405852,-0.534001201581646,-0.60472167846843,-0.0924593436197525,-0.207606963611065,-0.117128588331872,-0.160190661893688,-0.342512392793621,-0.400866499142765,0.400171994731773,-0.104697377093618,-0.107229718854911,-0.172295825155036,0.761811441586984,-0.219028636635427,-0.104300341091544,-0.196308050240583,-0.578119878691471,-0.183450659681672,-0.198146601106351,0.0111196965207503,0.421900831328358,0.450551067814053,-0.454503556011326,-0.770776523319915,-0.372079098547833,-0.695344817617568,0.0132553081685818,-0.128694495938344,0.498452850490032
healthy,-0.0760696182460742,-0.299698421027284,-0.0911204880269323,-0.403586450355931,-0.0179475779028487,-0.334852293204653,-0.627966177304469,-0.48217216816589,-0.0721820633276931,0.159986636700352,-0.0166386197859212,-0.377383457231857,-0.405142674085495,-0.468201435825657,0.334313080052644,-0.132932913807457,-0.101385425323213,-0.198500895716475,0.614539194452779,-0.143546100402103,-0.0748703331187036,-0.0739755458591049,-0.504320881799493,-0.263868948087128,-0.223532861823084,-0.0611850944288806,0.322248355346814,0.411044542591867,-0.474307718546912,-0.803709107349119,-0.375717654038362,-0.503414659031363,-0.0148069565432951,-0.131525744053163,0.362098266327412
healthy,-0.323654032950216,-0.415195073655785,-0.402538583772401,-0.397253268039612,-0.0498414898991044,-0.465701071170122,-0.455898513588792,-0.470830144714955,-0.298523694314214,-0.521550723605529,-0.110064740284805,-0.389208215250705,-0.339442409277967,-0.452905846324151,-0.163579090908358,-0.112769657566646,-0.161094723885497,-0.480320312095662,0.414119132897897,-0.509407081269764,-0.238944319666062,-0.571145001561645,-0.20014103719989,-0.308516456121599,-0.291747899175404,-0.0405382784750151,0.138546439335032,0.0866197018107571,-0.512871074735398,-0.524036985647063,-0.293995866745938,-0.513825220349652,-0.102773879180108,-0.188608592891445,-0.0139417170444247
healthy,0.0844303979821773,-0.27012356222318,-0.0938596858752975,-0.331829087695897,0.0845928501276361,-0.362197241367306,-0.456212494843721,-0.490935242894486,-0.188195390328866,-0.0405460802460057,-0.0295715711348546,-0.0731903842402486,-0.338195979898368,-0.0866943094150239,0.307676587913183,-0.0084987692867378,-0.0850225272740251,0.0892339762975341,0.721134822485375,-0.565800646655733,-0.0405313219963272,-0.228961485610372,-0.291218323288591,0.120867365472244,-0.0400705162804838,-0.195474229973149,0.464352792624852,0.572428165916712,-0.471369937327503,-0.623019720865245,-0.15032130983467,-0.377461501879845,-0.064980163175468,-0.156541407472188,0.30976098856233
healthy,0.101743156980117,-0.139919675455222,-0.0170679711750896,-0.0833028076798524,0.0107105281112613,-0.193433889129761,-0.237494206483289,-0.19534552775406,-0.0274095112776175,0.0763114288818399,0.189005515365516,-0.172896949546378,-0.123724353407132,-0.136210789427475,0.298610354198886,0.197271303545056,-0.0228538265062614,-0.0844106113870348,0.68109352374618,-0.389356098587934,0.0476170906681325,-0.154339926027449,-0.112554366866028,-0.03547997826867,-0.0935070416066359,0.092595303224789,0.241850436419064,0.342364463340963,-0.248753787399606,-0.344033168734807,0.0016274486975896,-0.293838881316824,0.121422229465547,0.129071312534297,0.378203464878214
healthy,0.23203701451621,0.0984401324974019,0.245846909444151,-0.0155589861538614,0.0096727977331728,0.226255040619325,-0.0977399715455858,0.0413280468132128,0.0624257659967482,0.253361194290374,0.169228735602906,0.188483644481702,0.0751446046706808,0.27729578762067,0.523824723990457,0.192196194098124,0.228096684473402,0.320619130772242,0.716428730004101,-0.0440638392795786,0.312656219175409,0.146731209637038,0.100639819336092,0.389320441799185,0.27220288995312,0.0712180089084044,0.387651899797445,0.453357299436724,0.0628332600255898,-0.177429113807653,0.250054555757743,0.0392907821840893,0.166316844603924,0.213742072792208,0.505280778494179
healthy,-0.168535732398272,-0.187856485449384,-0.189420938926453,-0.268222795246351,-0.0903647072321805,-0.271758073679373,-0.480409179192778,-0.529336130607493,-0.144753089989457,-0.0405023715089051,-0.224425355227392,-0.174476367512444,-0.286651354292249,-0.310106521935002,0.397457454148466,-0.0926453391458517,-0.164397164177854,-0.0822383411277824,0.661708724596273,-0.359340163238437,-0.0729178164261923,-0.278966604030614,-0.499810513218638,-0.114188793444025,-0.293088913262072,-0.0947213524131838,0.706193998659526,0.401289712083793,-0.387573974258242,-0.649393976822991,-0.321333468347352,-0.62403097545223,-0.107180198102462,-0.136545899049532,0.44703706830481
