group,CD11a,CD127,CD150,CD197,CD2,CD224,CD226,CD244,CD257,CD26,CD278,CD279,CD28,CD3,CD305,CD307d,CD38,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,ITGB7,TCR
healthy,-0.395735331286289,-0.310057506768377,-0.334204558989861,0.283981314239442,-0.466077907503324,-0.550395960606568,-0.651375275481861,-0.152698375383963,-0.110194509981806,-0.171236584709681,-0.238113062595109,-0.403594568338226,-0.360806236621334,0.440911433218231,0.149743894562955,-0.0813910294974223,0.402068034484798,-0.166595952900479,0.759387274330457,-0.371197658321266,-0.0897364708343691,-0.29223298305852,-0.493169022170652,-0.311112521315898,-0.273893512112857,-0.316822601605061,-0.0509396866480121,-0.433309445952268,0.240116586981276,0.436484140612515,-0.519738350847954,-0.735202951829541,-0.388974583674272,-0.641933486960353,0.177556926190024,0.494326028867603
healthy,-0.415619941900185,0.128093735587543,-0.424478478907941,0.543228872718751,-0.365474060567776,-0.344180873801294,-0.684913981681283,-0.396576790520155,-0.0951872242683591,0.253495967934066,-0.0620656776015954,-0.657104471840591,0.182031205076005,0.533686433656187,0.100099985758957,-0.14387123472345,0.358952949348088,0.158623380501564,0.43547213399243,-0.301516562604105,0.275887982730938,-0.478453193160316,-0.280799003118462,-0.0035174180802549,0.0896163831714341,-0.509090582867574,-0.417177066718092,-0.495186256942945,0.620203404353297,0.596238370298299,-0.193027755506409,-0.623407750890736,-0.36700873975541,-0.471745385860153,0.242588942916858,0.571248432772898
healthy,-0.318971677317259,-0.146409579659211,-0.325680246908749,0.367953139757764,-0.434201550303816,-0.577672047600069,-0.55344241272697,-0.0658879601820978,-0.0638500385680026,-0.158750549896717,-0.055255734418265,-0.386973254562534,-0.259808004554486,0.506351723583562,0.28862571066251,-0.146091480637872,0.440696528563328,-0.141939860136073,0.702027994300701,-0.224136523407409,-0.0002559846839832,-0.353097742703948,-0.51919069837763,-0.0373224026588107,-0.239049627005204,-0.399107660542791,0.0979792326956772,-0.371984865069726,0.583562098133406,0.398987045689901,-0.350967380059961,-0.722711435338252,-0.395140557388235,-0.609840038965996,-0.0027120346777906,0.535516489932472
healthy,-0.305066355616094,-0.149145614059286,-0.409068946550166,0.364054396250409,-0.477538734047926,-0.451701409316805,-0.610279736685637,-0.110448709278759,-0.0876792799851201,-0.131125037250084,-0.157882684308187,-0.396527339136219,-0.324198618999736,0.422545293766843,0.200925665694668,-0.0883041955811521,0.436578281181474,0.0549656377438276,0.712000781556412,-0.160840739173102,0.049924235830647,-0.288809324880357,-0.457510225315762,-0.0092568015125407,-0.0635198751070499,-0.437168625677992,0.0754213098824733,-0.455474957613116,0.316149711840722,0.333358931665292,-0.426966862779193,-0.717433534389033,-0.390500186082029,-0.701044077014883,0.211531521502057,0.537231842399267
healthy,-0.243373679974669,0.0021613432007043,-0.316038259207161,0.329782591715533,-0.219853890237822,-0.517331189165668,-0.404039005787075,-0.102692134791854,-0.0483529596151397,0.159699349510781,-0.230942248851989,-0.377259108417043,-0.283891513027328,0.502559928745379,0.347340420214168,-0.0049045739769827,0.3040858270833,0.0236579427881808,0.574959903023266,-0.109654623247988,0.0582255325024525,-0.057329400794432,-0.311983246769492,-0.0688956143384611,-0.0526640806323486,-0.37354105235872,-0.0246488201710878,-0.377477301599432,0.428921739687861,0.44453645083356,-0.345332311856199,-0.682476293335604,-0.305564844396202,-0.368407169625741,0.213252704658129,0.527502211169755
healthy,0.0918151137213783,0.296651261745332,0.280806654182852,0.336660531321014,0.18218145106174,0.161146891515426,0.254950826624852,0.0544578443554039,0.188843741626752,0.286173917505002,0.0811304325150034,0.0902432287206768,0.223733023041908,0.232436781360155,0.195252613572488,0.222993194887934,0.167182816526715,0.137690453386752,0.287975534585495,0.0935843787130333,0.297353827910698,0.155025452522897,0.287009914867885,0.118831998723019,0.199498495231523,0.205890359967819,0.215549403483441,0.283982722174583,0.258299452746491,0.249967978706518,0.188479090276353,0.12067619973571,0.353767835279712,0.164558272055115,0.0887165377291232,0.161733324413616
healthy,-0.140005352221808,-0.0505257852140186,-0.152319457562642,0.241503834825966,-0.326953387615706,-0.332691126840105,-0.341253196133696,-0.0488458677386382,-0.096221424881593,0.0137490894391873,-0.177890887701446,-0.266579914559975,-0.280071175414081,0.0718147497131466,0.23832378416487,0.238554824974462,0.132362899611924,-0.314027173380556,0.5781814656624,-0.439825034533446,-0.0578903767041087,-0.209887419072269,-0.303589865282613,-0.118651078033652,-0.140407277251355,-0.209601270345275,-0.0208663799805044,-0.346552599306555,-0.0054253190088363,0.301949394038675,-0.47830181293843,-0.428328768504037,-0.118208283265469,-0.407285348273142,0.170492857035188,0.0067114035689888
healthy,0.0476819681379469,0.0374033682297913,-0.136975998974167,0.140004623890655,0.0366925951329766,-0.242619260318734,-0.286763113973824,-0.195293829235541,-0.0674797472595572,0.0402846241993208,0.0373363526836864,-0.179297637673968,0.0480280155282304,0.313817893402822,0.303138961061292,0.0243955521889979,0.437070377133037,0.180306766341408,0.703638462183998,-0.311228412156283,0.208739317630632,0.0201238753627647,-0.192212226303058,0.313752482459722,0.217774342685447,-0.151525983505525,0.0126061887450552,-0.311893391033164,0.312583844114087,0.395984418486121,-0.0950263639626043,-0.295122150690502,0.0206079871863636,-0.0156733599429891,0.0425262972171097,0.351360169524231
healthy,0.106835011225434,0.256031187923392,-0.0024273407034644,0.424848458786886,0.242509826572993,-0.0880475833916468,0.058467357738387,0.0684902193297312,0.13730774360212,0.26621457862228,0.184456456931369,0.0805844301697279,0.291751789731397,0.521221753505889,0.403929667429776,0.165894202492808,0.443123201001129,0.323227719845841,0.699633189326031,-0.0287126555468873,0.327724694219793,0.161361500421471,0.11416187827412,0.398669678153579,0.293460894043213,0.0117086402592902,0.0760142847512022,0.0297532573486775,0.385093558952917,0.462050417971926,0.0813480141050742,-0.16029284011427,0.271071401538623,0.0577232900050617,0.217851377799591,0.497832590183323
healthy,-0.186440297191311,-0.116453146248748,-0.190661787617237,0.269984775344108,-0.225847623818722,-0.401506046661702,-0.448032701200915,-0.125886610767027,-0.0502837899559987,0.0165254501692481,-0.177156233379833,-0.221838621283359,-0.241236388740504,0.402421644068072,0.270192493823954,-0.0150288045052113,0.299127279022713,-0.0397539299540602,0.688940056902041,-0.329332528670683,0.0032959918570144,-0.201134545017767,-0.448867267545697,-0.0599100333216317,-0.23266104315403,-0.299815738196104,-0.0085411306215739,-0.192107123392269,0.576627396501419,0.434413026321185,-0.380503453028295,-0.594874279482407,-0.235702014376459,-0.584854535245451,0.110380466998566,0.442804910673475
