group,B7,CD107a,CD11a,CD150,CD154,CD1c,CD2,CD223,CD224,CD226,CD244,CD254,CD26,CD269,CD278,CD279,CD28,CD3,CD30,CD305,CD336,CD38,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD52,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,Podoplanin,TCR
healthy,-0.0435109473962997,-0.0379818763439734,-0.150945039658516,-0.141276402180693,0.0102847108258752,-0.0078329730072641,-0.10655512684501,-0.0006054869566131,-0.308045537629559,-0.3472405298927,-0.089955777949019,0.0626962475839145,0.0644321890830273,-0.062059861759408,0.0139099707487883,-0.223343926635432,-0.0443152165738539,0.517863901414846,0.0474596297526307,0.189104977359921,-0.0217311032960626,0.338031735210011,0.118937467682831,0.533114038770278,-0.200390790290387,0.147827507809087,-0.0914037282491769,-0.202726074998285,0.0221891109694029,0.0464342900690088,-0.217589892693762,0.332645856709696,0.478002083759962,0.0004402915181103,-0.238255770883302,-0.422398721599334,-0.147176258031124,-0.297613727940014,-0.0274467296116284,0.544057855097551
healthy,-0.0855837843055296,-0.188315553602705,-0.442722555616716,-0.45174370625168,0.0224727488080574,0.0536371381167752,-0.505432670578801,-0.170724201841015,-0.408043780182981,-0.727659672600743,-0.254546815595522,-0.0922153855558452,0.0555626218561337,-0.123869476564603,-0.142258202482609,-0.633086379152429,-0.0538724295727342,0.480568590878013,-0.0014106346280134,0.168750616055229,-0.0424903400452574,0.43389973469883,-0.111837198777453,0.564881170345181,-0.317854220787521,0.192985232508998,-0.528301006972459,-0.48743974771517,-0.0396392527815612,-0.28528022702544,-0.46080521704879,0.516692847457981,0.480971958843784,-0.0415990015719487,-0.303361805949014,-0.683383952941313,-0.446914109924656,-0.544818893307563,-0.0074316122134447,0.530468007688335
healthy,-0.11054333286009,-0.0645627046033744,-0.277525167502429,-0.325042595335516,0.010063625470315,0.0619198632417252,-0.253195765850107,-0.055833927370281,-0.491776265947294,-0.457521956276562,-0.0466536046382021,0.0097885665322489,-0.111610251437127,-0.0268935988767188,0.0533243128989147,-0.269410797369961,-0.0818154448519104,0.489802464099042,-0.0153170646404628,0.288574976213451,-0.143278011537928,0.330004161287233,0.0556221814510586,0.615846982664044,-0.122047167859904,0.102176847231664,-0.280312632625699,-0.462435910998492,-0.0606561705556028,0.0853435789823663,-0.268672850804828,0.425760201154833,0.352990855426416,-0.0669841930310343,-0.394520952524868,-0.595768664827799,-0.303581549840278,-0.484104297402357,-0.0157711041419953,0.509684312615282
healthy,-0.0395174972370832,-0.126605972156811,-0.286457042668226,-0.36233434666938,0.0442025171346218,0.0348432379975844,-0.448859708650088,-0.0018860102679346,-0.48747659653055,-0.559896989775129,-0.104918560133531,-0.0554314077794839,-0.075287277254174,-0.0770501156532036,-0.211072161320844,-0.382992420869445,-0.350892777649954,0.445022902350505,-0.140583074619457,0.227658622819525,-0.0869926104611871,0.420553842252879,-0.0384064116319165,0.698436695526185,-0.24298722135787,0.0120357454345459,-0.2719506403177,-0.409765289115157,-0.159404283748639,0.0279233336424524,-0.460099704699122,0.398515192375867,0.467316320180204,-0.139460262339009,-0.492311569952404,-0.748606165125395,-0.321281141316956,-0.711722320351296,-0.104986066753635,0.535919468251359
healthy,-0.0394189795898979,-0.121104030544594,-0.225263802487947,-0.277389326238155,-0.0401263652722949,-0.0309076266935165,-0.191236837990301,-0.0823557160786492,-0.486033521409705,-0.38002458780426,-0.0854423595103426,-0.0077730204627242,0.182307170279712,0.031929970418331,-0.207740325960112,-0.3561005139133,-0.237010104493304,0.532464036356436,-0.0424513599070989,0.36252027205064,-0.0026877722696327,0.307986872687699,0.002149414577088,0.57356669279225,-0.123653397708969,0.0743089903127376,-0.0176279350294463,-0.331822380106699,-0.0338098716674302,-0.0028130424247989,-0.340134065398009,0.373028363830395,0.445482417093312,-0.114392392321437,-0.355152000402559,-0.636157034992798,-0.274988359145601,-0.34781373915614,-0.074375643321352,0.552294474855047
healthy,0.0672053710575383,-0.194161280977473,-0.37235834168707,-0.192791567140459,0.16427436504171,0.0110451496792183,-0.335819699309513,-0.126538538766003,-0.30272312412457,-0.401120273151996,-0.0545979740264761,-0.0646990834653415,-0.218020701089645,-0.089689412124619,-0.0966906517033257,-0.158954503385229,-0.170843637805683,0.0780649279500752,0.0532253638231345,0.200911585205058,-0.0898972191241679,0.348814417579133,-0.169348907376436,0.489796444297537,-0.474715538458004,-0.156688734275467,-0.244315411946775,-0.275129004106889,-0.188195039369783,0.0391282769145497,-0.296611370284011,0.248284674797206,0.294823451146179,-0.157510749611777,-0.386795574263216,-0.46343819046153,-0.202890538649662,-0.429195787780514,0.0232025475788764,0.237380860428254
healthy,0.146716004009573,0.0916201990967693,-0.108660896412025,-0.0729075610084307,0.108201108365143,0.017241123516515,-0.179638474377029,0.007029590250062,-0.201684965986044,-0.101190090363119,0.0663065958930303,0.0232667072077341,0.112667876724893,0.220069345381092,-0.115049202754916,-0.284337899929323,-0.241699531100074,0.0751399381507263,0.195936417715665,0.387459409421486,0.08555358738169,0.0932785506150956,-0.0490326952635574,0.553889026024071,-0.458530970564746,-0.0795322144578643,-0.0352560984114769,-0.263862478769854,-0.13025480783023,0.125680779214239,-0.232513565028256,0.0836776460718751,0.32724983650987,0.0431132080773293,-0.330206179304731,-0.411301188065244,0.23927206011491,-0.327631584973351,0.0245026479832044,-0.0103974750681035
healthy,0.0942997806459976,0.0423159075216476,-0.253936417887439,-0.0207888485176652,0.253739954049213,0.0461746012938296,-0.30667990890767,0.122238221696988,-0.116560100690141,-0.0241575585668714,0.08635315858535,0.0524196048989327,0.192751122554253,0.165876576058344,-0.392364556763403,-0.15448551076334,-0.313406537418481,-0.0177020927122706,0.129757820263943,0.125604522444389,0.0006480998912093,0.116571383641567,-0.235572188010284,0.30319185389707,-0.369857856548708,-0.092363266852544,-0.156859334963868,-0.156035344634925,-0.270522013420014,0.0803125283462208,-0.0064610893465782,-0.0233924907773868,0.106753869510089,-0.0160124016688067,-0.24863520484761,-0.277067709530184,0.0475995042530672,-0.384986134582413,0.129547931182145,0.0580826059463857
healthy,0.246459436091501,0.169950118760084,-0.368369803485417,0.0486736131525688,0.221617666035916,0.0826947834108199,-0.473221141996913,0.219320798540762,-0.123411337502829,-0.184982220775379,-0.0084179964342326,0.138328890385807,-0.0776232697977694,0.227203725788192,-0.276774782668395,0.118794903779228,-0.382790510795077,-0.135359319067153,0.267405627043727,-0.0271663165708897,0.121835537221895,0.075933616584958,-0.37927327007778,0.227342060979527,-0.203941783340057,-0.339046870161182,-0.248949493950715,-0.187963144282501,-0.385385747830812,0.121567046072605,-0.0182797903324513,0.0323794433724374,-0.19882363415509,0.223810582105609,-0.142847722480658,-0.266239608816298,0.12306359421632,-0.443442067128473,0.358811454210063,-0.08276669005187
healthy,0.0730692765280975,0.055545884903919,-0.154575398865883,-0.060869413034072,0.113895955328708,0.0618094080931839,-0.134617516090259,0.125380806348111,-0.224510187069118,-0.292825486316239,-0.0890682442593373,0.0441784213568326,0.0740616719778624,0.0380788653391614,-0.0776251239665518,-0.110045328867512,-0.104631748110753,0.345867325254762,0.109515874415714,0.232349141402809,0.0596406061825213,0.283157841413187,-0.0085157948854338,0.533328753583224,-0.217368066135326,0.0768541980850365,-0.08782838438185,-0.299536041186211,-0.114268015272898,0.0874102770075478,-0.0384181396534501,0.436966841740676,0.376950070852751,0.124809515216342,-0.260849040949189,-0.427452441075141,-0.081933224596847,-0.432982311121476,0.113566075945508,0.357295801840259
