group,CD11a,CD11b,CD127,CD150,CD1c,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD38,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,TCR
healthy,-0.440580429930341,-0.151083076247102,-0.492125139387878,-0.329953692775416,-0.0558945945041986,-0.642091790607136,-0.491509506183002,-0.629094604817209,-0.112749264808021,-0.353634027476283,-0.374180392175288,-0.373463140088776,-0.514718811251127,0.0237701914006871,0.25971153681615,-0.517975763897471,-0.336931586512892,0.534529614316036,-0.325097426798088,-0.331833550913814,-0.344201537207013,-0.544518799362407,-0.617535655111768,-0.487372602101428,-0.292321814524242,-0.154070026928793,-0.408744922001101,-0.011673729210147,0.0989857720049974,-0.5452240810672,-0.642292823169748,-0.441436404867239,-0.691061409770855,0.0888922736723901
healthy,-0.498575590820353,-0.205896682963292,0.0054210398142012,-0.481281960781948,0.0071307898272519,-0.488829806826141,-0.393226380245809,-0.777772469014634,-0.439932123740732,0.162766454269375,-0.110915285683585,-0.696409572641581,0.12028799209298,0.424579427833195,0.35221523871716,0.0187424298750002,-0.192028088374785,0.375422481867989,-0.304120803765979,0.190729897175051,-0.57973792340571,-0.347930532952269,-0.137571578159869,-0.0116446839239051,-0.548720445196794,-0.514788317436667,-0.540037852572683,0.549246193653227,0.561083269209374,-0.239809233317602,-0.66102633166587,-0.458794449255479,-0.577260306242572,0.483400160225121
healthy,-0.0019850985207001,0.14241213453535,0.0988218382290838,-0.0016555019166056,-0.0981884022770215,-0.009903732300631,-0.118895963525271,0.0770137671825022,0.0475321670137954,0.0479804789687299,0.0703808003662128,-0.15524511595211,0.012308526641682,0.118059179222876,-0.0186745760308897,0.0477073451799201,0.0021017041979442,0.244254058788212,-0.0636137678204712,0.0317425759154119,0.0841650636811956,-0.071658128338648,-0.213290102876084,0.0238108524016353,0.149115091424349,0.113070438461772,0.0455350826877497,-0.468489694167928,-0.0376354961705555,-0.244230634462058,0.0179106878325693,0.0966818804315574,0.0259733780197357,0.0907007495778738
healthy,-0.307034204092212,-0.103335400747519,-0.12093161200882,-0.368310097917472,-0.0484960172670161,-0.540478437518827,-0.564829945939959,-0.645221791032054,-0.221900955998809,-0.145388982338245,-0.252781855559186,-0.317211803364385,-0.397650251754609,0.433659518913593,0.250049175173041,0.150955584128905,-0.122810635643169,0.577090535974804,-0.2043570273784,-0.039501923787568,-0.345154950133898,-0.428783356496081,-0.176247057918205,-0.201664730066593,-0.523291360625948,-0.0483934867023236,-0.532376621891516,0.342107101779439,0.344772420660372,-0.513796901371203,-0.764236705690964,-0.448107321837205,-0.755561713755485,0.591647133956529
healthy,-0.323184450153533,-0.110245934410299,-0.306559750073096,-0.359892373444431,-0.0079641169699355,-0.427446195830492,-0.524205014165904,-0.460119921072232,-0.0817072702147047,-0.0268792079965909,-0.446470745799098,-0.247721004776701,-0.551238908840084,-0.108528546244729,0.212459073349219,-0.480442747026918,-0.372094204780325,0.31956280140981,-0.233761992799115,-0.353575402071673,-0.0676615182222156,-0.660947790407678,-0.500795197419068,-0.462668380680297,-0.234495154350411,-0.122699036991981,-0.362292503655863,-0.205517155475831,0.0492305461694421,-0.596333980305253,-0.567202197181105,-0.37473884939516,-0.567273947833831,-0.0677677914989317
healthy,-0.228668279084861,0.0895781867168707,-0.0317340864245181,-0.2443029216415,-0.0263697426659829,-0.183794934789208,-0.485443786510754,-0.392862412425038,-0.128179397022315,-0.0803695475203167,-0.16819380884374,-0.268700767885207,-0.139827077676888,0.347129471970913,0.419586525169461,-0.1265091055472,-0.0401356998928858,0.843320217864702,-0.549573297611949,0.0210092138028118,-0.221224957523393,-0.270953473038687,0.0977753112931246,-0.0503217485839316,-0.242050301179293,0.112471466825222,-0.39514120539603,0.510763592788668,0.645027211606162,-0.385842112543496,-0.501048947069287,-0.0788045011999712,-0.36681401241562,0.47387197450698
healthy,0.0210280539529033,0.0054069769582219,-0.0402051507168778,0.155730630911876,-0.001461863575014,0.14153866209947,0.244109331317097,0.214695509035198,0.0505935897994576,-0.0430144193379745,-0.050311366786847,0.282503157582003,-0.0585781061470241,-0.444926696493229,-0.389822160940548,-0.340368052349591,-0.0852731820744228,-0.443969167064823,0.335742213226115,-0.122042249626007,0.0852581133563813,0.237542974577278,-0.294042997042606,-0.109546481047165,0.184593556577871,-0.0530990624715598,0.240434326568032,-0.478212961080406,-0.431850887287228,0.102230736104824,0.438763108360054,0.0436206570385689,0.122866349070288,-0.413748254882456
healthy,0.0194708497885396,0.0604402253135526,0.230955112612953,-0.0117814617464459,0.0054965408994944,0.0150671911045799,-0.208139267082108,-0.159516756782534,-0.0576458072256198,0.0989043852081207,0.133901171013885,-0.0898846771703416,0.112732175028339,0.509876530256346,0.490159718387177,0.204348672067191,0.170589016311336,0.757078255762705,-0.256928239408941,0.229722425880484,0.02145153523886,-0.0463144024881788,0.236569486841356,0.137300169001859,-0.0676847629279605,0.0882157428433999,-0.0922491107809785,0.491388822710147,0.535029548452546,-0.123898596913233,-0.248981443076682,0.141605324795335,-0.0707635586295185,0.52134260748775
healthy,-0.23810193963275,-0.0749535957963614,-0.371072310747483,-0.0734105447001445,-0.03735590280916,-0.391373355035052,-0.0259262433594929,-0.191088705323216,-0.0759650583545394,-0.265368133424599,-0.338232829018804,-0.104475024321624,-0.460310796414668,-0.606959300317017,-0.375381442894643,-0.588136225246029,-0.469794052400499,-0.418339615464374,-0.180892968976006,-0.45140141335543,-0.27930406045061,-0.233839698336101,-0.53988918394992,-0.431195997000257,-0.0738596619700166,-0.0056994088616848,-0.120865621225577,-0.404306887509484,-0.461970504213487,-0.170709392289153,-0.0121384836823631,-0.249639883694523,-0.276830931943225,-0.544191580325326
healthy,0.012614541974986,-0.163999037931346,-0.165054302356181,-0.112132779800927,-0.122319830443696,-0.0916899197051464,-0.0853600073423094,-0.0152940654240252,0.0160568991410697,-0.143447453142008,-0.100552571076644,-0.0550228129584098,-0.15439610868761,-0.236971737272151,-0.10826160524784,-0.246950839500976,-0.154769114869166,-0.128420893919308,-0.0255692063669377,-0.201709408687336,-0.0561782487907496,-0.0898607733859537,-0.23428859217967,-0.116158720537684,0.0160251437296232,-0.132832684187927,-0.144766073617894,-0.209603247821485,-0.160224798673931,-0.0267981570719736,0.0295867733404993,-0.159091127198512,0.0413410400601634,-0.197480902339622
