group,CD11a,CD11b,CD127,CD150,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD38,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,TCR
healthy,-0.480094549733859,-0.190401138169538,-0.479011469046697,-0.36943194071907,-0.657023105116277,-0.538566931266833,-0.679260585431887,-0.165930851259285,-0.359256798159492,-0.349677042551709,-0.425683265220416,-0.512181329656008,0.0882217713700776,0.276119065247718,-0.485719541022556,-0.34148148069803,0.550899344763264,-0.377140227917392,-0.324074147627649,-0.40068112006497,-0.564394643292387,-0.601089578533845,-0.481276312539344,-0.181581408988924,-0.471088668694327,0.11036492142064,0.171619374617552,-0.560746786788059,-0.704972361163238,-0.471082192582536,-0.731745772339927,0.15645618322878
healthy,-0.0800372013271403,-0.116575548005792,-0.512407839917106,-0.0557874045000377,-0.298519543279748,-0.135511150056706,-0.0585183406643741,0.121658573401007,-0.384251201895322,-0.191194695164987,0.097557903320764,-0.407862338578641,-0.419615142857873,-0.0474349387695968,-0.508956696615719,-0.311091394998108,-0.107213650269828,-0.0275612117583565,-0.418786008758265,-0.113707193945019,-0.284821620044895,-0.43141706284995,-0.443264473814083,-0.0083062837174431,-0.0307747043905858,-0.281100345609845,-0.332124290153633,-0.17002801165764,-0.0398065618608487,-0.20806691454321,-0.196176250047256,-0.375616016436683
healthy,-0.166050887466419,-0.139821463093006,-0.418044504519274,-0.184765915938241,-0.384610085338858,0.0414298522158054,-0.26194822767556,-0.0995197497185496,-0.378495013714339,-0.102252569407862,-0.0750678317229593,-0.274510206064467,-0.39124351578644,0.0153895656976956,-0.319349045815412,-0.306688902687026,-0.202853120491004,-0.205568262082784,-0.229818944403245,-0.213199167684422,-0.305372563860838,-0.350913658226695,-0.213942911765701,-0.22513503321577,-0.163338861248488,-0.277867138254977,-0.24205830422915,-0.255983877541211,-0.0744354997125767,-0.37078821492202,-0.227275093639126,-0.302608098126994
healthy,-0.346146150189585,-0.15367165618902,-0.295492951965564,-0.405852749417318,-0.596927443756405,-0.549598108728653,-0.747150096256537,-0.239411886382313,-0.2871670621041,-0.200630788939369,-0.409579843295026,-0.43066497606893,0.318803667040474,0.349667094957381,0.0910113179781594,-0.178238242738397,0.535245636562312,-0.2453715742315,-0.110541991756932,-0.399075266519035,-0.53254823974867,-0.15803833344159,-0.242342768979502,-0.118176786109736,-0.566524606203758,0.28837740722361,0.295651799191596,-0.543979065929205,-0.773862684339638,-0.574766705748962,-0.804450908491147,0.480857188979885
healthy,-0.333043353567945,-0.179936560802779,-0.582269331899142,-0.317285816261787,-0.518956469796975,-0.301310645860257,-0.487004119297595,-0.21475811765052,-0.56264761806184,-0.0213866337021933,-0.120047943457617,-0.383752795035037,-0.224336830151065,0.0194287034298886,-0.493676556901058,-0.3760706855167,0.0222262226480003,-0.116687924214204,-0.401149427236898,-0.496769279227317,-0.313930589843706,-0.442266183947744,-0.430653574911007,-0.15939245388813,-0.256288071768463,0.234405817209459,-0.135021623630303,-0.207441359422684,-0.228467291409064,-0.370804938074495,-0.347417808878284,-0.128317776239252
healthy,0.0571875811763716,-0.0501108565698406,-0.129080099613288,-0.151662080239603,-0.0576216393222241,-0.001887458019243,0.0562504792657492,-0.115334962214208,-0.26733283823898,-0.0442890172580065,-0.0243861275092602,-0.125070805395585,-0.289624192208718,-0.312163062568854,-0.208556213909985,-0.0781564621594149,-0.399109023241932,0.124877321009674,-0.169927193884525,-0.102692655411156,-0.0332365480095743,-0.151170316882921,-0.0358686944975385,-0.170190929767511,-0.076750850877705,-0.143090013925074,-0.183549693970881,0.0349664228289795,0.097687451300023,-0.0929556688566859,-0.0043371305702561,-0.352558101012261
healthy,-0.148216877598305,-0.0791287140638296,-0.162640695059618,-0.0318751426581542,-0.0646106375090816,0.0610214045413527,-0.100262323816417,-0.103266901925391,-0.266165668693022,-0.0353803751071281,0.148183676461336,-0.146656458272578,-0.41691977259742,-0.204038942975839,-0.399147781498582,-0.143934484041329,-0.200567750325212,0.0856558633165491,-0.173266054536701,-0.132320215871018,-0.0371331898787647,-0.114644720575315,-0.147071703595143,-0.102538968702508,0.0395574443791416,-0.307525889366199,-0.246600468700287,0.0574875012961643,0.131285791981768,-0.1248079257119,-0.0285085803481681,-0.308794479122888
healthy,0.0156763184219783,-0.107951003581786,-0.161050595947384,-0.0514794795459802,0.045400441956372,0.094131669153343,0.0098815835011403,0.0091050006955334,-0.132608166033655,0.0245243792981086,-0.0860281865266711,0.0409061113050365,-0.354386080174497,-0.259273831105161,-0.184924783138888,-0.0509465905488919,-0.416130622955858,0.127917767948416,-0.109372070334473,-0.0649761134646819,0.12072623028972,-0.0836668730134531,-0.0555814296924867,-0.101590563797704,-0.014130048486132,-0.133246393449274,-0.321600032343176,0.0560799028637732,0.142726116182012,-0.100837040309352,0.0519487162556348,-0.3436044925057
healthy,-0.15752835246641,-0.0745633901265868,-0.284904831564125,-0.0105671339910641,-0.295373928253228,0.066433585056254,-0.0875083494412823,-0.0662444110769443,-0.283530351418677,-0.242277018907806,-0.0918750390780682,-0.356574471813789,-0.604022980538991,-0.462673619769635,-0.436781884460071,-0.386385494763626,-0.622602001351916,-0.0152739873422919,-0.376384232880312,-0.199716295184679,-0.13852698402445,-0.446688629110068,-0.342339962552513,-0.0466407141344706,-0.0457420451351912,-0.408506575911661,-0.470440540324693,-0.0943589974012213,0.120882349126117,-0.243601856864065,-0.125391209872793,-0.578648858586833
healthy,-0.100307036074393,-0.279883041613367,-0.238890436854728,-0.359151024577841,-0.207090168263266,-0.419520603478793,-0.3936658963627,-0.103769565954701,-0.230427790998942,-0.0681815657501992,-0.264870141180514,-0.282453941265897,0.171340367738244,0.0574275514304772,-0.128587639861058,-0.190415144926298,0.255601821829938,-0.274986609079637,-0.189199528934459,-0.329829330514021,-0.330233671812069,-0.160389220362157,-0.206179149842357,-0.216693377837196,-0.397396704619892,0.393168493758609,0.137547092336028,-0.241825609512744,-0.39095569065246,-0.37550556569099,-0.324933954269487,0.215335292174429
mild,-0.0853506055446747,-0.197717366519348,-0.0884595514916522,-0.245676838687812,-0.160711410507396,-0.330344432556797,-0.349323287620553,-0.115882326979532,-0.0785887541374975,-0.037862205945534,-0.380291242330443,-0.148730273506718,0.244224220289031,0.164212966470227,-0.105557866610805,0.0395106130202586,0.54773753215326,-0.464320916049346,0.0905046665656135,-0.151501773592697,-0.511605809100497,0.157984761353757,-0.0036612511319515,-0.211780714812597,-0.338029208978092,0.210981744614763,0.448898736080635,-0.231904259480977,-0.436638398730256,-0.251990074792765,-0.293651650541339,0.224130620436121
mild,-0.33375705764023,-0.294947033171304,-0.439889067159462,-0.383624135927387,-0.560411094377751,-0.583551670062225,-0.576930384090546,-0.0402374685571551,-0.464734615580291,-0.160494903671242,-0.345444665278303,-0.464443876896489,-0.0764309924412616,0.189245150557712,-0.356796782661561,-0.29368851860678,0.386252142332386,-0.209262010500831,-0.343546838162994,-0.374539727756262,-0.572528579209103,-0.402587736430215,-0.370352244927052,-0.225194946139803,-0.447173740165556,0.432617693631345,0.0551078799670634,-0.430550036897609,-0.591101611212769,-0.472826263765717,-0.585193356637947,-0.0639365475338906
mild,-0.348901763781567,-0.246903668425705,-0.514886266525675,-0.281094799529096,-0.605114089417671,-0.338237333227274,-0.588721077408489,0.0521458412258989,-0.592565054465581,-0.154868983845631,-0.0372035089304205,-0.492323429731786,-0.201136067658453,0.188233902775397,-0.422858459800142,-0.347086372152165,0.240280979728128,-0.404725467276824,-0.384646661969823,-0.283508648964211,-0.576795974629391,-0.318484292547043,-0.430769495547957,-0.234724330988666,-0.393588978659856,0.0619644509715329,-0.0295309375683916,-0.447678278698579,-0.49224273531733,-0.440821647532453,-0.522841872271733,-0.107307370639181
mild,-0.393525496910457,-0.181047987160441,-0.590166582931617,-0.414547906847674,-0.631518214213088,-0.516289039950657,-0.584833318499117,-0.0734530155013861,-0.616992070090699,0.0277888672158733,-0.182250710740166,-0.422396535160451,0.0247380831055906,0.384216670347381,-0.389640178955006,-0.141371467647638,0.372743525487284,-0.189496115527813,-0.276383011750879,-0.344551456445287,-0.520269248626712,-0.26573600188229,-0.350817910107954,-0.118429434019407,-0.339395647233318,0.26823276665816,0.0668073629632581,-0.284431053491061,-0.539202887811154,-0.45786659054598,-0.469021361658569,0.0978180712069914
mild,-0.291247630681054,-0.0537710343666521,-0.268974691862484,-0.451328972632855,-0.567691306506338,-0.438014649051066,-0.623606602236947,-0.0956855868193179,-0.45526855399793,-0.172346830723545,-0.24933126833017,-0.37626401041348,0.113923902033125,0.286415989317786,-0.307807924240676,-0.134143309238415,0.43077436461848,-0.146316820258384,-0.0972133170906239,-0.357527518881156,-0.477311349182853,-0.165669422446589,-0.26024054564162,-0.0107209221977729,-0.296333542839297,0.280759697967253,0.40022599699164,-0.46867803169394,-0.55091761070237,-0.462828417794945,-0.546990283942671,0.228977710008183
mild,-0.384600500578884,-0.440036292684947,-0.514420841680845,-0.405705119460347,-0.496395829235355,-0.323641117317515,-0.417273725015157,-0.174323960556178,-0.30699862786663,-0.386320367857434,-0.280258098434623,-0.507452531709341,-0.34003241285373,-0.0467727017551093,-0.59190963863959,-0.427133657092982,-0.0430918184008173,-0.436330964317415,-0.498760099310739,-0.176928356201826,-0.536089890568065,-0.591626677284477,-0.591040294582318,-0.372062475896543,-0.309618882610114,-0.298435115486243,-0.253730734089466,-0.49435044673268,-0.397489584916173,-0.38188002150079,-0.487778876768568,-0.309629809603658
