group,B7,CD107a,CD11a,CD127,CD138,CD150,CD197,CD1c,CD2,CD224,CD226,CD244,CD254,CD257,CD26,CD269,CD278,CD279,CD3,CD30,CD326,CD38,CD45RA,CD45RO,CD47,CD49d,CD49f,CD54,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,ITGB7,TCR
healthy,-0.147406163918605,-0.158976119885241,-0.362197896699225,-0.191492446421512,-0.0199950840832536,-0.294826520204912,0.313121976489614,-0.0626469904796548,-0.383657023129278,-0.5075044211018,-0.59862875156139,-0.194176715915609,-0.0572486377602894,-0.103437869794758,-0.117063766821486,-0.160567298136907,-0.142095240288906,-0.399843811716452,0.47224271134,-0.060538235831825,-0.0711882547470431,0.384314693312125,0.661785626816243,-0.354966906077727,-0.0097856261840779,-0.285186058879917,-0.411013182808204,-0.346957251171264,-0.428513349662029,0.349880474981289,0.473311694341067,-0.111985813958879,-0.458110501668717,-0.69118791147665,-0.339825959117814,-0.57876322872798,0.132468635391157,0.525405984717961
healthy,-0.140950442770083,-0.222889793540094,-0.378440226381506,0.194543000013864,-0.0911865367470621,-0.397048155507143,0.558686271605163,0.0329461167602465,-0.295468478355294,-0.323959464841397,-0.637707508384944,-0.388272515177688,-0.0895732261660748,-0.061662053179595,0.254067943573632,-0.1851214247005,-0.0015659494605779,-0.62058613203681,0.568553055890535,-0.0161913803812403,-0.0737205594612294,0.338532549946401,0.421300535689708,-0.238914688935842,0.32151051670877,-0.451475851432225,-0.234409881861091,-0.494182965888331,-0.472053481109521,0.574990348138841,0.612215657939854,-0.0544559502964433,-0.181095948004068,-0.586083112772768,-0.312842191892782,-0.415809668148987,0.233995888101777,0.611808984046771
healthy,-0.13765550232693,-0.0720917524678226,-0.198374804745048,-0.0075459601711444,-0.0299313127530847,-0.248472151275707,0.23991358182861,0.0157961148398549,-0.270578468079858,-0.488554456799062,-0.303175675681393,-0.0378160330374455,0.0519262060099604,-0.0746923304802652,-0.114559768457614,-0.0213436279963019,-0.0674348230161877,-0.203278355391622,0.328053406195447,-0.0789295939869794,-0.0254125681885345,0.398659046448802,0.605175018146181,-0.131583490379559,0.0059604332802151,-0.163120879366949,-0.496248816539879,-0.257399829905774,-0.293236772782017,0.28362743468517,0.228556151551777,0.0009955969359648,-0.279403871503541,-0.551847804395328,-0.208865584484702,-0.412722036556233,0.226850232094459,0.363558456680824
healthy,-0.097225601448937,-0.198548718451417,-0.320863412255544,-0.165188969718291,-0.100194180188497,-0.425800498222959,0.285698424560995,-0.0461256285614287,-0.565520999523648,-0.554443115455763,-0.671369618307878,-0.190319789555236,-0.124197079271412,-0.157114203162852,-0.261324485454755,-0.142098423623403,-0.210870543202669,-0.350509546160681,0.458020351112124,-0.181872902647074,-0.150212604749638,0.371228514039637,0.64353412700696,-0.217524015335719,-0.0918934505811575,-0.340193764766409,-0.528902672536895,-0.515139595875766,-0.540040394145702,0.386754740271065,0.418236338491065,-0.168448930740557,-0.526261981092927,-0.785478317750267,-0.475101521861276,-0.774992766885008,0.161499398166953,0.581559391502001
healthy,-0.0046652469628356,-0.0451543237376072,-0.0842534051331084,0.10402619976244,-0.0140318660156086,-0.131882817970954,0.319807240106439,-0.0160477404018736,-0.0260953019717682,-0.226860025034809,-0.198459959429712,-0.100351059192684,-0.0036792731563883,0.0382288782126625,0.0667340770426325,0.0647936948764444,0.0645754976587442,-0.218102670536803,0.54501042358273,0.025355235254894,-0.0467572921007255,0.144615354936521,0.344254566936084,0.0092067743350587,0.209479819328873,-0.0867770355955807,0.0643309968889214,-0.276219946086391,-0.203460773786309,0.593669221751248,0.392158218234848,-0.0408184731508608,0.009286363796689,-0.348725895993261,-0.137008806600694,-0.0612806111504715,0.0064627129633303,0.55602459229772
healthy,0.0945523618980585,-0.0638452600274387,-0.173571077633989,0.0801519855933752,0.076049846688489,-0.217071775939887,0.456185377686909,-0.0209790508507344,-0.114396385409728,-0.37001360652022,-0.320879858608836,-0.0531487898651361,0.0486702440106909,-0.0338878302748489,0.0837135054080054,-0.0492372301775333,-0.0222657593957531,-0.246139327007557,0.421191514524751,0.106800500897506,-0.0646206478671014,0.504259347556778,0.763954877966139,-0.430768436829981,0.120476779020434,-0.167736749459431,-0.307115581665357,-0.280429168744146,-0.306831083467549,0.530284529018443,0.648330164220663,-0.118489148796768,-0.247047866283469,-0.389454314513196,-0.0140333477233705,-0.287526098548797,0.265989463391857,0.536967933739511
healthy,0.166214546512321,-0.0173266040393941,-0.174071867869401,-0.111773088181088,0.0179757232246144,-0.0557811711278518,0.154180282148152,0.0555809397888996,-0.0852586412356164,0.100767940261563,-0.0139733355175085,0.0635286930222914,-0.0800604361457153,-0.128941874299773,0.0918741815512469,0.23077400332171,-0.216059092566127,-0.190938310255339,-0.0802481110970107,0.152507937834219,0.0812131512386344,-0.0965846139322451,0.0522163612475304,-0.171058288835727,-0.111445040487028,0.0378863287491936,-0.109082752156458,0.0043581406262988,-0.134762138293687,-0.0645578188519128,-0.0955370232623327,0.141242963515194,-0.40819223016176,-0.128188897520628,0.109376810627191,-0.192859866303423,0.0360738421859697,-0.129988074957454
healthy,0.178980150855259,0.114555833809615,0.0680676240063777,0.300285374393006,0.12787993866693,0.003837892552827,0.352322930819299,0.0221950362309313,0.105851954682165,-0.135496389781182,-0.0151650303924659,-0.0423558691075301,0.173242016604863,0.151993632739763,0.216168389608626,0.221067279352902,0.124944113850874,-0.0520264438912283,0.58264155375497,0.24127666985784,0.179932281947721,0.454869090829076,0.729459838435132,-0.21326471474865,0.327601107755404,0.105625807650362,0.0151830899706573,-0.0277844280551997,-0.000816114361715,0.446368497933744,0.554980399504155,0.182792344398041,-0.0537047259762225,-0.188728173813303,0.176262264149958,0.0296850025972731,0.276789143437829,0.585336272164777
healthy,0.167289102355036,0.142751957154055,0.107750999875732,0.25763364360548,0.142799076671891,-0.0328600747613757,0.382035953629634,-0.0111574163118328,0.253333602187942,-0.13048069330044,0.0105346743139984,0.0293273639884846,0.146652646490441,0.0664955972384745,0.218297520910105,0.0875357956803359,0.224052213165901,0.0215766575283917,0.582533874747159,0.111765884472877,0.141786156791672,0.483100833885554,0.71260913519852,-0.118365805207246,0.364211254620327,0.152328024852042,0.0744285277485872,-0.0432825677584179,-0.0330323230355518,0.441127106435992,0.47141893567668,0.171525173269553,0.0342083344789438,-0.221871529284235,0.203207473796987,0.0566620474710208,0.193471989163362,0.568393880645538
healthy,-0.0352796628652981,-0.0707083238847579,-0.145437326904394,0.0017299316154975,-0.0412046625046534,-0.169060606079158,0.266180245635108,-0.0219636651167896,-0.131820321146137,-0.303474390480164,-0.368139220178924,-0.115902081671924,-0.0460943595305885,-0.0229122825902398,0.0145582625127309,-0.094751068001934,-0.027569089464949,-0.168563679457944,0.457839772687349,0.0095128549823491,0.0082227496950487,0.247880449249711,0.555787717500358,-0.27043356666974,0.0635170602809505,-0.197849174946958,-0.319903190391888,-0.255106862752748,-0.151400184215963,0.553034268428181,0.419717050717756,0.0098553725867809,-0.267577894859231,-0.480644392070555,-0.149758151472936,-0.465389561079886,0.0669188136950976,0.4737376012087
