group,CD101,CD11a,CD11b,CD127,CD138,CD150,CD1c,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD305,CD326,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD81,CD82,CD95,CD96,CD99,Podoplanin,TCR
healthy,0.0182991702997856,-0.211471114663727,0.0368497568764316,-0.360722667595361,0.0250414583734263,-0.064814395454809,0.0390769109300865,-0.371960086049496,-0.205363882313354,-0.288403082504107,0.094449157049068,-0.163906144930366,-0.374827918475828,-0.0904300807946825,-0.363803780516917,-0.202257654345175,0.0292807133564785,0.0081399118097657,-0.430575289005767,-0.235060366314216,0.343594547878586,-0.0455591942882523,-0.268945968488052,-0.0103765656347335,-0.325505767792447,-0.440510704918667,-0.369911721735789,0.0225923399691037,0.0135483734806925,-0.0772748063294713,-0.558881344259376,-0.1912459447398,-0.188813169596126,-0.371329253543229,-0.254443867265082,-0.199443116647399,-0.343505947884045,0.0169918365877975,-0.155979321976095
healthy,0.229182360454352,-0.436694880952471,-0.131816131196405,0.0975565043220433,-0.088121022784878,-0.431486109545892,0.0301001843072256,-0.393957906497816,-0.341591280343328,-0.700577934308287,-0.388858568303022,0.228609196445453,-0.0624263565634794,-0.658479807415378,0.161367980273847,0.523718535858964,0.104530649803512,-0.0852599372411577,0.137847055140116,-0.0908742378286965,0.444466236983741,-0.2985011459528,0.271088884138571,-0.489132930847435,-0.316974428885337,-0.0189807989727963,0.0787306193213681,-0.504548405614872,-0.415966958043647,-0.48719061184335,0.610824805094032,0.589603629293506,-0.0993171905205083,-0.204341400379808,-0.628495513476857,-0.379468658444351,-0.492200938018672,-0.0739757211879374,0.557708403331783
healthy,-0.135361055427404,-0.311154477484862,0.0238627663455002,-0.252920275641615,-0.0744068145250684,-0.33835523860521,-0.0161965736815186,-0.486671544860598,-0.472803594497628,-0.56223823672838,-0.0750354428571003,-0.206587623026896,-0.0466750434697373,-0.361317436507579,-0.248826716542302,0.464033073041005,0.245323715610236,-0.0560541681880016,-0.190046650194601,-0.112982212051975,0.672251189640561,-0.208702096506871,0.0069136769141125,-0.406339770786394,-0.580297544565228,-0.0716557181374416,-0.280577737294846,-0.429335738935475,0.0559817317341492,-0.367977484467496,0.612570728004725,0.383853912928014,-0.109093943451629,-0.279087373423482,-0.688956468638525,-0.450748875370856,-0.609902530422656,-0.111842051687983,0.488587620182175
healthy,-0.188114969974887,-0.299797486574048,-0.143833828715539,-0.0405518046933121,-0.112170435598576,-0.344079307957716,-0.0665586723434406,-0.287606757122863,-0.278811665565153,-0.400232391961691,-0.153399725430406,-0.0403831328260968,-0.422982937530437,-0.374648940092859,-0.32236383664435,0.0584255259315173,-0.0135964076268398,-0.174157296439797,0.0378347863079465,-0.247192778875082,0.178746228949061,-0.2085399774395,0.041362351685197,-0.17183776757664,-0.249007118076746,-0.206253722261408,-0.238541703521963,-0.361962811071203,-0.22500788382836,-0.431077688092789,-0.264564081269978,0.0890486888467836,-0.170009765340276,-0.530808739370986,-0.596957783190139,-0.436710353606694,-0.576705045587049,-0.249042168047485,0.190059294642965
healthy,-0.199023892246918,-0.211929903903898,-0.0360461637146661,0.0198089233308647,-0.0305805724988538,-0.271956134277559,-0.0287680884615609,-0.173441740745983,-0.448263928704379,-0.362319939844233,-0.120592929387608,0.131655615455848,-0.130132289797835,-0.350878526550846,-0.191403395817874,0.541335665302299,0.302521055792918,-0.0806021138670892,0.0990709934161869,0.0202511586112688,0.521024666817114,-0.0938220386529751,0.0992652500729027,-0.0704996118336804,-0.222338254051364,0.0098086009963146,0.0093938797553577,-0.369398965269173,-0.0181582399896538,-0.34724712007113,0.500311047677254,0.441705461977066,0.0533120535803878,-0.246330945772732,-0.598903564243507,-0.270987134617529,-0.292547045970445,-0.0755472207026691,0.566265715991213
healthy,-0.082434563574356,-0.0728618619167251,0.0135589867899868,-0.214967567172812,-0.0453670117593879,-0.0762545674439591,-0.012873069841251,-0.0950052188845863,-0.153627230032863,-0.215992987613832,-0.0456948334123065,0.344560778364918,-0.209286279533522,-0.259653740537687,-0.14235689628163,-0.0944993518717339,0.0752378583648983,-0.0909729445605838,-0.221631524956281,-0.172466123071623,0.280181517539936,-0.21985072699194,-0.0544172266394447,-0.0724803644141986,-0.157858212806411,-0.249634580026047,-0.1604830329728,-0.0571929094033712,0.130442017410633,-0.104869156210046,-0.0613754471224004,0.242209905446111,-0.0171541854947237,-0.204701443628388,-0.186793075389509,-0.0449912449681669,-0.240931761585254,-0.0475378699111144,-0.160980788550423
healthy,-0.349843575423514,-0.471476852969699,-0.11846508683137,-0.0662997733170589,-0.155094801345998,-0.42247628323196,-0.0560799740886128,-0.480401195994262,-0.434908862847847,-0.572129835478181,-0.264402955987394,-0.176690012860098,-0.165457902971555,-0.542771080185337,-0.216758243166329,0.0768463302706859,0.0775402246955835,-0.175822372041277,-0.0840663686869197,-0.283844215232433,0.424502594152045,-0.755766137370457,-0.227326900758922,-0.407895711635828,-0.360383948639289,-0.0684029346923219,-0.189639383318779,-0.423464878328249,-0.198746323877387,-0.517066490042631,0.0917219952292505,0.280427036685866,-0.0318316992869277,-0.492366156658404,-0.628877473529763,-0.367451801572343,-0.565969661035427,-0.278653803361482,0.0397753483911323
healthy,-0.0980317805189991,-0.0499940560382049,0.0118511279547218,0.218310335060794,0.0966605715343035,-0.0522732810689976,0.048488910066954,-0.0594966259520219,-0.117518052219185,-0.145544556364632,-0.0680181909397546,0.253340314127411,-0.188836382516737,-0.126895655964063,-0.0804597873288336,0.312309015149396,0.340187480862704,0.0973131646589718,0.0753167922983122,0.0660692672103085,0.601645636417687,-0.334631742558023,0.147333971079643,0.0208117217745894,-0.113212262240503,0.0987154177646106,0.0403825860929844,-0.062293196666469,0.036201439447789,-0.122050762808048,0.10405712531388,0.397708971555863,-0.0892832162660583,-0.165727801406605,-0.293392258144585,0.100282997705,-0.149483337340258,0.106815489346745,0.351749880489243
healthy,0.0193596209665509,-0.35233827597604,-0.040670969320505,-0.351191117841799,0.048312812838627,-0.135612912179702,-0.0418685500629069,-0.46529728465081,-0.282196764523912,-0.39625910795056,-0.119494924202957,-0.135934226626745,-0.278083737834928,-0.0781392070306515,-0.408190736768756,0.0054751950651726,-0.0484006373116852,0.155501531181439,-0.267051786241295,-0.357720505885767,0.407039501063387,-0.592272745909791,-0.290477502157821,-0.289935606315295,-0.347478516288396,-0.343176797099448,-0.394376292478897,-0.239093812655628,0.0280136720759888,-0.276240242286685,0.0959991007388944,-0.145628663208873,-0.102383209765809,-0.32467295802155,-0.492823074844275,-0.10224815188801,-0.510754207498981,-0.0008667408318583,0.114460054370232
healthy,0.0736632109143222,-0.244807245010252,-0.089279536721891,-0.31434175107919,-0.158336442762063,-0.255537139068541,-0.0700486568343339,-0.368071111273702,-0.516717866100915,-0.530869383426748,-0.13802826766024,-0.0937914725950485,-0.304991330252529,-0.3014301118509,-0.402377360084426,0.223086433989694,0.183579308017939,-0.128587367627737,-0.260596873770624,-0.250375541131768,0.680053874218881,-0.380532970847844,-0.162218202939726,-0.243186105357363,-0.590848885832907,-0.259360021723953,-0.373093235038929,-0.377894777375746,-0.0802275400128499,-0.301642670436355,0.48841076141001,0.345138668436076,-0.225620021046427,-0.480528048129968,-0.6969543044819,-0.376927529462993,-0.677095952397448,-0.134368699631215,0.28674753120719
