group,B7,CD107a,CD11a,CD127,CD138,CD197,CD1c,CD2,CD224,CD226,CD244,CD254,CD257,CD26,CD279,CD3,CD30,CD305,CD326,CD45RA,CD45RO,CD49d,CD49f,CD5,CD58,CD62L,CD7,CD70,CD82,CD95,CD99,TCR
healthy,-0.160159354007635,-0.183794765631511,-0.435636385192372,-0.373087641664782,-0.046920128540012,0.25841583386513,-0.0709276507920277,-0.54388923528743,-0.584524488744475,-0.697174150373565,-0.177553231510849,-0.0886687854484142,-0.151520077871934,-0.253465292468976,-0.440034874954765,0.393326876911552,-0.101858835805315,0.121801547616158,-0.0883652523927219,0.74582374985535,-0.409277655966977,-0.363069368547211,-0.515066125728607,-0.404180366750882,-0.482242588942875,0.299482735074996,0.406900914497527,-0.151150008659083,-0.540710052882837,-0.773562783979425,-0.702496926721194,0.455280084350583
healthy,-0.131643398280173,-0.285506523327183,-0.484469181873364,-0.235882160333949,-0.105651273862623,0.423369959801988,0.0319554260265453,-0.606121109857155,-0.552430221272556,-0.762306846622387,-0.282280561708035,-0.176602445250209,-0.141174017051847,-0.115474252245883,-0.640408896249078,0.35569686599663,-0.0816249225405361,0.0567615389944311,-0.143565947325553,0.470333586279359,-0.293591688555108,-0.618346963103493,-0.461546426432218,-0.253886373347901,-0.570380894062745,0.562598867648049,0.422040235601103,-0.157232108314721,-0.351628129753384,-0.751600509165734,-0.625414104657262,0.459566355736731
healthy,-0.168658846108222,-0.159488157002202,-0.447654289870224,-0.432003302068501,-0.0984633893849989,0.249923468132558,0.0313388406498277,-0.541489048700684,-0.552567702186562,-0.687422551618319,-0.0925195556292519,-0.0540905200504608,-0.0695611427074772,-0.190126811077759,-0.424792748850037,0.365447658616962,-0.170611739070841,0.224365343259675,-0.057067609923767,0.653445967906356,-0.324019045702964,-0.453184907255083,-0.58791386019987,-0.15438226248669,-0.420177589728296,0.530062153867622,0.336515665680389,-0.172417053960065,-0.442984229055469,-0.759070991927577,-0.698422104214703,0.422992133081192
healthy,-0.086124496290216,-0.192600886455052,-0.305930953935783,-0.269485284604829,-0.105868816802135,0.295146578084038,-0.0362470285115881,-0.582254476439244,-0.520676008340315,-0.72056227931597,-0.179167215307934,-0.122615692529415,-0.164052034510886,-0.333781994748662,-0.328580044885244,0.435803502830338,-0.211057431596556,0.139862226857964,-0.131368400272449,0.634116667416134,-0.19909843683989,-0.341942887716229,-0.491110541191512,-0.0988087407951217,-0.540682811664736,0.277981646508308,0.380768772220458,-0.170510773005999,-0.531072252449349,-0.756699617506473,-0.771200222000117,0.557370584142865
healthy,-0.132522582950721,-0.228845984683369,-0.390226668151423,-0.27612636377925,-0.116184196873139,0.276249051647178,-0.0336546245828314,-0.447161287678971,-0.633155236862804,-0.631227379116234,-0.220466878002641,-0.131838675831725,-0.125913424005437,-0.150756894565543,-0.406726613171586,0.457292359449973,-0.149870735727678,0.274808074627905,-0.141733679835107,0.5579214078531,-0.158919068020466,-0.307869354556439,-0.422543672785336,-0.230005978083107,-0.47846793072063,0.58036129395997,0.403097784838439,-0.242446676349202,-0.401448069656583,-0.753748347316305,-0.485962353820675,0.523407874225337
healthy,-0.141551944466358,-0.234131147629854,-0.26774910522938,-0.150957246693447,-0.14195864802289,0.273466549269467,-0.142477841761556,-0.265193614623233,-0.497586014065184,-0.489406790243953,-0.226198335596893,-0.1626986514634,-0.266085658743629,-0.171368027566677,-0.340066691824682,0.398909929062807,-0.116040816313035,0.342944252483051,-0.149208138771698,0.64175659600591,-0.53620613273146,-0.435849647746845,-0.38190223716939,0.0552745114833091,-0.515680493936036,0.580859246210322,0.467622768425134,-0.181629823745127,-0.395564365889789,-0.519516610472184,-0.384448137664429,0.573898772679836
healthy,-0.0703047881600878,-0.275313681147346,-0.228194553539338,-0.186766597946478,-0.0828797477606778,0.252524881843671,0.0651518265461554,-0.374556942143608,-0.385506683066761,-0.52938060920991,-0.266221667305881,-0.159657240116079,0.019534923315587,-0.221715275525868,-0.278952800498134,0.301599251557762,-0.216555606886634,0.146297162160631,-0.0869931456547774,0.494863851829846,-0.445051616085953,-0.3356570861128,-0.203345902406584,0.241575330806569,-0.394653026974439,0.429483363027234,0.362191387676657,-0.17242976466582,-0.330431383043119,-0.513301267637271,-0.269998979033256,0.397743557714803
healthy,-0.0895305305292377,-0.163383785403024,-0.349888145938018,-0.450289954216092,-0.0549011014449787,0.0272656688195498,-0.08186188860037,-0.473546973938198,-0.361301851142108,-0.419555943695224,-0.126315963912782,-0.0705643130942054,-0.168978609486565,-0.408967525129785,-0.259802569504841,-0.111814329306406,-0.015533048976592,-0.0482302667760929,-0.176896374207015,0.390326142137217,-0.608751211968953,-0.353827119890054,-0.311551890313453,-0.337694522218642,-0.296662114435673,0.228299247082816,-0.022020057761216,-0.0446470370695636,-0.379424448750324,-0.455531078501144,-0.545349127965155,-0.0314951700837095
healthy,0.0912133426653776,0.0156338033234621,-0.437629041580128,-0.394916499703813,0.130658315654683,-0.0033287569934448,0.0061886986002588,-0.546875996753611,-0.227953040441722,-0.366548498471386,-0.0939946939235694,0.0599091299966553,0.0050938497957288,-0.218888943963251,-0.0372089621102967,-0.247596190145525,0.104398537477275,-0.0372612586090778,0.233242935887665,0.39369497294305,-0.479126454883307,-0.361850277273382,-0.357719483621554,-0.473525088023799,-0.209646613804736,-0.061234163442463,-0.227039525511283,0.0526539537316246,-0.289714382599228,-0.418133498364859,-0.590936400502821,-0.161683674054313
healthy,-0.168600807518868,-0.207553534036231,-0.177730706772636,-0.137401278190081,-0.19517047912792,0.166741614075218,-0.09138281977307,-0.244073381537874,-0.466509806344404,-0.511975435543643,-0.14509166586662,-0.186835026112577,-0.134543091563979,-0.0360111745139684,-0.276475626600705,0.437034313974866,-0.0957709834178112,0.256260973048458,-0.146661491134647,0.658513729921759,-0.362676710213888,-0.286814350038056,-0.465478691697605,-0.0780359546970972,-0.291296969652363,0.681960804577422,0.421868459898819,-0.135105223356276,-0.372685525149231,-0.633751548511778,-0.609671567459026,0.486653447423039
mild,0.0376912027238836,0.0124920735860569,-0.0802770791302144,-0.115837798878266,0.0298956095379453,0.241749082854464,0.0502996187380395,-0.188852170907342,-0.310324337710855,-0.198076238914216,-0.0420881071239894,0.0188856692834061,-0.0320402234444688,-0.075515597233337,-0.189825194347795,0.362353337455416,0.0189583966709105,0.370366802570255,-0.0241133578508861,0.759469987298108,-0.504532101225169,-0.147055594306883,-0.36504296227826,0.160877698652809,-0.16323187978407,0.496824883936579,0.503671665745808,0.0762106391931916,-0.205149746593475,-0.417499138140768,-0.339365005353474,0.424695989337583
mild,0.0851782109597155,0.0318629362857788,0.104260415055103,0.0650216302037826,0.0835018355885331,-0.0150144808594534,0.038697243990922,0.0397859059084891,-0.0979351895398639,-0.0012875738610519,0.239006215406039,-0.155380096070512,0.0217698449367797,0.144175832340713,0.128941336487921,-0.146167374655417,0.0691014627358218,0.170641739067522,-0.0627739414986294,0.204842028284263,0.0305275954926563,0.109916790447205,-0.123438728231154,-0.065020055821344,0.055558723073114,0.0467180252440125,0.12040260811739,-0.0262911295094397,0.04576619016215,0.0621752338014082,0.0237173740205168,-0.174090298859738
mild,-0.0149066248072475,-0.142215448510706,-0.373164772372957,-0.164357294537632,-0.0733222695642257,0.321688572833539,-0.153258241530548,-0.52459915598998,-0.516535011411773,-0.645516673657381,-0.165043167733972,-0.102905309107555,-0.178570856936805,-0.443474407520231,-0.233149664256622,0.394478702741798,-0.113014748422263,0.331014500746355,0.0550351497519155,0.605422646894344,-0.237364721471251,-0.441671215583552,-0.570631862807305,-0.0761286290627656,-0.422227897718525,0.516471089464358,0.396928368446337,-0.170940350328804,-0.372598283904539,-0.583195964564615,-0.470296554391234,0.412102143047543
mild,-0.0321089686636053,-0.150141619372071,-0.319275770144744,-0.151543258681005,0.0232214773944348,0.360531744635727,0.0523484458108554,-0.441754378683577,-0.572862641038176,-0.627868876773507,-0.0110444509024098,-0.0225183730979662,-0.0809015057754943,-0.245420301233877,-0.360455227095621,0.45226405314493,-0.104946069407877,0.282828975119167,-0.0713918614295897,0.770549153336022,-0.169267669463414,-0.347995635716901,-0.451082097554616,-0.008224524400427,-0.407372573933555,0.579380681634082,0.49455901035185,-0.102663552914294,-0.31747955369301,-0.683199179472762,-0.410913024256305,0.5216236893484
