group,B7,CD11a,CD11b,CD138,CD1c,CD2,CD224,CD226,CD26,CD278,CD279,CD28,CD3,CD30,CD326,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD99,TCR
healthy,0.0776300779972819,0.192367570234163,-0.0299094076931193,-0.0272833032831578,0.0217882627876006,0.177031028374593,0.375912820507518,0.428564014786569,-0.0168471608067368,0.0369343182311965,0.273755933281271,0.115118833197057,-0.52289269773194,-0.0235280896139299,0.0162053373648802,-0.0833042946423601,-0.597681500782116,0.264386525558222,-0.116030863091364,0.140055328046794,0.260470788712456,0.0145454233702439,0.0320965211411804,0.224827960289201,-0.0351835201420038,0.274360587149386,-0.307794295291344,-0.484004437200639,0.0203468961155246,0.306522739228842,0.504875217450885,0.375917973156468,-0.559461500892201
healthy,0.140864571810766,0.445832831286921,0.137229556888418,0.0777140506416379,-0.0327448077356052,0.462462811318379,0.397468862704042,0.740859522311058,-0.136615524752002,0.135820439311754,0.672480342064446,-0.0263819192274334,-0.507044949620384,0.0384451310090623,0.125410186969227,0.12554172972063,-0.512665164862394,0.365423378455102,-0.22182420257359,0.548447931753614,0.429971925755504,0.100186544753243,-0.0067356904389579,0.492112414745441,0.376082974930758,0.502130178788822,-0.531011819782839,-0.511016002508999,0.0854535099652919,0.291457531928136,0.680368793289009,0.547117236573264,-0.54772858613108
healthy,0.12984104829939,0.080168949919236,-0.028052508711461,-0.0109887099861843,-0.0509894101401257,-0.0171715816578133,0.363090892130397,0.129348186098056,-0.0695327236575264,0.177835153706903,0.263766207806249,0.0227637541427893,-0.277396985330476,0.0506546914220124,0.0175864700749348,-0.0672517821703166,-0.673868788138251,0.0524420250790771,-0.153351644298774,0.0188015088803232,0.189208812772783,-0.121686889698697,0.0096606967478315,0.152024813936516,-0.135315867116254,0.210716802908836,-0.15082076329836,-0.326607894229986,0.0584255748527748,0.179849338023872,0.477734127157862,0.309618979952528,-0.298203793791658
healthy,0.0799055810073346,0.303558102763046,0.0304104484581663,0.076206942091086,0.0079675102571532,0.465395603197565,0.542466986373909,0.606834963395409,0.163698130337362,0.243633059160205,0.352337944204527,0.394242908534749,-0.460801597572872,0.193719994406921,0.14559487089676,0.0783570197112842,-0.665550716092107,0.148341587446886,0.0193688023084316,0.2534837694781,0.508479239911684,0.0551853774124771,0.152366749320801,0.473728988626321,-0.0029852522490229,0.523029117805887,-0.296913846113209,-0.400316554077377,0.18235687724466,0.544608350076944,0.771119668716222,0.75090394648583,-0.561412108464956
healthy,0.0819334958156344,0.265750686734827,0.0611048652644367,0.0534868429508797,0.0295940300047049,0.264145638155247,0.502658456440442,0.455571802349818,-0.0367575769323998,0.139237053507646,0.378802580789305,0.255857398868888,-0.534293321315417,0.0764084098162547,0.0994587322682186,0.0290958967621571,-0.540615462612366,0.125684841211165,-0.0548852304318943,0.166866170414004,0.262049575991173,0.0528684654797648,0.0399413206937175,0.423345618951393,0.0386738465925182,0.391226118754174,-0.558282805762049,-0.436425544507478,0.154797200419393,0.285548755920826,0.652177605560239,0.34952914129059,-0.575505150527256
healthy,0.0235631821331873,0.197609017596881,-0.0265680377224789,-0.0423245205205575,0.022858437558859,0.170510667976253,0.454922997702919,0.323090571495559,-0.049260032789505,0.113455212328882,0.271194639056451,0.091104265100018,-0.40723038654397,-0.0418368458888739,0.106475516384176,0.0556595118880195,-0.785103797941874,0.494474860318642,-0.102920368443109,0.244120001115372,0.29157391679805,-0.0911424264735144,-0.0031138636233622,0.329691464193564,-0.0957454883768182,0.40090435350987,-0.622077982516955,-0.615860586774204,0.0928651721866802,0.320974376796521,0.465447443277562,0.333477032544023,-0.553633349664723
healthy,-0.0289714180123438,-0.052559779456798,0.0363682062902828,-0.0203036865110608,-0.0309898594993309,-0.120527321900096,-0.0922544796735963,-0.0893556100780143,-0.421163575527367,-0.0023135742540034,-0.0505399995835023,-0.0368923217353311,0.0739761653482149,-0.0886553621713837,0.0144574373109324,-0.0584543837941839,-0.149485795696197,0.0667429858279642,-0.0932347869696656,-0.267337038072886,0.13740931578512,0.121985970499645,0.0610300702241221,-0.0063458288010053,-0.0019556833837873,0.0193508364116426,0.254101864438666,-0.058414858512263,-0.0253489463915621,0.165318492454364,0.0489885075698739,0.115812250341946,0.139470397863765
healthy,-0.0912662950999585,0.0117433258733858,-0.0353804766644885,-0.137385331748727,-0.0414582243484124,-0.0585080144135845,0.200443609121595,0.14062001814468,-0.171332527441661,-0.0387135845032345,0.0981416816714888,-0.0238289215047292,-0.448099075931978,-0.176739864223845,-0.190114699924302,-0.151182878800445,-0.643082782040948,0.304527740309948,-0.227632718887838,-0.0716142042330086,0.188981354024474,-0.207920779350072,-0.168970949086719,0.065105176384173,-0.0886637764783023,0.113152472044553,-0.297723620027821,-0.519209504387299,-0.123419866576684,0.0661549606231837,0.240969584089954,0.0054260437677179,-0.437640155622471
healthy,-0.201108864489959,-0.10643249057412,-0.0435122921096349,-0.161615913559186,0.0099186979974852,-0.24476353620704,0.12883607948015,-0.0187956733423692,-0.256697567659747,-0.194703642194605,-0.0490676201438286,-0.304307775652778,-0.5819033239221,-0.146598952736367,-0.181176002608042,-0.340600563444909,-0.722018411816761,0.0944490399213303,-0.346602373207112,-0.147605997587372,-0.0772434757727651,-0.40329791603964,-0.291507954126926,0.0221220778229466,-0.0457161734174159,0.0150548127025042,-0.431574870420532,-0.467437287481342,-0.196095920576957,-0.0404493314108879,0.209642990638582,-0.0445063136935487,-0.567498556694414
healthy,0.001434552427644,0.207292630521343,-0.0440780419769916,-0.0269571351334935,-0.0214227016400593,0.23076772122222,0.348481805713713,0.415956975010605,-0.0328387911842698,0.218443885102618,0.19290178079321,0.239233386559994,-0.347293501256606,-0.0572944597458071,-0.0794163070337262,0.103047550189515,-0.661135453085188,0.310670173661112,-0.0064098029586244,0.174133519618943,0.422276688700124,0.0764654950793507,0.233646741744409,0.278678394843598,-0.0369696713896493,0.136957878944699,-0.512477796686488,-0.394579398080719,-0.0440485591193518,0.37035492213564,0.570796733352229,0.572003032745848,-0.380666375065072
