group,CD11a,CD11b,CD127,CD150,CD2,CD224,CD226,CD244,CD26,CD279,CD28,CD3,CD305,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,TCR
healthy,0.46797513011905,0.155549870941336,0.49998732824478,0.368561212438479,0.666646446549801,0.548563085022071,0.690313715919941,0.133944788144327,0.362334023289049,0.42259267899964,0.518188532213218,-0.0920598588349774,-0.0489339170540195,-0.301774863202124,0.488690449957001,-0.600922667415477,0.380538424857745,0.37891176209584,0.548541331949875,0.60401753171875,0.487655546065087,0.334740004706009,0.149703237276837,0.451782183348979,-0.0579437517918751,-0.161751536343047,0.573714712308932,0.710064347371278,0.473426633868483,0.735488334258148,-0.166739740384324
healthy,0.516530489124368,0.223353629181523,0.122892682062465,0.502605513822521,0.580383991605773,0.417949315749874,0.79433443302717,0.401212456821043,-0.051530516103113,0.690436004988022,-0.0148778842056692,-0.324393256253383,-0.0287496669957398,-0.346872859696585,0.109724467928172,-0.372380741394291,0.319597386918289,0.604136734688579,0.414345514142244,0.248544888906011,0.108911690058143,0.516090596432328,0.506308845285318,0.536212110097839,-0.495323205768058,-0.476957569558871,0.268569884011022,0.665805664651985,0.500136587987011,0.629233697214268,-0.391011832499071
healthy,0.471807261050115,0.0484255474153828,0.522268934072369,0.449089650027307,0.684700369188546,0.577459367094857,0.729712676449731,0.13624154802465,0.413748200626605,0.472803364286376,0.435805345385891,-0.202919551818713,-0.165540891273159,-0.401830566732432,0.41644741476578,-0.572950509120728,0.364697853754302,0.538710619638314,0.635010883291203,0.287230476643784,0.403051403281429,0.506713447858211,0.0924727589242959,0.442207173753196,-0.407433258460509,-0.2033654210412,0.460963662299777,0.751300093814081,0.598033040690093,0.743111342611297,-0.257077483239182
healthy,0.29441654929395,0.130331269478578,0.344576354886716,0.45813026787755,0.670824437602471,0.545842852870229,0.692167998591415,0.161368234923904,0.352398908663245,0.401161735467726,0.544116472383268,-0.142463557935858,-0.0983634141994179,-0.32388534325734,0.135832243162651,-0.502542072205825,0.195609171390893,0.311744782381431,0.521021729204415,0.374381342354696,0.377190609138498,0.495021367421102,0.118209042224153,0.515079280483657,-0.362123446886177,-0.245841907919497,0.472027592349341,0.785455442296651,0.491769932479342,0.748721991632884,-0.305785299913736
healthy,0.484045684657206,0.169090877674565,0.530235220953107,0.510443072857652,0.651021775484877,0.650444450900438,0.74462872311774,0.240364181785947,0.324177935861754,0.37854992336999,0.598064310495326,-0.0507017694808897,-0.148502980994389,-0.236287210995624,0.495054734524926,-0.389393778840222,0.261995650007778,0.405452326367491,0.633879289916405,0.523309352570117,0.49802114834352,0.447348535549131,0.163503374500021,0.486792373260484,-0.292131863919971,-0.128629002814923,0.559361199890984,0.692789588057806,0.569149092870172,0.633694170112776,-0.146409066069916
healthy,0.215624095565687,-0.0246590781173565,-0.019804000088002,0.209216782033305,0.140080527604226,0.414441961829122,0.310367375272592,0.11646070982383,-0.0220130213904387,0.230037255079037,0.0195730865492934,-0.475712928033183,-0.443421152709209,-0.563198033507712,-0.0654334766569604,-0.759570367355531,0.46792758338501,0.216504542421546,0.288518158296435,-0.156538768266178,-0.0369814204486206,0.347950866271512,-0.0956570881749264,0.360063794118669,-0.507984602592733,-0.592257986692247,0.309709811164135,0.428291350661563,0.0542159779421022,0.292271283916891,-0.637835676594074
healthy,0.292199803241612,0.109116811772979,0.438203907732948,0.294137100544498,0.456524398276175,0.321351409877035,0.490007908570727,0.294996935831308,0.436675234484321,0.277943315781571,0.248653233041754,0.145021539122586,0.0967425346558208,-0.0856437525709913,0.125366872811627,-0.218795494252917,0.34712792264497,0.487119050272296,0.301959911980625,-0.0033771690925587,0.211449095153737,0.314136432750435,0.223425755020574,0.36176236799196,0.0052473476380301,-0.0220420767506114,0.390392640684177,0.353392900945096,0.347539461175303,0.356772226723682,-0.0003085752396519
healthy,0.118397835995398,0.0674186424830365,0.102766813566456,0.158219493901308,0.181758058313033,0.39160284989735,0.456044787182608,0.213155020337626,0.214965315794683,0.153209509752938,0.0605968317268141,-0.364141427694523,-0.231407990665885,-0.438610783158541,-0.0818548835273463,-0.642322589666029,0.556027550378193,0.164943420850418,0.407495997048632,-0.117910190006655,-0.0179524399341377,0.2069935929499,-0.0180838279710526,0.346851273621746,-0.316561492640878,-0.397408209089341,0.258547399556815,0.461296456103653,0.0800458815338826,0.24794487289518,-0.359114876604546
healthy,0.208138396098372,0.162216705176845,0.270636354728297,0.280071845453805,0.276051803701882,0.28912264607973,0.409945054644826,0.203889827702903,0.197992536739034,0.285701868055072,0.302373171386469,0.090073137707656,0.128786112048813,-0.0536678678262665,0.190750759260178,-0.111892654300631,0.623239487486062,0.277023507248443,0.386241806260948,0.220856679998628,0.270590829346785,0.307139397378151,0.136360886862046,0.405556560886896,0.0300973722546004,0.106099097230432,0.36326424155313,0.439468772399984,0.380348077569069,0.345245015221593,0.0032722109448301
healthy,0.230983945778549,0.164811895649232,0.273153063078549,0.324810238380678,0.324514198213969,0.539538678298615,0.590168144675983,0.181332017317331,0.123102939490494,0.334560159780826,0.371173959021957,-0.34191933274566,-0.180831795417076,-0.252939086502278,0.133203877088407,-0.625750476958821,0.409876987375375,0.330709803346589,0.520907386974666,0.170922951570991,0.328941567291128,0.395486437180751,0.138107194453652,0.372942836626921,-0.648620336209922,-0.339811784544918,0.431937578466846,0.698641534038322,0.398215341077259,0.661569580514406,-0.399358956772029
