group,B7,CD107a,CD11a,CD11b,CD127,CD138,CD150,CD197,CD1c,CD2,CD224,CD226,CD244,CD254,CD257,CD26,CD278,CD279,CD28,CD3,CD30,CD305,CD326,CD38,CD4,CD41,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD99,Podoplanin,TCR
healthy,0.0338200819258403,0.0142982595670857,0.0506100448475146,-0.0473799900700955,-0.139852610755916,-0.0502524933429294,0.0695459534195803,-0.269231107735509,0.0035770113414065,-0.0436544782279043,0.18328253962281,0.19984560789921,0.0959521270457649,-0.0875759646690937,-0.0458555874787652,-0.1454404309586,-0.125841534364647,0.153108423241874,-0.0798632075637801,-0.499214040519544,-0.071418201128738,-0.171756191788052,-0.0130282705848545,-0.255876740401437,-0.300981497708341,0.073665622571634,-0.346443012063104,0.138996682398296,-0.231621406872661,0.0338623272593609,0.0614162251690756,-0.213528067365286,-0.0581482818700285,0.145566854022989,-0.364348262185185,-0.461877856023164,-0.0345000555490357,0.100380670226628,0.265725089959623,0.135566177969931,0.0085473269360958,-0.505021406608628
healthy,0.0766347700995481,0.0795951864419173,0.0852542434370264,-0.0609990247240067,-0.410954010057221,-0.000617570491898,0.134564253267048,-0.443278429542983,-0.031113822183632,-0.0804697930610355,0.0642827611772359,0.224929621511725,0.205441619110833,-0.0408070373718592,-0.0873827018883327,-0.322766133563267,-0.137265639444327,0.314330875269815,-0.314473388237696,-0.555019175025951,-0.0278216306903406,-0.129042928045091,-0.0093438116341632,-0.172729192665469,-0.424051228824174,0.074898839115648,-0.290255431269402,0.0702691711486327,-0.419339930311329,0.128486553668832,-0.0552800273456344,-0.355760976683602,0.0798481243860664,0.175673928637821,-0.395256274030176,-0.467190228116873,-0.0388277809701039,-0.0033325976600736,0.240600892870972,0.0436501151514992,0.0152220902134748,-0.547177125824679
healthy,0.0759241309058622,0.0290117860902413,0.169363821807519,-0.146888621915868,0.0381329693993261,-0.0833967923281417,0.12493529627443,-0.42776749046479,-0.0567507678848565,0.169764892082204,0.336221124036434,0.321819205182923,0.0019410512017688,-0.0734421547782201,-0.0204394839383545,0.0927955200674554,-0.117313277051838,0.189147680848069,0.0114560602305076,-0.555010992774774,-0.0236069373087526,-0.280402922451505,-0.0235877686645067,-0.344489153216065,-0.123577019027429,0.0219486243410148,-0.641797307983671,0.0855239872169585,-0.157229232637299,0.247027963061274,0.295728508184837,-0.289869190132311,-0.130625831779428,0.165111547980727,-0.51193828975159,-0.442065586284033,-0.0194196756615121,0.18463664747262,0.453958896370759,0.302392755308371,-0.0573306616371168,-0.541492673179394
healthy,-0.0095707504436231,0.0404298693177674,0.190166829239685,-0.0802771686841694,0.0181951864229668,-0.0135051076848635,0.236239818960704,-0.412439674824579,0.0184439423856682,0.202063619875803,0.263432080402487,0.351498903727858,0.0924265204226092,-0.0263803506722687,0.0179683351964394,0.124573761952241,-0.141067253617164,0.148295556852432,0.0130103675724197,-0.497667424021774,-0.0107323196850613,-0.275232669204146,0.0314315781030246,-0.423694240136813,-0.242383752343673,0.0018650297761768,-0.595919203768978,-0.0274399456137664,-0.11651982501377,0.228645403913399,0.341895155732697,-0.254092675528602,-0.112397786416968,0.261313346655969,-0.504053564961447,-0.444710417122499,0.0219150782883384,0.235392083024997,0.422723112129824,0.425257782858555,-0.0094792081907464,-0.55117438116886
healthy,-0.106376562311008,-0.147601118442501,-0.201397410076024,-0.108793898573348,-0.361063427219085,-0.0953215141843573,-0.185379080933913,-0.229503748575432,-0.0008799114638257,-0.314009294499741,-0.204118247312696,-0.235131521563559,-0.064302308622072,-0.139982407995876,-0.165862164157775,-0.191944103751067,-0.238560200783928,-0.0342425223459153,-0.364235216843875,-0.397432820489516,-0.169022514287198,-0.06061921483279,-0.055881981740559,0.0295176386668301,-0.485447859189031,-0.0092151150540382,-0.0237132812477891,-0.144740550760136,-0.39810993752734,-0.0986748393703184,-0.451844028887301,-0.436293323153861,-0.119313815895536,-0.138988047002706,-0.357006917124981,-0.228373900317413,-0.149005138233675,-0.336946762347992,-0.139563069471132,-0.333528074473622,-0.133006924184799,-0.357127677216678
healthy,0.0350628178458933,0.154736839128728,0.457633349284332,0.007032928838676,0.352663840251362,0.0165127268543712,0.365807927217152,-0.236935859575247,0.0452069274235236,0.426711083011743,0.423744920945471,0.481885833812569,0.203620187670447,0.0646601443857567,0.182420197592706,0.377284100733737,0.271312348925512,0.292895699811715,0.320570174964705,-0.0759247048864392,-0.0999597432723479,-0.141377798820513,0.0317623092362044,-0.280653722175888,0.21736029675007,0.189286441745428,-0.46179701403933,0.51225554732879,0.149155152335258,0.557273674871421,0.221046996428837,0.091014463123232,-0.0319476862413782,0.447644924259155,-0.459151093124945,-0.159051317820186,0.0958582243177021,0.391497139135336,0.545960592287852,0.445580267330133,0.0638770725546533,-0.297009425798655
healthy,-0.0633506451396394,0.0218409431497206,-0.0088411352444771,0.0878160418048149,-0.373313607924931,-0.0188883265122143,-0.118549826976984,-0.161225893215055,-0.0458756320613909,-0.0850369261092909,0.0547751847340987,0.124503115339939,-0.0527579255845669,0.0034356841753082,0.0022010163991133,-0.343758651997824,-0.0097437948911194,-0.0601454935524585,-0.273995949535625,-0.216659802711807,-0.0476619848303146,-0.152242851878195,0.0232172824920824,-0.118831688309142,-0.16469291704786,-0.0603261412096506,-0.239808769533161,0.110582049163606,-0.335966441819244,-0.0839756421185719,-0.0245030484865461,-0.206583872925727,0.128559167835826,0.0651543298934024,-0.164337770272957,-0.29524758967576,0.0396143253211886,-0.108123930256974,0.121267683806897,-0.004442340739137,0.0126384018767958,-0.199545249712614
healthy,-0.186230854267837,-0.145950995139899,0.139635215243026,-0.101147885286542,-0.0631679344566909,-0.232876075067573,-0.0092937013727339,-0.255294952682533,-0.08811997583028,0.20487733124186,0.149616926826821,0.119579195655288,0.0002835891024727,-0.152751208233617,-0.158728025567012,-0.0909119183051059,0.0598786573508266,0.005669936722729,0.142538281921587,-0.223144139566002,-0.282610867462526,-0.215894719660757,-0.277679389039464,-0.29208172397961,-0.0366362836026154,0.0160961193967192,-0.450430903094069,0.237563844841923,0.0078812640624767,0.0243241245453506,0.171936161895187,0.0360222608175759,-0.130853342308553,0.0123796770042051,-0.169161099585538,-0.22977692238736,-0.177870573821219,0.145252011638074,0.214883580234089,0.245567906006955,-0.295290278395978,-0.230013853981864
healthy,-0.205018706652994,-0.184106913769966,-0.122784793058436,-0.053496402563996,-0.273186104518501,-0.17146288829952,0.0079895425292084,-0.41974842768507,-0.0005521471768619,-0.265909400428473,0.104617088771679,-0.0474153821379926,-0.0494105403657041,-0.173282545911234,-0.100364404186187,-0.252657263302378,-0.222662713025667,-0.0538023581629099,-0.330250224154659,-0.581563402308304,-0.156225294809069,-0.395078176331782,-0.185082198385547,-0.468464924335915,-0.419647029344684,-0.0434847556909428,-0.681334804870307,0.0525806380568012,-0.367881771679239,-0.170368514816924,-0.105070296971709,-0.435771229771491,-0.0403213315377569,-0.0068016793921454,-0.43222476148511,-0.473451071898329,-0.202610224523291,-0.0655905062732001,0.178445640996203,-0.0826538763611579,-0.168350481889823,-0.557854753282966
healthy,-0.0281029951748783,-0.0148817046841878,0.16956049892442,-0.0682520412115944,0.0431728460987065,-0.0577288858200949,0.106591016234394,-0.324596458584433,-0.031286194210384,0.153834874666549,0.273789694974227,0.346995375818087,0.114227742136003,-0.002180906331251,-0.039286611077549,-0.0524883339301314,0.120474656211861,0.144860233870589,0.144481769417676,-0.367163569650708,-0.0707614933061728,-0.233418478099844,-0.109496551704253,-0.278763767816805,-0.0475575624265956,-0.0139029609090816,-0.567493143448392,0.265503215620618,-0.0635071905019706,0.133666197936448,0.314926979724105,-0.0202417212301393,-0.0598252697941724,0.0888276357525782,-0.459794654720992,-0.382965984034123,-0.0835660933821077,0.299937015203622,0.479073078998783,0.47715970139687,-0.0715615827503912,-0.384637642796559
