group,CD11a,CD11b,CD127,CD150,CD197,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD305,CD4,CD45,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,ITGB7,Podoplanin,TCR
healthy,0.391711945909792,0.0480605182429516,0.318170277798828,0.333698361037277,-0.301791339565052,0.476649041034782,0.555311678867102,0.670479873385326,0.150421719469288,0.19206974293617,0.235885415462192,0.414219331180714,0.36883192809381,-0.425457391660982,-0.146467226435875,0.175762043544403,0.11371266671092,-0.769496758939927,0.381307529875829,0.309031042915897,0.462781552019841,0.322301057539886,0.273943608598251,0.318872693810169,0.0466238223824571,0.436664808506154,-0.215829352525656,-0.418025224469528,0.527620571496716,0.738674321640251,0.402018675496908,0.646614898249502,-0.123685142441762,0.13390017781464,-0.485505753935213
healthy,0.357735246159308,0.0892338132751403,-0.211110162914647,0.383907658893706,-0.551367096946337,0.268557450931513,0.308298053121464,0.609137291663951,0.376272625020172,-0.268103726698803,-0.0041302546265992,0.609117004435385,-0.218870749732128,-0.580254543246673,-0.120937112936332,-0.245119304072851,0.0021725155043561,-0.435514006462355,0.260411402763255,0.423297089365187,0.22167546367796,-0.104958565204675,-0.16881206571406,0.483323435106206,0.336351701889657,0.458306382926748,-0.593126825662431,-0.598472657735622,0.169113193750991,0.575978987533094,0.292935735415945,0.387615921147172,-0.244715291523448,0.0758047769779881,-0.615014621516405
healthy,0.392849462176251,-0.0320924716557166,0.451664054734413,0.328832426088111,-0.177198365152432,0.660572696040542,0.581501556879191,0.711262799960882,0.0501018093378617,0.375409256370218,0.115371001072266,0.438774283583196,0.466445691978192,-0.267230879316571,-0.261690763100775,0.473902651359926,0.259462529372143,-0.626943090939731,0.262824323095079,0.37596907205813,0.654211259527651,0.341478318594449,0.441224112170175,0.414341812320603,0.0545898812309577,0.390011472207343,-0.390086032691187,-0.304119643491995,0.494198072613039,0.71661395693326,0.542549649940789,0.721389274460056,-0.0449854302240962,0.166598195548421,-0.246944719463506
healthy,0.361793722749261,0.0349711169954273,0.165229840863226,0.406223102507115,-0.291318445672441,0.582989722383578,0.543750975324026,0.705138203967764,0.154660137733788,0.295762018808338,0.212964541783498,0.359710659078365,0.448850564604251,-0.403483229229385,-0.146562953360576,-0.0137001372192631,0.097041926810929,-0.66236728734677,0.225837652623196,0.342227336214684,0.54091884523239,0.0674498925475685,0.174320353673557,0.495528333707871,0.0287927110918621,0.535710791171078,-0.217075397073132,-0.332332375616844,0.562223327181078,0.772321567883875,0.483052346566856,0.799915371470609,-0.140503283664384,0.15741516384264,-0.525857919549016
healthy,0.367224972819577,0.0756150927270828,0.221547738954332,0.413937707029432,-0.240153191841444,0.438825147023458,0.66377384837763,0.619831164666859,0.122863669076805,-0.0219978581253267,0.371072906603224,0.39662894958933,0.481660453041453,-0.383069337692098,-0.346537324224351,0.2057662542379,0.188241615951261,-0.600423414860988,0.246350063175832,0.141966652885115,0.589928803855501,0.306169354005322,0.267322934476356,0.422958353007257,0.0662929383173773,0.453843547270787,-0.227867191261651,-0.372074148661329,0.602932707760017,0.787601210319864,0.463107849129506,0.567951593621214,-0.293942108307803,0.162871054936087,-0.429882532590116
healthy,0.322589824935775,0.0037843818883739,0.392837050620504,0.319163475067017,0.172463770637823,0.488418610747091,0.306310192295489,0.33383889253524,0.125814856018005,0.42134654519066,0.371191380966798,0.0954464282066081,0.497944192431627,0.370118218531035,0.0751275311220617,0.591888427327946,0.470174904115153,-0.0639181594052339,0.410871492451885,0.498818834058044,0.229066195479156,0.362590515843695,0.401475768845647,0.103084390890702,0.11582113754587,0.362611719696745,0.0883142257780585,0.073386259389098,0.40742275728947,0.391015292058667,0.282766420508566,0.452613461603711,0.153983490970286,0.159879112057755,0.356524827881359
healthy,0.0209999307974429,-0.0566017522398457,-0.0867160457726753,0.1322451130573,-0.229201472221459,0.0226883441928469,0.114770117200124,0.165730052403698,0.136161459564078,-0.166784367806911,-0.0815628011876774,0.278143042742383,-0.180371920186549,-0.435057929018318,-0.232488889072993,-0.358236601413531,-0.111868430971814,-0.422163446841672,0.328309347592616,0.066809286910969,-0.0703420583391544,-0.228369924522822,-0.248725033019188,0.170246611357397,0.11300958062345,0.134846632194139,-0.263852060545832,-0.482444196145101,0.110550424308608,0.334461986735028,0.0645929649810567,0.0294181531751118,0.0131205662015304,0.0435131474682313,-0.324334155562254
healthy,0.100847907902899,-0.0277554376630785,-0.0997055449848439,0.04543941453415,-0.230330661285362,0.149269390711271,0.251920888104372,0.199627091660441,0.0903516480243156,-0.0534672505227691,0.0764745298637852,0.200452687228171,0.0708616695927926,-0.38034403245299,-0.343595662067324,-0.0752410160005856,-0.0035717416884948,-0.768356594995923,0.44355402887277,0.0613547629985456,0.160352805402965,-0.0572045353247841,0.0161865105122744,0.120018076821965,-0.0718526903744412,0.156795002624746,-0.350074932181932,-0.432471705951037,0.227165281598791,0.363084224521503,-0.0041859338853114,0.235838520394648,-0.191490710292808,-0.137075410759199,-0.428743116571488
healthy,0.346264708411442,-0.0675681321880742,0.22114232098148,-7.65718735922349e-05,-0.178309050149089,0.40967736339688,0.168712742109683,0.207970726924367,0.0094447668383274,0.0210785658988841,0.289623157922907,-0.0852255043591699,0.332518766629063,0.088299907591592,-0.0616101603791525,0.366056720767548,0.31936322382113,-0.412564225831222,0.271952896113318,0.246714170894762,0.215939911654635,0.314941126596587,0.331480392313977,0.0999549024510801,-0.131425528942105,0.0674352714283756,-0.0793574696557693,0.095498189987189,0.162288851059432,0.328020224562678,-0.137825950090455,0.466434715193455,-0.188120913919744,-0.323697346968099,0.0401933637934619
healthy,0.233482458979889,-0.0526678917020525,0.1800598503869,0.135410163908676,-0.318099642009694,0.268775805487657,0.356920010697233,0.423142402506097,0.135074678481682,0.0065456663945027,0.246268915307438,0.198207035224126,0.258455756486968,-0.300446562257628,-0.222914438919972,0.10282823319111,0.129920938513862,-0.681002169505776,0.321621831046223,0.17396779477125,0.441127031592905,0.110791013170991,0.250418913686608,0.287023328154815,-0.0464294247184009,0.137357710999482,-0.458032912859952,-0.375775133084956,0.398224071705603,0.587450324717814,0.220258203661638,0.592274422198805,-0.146900795557802,-0.0413818903834397,-0.34199797192067
