group,CD107a,CD11a,CD127,CD150,CD2,CD224,CD226,CD26,CD278,CD279,CD28,CD3,CD326,CD38,CD4,CD45,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,NLRP2,Podoplanin
healthy,0.199641989814495,0.439566226860521,0.500610333450435,0.328645975648974,0.648900175562616,0.496199862497018,0.637582936552718,0.362346328873261,0.375103478080521,0.379239019301809,0.515902037390456,-0.0086133282502231,0.0939515754531072,-0.259630537468081,0.520602709045159,0.341468880497185,-0.528412729966364,0.336308909391531,0.346852151229121,0.522644755350283,0.621416951687055,0.490243641797228,0.292633330186057,0.155993053106637,0.41010334137415,0.0351014753126604,-0.0795376981708816,0.549544460045294,0.640142054453298,0.449405366519554,0.690328564422725,0.131845286896941,0.183864822093657
healthy,0.0937301892639994,0.211539182172352,0.522779056929017,0.190193498519148,0.442957625207657,0.244355686563441,0.289602597203104,0.353524141497878,0.212509272402981,0.099806972112877,0.405108751722167,0.279123611377411,0.100799915357548,-0.0643802540447523,0.501390587327638,0.340811199821326,-0.0357958490732961,0.113129042985075,0.291907027714657,0.45257282175927,0.447142518532931,0.422315357371341,0.0439080820380088,0.11708344264378,0.180887883398479,0.178473505175782,0.180910597998767,0.269043839213302,0.242004509480096,0.34151470510564,0.36856290994178,0.085122975707608,0.0080844900851581
healthy,0.0911203860203755,0.248662153684273,0.0605973991954828,0.116725140109423,-0.0275318266929214,0.23855210960381,0.176222537014501,-0.246665876604284,-0.12357361099925,0.101597551514534,-0.018658036245198,-0.306193815971968,0.109819123959595,-0.219032350602019,-0.141667610149021,-0.0618191055329409,-0.0807793576438451,0.105557100547648,-0.0112541143643464,0.304237774429822,-0.233486420861248,-0.173371526395812,0.248708949448104,0.138011965785024,0.104045232803658,0.0015793002763794,-0.278686871013088,0.186486966093526,0.255888595354599,0.17992642399589,0.174644902289226,0.0517441991034746,0.0920315132107417
healthy,0.178535772830362,0.306007419890234,0.439238951306907,0.407085522242258,0.618012981084115,0.442889461992382,0.65649738658004,0.547862049063492,0.0732815018960658,0.252918113959197,0.440531486187306,-0.187177690727605,0.0986274214045697,-0.418712433549956,0.193631310590634,0.197602836286048,-0.508422882615736,0.2064698017477,0.259313170652437,0.699351538274037,0.264886023148223,0.292305660678843,0.457909882175009,0.0801337504091636,0.471044286343376,-0.156212699234719,-0.172480823428598,0.46046789061911,0.643737705256533,0.50149178902359,0.655901097902051,0.0202191259072433,0.157693285333119
healthy,0.302083789019213,0.499276531123433,0.534278934843255,0.526948008861073,0.659586579873126,0.676357236633604,0.776078585796838,0.348219239964514,0.249971148757884,0.388192803597478,0.590523681810428,-0.126205393357528,0.158485453322085,-0.248296853523869,0.459230602461808,0.38019852864642,-0.422236483710436,0.256376272784279,0.43454666317937,0.620285090265262,0.49777082721973,0.471340868815888,0.495231539852699,0.166162517684572,0.51443330051878,-0.380232368523001,-0.180404144286709,0.548203212066402,0.725530218110018,0.592521991865811,0.632979037082292,0.0976279219671221,0.22323920572767
healthy,0.128290309676074,0.223215455794077,0.367900033668644,0.34717379672307,0.284387384980884,0.153890504386451,0.340498651827346,0.479462177876121,0.332848444501646,0.206423876383402,0.267343456983227,0.3482602225669,0.148063086841232,0.246857286086683,0.356308678284964,0.166596799682319,-0.0116625363356205,0.151237545115959,0.293243086498219,-0.0531589471326409,0.231758594877481,0.177365332331094,0.080755916450108,0.119861136814071,0.279851650519953,0.069383373370159,0.165218909818404,0.152063817864333,0.205433589193644,0.256478380200141,0.230877263053963,0.164008003540978,0.194720538851643
healthy,0.37164816675853,0.453325863223073,0.258786042887798,0.385922740964626,0.490507692512084,0.404875058405536,0.6059061134541,0.290341385486228,0.0408038286548422,0.370076344240654,0.147289064744078,-0.0689199889249941,0.120284765119472,-0.276259769731326,-0.0324981983567334,0.275550857113397,-0.358081986319657,0.500919915650658,0.416442980915476,0.401322305622736,0.0080053812161476,0.12587171403563,0.390110217259628,0.294730918920462,0.469067021753236,-0.268200263988879,-0.207755935250378,0.419747098568663,0.532793331888676,0.396785232397365,0.469477039649735,0.0312074006798679,0.227622391508756
healthy,0.256077478133612,0.227143163425998,0.386810493175757,0.17775984258028,0.313842608812128,0.283972194012077,0.435844950523101,0.394982109309006,0.101962065499026,0.287842284553077,0.185548847035625,0.0888252427356452,0.367220494739135,-0.0935332163461819,0.238235832410532,0.205002330852661,-0.136811453689879,0.493741503688191,0.316817342651867,0.309787360201033,0.164195831525985,0.199298851859204,0.171970446648596,0.0408319055593165,0.333914615894302,-0.127572669182182,0.064091700414503,0.214937382755485,0.367582979456312,0.146836828866663,0.313707504346217,0.176976395555526,0.304616722678685
healthy,0.39612676272277,0.241972237930795,0.33399213044586,0.228856095340336,0.335496140576383,0.20426463194897,0.364932975629432,0.292226369491496,0.246996740395203,0.262037167172846,0.376980530192214,0.32895660176001,0.371927721251929,0.131450453451061,0.349836419339433,0.343676337943855,0.134989721603689,0.501167041282616,0.306298027086856,0.37054694695586,0.352701010219617,0.352404127611153,0.248380022102825,0.10958339042358,0.336411930815442,0.191191036107752,0.271581943900286,0.324999691345535,0.30542271025611,0.382729019290833,0.344546467002384,0.227944472002044,0.439009028794747
healthy,0.23497721744562,0.224161248371965,0.373445465796237,0.290122531020873,0.370597859570095,0.467803567939649,0.4766680763813,0.249991111468439,0.237214021161907,0.267646291399828,0.413884696745764,-0.09698005256334,0.257180309683518,-0.189401231449343,0.308542085002715,0.293527022383668,-0.426418157980509,0.322994429106486,0.308301495203727,0.483357703094465,0.315282211947694,0.340656768473714,0.302202939793488,0.144990265008289,0.338935292063814,-0.346893662564739,-0.160737890751392,0.382076652017489,0.546713659318611,0.401970087688116,0.512010230513246,0.260097650249243,0.220045757829002
