group,CD127,CD150,CD1c,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD30,CD336,CD4,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,ITGB7,Podoplanin,TCR
healthy,-0.0063741226607252,0.138151426766681,0.0101579096796812,0.088019652948613,0.299831725522253,0.335060947006348,0.0906908242130286,-0.0652728073683549,-0.0337228929502621,0.219191407034825,0.0257375443886885,-0.526534747857414,-0.0531891157128475,0.0127953701881075,-0.192528965223398,-0.51623914209704,0.206003928644171,0.0919582642778232,0.171916790844383,-0.0798834135921093,-0.0427821326076207,-0.0503119824576676,0.211819213979616,-0.351632438903239,-0.478057171744831,0.216286219048581,0.406593485031894,0.141060079865165,0.276959916490024,-0.139075209974829,0.0267847214834115,-0.553576748800974
healthy,-0.562485707869496,-0.098917114301396,0.0113333851717245,-0.317183794124846,-0.239413380927904,-0.0671710060675826,0.178263231417208,-0.556527606301784,-0.121727351798007,0.112795794679628,-0.501107837888926,-0.342792424410525,-0.0732266605951946,-0.163996182269962,-0.554262959858855,-0.0399221965384551,0.0157204084662025,-0.147150825061754,-0.287448771095928,-0.389021236910651,-0.492791864211315,0.129339969908301,-0.0637777384861834,-0.163616781433072,-0.344487686933662,-0.222654697162903,-0.0935862974811269,-0.225553961148627,-0.19813022287816,-0.260617406792659,0.0077508919744652,-0.279788035766713
healthy,0.0152196362424279,0.174284077023638,0.0262428716715949,0.213906606104102,0.357920448745261,0.227372405545885,0.0624688373955658,0.112680110584426,-0.135605155783888,0.217833031538511,-0.0335578067054554,-0.620866995962563,-0.0529571427554825,0.0163127897706694,-0.0910883630751385,-0.544001632318292,0.10369929512164,0.17251127450712,0.402944033823692,-0.235278531754845,0.0133025948936227,-0.171027972316541,0.220911881676981,-0.400587258149263,-0.306985868909291,0.203143193533913,0.452007287903425,0.233411359597779,0.306954064399843,-0.0361263124708731,-0.0495890768127728,-0.576012196426377
healthy,-0.316694027174951,-0.372362326024519,-0.087815502219572,-0.609971369875242,-0.430309647015878,-0.643699747732388,-0.166472219083523,-0.440834966035575,-0.0972404560811026,-0.302337375429045,-0.351358472631726,0.356013265845826,-0.175817098569889,-0.204912989798668,0.15612578617498,0.488599432963715,-0.328547735880603,-0.414988583153477,-0.530141291597922,-0.0834148698778208,-0.250988852053436,-0.0329535164598697,-0.486334789995723,0.394066010410747,0.336494627335264,-0.481163543376348,-0.678307408815194,-0.533421813176629,-0.676169131977802,0.0696877779041066,-0.16083129631083,0.438277565717366
healthy,-0.113112237059753,0.202999146109444,0.0381843837624325,0.0908402186411375,0.423455974301576,0.271773049596686,0.0335918818424831,-0.304339742481285,0.241818618264163,0.304407920586422,0.189045882027189,-0.509159552026829,0.039193631960519,-0.0099412252203318,-0.113172550299058,-0.543099313950686,0.132130812082016,-0.115623214835084,0.315700099223721,-0.0052250710820883,-0.0138587332545573,-0.0184203930474358,0.288730510769824,-0.200071136157836,-0.434052646705945,0.35021215117653,0.569359940660385,0.195140237128235,0.297323949048481,-0.312970771682186,0.0587203959309096,-0.506859310781338
healthy,-0.236935900078229,-0.0676250419146244,-0.0673418311219065,-0.16101265775946,0.0375476639150607,-0.0306206574949189,-0.0539593438448671,-0.272660687471136,-0.191433479961879,0.0009519946724555,-0.18807132375682,-0.401158701355013,-0.240840478788883,-0.203561089367077,-0.30673789477659,-0.50185747598771,0.0586883580006564,-0.130911755927807,0.0393179921318686,-0.298830125391106,-0.20107930907872,-0.187702973081699,-0.0499504747651952,-0.402718394942677,-0.389774650565384,0.0044094495036483,0.0832791103590518,-0.186308802548749,-0.0169238338530927,-0.282760049025338,-0.233928452230052,-0.446823473300179
healthy,-0.223123442480877,-0.129676275033984,-0.0318444131093751,-0.101997593557696,0.0193016272081018,-0.0343775000893414,-0.110815904366154,-0.0154957327810914,-0.234942866686592,-0.0398242717104349,-0.179235691554848,-0.208058585332327,-0.0138138218637782,-0.197729855929513,0.0130915603622924,-0.239866805931103,-0.0052911961847392,-0.0686319063945348,-0.0345346760594909,-0.194056402546554,-0.160856391130771,-0.0612098784435646,-0.0202516713810732,-0.568440126385688,-0.501057769962854,-0.0155828354647001,0.0776814711980868,-0.282872766864162,-0.101928910509384,-0.0094220583677914,-0.131077947846767,-0.129126437942118
healthy,-0.037575654990442,-0.0609925884278879,-0.0917170586096908,0.131226436911948,0.0829283983955478,0.0307017163196872,0.0249319676021634,-0.239979172631852,0.11312596327535,0.0099026548293262,0.108518147458486,-0.244976739290356,-0.299103743735731,-0.217188301760804,-0.0670403366688387,-0.520721925404506,0.249906292650365,0.000767014722777,0.0979366117857575,-0.0055784919995241,0.0168585370958652,-0.121503067651249,-0.004060342235847,-0.16580434977116,-0.291200615084491,0.057403236441403,0.205635921179282,-0.103431388024492,0.138936086018865,-0.243446689213784,-0.305503002511101,-0.248796962767108
healthy,-0.23959177553086,0.0228867113318932,0.0017825588186991,-0.177611822332234,0.148560765402996,0.008091106395365,-0.041517954691128,-0.259159672965378,-0.168755016701408,-0.0425395340953082,-0.239279983855247,-0.532928442847203,-0.13690421859782,-0.166296219110981,-0.33175196173662,-0.729306622388511,0.132879910502947,-0.108358415121765,-0.0345620796130206,-0.357805854929812,-0.223641850701738,-0.0456770958731416,0.0348419965092387,-0.450288114648178,-0.440656950557902,-0.0066007010693503,0.247743256982202,-0.205452574670454,0.0169670214101531,-0.232223628352258,-0.166930554870842,-0.522289822948027
healthy,0.165755321545469,0.186054934525829,0.0216483759691425,0.241018239007194,0.392733196782451,0.466767637577665,0.153250209482541,0.0134929622213537,0.188761395117324,0.227064781385232,0.232905130751738,-0.374597633764597,-0.0041940917003927,0.0593198427113039,0.036548185660994,-0.65748855882128,0.329507927015122,0.217436210496515,0.414842074264678,0.0669824622078997,0.239462104703863,0.0071851525891744,0.195223608652397,-0.605078571871298,-0.380716101121693,0.377313630787586,0.598055131599743,0.245837597429955,0.583290957709629,-0.0702834502530979,0.0272075037425792,-0.409485305892576
