group,B7,CD107a,CD11a,CD127,CD138,CD150,CD1c,CD2,CD224,CD226,CD244,CD254,CD257,CD26,CD278,CD279,CD28,CD3,CD30,CD326,CD45RA,CD45RO,CD49d,CD49f,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD99
healthy,0.106511277853702,0.100431541352239,0.289288864933546,0.191730684517473,-0.0173553698114235,0.266566137188358,0.0371561680033243,0.332685392698663,0.472250113586494,0.560999924509009,0.123329514834939,-0.0185295857645173,0.0681284064725406,0.101510239531283,0.123664939422527,0.350194517228996,0.251086724047715,-0.501733284224648,0.0139291006319226,0.0290368277578726,-0.716113567976262,0.317776027525197,0.243756179755772,0.352847420068847,0.0049886178361775,0.361520566279836,-0.293991798867818,-0.463095022016291,0.0596347369609726,0.414707492221512,0.6358143248975,0.517486258520938
healthy,0.166697720393059,0.236842823214449,0.445612297812475,-0.0600985445512831,0.116782764524687,0.457166044778724,-0.0153260489288422,0.425919781563968,0.382442741286455,0.739978506967149,0.406180753512189,0.150628402017444,0.121074988629995,-0.235599300377298,0.131586629224646,0.689252816281583,-0.132298020375803,-0.484589072113214,0.0441896007608482,0.117096905280292,-0.426259931737366,0.332572020081911,0.540499830216874,0.329525539415945,0.473507514995362,0.5233728692051,-0.541720193907278,-0.573996143033754,0.0981440866579324,0.237785424329808,0.656865862769176,0.535993529010224
healthy,0.177300335204576,0.132701010194933,0.40793288818644,0.318485500741765,0.10459414117085,0.343425862739217,0.0217111809642603,0.578026729889636,0.591260431911409,0.700302512922381,0.0638757581928678,0.0803908914101508,0.078499733239915,0.267814750573319,0.0696286727242715,0.449952724168772,0.385011259415707,-0.32159435169809,0.0919081987460179,0.090563828463867,-0.718651512968036,0.286729353936965,0.398503175167445,0.654950390059324,0.0405144979712255,0.425435912574419,-0.476728855163988,-0.256783426149057,0.217691368194505,0.506410079515243,0.774727398112402,0.734325289610969
healthy,0.0054487076751285,0.102574136068535,0.321317574099903,0.023589735593916,0.0395168012625814,0.356145539362424,-0.0548470528206129,0.445543202272213,0.53435361171795,0.492261689994226,-0.0035604736972234,0.0524931589198866,0.115222082654748,0.0252923023822379,0.385698214544393,0.425173183192425,0.572614819295591,-0.157030473920703,0.192282598183468,0.0755077100572118,-0.598855569773191,0.166452429508315,0.270601260302505,0.334934528675437,0.0133643623862688,0.417503403932983,-0.195383795729255,-0.327921691455773,0.136963894505434,0.464753779008929,0.713782215103507,0.625634203213866
healthy,0.119465164169305,0.219449987742069,0.334799557189141,0.291343153356353,0.0768809061460359,0.369780765922232,0.0065179913403844,0.439651780321079,0.588403331325885,0.51446109316395,0.0738296713548736,0.146602824030052,0.174936131173204,-0.0144276574887447,0.457833861755241,0.27988572583524,0.558392168212357,-0.0185028171418576,0.190234057954225,0.0910069939279866,-0.429042026029498,0.261231045517879,0.067752426688027,0.697782951583194,0.104231214652872,0.394436957358033,0.122905541623075,-0.168174046716952,0.22034060062497,0.641229238620477,0.647477242438912,0.599386383966071
healthy,0.345026213061744,0.432836687769348,0.330965255921272,0.34323870304451,0.334003295559182,0.55066018796811,0.156386675842908,0.429580756328389,0.467007398284732,0.418597405063617,0.303391728433645,0.345283635089579,0.334144279022717,0.284102947641368,0.22361304289845,0.151127796329142,0.308495574118902,-0.0613522361362834,0.315761696790985,0.310294760007064,-0.352670158296135,0.480710474890346,0.388162299036177,0.377381044869733,0.155810307712868,0.604601891079741,-0.139993313532126,-0.160650664641251,0.275504799038534,0.469539206926093,0.462144119490455,0.408480194080035
healthy,0.0681308964150189,-0.082878958838128,-0.11911835006412,-0.0354477719810613,0.116969518235964,-0.251472794385224,0.0523193129906033,-0.180999852747632,-0.331774657440658,-0.329213626062237,-0.11235687320178,-0.0702522897599807,0.0513707641740363,-0.168888586521958,-0.0022698068728217,-0.3041803970604,-0.0088381260005691,0.455406261299232,0.0086411464115811,0.0149763963909895,0.682701997874794,-0.440309862567866,-0.20782258162032,-0.132328204571307,-0.0071234527237815,-0.293834688304502,0.408638466221556,0.518628658091639,-0.0044949261928154,-0.295489738020445,-0.480418528981974,-0.163877185955066
healthy,0.0908185195031456,0.0623834097946859,0.224826798732472,0.299853087504466,0.0521677903272441,0.0855793098178565,0.0163945609804935,0.288674057467047,-0.0203053625808884,0.0040508405599429,-0.0910032445951957,0.0488992288773056,0.188261364357344,0.217838532295571,0.299816577798021,0.0405860945835617,0.296111903263094,0.614811189233555,0.174720198830343,0.162947559104846,0.441344069898908,0.0033053103096689,0.245925875212782,0.0830458288466199,0.05398552498831,0.0007838702711735,0.492865149713542,0.510346725245247,0.136865103330231,0.176202731768111,-0.0300604643024666,0.303135594526852
healthy,-0.266831610841203,-0.232690642590342,0.100228433979431,-0.0710845289345317,-0.251480567814536,0.0140149303266418,-0.0347019019771063,0.0300146404534166,0.13238362965867,0.0636057930953082,-0.0340582890904795,-0.205445164148997,-0.121916502448371,-0.092225127874052,-0.0432253236642197,-0.0573629352142613,-0.0771883428774749,-0.320270828209875,-0.239284539787965,-0.308977875077715,-0.724257847382983,0.181739731112775,-0.000850480592845,0.0293240485335879,-0.10362559404306,0.0302707665353261,-0.315447876316177,-0.272056827755217,-0.223156465230312,0.0277431422132528,0.273441738418705,0.170278869691828
healthy,0.17607813088739,0.210125281066779,0.165898985111009,0.0938989045646028,0.197778347755421,0.281267328382592,0.0904137927026405,0.22275433378917,0.469952374135583,0.5062429881986,0.145364525565324,0.188163420801225,0.137720572494363,-0.0077036831006262,0.186914670360219,0.279925867513825,0.303102772623916,-0.438936817289701,0.100943917537185,0.147572464555888,-0.666965411260162,0.378116536020134,0.279305020411544,0.453011080940862,0.0919291840120173,0.293112141194243,-0.655650326671673,-0.441787128631563,0.141129681196995,0.384499275287413,0.639076112457161,0.61251014481643
