group,B7,CD107a,CD11b,CD138,CD150,CD154,CD1c,CD2,CD223,CD224,CD226,CD254,CD26,CD269,CD278,CD28,CD3,CD30,CD303,CD326,CD336,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD62L,CD69,CD7,CD82,CD95,CD96,CD99,Podoplanin,TCR
healthy,0.0797633526622117,0.0537031957652668,-0.001169129681657,-0.0140942548989386,0.12924621797518,-0.0113601016769727,0.0301842937317689,0.0106603371120239,0.0185997741134137,0.238226954794581,0.253919403497076,-0.050404825685535,-0.0930336374011393,0.0862211203552966,-0.119214941599708,-0.0418142481690512,-0.528180374499615,-0.0492334444991406,0.0368963802372453,0.0160189989231801,0.0093168582741792,-0.264118010813826,-0.157237938835218,-0.369039308870542,0.203777789043957,-0.205666476848953,0.107754140613709,0.109781129887137,-0.152723420408435,-0.11055490084543,-0.491410714799768,0.0187831539312759,-0.504207419249325,0.126930582177162,0.339290182546991,0.0949497677530545,0.20162117285179,0.0638206901759127,-0.538748603765052
healthy,0.0537855870777843,-0.0042654769079491,-0.100026047154802,-0.0202204255689677,-0.0803010308928132,-0.0259445155145729,0.0026056132857807,-0.336959315486613,-0.103759846645483,-0.124654178284902,-0.104353304487832,-0.0632525018244259,-0.352320445183837,0.046975366760333,-0.185538305014331,-0.388960513847141,-0.380327011593171,-0.0304120901276644,-0.0190234101183347,-0.0614404033885183,-0.133392655640576,-0.481830815686887,-0.312044607227151,-0.0472909746306933,-0.0617839983336325,-0.385679186503075,-0.120554694537839,-0.339460296912441,-0.429987916086322,-0.417163907737399,-0.185340853131036,-0.0270597702408068,-0.278197229694789,-0.164449702153235,-0.0808941833813541,-0.21711575776175,-0.222417961786255,0.029864773182062,-0.353161379304748
healthy,-0.123208962014163,-0.182221253401968,0.0187199598646211,-0.044653518252885,-0.347100300517997,-0.102220612422303,-0.0427753568884952,-0.589519262835226,-0.126057206834799,-0.491668180822722,-0.668645406272832,-0.0435376287172642,-0.615484101272885,-0.0989236632371368,0.0521571222249391,-0.336317244168425,0.115683278590021,-0.124965569939265,0.0262756878577297,-0.0366697066380325,-0.20775324669244,-0.387768274165116,-0.163023194917235,0.495157771253176,-0.0878514732368503,-0.204549816359298,-0.50272680343109,-0.550173011936629,-0.186931874528871,-0.347028792109568,0.460789457917148,-0.0171880571698612,0.231315371993457,-0.280811169608987,-0.548691124143601,-0.442730602154414,-0.56195768566973,-0.121010497127646,0.177158248374939
healthy,-0.156553919578617,-0.284817582475964,-0.189226699840432,-0.197747701816898,-0.418276546100357,-0.0809488465768543,-0.0748625741548684,-0.605139472388728,-0.182448986068644,-0.604259378077503,-0.581152255250509,-0.268495338961943,-0.303727497536308,-0.2335474324432,-0.429511164324572,-0.531790940776262,0.0815508592241327,-0.293009467856743,-0.223607231031267,-0.190887680240207,-0.307979915544791,-0.253327994321287,-0.378689542521473,0.481767661763255,-0.285474825841215,-0.384094416482984,-0.288757008979734,-0.503507145382131,-0.435233368502866,-0.534989915745664,0.22785364999256,-0.0972470837167064,0.169115391665397,-0.550474770541049,-0.764576269576856,-0.398840657428883,-0.707589432535538,-0.218200036658046,0.175805999330362
healthy,-0.103602163835234,-0.170330366249506,-0.0780712151926696,-0.079813643922174,-0.275842894253515,-0.114766024781878,0.0100303005879483,-0.38876570404232,-0.116973712488338,-0.344154884396596,-0.350733117380074,-0.125349043874956,-0.124064358586392,-0.153462748307709,-0.327537796593867,-0.452417913652533,-0.294322264682911,-0.161615164723155,-0.159308268347637,-0.0573826266258317,-0.189334612953599,-0.498524311762893,-0.378279989143849,0.147418847436947,-0.173499033761358,-0.397287946399026,-0.105969261682659,-0.559086274812404,-0.465624973882865,-0.470766410503097,-0.277533344540727,-0.0709175292175051,-0.129482638210206,-0.471324434906116,-0.321251213125788,-0.282452796151217,-0.451888748033778,-0.135743328267513,-0.24578917098086
healthy,-0.0391287604728858,-0.218410121563359,0.0009348528471481,-0.107826187926922,-0.245765886122669,-0.0010636298040235,-0.0640732765571831,-0.100886775660049,0.0057146390553406,-0.372369786274022,-0.366347313989654,-0.104997064818263,-0.0579343380635883,-0.176119113671291,-0.0169140381447415,0.0445257985575018,0.38421759650651,-0.121111112369937,0.0164407214388578,-0.131344612998977,-0.0457639296297987,0.14970547030256,0.0434765088600466,0.554437982481372,-0.382328511208234,0.142621233744318,-0.229717156963733,-0.339746780271636,0.183166810292207,-0.031198075966462,0.561968771686993,-0.175354102719661,0.473809155408167,-0.176219129087897,-0.375664259812382,-0.129031990494922,-0.265015842333282,-0.157936046813733,0.580590966606091
healthy,-0.181330647068351,-0.0172612574936497,-0.0409101773614726,-0.141318703050476,-0.159221088033335,-0.382301252704265,-0.0113985004141211,-0.093170438654874,-0.0352390450818097,-0.10538871134718,-0.0629753149876739,-0.0728667519413835,-0.108369118242646,-0.183455862807945,-0.116460210864652,-0.170942237997808,-0.291941059213598,-0.140604000315834,-0.0896561945704231,-0.0729718268275078,-0.0300529070522149,-0.442179957515859,-0.187624241059957,0.0520144204725342,-0.0389691720164727,-0.13806595919622,0.0237800156381183,-0.239909007969291,-0.1626064749289,-0.204445598475533,-0.386239343706751,-0.110499078500252,-0.0864426914092424,-0.019542195967765,-0.0592803262115096,-0.0442766312253487,-0.173753010492451,-0.0774077726120317,-0.266781636563958
healthy,0.04888011593547,-0.0279781616471334,-0.0052612491892904,0.0141982023825027,-0.22997773973343,0.148150722150691,-0.0310643274127117,-0.160681513315061,0.0162932202471024,-0.303754300893717,-0.270113048401232,0.0627525333980192,-0.0673213180948742,0.144657119428127,-0.151731564306872,-0.123394986751636,0.383941027550668,0.12652522961714,-0.0450771387195059,0.0149314692179516,-0.0458963194594353,-0.0435343760306133,0.0355898455476274,0.75480191525697,-0.495395055257402,0.0409875305711314,-0.116537422618988,-0.197698608366843,-0.0036146559404077,-0.0657955180253588,0.31003332202683,-0.0007253718697776,0.40921025779058,-0.306440284217727,-0.403401632869094,0.042249761891917,-0.265566049966682,0.0762333957921328,0.377003498157809
healthy,-0.0851225605667569,-0.104635601815891,-0.0208943922618015,-0.0645056770365181,0.063241966080069,-0.0985124871222556,0.0283986168122187,-0.365832299355271,-0.0357275043171445,0.118058724139097,-0.0421188824991171,-0.104134789134124,-0.206110107445122,-0.0362563009358176,-0.318173523619725,-0.436254184199952,-0.611904820629837,-0.0399102338839437,0.0007220138664673,-0.0097704950217394,-0.126664646807064,-0.511708654918524,-0.446325854628633,-0.684848182219568,0.0795931516293617,-0.460037422650141,-0.173870589654919,-0.0753614188011256,-0.547974026385094,-0.39343349389862,-0.421832241731102,-0.0112703906690537,-0.552131648970531,-0.041906058797127,0.192379156954666,-0.160712866478968,-0.117244948166874,-0.0133256801562263,-0.563896606989918
healthy,0.0807332369621818,0.131578646988093,0.0906604264946875,0.122158222091706,0.157803264604239,0.0205567776600121,0.0880966151957244,-0.0648604377808533,0.0570466079075703,0.114348847714135,0.154460700512424,0.0383586534026238,-0.0118069321712665,0.168001339840761,-0.152245225922427,0.0457186331767343,-0.493384962023147,0.0982001151580144,0.0928734429198714,0.0938086411523068,0.0664504012936396,-0.271594760459872,-0.0851444011320018,-0.205357984666885,0.123909567596623,-0.128170290976444,0.275624455799079,0.0130677213872109,-0.2006731677413,-0.0583217675472215,-0.478581601672609,0.148050988357591,-0.288193329126233,-0.0090542525421184,0.178487104000796,0.0176734391689609,0.150993597000248,0.0081844451643886,-0.487255577492182
