group,CD127,CD150,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD305,CD4,CD41,CD45,CD45RA,CD47,CD49d,CD49f,CD5,CD52,CD57,CD58,CD62L,CD66b,CD7,CD82,CD95,CD99,CX3CR1,TCR
healthy,-0.311657749281857,-0.0649644512499229,-0.294426287723888,-0.0528404165753365,-0.10101074803802,0.0164060819555577,-0.26232346563212,-0.257922009178687,-0.0363373398582203,-0.272531633315133,-0.423735816906713,-0.14298924452298,-0.457557871043115,0.0224346609685052,-0.298379787166653,-0.065738281000116,-0.319503817156615,-0.113456472859702,-0.141658686236739,-0.430203335790706,-0.313196403597785,-0.120728054966683,-0.0465518588283439,-0.344791644575352,-0.0123044827343556,-0.366829626049202,-0.156605594615005,-0.0408518488611302,-0.166257032310234,-0.0143873364956067,-0.392996199606383
healthy,-0.3998821655322,0.193611297405035,0.0032438290848122,0.113572971068807,0.309708074334729,0.271709959071745,-0.362973239003987,-0.115496568796324,0.411473180400411,-0.351037936556286,-0.560191594072735,-0.112370565360644,-0.411921784045295,0.119474221113281,-0.178736814704053,-0.307758123698117,-0.408371182196179,0.185592716815149,-0.0545050918198874,-0.291297420582247,-0.32214922224486,0.182753324259976,0.254711860790167,-0.566525254262197,0.066235194311697,-0.549161452638172,-0.014385295761416,0.324520001656277,0.114250123178074,0.177603838350844,-0.57133218499976
healthy,-0.267520404371407,-0.368809571861106,-0.621496455651617,-0.623982791391955,-0.639000681125721,-0.132037657582345,-0.285905191695118,-0.101632712489159,-0.448837301275466,-0.369924158703172,0.350861711992285,0.288039646867275,-0.310254800066038,-0.129707116480325,-0.191270171463281,0.659867972198465,-0.108455693531934,-0.392811288817587,-0.578672365000189,-0.16167851830287,-0.356207386601944,-0.0317213533645814,-0.430023530487451,0.410500350632463,-0.0999302741288022,0.311004886864245,-0.562907146710696,-0.771029107212065,-0.718856526920095,-0.202306957899246,0.318023966678143
healthy,-0.147814041540463,-0.401195372882117,-0.531400586532299,-0.527895056636592,-0.704135435088376,-0.228146523596299,-0.198281103040823,-0.129974070586728,-0.419705703277562,-0.36680278010997,0.322354527181196,0.114225834026994,0.0595060666368108,-0.119436365491994,-0.1305086860568,0.481576806971707,-0.0483898129151964,-0.386538897212191,-0.363646513198521,-0.14986158083683,-0.163433701434175,-0.0941184200478852,-0.509859992791638,0.372216804434431,-0.12615938989095,0.37185682059807,-0.4327881372828,-0.717543147636617,-0.774192097329349,-0.161891307078471,0.471566839700831
healthy,0.278162862040015,0.453819504498361,0.491508971579662,0.649650166523131,0.601161865015477,0.0881231479859568,0.0313072777349923,0.336366246622037,0.375005987796704,0.547464595535825,-0.243954420274612,-0.354766194859327,0.338823431914477,0.0184981694025339,0.246120556708877,-0.609098456772806,0.174855513939948,0.264367882721553,0.560021280345568,0.380855359044516,0.330649210846988,0.0712073567540109,0.430086614229674,-0.433543588069007,0.0186411555398152,-0.385879026292615,0.489041744861807,0.785519474988469,0.550016775107546,0.04746660788306,-0.306640245125538
healthy,-0.375679568316944,-0.334764856969979,-0.546717693905777,-0.246416174788569,-0.361713775927379,-0.168593265183628,-0.320675211933209,-0.16456267680406,-0.127656727982033,-0.395298050286021,-0.119041024203455,-0.0829511871140813,-0.176760471316723,-0.0240625330411326,-0.363098138130623,0.0400335652814647,-0.233260681303501,-0.556834888731816,-0.220102707967472,-0.229127922908416,-0.298193572109208,-0.0061029151828886,-0.325913932703853,0.176351473435645,-0.0643566876488105,-0.159181464224472,-0.311827825271304,-0.374540554739858,-0.427098180853553,0.0191331620080472,0.0447532512024664
healthy,-0.140902567939343,0.0129144942350501,0.170660846793537,0.0603952016838482,0.191397395749904,0.0611705111497472,-0.11693020135277,0.0136181879924355,0.265908991398934,0.0057541694520047,-0.253241837848961,-0.194215837770523,-0.196657629248258,0.0431345008495297,-0.029241771204669,-0.26604337888999,-0.0349821106707174,0.119299422280424,0.12085938601907,0.0147925053565611,-0.0409359981652753,-0.0367222070162239,0.175955947878242,-0.297995781641134,-0.112576829840309,-0.269559468136901,0.209855907598829,0.3278576321126,0.211734527485262,-0.0454904599396685,-0.174786726148486
healthy,0.0307594409863071,-0.255465656575084,-0.170647513915891,-0.1807771615347,-0.0355418385648722,-0.14227884931092,-0.139622342297089,-0.337919175782187,-0.234225839319655,-0.110636373937964,-0.0346169823176247,-0.0673276599723817,0.0804301870744661,-0.0537904802091383,-0.0787554029407134,-0.207475451605199,-0.0269223132282159,-0.0672604165079697,-0.178028738422169,-0.0705859386732384,-0.0898765643315858,-0.0925251507410476,-0.181588192390587,0.033343718268242,-0.284807775540177,-0.104556021574627,0.042920609887759,-0.209030078957491,-0.136903980732692,-0.180506550422147,0.0024390883150789
healthy,-0.257356383826067,-0.004865083855994,-0.208728017255255,0.0814733249121436,-0.0711011559682759,-0.0962731480283363,-0.312881759578871,-0.0948455427353776,-0.117294773825864,-0.234656307776697,-0.390596675756479,-0.417104534300482,-0.135836492051572,-0.0064695702868847,-0.275115953305608,-0.70896876758019,-0.25795494420351,-0.124419947730183,-0.110131448332544,-0.305423360623091,-0.235452037437958,-0.117541379402895,-0.0548793451673724,-0.305975081886779,-0.14066577611844,-0.434226542583199,-0.0870847497148259,0.136354674290578,0.011252864829187,-0.172747380605391,-0.356769016094358
healthy,0.239738483530323,0.274747233511076,0.307227190222849,0.52446797969622,0.540307684072493,0.109258303423381,0.0025264552676792,0.291991615756289,0.315941868289445,0.401979699973592,-0.291105357238375,-0.230450399990582,0.229097261381202,0.159620698911019,0.21744101511156,-0.670217193857142,0.133169926476893,0.276702868686909,0.53172019896803,0.251601389761007,0.369615298400046,0.109433995109845,0.324247045924946,-0.632438440313922,0.147792612503243,-0.365898131780094,0.444670871641967,0.68042579496917,0.636872905147755,0.200489666804453,-0.345056082778033
