group,B7,CD127,CD138,CD197,CD1c,CD224,CD226,CD244,CD26,CD269,CD278,CD279,CD28,CD3,CD30,CD336,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD52,CD62L,CD7,CD82,CD95,CD96,CD99,Podoplanin,TCR
healthy,0.100583671167282,-0.0002803627485108,-0.0046482927169336,-0.297501493081778,0.0387935906002206,0.337438260818314,0.377256077248557,0.145682374587481,-0.0371651295929811,0.105741749303536,-0.0286562472211056,0.267570620508048,0.06707091754392,-0.54353709701152,-0.0227030719534759,0.0467652693476756,-0.166045055236252,-0.0983621909801878,-0.504004828716118,0.257739519006948,-0.148391858896464,0.154852248053943,0.228161382886907,-0.0189701458641693,-0.436683187384283,-0.518370470377895,0.246613745688805,0.467693384837269,0.17499173838053,0.335481879321797,0.090444641042127,-0.568833478215497
healthy,0.140994216178697,-0.23752690916267,0.0870568800326733,-0.546861739189872,-0.0317724747160682,0.309213572544454,0.564289196858085,0.351110622010742,-0.260837049513746,0.182257311032365,-0.021616156366356,0.577265553823831,-0.223645268496869,-0.595379878053887,0.0161596814580286,-0.0135641512232768,-0.264353921030585,-0.0341330427140435,-0.426817994037466,0.225574609691222,-0.333274968275935,0.398471834043018,0.169964148595368,-0.180131923053286,-0.589762292999044,-0.591361916647715,0.154943980228893,0.557791212862878,0.259034298475192,0.348101868007013,0.0782867106397521,-0.637607252872554
healthy,-0.0017208493667877,-0.445907350676882,-0.157533720286525,-0.164741581616418,-0.0176892301392882,0.0916831342152899,-0.128228028891697,-0.037853661925042,-0.123056827127317,-0.126659538356183,-0.324271427820596,-0.0447900687389699,-0.294908820969492,-0.275626686040503,-0.130449157384853,-0.0637752670550465,-0.323044501557746,-0.327573745897042,-0.300491884746087,0.0673031374085383,-0.16662588496981,-0.195511975764414,-0.30460762332211,-0.291703865839603,-0.0855630803580253,-0.174183704592767,-0.137876816022588,0.0632944210019648,-0.227651481514601,-0.0799037887394412,-0.0924144452082682,-0.264107225155302
healthy,0.0180344502047497,-0.119399437029671,-0.0235860351725868,-0.339033074599819,0.0140136113769263,0.297448632200204,0.336976251248757,0.0814924557637631,-0.0274541122222184,-0.0158451439268876,0.116778173317135,0.158006929581772,0.145473098704401,-0.610767728687297,0.0407097552903066,-0.0149224654226108,-0.250082436071009,-0.147247391692825,-0.610010962803571,0.0057970007204757,-0.17062139439069,0.132468040732826,0.148420011795462,-0.108705105322782,-0.32982373853988,-0.438494704673243,0.276407912113081,0.498033855861525,0.236907373849241,0.446074784075145,0.0142988211437284,-0.639742234708932
healthy,-0.0887035065096992,-0.334395210882703,-0.0597592220853773,-0.176750416898523,0.008347420333962,-0.266003986251663,-0.277220662370802,-0.0372793580733464,-0.109440018210023,-0.146993436349605,-0.290706097663124,-0.0842587905216978,-0.381784984623041,-0.317886233279621,-0.137760872694228,-0.166955299114507,-0.451966045529565,-0.342351296215707,0.0846422522075244,-0.182771832559134,-0.378561099028791,-0.0518973784698192,-0.536120976888282,-0.430964107373259,-0.390204901021649,-0.167737064501269,-0.438509732160558,-0.209676718626275,-0.216640277309668,-0.392789109839895,-0.117736916373684,-0.274716953174522
healthy,0.0549329026838914,0.257230245732406,-0.123570120871809,0.130700908607063,-0.0208821221889278,-0.199711017123057,-0.0148836253951445,0.115745930745336,0.295698308978496,-0.150327793482231,0.0529001295449291,-0.207307069615094,0.226020372674459,0.335158648900954,-0.0899929757196344,-0.0281698063535465,0.249691312872361,0.155957722348796,0.216238584888859,-0.168964534451337,0.174307800806341,0.111797023692417,-0.388819707381682,0.0434829950359293,0.299456913842329,0.524903144317046,0.000531635755759,-0.083295082162041,0.0433524122808686,-0.0029777736938503,-0.0882322619041755,0.360079216020906
healthy,-0.134483966591917,-0.166029921766089,-0.0206132422408699,-0.471199203841661,-0.0402092055796247,0.320058164845232,0.382852709374142,0.182991184580751,-0.0130756085502968,-0.0198456847021646,-0.0295390628306203,0.281111933086683,-0.0680395482918141,-0.397731761067693,0.0096125084044421,0.135488043606062,-0.183496793377801,-0.0662611170247601,-0.651833538127613,0.54782708255396,-0.0907321760533741,0.205976893758813,0.1858971346655,-0.0941586016311808,-0.333452041596132,-0.589308980975861,0.336587024491941,0.542109294264251,0.165217236723355,0.277031066746569,0.165838430774641,-0.383833503799809
healthy,-0.070083714008599,-0.15150178111388,-0.0468783665839652,0.0205863426200413,-0.0492463118380385,-0.372054482136391,-0.440070407753712,-0.144701939448581,-0.186246370215025,-0.0865187351680467,-0.301732945996346,-0.249500822853236,-0.330812581726129,0.0017733376699598,-0.0782274345606647,-0.0640059290874248,-0.18341282913105,-0.319293921629354,0.404023846050918,-0.658544213235399,-0.239079708108706,-0.284898901395297,-0.467248136290923,-0.292743828781741,0.0461695610564037,0.0698895496708737,-0.410335243840992,-0.546534648738738,-0.317413055850304,-0.557658976889933,-0.0916412223099346,0.033914961733243
healthy,-0.168263203610029,-0.296625261829105,-0.144741914860764,-0.4113763305693,0.0088924256773401,0.0990104123104973,-0.0560469927487984,-0.0356262803255581,-0.229973642423864,-0.111077405482466,-0.268332416163105,-0.0270673380866187,-0.383937873498472,-0.588384234740232,-0.129286443511495,-0.186675541450722,-0.449721099845151,-0.398803657661254,-0.693339680600776,0.0419112044246799,-0.408846213564444,-0.178910858689851,-0.104183573397787,-0.353514815213121,-0.412811174562761,-0.511528394137758,-0.068579322904928,0.169763625527168,-0.218095691617236,-0.105020187525905,-0.121847419427765,-0.548998391115796
healthy,0.0551679233116261,-0.0936867724400779,0.0809947602498085,-0.226040175987084,0.0478253899866194,0.262890232233272,0.313694482414497,0.0977666525832251,-0.0676864358414036,0.126254269693907,-0.0206147491156949,0.15394715702906,0.106983461408823,-0.507801892962807,0.0260987786355667,0.0575213411537593,-0.181026250375899,-0.0330233446534793,-0.474052914617946,0.237651628547221,-0.105157534099181,0.205024057962746,0.232799330282411,0.0595953775980295,-0.573626614194067,-0.42013237961838,0.193615183769476,0.404504705841934,0.10459977785275,0.382420147058637,-0.0023156400731557,-0.510254788128796
