group,CD11a,CD11b,CD127,CD150,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD3,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD99,Podoplanin,TCR
healthy,0.235232930614852,-0.0143094093892045,0.110512565876523,0.222453150331377,0.229132328642095,0.417294045429878,0.473375510923381,0.120775238633633,0.0016601244967333,0.085987371211638,0.299293101444157,0.164683043361743,-0.509792328590442,-0.063011883736728,-0.042628143022779,-0.630464211987556,0.290706212199653,-0.0725051676536836,0.154630816993867,0.325871226262251,0.0641918961822642,0.0853291801285526,0.245646230524217,-0.0223485147670108,0.305521519067906,-0.272194227705332,-0.482721200842329,0.35912820785084,0.557563837375083,0.431271391443977,0.0731550307805565,-0.548582291447637
healthy,0.419154638010363,0.164163401474,0.346362098223882,0.383604223043339,0.591383378337492,0.344702547132885,0.633521118375868,0.197336824559009,0.0996672927040835,0.248723676032672,0.479548469683388,0.203440414060612,-0.0459568812360391,0.31136957073776,0.31890539046227,-0.293892576261355,0.293805157325531,0.106771391908815,0.482122359089358,0.534605356309102,0.406318431281418,0.258545086456904,0.311519597126583,0.351710148424215,0.396425295814481,-0.193090560568478,-0.199519471171165,0.29247921375096,0.537977925597459,0.563782776380917,0.025656733312281,-0.106229723121495
healthy,0.131093935976284,0.101688742350439,0.112678728737635,0.187966526833036,0.281653966891195,-0.0926125693492785,0.0973261216436795,-0.0089110533812546,0.141215101790337,0.166242109903806,0.125044155505209,0.314409179730625,0.426800452942938,0.389277603145748,0.266110998138113,0.306011530058892,0.0175711883715771,0.262092113665117,-0.0606222416372791,0.245621546651845,0.382218777679543,0.213726950405784,0.0239460376153894,0.178910935351885,0.0695259473241617,0.550584824545219,0.313902914121628,0.190586177805585,-0.0371352459298685,0.172603672272977,0.116133926943532,0.401082422645712
healthy,0.216111295227387,-0.133883402493078,-0.0521783093468149,0.215610125359136,0.247346088942468,0.267504853082301,0.362139671397223,0.0051100704787527,-0.0464573391503681,0.121665204647566,0.226859830506447,0.164419583614781,-0.508558666645141,-0.165658350437435,-0.123416922547604,-0.594962155204145,0.0520469427707197,-0.223096423211904,0.195740703799808,0.335952501946793,-0.136903069238999,-0.0570089474927682,0.237764246584945,-0.126820621631204,0.26865425910473,-0.225083533501527,-0.471781199828736,0.311411808681319,0.491150226824843,0.480528850411196,-0.0373042915388189,-0.579739397226289
healthy,0.197035300875833,0.0217891445323507,-0.0131487586474198,0.262163129719386,0.171798131931409,0.416260425658428,0.360083505972678,0.118098016322008,-0.104668389200133,0.0965882743442597,0.345469963923687,0.166553247557403,-0.549027350811223,-0.123097015268707,-0.0425323931145105,-0.507766787826398,0.0871936955950363,-0.121837439795894,0.101478769859389,0.166607108658041,-0.0380306527558557,-0.0366991820790422,0.363053798953849,0.0098011166307666,0.326169755503195,-0.541378136972605,-0.431610032332614,0.209381604546894,0.568063544406315,0.263345776995943,0.0617410868363431,-0.576525206747757
healthy,0.101183296716443,-0.0346105161706517,-0.127151714553838,0.178273743545528,0.0376793200570263,0.320615364130011,0.259189531294736,0.0471730640600872,-0.217754826102844,-0.0341522401256254,0.224580214487974,-0.0762637481247272,-0.468006286385239,-0.153109088706765,-0.0697076790454928,-0.715969808576259,0.367557738895164,-0.173245481503523,0.0793282705313899,0.328154215369018,-0.194432887465827,-0.0821825068099728,0.315026201226331,-0.0895171256045229,0.280724242344006,-0.497158016648408,-0.633950227725278,0.239463527848035,0.348399682252027,0.235356310340553,0.0078105759379918,-0.582427748219543
healthy,0.0318051087360438,0.0474529346559385,-0.176603677369228,0.140481645715061,0.139156142007816,0.326038270394668,0.269144578141894,0.0729728935238087,-0.0769718624461459,0.0488215338413514,0.304066805119273,0.114735325848296,-0.319360055618336,0.141869982186598,-0.0660336798265586,-0.808017899189284,0.40939176104463,-0.0939917922053947,0.08563743583517,0.208574229638403,-0.0782514474084961,-0.0725759438966713,0.147375662377802,-0.0309725155824126,0.314790692173699,-0.131547625125279,-0.604901645207721,0.322752240482084,0.529273014308965,0.239688300778135,0.0074610319220523,-0.2429768910133
healthy,0.0910583281138815,-0.0324550238236792,0.0135929981729968,-0.0204814080925797,0.0268269500154716,0.0080222191903529,-0.0413217988214308,-0.0644714505114975,-0.2651720734183,0.190314360728649,-0.0855151973040963,0.204959454891676,-0.0763641110000217,0.0885188093356355,0.106763756546203,-0.0281391131186528,-0.0031792488366097,0.0238267260512114,-0.0057386594832914,0.100395038698508,0.106131509056082,0.0812878140850977,-0.0472350003726181,-0.0086474858111732,-0.0154462029717063,0.143308167165021,-0.117090497806692,-0.0013609771861777,0.0371585573282435,0.0764556895430391,-0.0814217054086818,-0.0957394872153094
healthy,0.108209421774159,-0.0515822486026517,-0.0255912053812383,0.0193143318193455,0.073663162333462,0.177435669080379,0.115111062058774,-0.0096077485132178,-0.136972624647011,0.0023346121105765,-0.0590586591313315,-0.0157260557374774,-0.385137670306083,-0.107713401107786,-0.0573794638155757,-0.670174220010151,0.253884539078123,-0.0877926063372351,0.0176740950117469,0.0725846065032345,-0.10183358550334,-0.0128484906859016,0.0835723013040586,-0.077582585534583,0.0713231161039074,-0.352986469386421,-0.233958065239135,0.0834373844676471,0.326771864828278,0.201298286561948,-0.22210449551139,-0.422484600100415
healthy,0.206768218897433,-0.227550622039624,0.0822908628171634,-0.105586663876877,0.192151403506055,0.0805477265629484,0.157052563368739,0.0257194948558438,-0.0542239234773581,0.167721631912577,0.007871714243256,0.115491796515186,-0.137549642552929,0.0836753411291068,0.0557964148811701,-0.451725236633451,0.123196491168928,-0.0414382930885343,-0.0153609539949777,0.259526336287092,0.0553739602595553,0.121580777850483,0.129619000279766,-0.190270324657016,-0.128794747992277,-0.143301409571599,-0.233957549358458,0.222609629020204,0.324429973726549,0.366127149859586,-0.256591004139562,-0.162411884650454
