group,CD11a,CD127,CD150,CD197,CD1c,CD2,CD224,CD226,CD244,CD26,CD269,CD278,CD279,CD28,CD3,CD38,CD45RA,CD45RO,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,TCR
healthy,-0.144568647834572,-0.0951276112740217,-0.15455456124694,0.293597859628111,0.0221986271646111,-0.163084475725996,-0.32631255193246,-0.376051790837125,0.0001624441064221,0.0462967935492224,-0.0153737778351133,-0.101550936154277,-0.189033580743547,-0.136251181500516,0.503909064188547,0.369998757386411,0.660974420870969,-0.169442708695379,-0.0483778034603491,-0.310341357950543,-0.039949394422707,-0.0480979313800459,-0.118252426535119,0.104745036630076,-0.18491245200353,0.139289526007915,0.448006640130167,-0.298685925071968,-0.448396974499729,-0.164623778523231,-0.34806092140189,0.530705772409909
healthy,-0.320660849301383,0.259165024777565,-0.338098490956232,0.560004955714002,0.0286800343209562,-0.217296276357838,-0.240827563475556,-0.553400744184781,-0.353207119182734,0.36023011446217,-0.161752241542884,-0.0036316324692148,-0.587318470608673,0.273764742170028,0.573038109421763,0.340692580707492,0.421463365881875,-0.252911001407558,-0.362551203694666,-0.164318466873999,0.127296438962295,0.209211531668922,-0.452421669158187,-0.343439880619828,-0.410092107298135,0.600460392853422,0.613804393123954,-0.106088727682074,-0.52802533119293,-0.242983944671124,-0.332547846425705,0.600987576427646
healthy,0.475591306527025,0.638150143750267,0.36494326997888,-0.130017660222228,0.0170593832439707,0.563457327622083,0.459202414458537,0.690256135529545,0.140335104796539,0.465144814947257,0.219346681728471,-0.0716070661998044,0.330946895264961,0.352536479431922,-0.169411469775112,-0.314171561146267,-0.404964581256338,0.301412101733202,0.571124057751888,0.551749124125621,0.217105765899339,0.351149005376051,0.518148299284779,0.121349962791042,0.388508943813841,-0.569535670812085,-0.201382977459542,0.321737049642762,0.590119241810742,0.569301299370077,0.55879359479002,-0.206466970818991
healthy,0.0660555722800606,0.567942234303088,0.163519406244877,-0.0804165513617523,0.0306907953450039,0.316003364865489,0.088894169300185,0.316294082867167,0.117214557512144,0.463221265177554,0.0899174262029137,-0.307688289854837,0.0192598226751167,0.0039838797655357,-0.19238693970882,-0.2425100867703,-0.127335888628407,0.127473978040984,0.203300826169654,0.355420130714513,0.127302100984921,0.0766505390077801,0.208186499293046,-0.0173009057287396,0.143041688268466,-0.310085107855907,0.0283167867287636,0.0433858417554217,0.087720500621375,0.253371971189253,0.166505066998212,-0.224988876882884
healthy,-0.261735315394596,-0.012545362866638,-0.345290063725301,0.304767445439376,-0.0291878455952917,-0.257908829497277,-0.57332426216474,-0.431159584894854,-0.0674554924832073,0.205113139467316,0.0096115432558109,-0.344095271417149,-0.384881024348412,-0.380916904768728,0.42642155853479,0.335453215520056,0.611987788237454,-0.136884326557206,-0.0265420091865098,-0.421238069955671,-0.168780476371815,-0.133317587033898,-0.350050370960378,-0.0359196610320613,-0.397983879543792,0.310403488701948,0.43656394874408,-0.447269632243492,-0.751286442871414,-0.325879311531193,-0.441999352485879,0.445240016584501
healthy,-0.174940169338165,0.090352024910594,-0.210167083747568,0.440043637455713,-0.0055751136054113,-0.125166504261465,-0.38173452327416,-0.218800376972465,-0.100557758497532,0.14059112422875,-0.031105802437044,-0.160355292950515,-0.199753395644983,-0.0677897230236334,0.35431528947005,0.402160709201214,0.786277341987784,-0.486544673912115,-0.108200398517346,-0.231848113864961,0.0381101015394904,-0.0097336100604837,-0.14854024141377,0.125830901485396,-0.289479944295721,0.447355437950938,0.68586729512012,-0.275402957828932,-0.373563080396923,0.0592219055919571,-0.326381904541371,0.421699455254797
healthy,-0.273921932281979,0.0691717243274256,-0.168763393757429,0.250557742901363,0.0917757042991913,-0.282816965443002,-0.196999642431946,-0.323188870462665,-0.12109404937946,0.107775704566655,0.0278403690302062,-0.0554055851089562,-0.301881101316425,-0.0347806087392775,0.209929812902994,0.269864214071582,0.409149701535051,-0.357523238190721,-0.210209941111033,-0.124854940994544,-0.0380823969557837,-0.0086587038040065,-0.200208548364754,-0.0298562791764262,-0.222001657207964,0.304753294114937,0.449060287954818,-0.358602541207426,-0.42225810570733,-0.180708202676014,-0.349243380612356,0.0949097596023379
healthy,-0.0957055451381253,0.19488772603417,0.0192386698421329,0.146816701060896,0.0474117851474746,-0.116892183712612,-0.0864840534749518,-0.0454091394359579,0.0625477331565808,0.0995620253726777,0.193070275064117,-0.108536613662244,-0.127503975241753,-0.117773023622487,0.166687412730832,0.239622754812193,0.381066832608553,-0.189680359866702,-0.0195365800072747,-0.0444932621791373,-0.0344699821218081,-0.0488570739268194,-0.0849544876375383,0.0538290751822264,0.0103526122039214,0.0814671928938317,0.213427151947808,-0.1352782701474,-0.13608291507952,0.0166921284895962,-0.207424681236236,0.219255452446434
healthy,0.10334800861723,0.243753014148663,0.0110913804921775,0.439197535087523,0.0395598640552092,0.23421430334713,-0.0443639831855302,0.0912629282282514,0.0925704081019196,0.256095913776929,0.229164422386233,0.183914925715399,0.115174262439809,0.291825833612939,0.468190514704041,0.420935725520119,0.679943699266743,0.0257621627569239,0.167610491268541,0.129306230404497,0.3716872546341,0.287556223265233,0.039793996472869,0.106323235855965,0.071552398473171,0.323612206807625,0.439127686279602,0.108657763652427,-0.109386568014359,0.305351729493074,0.0566702663989679,0.440700465499362
healthy,-0.17655605769621,-0.087155681406223,-0.168131840555514,0.290427023651647,0.0058845259658404,-0.218890888288021,-0.380955868733171,-0.419163878203283,-0.0956131297559284,0.044997825990334,-0.0809525513860686,-0.173291147709399,-0.205402242772539,-0.253275913857854,0.413114148137317,0.28634747975158,0.698357457758897,-0.309382793988592,-0.193293217240776,-0.455549502923247,-0.0682686960450336,-0.234044162269241,-0.276342863338181,0.0036611386966042,-0.164600290600861,0.577173283771997,0.452472369416332,-0.362713492660523,-0.578864845317761,-0.205443968374677,-0.573036426714289,0.454956503633728
