group,CD127,CD150,CD1c,CD2,CD224,CD226,CD26,CD278,CD279,CD28,CD3,CD30,CD336,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,Podoplanin,TCR
healthy,0.0506181778888934,0.166148265792673,0.006747275812347,0.143864921749496,0.337267201914127,0.387781774933652,-0.0303361178897098,0.0231549908863502,0.235257943518117,0.0890014373020724,-0.524759898003038,-0.0459002493257647,0.0234844917583672,-0.127033195020328,-0.600624305112735,0.216378934696724,-0.136251917160773,0.112143833395159,0.229930063666107,-0.0134079653676569,0.0064920479052013,-0.0608551489226615,0.230013823743527,-0.302503718676579,-0.474933506267324,0.270961508627445,0.459530114474537,0.174941426298866,0.335237465792579,0.0217637869317758,-0.557478463352204
healthy,-0.317120305794895,-0.151196805656381,-0.0491559783672204,-0.382365553420369,-0.070384442281431,-0.288739999622931,-0.0618911000196924,-0.211760718095645,-0.173742175938076,-0.0801673205474662,-0.342884253963618,-0.0571872007206812,-0.151319084061432,-0.357319041080225,-0.123917141568549,-0.123763238538725,-0.247101554231204,-0.2197876400861,-0.222392335615712,-0.456194297772768,-0.272977951439272,-0.398671193442126,-0.139760615465751,-0.110783576972809,-0.0479803903755092,-0.0614945593424201,-0.116763983199444,-0.255685733018354,-0.323372751088526,-0.0522728608415245,-0.310051195860155
healthy,-0.232218154473455,0.156079046175924,-0.0645548640361457,0.0939398499323891,0.416348165094334,0.306440788579801,-0.165443905151359,0.0752622336367328,0.189351594560883,0.0869045517712,-0.483116179130593,-0.0220770503242458,0.0586275027609024,0.030099452056892,-0.681319191896752,0.177694810530757,-0.124339381638586,0.0586212258841912,0.30877343409432,-0.0774320190604698,0.029978012008055,-0.0979394134513076,0.225825853160796,-0.155779817267045,-0.275658736531515,0.370898407470963,0.534491874488327,0.215684061499995,0.431042621925081,0.0731580430218712,-0.490192012252655
healthy,-0.460271054827261,-0.331657380797114,-0.101780056341927,-0.554527819646477,-0.218052357383323,-0.498736356011884,-0.508284249702974,0.156105909653173,-0.0985412361634973,-0.232932319653629,0.0008044739935328,-0.0993045796886949,-0.126389037011105,0.0060046962483815,0.0915035491508099,-0.0709640565348973,-0.316654204630707,-0.338824084077933,-0.311963540820499,-0.152168163320461,-0.242181786464157,-0.112457294451844,-0.245110064153401,0.348631421590143,0.138991683087647,-0.0742374642190532,-0.330025514930343,-0.348651821802724,-0.361061714862568,-0.101154246301767,0.12622461175529
healthy,-0.221519742058687,0.0233630242621837,-0.0002119362560672,-0.0698512730093347,0.187231072632712,0.084343110983191,-0.289745068332707,0.0509561845370439,0.134136097116857,-0.0460846782955029,-0.573538295842579,-0.121258504362887,-0.1607517202776,-0.323292256757989,-0.469305282301632,0.0094018212442639,-0.28168079771536,-0.115149417513386,0.0206916449830202,-0.217589687539379,-0.219025605613572,-0.112542033098097,0.0737677300590774,-0.298719413989175,-0.471307235333166,0.102765057664114,0.292681092914594,0.0016534497353215,0.0486759826239127,-0.0692206942655208,-0.571878788816192
healthy,-0.212314662832516,0.0936608080914541,-0.0200260619722649,-0.03403032101102,0.258776420804974,0.155962731101103,-0.0830746916813285,-0.0434503809152155,0.269477137827293,-0.101930416216014,-0.411764349924939,-0.316570635939849,-0.228644987523667,-0.0632354611153649,-0.712344420998967,0.280827459410802,-0.241342591334369,0.0706971517545439,0.0975780074683165,-0.216816222557627,-0.181854093584315,-0.172648528741267,0.137672722965809,-0.547242532153928,-0.696063397071176,0.137652082276732,0.288838699331833,-0.116132127311012,0.154787960863515,-0.149834206211629,-0.472249142234332
healthy,0.0963926276778868,0.283473652196024,-0.0322962721848557,0.307814860192256,0.422816253318723,0.474971952948365,0.202146368726122,0.218174298241741,0.415253829925121,0.132442905697238,-0.323329698887413,0.0364176487719403,0.148992081276165,-0.0796159028633202,-0.688406177522364,0.652729374568726,0.0235006485551862,0.241578582586995,0.257783018460332,-0.0531320132249289,0.0425855936878343,0.0962556272511547,0.450057844010855,-0.334069757761794,-0.451959330809781,0.433965643687844,0.60116886513911,0.184593738371458,0.330893962671508,0.218745072930881,-0.304830905694968
healthy,-0.135627772117843,0.0476077441504796,-0.0412934945616674,0.0897431852236238,0.218864693410611,0.169651485823532,-0.113307905136092,0.0080744979397701,0.144632404220869,0.027555683256996,-0.422739755254401,-0.187411794588848,-0.100486953298265,-0.173907878977827,-0.680420564888265,0.349752818812666,-0.158953036947293,-0.0141251808344086,0.165417398034285,-0.117601050190166,-0.0378776574877202,-0.105353173015772,0.101078343739094,-0.345771743369683,-0.439565012953672,0.144878790296025,0.303068072068978,-0.0684815284853797,0.150789829310373,-0.215589701557145,-0.44226476998341
healthy,0.292092478074694,-0.139788572185077,-0.129544416369038,0.470875897971606,-0.0335000609804059,0.0342535130744589,0.136825993152215,0.334445961993418,-0.193986906119404,0.402856584098804,0.475592665855011,-0.334900640652508,-0.157745066735867,0.536604242593717,0.19191237875882,-0.0991445111262891,0.436824267128159,0.247265609452881,0.0867932292926555,0.494793260838229,0.430746844061968,-0.134599475049004,-0.144140999064993,0.229454499500339,0.384518570722348,0.0174690772947867,-0.0264916330951499,-0.136180739440214,0.33457475410408,-0.433836252164761,0.476947456961074
healthy,0.124371807963795,0.188806562564533,0.0172018727342569,0.229777544555716,0.391906266352508,0.452996166145525,0.0043259790513847,0.174761185595934,0.218857487238326,0.242428333838911,-0.407555917945106,-0.0073047714677267,0.05524001337598,0.0274063002932959,-0.672244180311473,0.330915629650431,-0.0025288769576629,0.218923770884772,0.428483815927768,0.0571392524322087,0.227898250430776,0.0084892749753114,0.190729547376045,-0.580761486556695,-0.414194092889616,0.372144517610402,0.593264134192715,0.233101315591104,0.582853695462925,0.0076802430648365,-0.447118074680426
