group,B7,CD101,CD107a,CD11a,CD11b,CD127,CD138,CD150,CD1c,CD2,CD224,CD226,CD254,CD26,CD278,CD279,CD28,CD30,CD326,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD66b,CD7,CD70,CD82,CD95,CD96,CD99,TCR
healthy,-0.126907491578898,0.05651879395395,-0.166380452869412,-0.406638570188631,-0.112339376251663,-0.50699697578943,-0.0515250903946889,-0.303766815936584,-0.0387550224150618,-0.62144435009662,-0.460962678820254,-0.590068314053586,-0.115838762305824,-0.352678657170115,-0.380267115743795,-0.329914980770379,-0.502561341467874,-0.150948797268499,-0.0703448029612391,-0.529712572161918,-0.321607220945644,0.535207029606659,-0.290775381686131,-0.332190174776666,-0.303582198511349,-0.512069285888704,-0.618167134567917,-0.481890189060064,-0.236396545100473,-0.122974458003248,-0.358889609398275,-0.0660532223850502,0.0027267415476276,0.0541147007604615,-0.162764290399743,-0.51992607403295,-0.594917602287202,-0.419001480843835,-0.65107294737353,0.0605721511883835
healthy,-0.150439552463353,0.149330744119924,-0.20032986176323,-0.368468312165238,-0.111108899521486,0.227912983780141,-0.102819556326522,-0.376214539384993,0.0243624251157732,-0.272640276004683,-0.272874719548266,-0.611549049357391,-0.0891028108514389,0.313715184266906,0.0117929664486815,-0.619166664493645,0.268386137333004,-0.0161653443046804,-0.0663347746007715,0.253927406109648,-0.0210449646645742,0.383238589963508,-0.245581906956355,0.329211386805431,-0.422109128868452,-0.191716527377242,0.0937614520583711,0.175348748145923,-0.498096146233778,-0.403322642112367,-0.457916846164709,0.606603113988226,-0.11822797194935,0.624942782006225,-0.049053074546237,-0.131168393884658,-0.553016795089512,-0.288217591124601,-0.38368491842512,0.582850796006264
healthy,0.0208050886016316,0.0185756755814045,0.0617105556496811,0.278486626731131,-0.122533329956155,0.0514031827826475,-0.0625448051595526,0.203004672514921,-0.0302743207552446,0.297225008464174,0.469963233748671,0.397815086676766,-0.0431090545879089,0.0251864027746117,-0.110134636558199,0.27441744958103,0.121197743480156,0.0746820142390234,-0.0113043206157264,-0.0125139550626147,-0.0359750527786385,-0.56421716282349,0.136636264768495,-0.0707356757028875,0.197418755304681,0.546690362743068,-0.0531837790596477,0.135037201531013,0.277413087528508,-0.151256805962196,0.238124280213977,-0.325916797937018,0.0109123926673575,-0.530037885572641,-0.0205200569414007,0.312389268768677,0.507434206887287,0.22426579174286,0.429150293639905,-0.547394662153837
healthy,0.0106980775560145,0.098226571492189,0.0484934725866962,0.0677683917310681,-0.0835672074740144,-0.30408199145649,-0.0344352647026742,0.118200298945151,-0.0715153780055865,0.0523417765939746,0.269035797274178,0.107801608589957,-0.0397589144262192,-0.237219417946101,0.228099371546159,0.224839329584372,0.127625085163237,0.089037142542988,0.0769367364100877,-0.297485287362177,-0.127640900438114,-0.273245522059305,0.20217142059203,-0.261779761718883,0.086861041313964,0.0113814870217548,-0.186642532046605,-0.0511178592585033,0.0835125222111745,-0.106340267978436,0.198112662946357,0.011868869371019,0.0131374390704004,-0.275952218016492,0.0947448454789962,0.247136179708565,0.301346560091397,0.0675918113351484,0.30999127792742,-0.372882438041436
healthy,-0.174666229480453,-0.280147533364204,-0.29369194143916,-0.466604550675734,-0.157577520563452,-0.449010998026292,-0.151591344475006,-0.509357101423064,-0.0079499940000375,-0.608689081102948,-0.69698170137206,-0.717283214363525,-0.220553101869306,-0.226030222323399,-0.368997315982063,-0.366635945815642,-0.626203821655244,-0.239308227738544,-0.148756519925423,-0.477976353305808,-0.379697938497847,0.454766145164316,-0.242932878674595,-0.341879811903602,-0.31678925672967,-0.659984838052979,-0.529538137393686,-0.475782959205213,-0.447221888421091,-0.15320963975321,-0.512649525170006,0.221206345907625,-0.0770418447611551,0.198390088379113,-0.307065940724052,-0.61470790965136,-0.765503389834494,-0.560496700619478,-0.647393806675608,0.179047946494861
healthy,-0.124327847236914,-0.101758078858294,0.0066062136476875,0.234281269695909,-0.0605173351039735,-0.078713591291441,-0.175836382964929,-0.0155174266763258,-0.0333486063160524,0.129063486664839,0.18559584819856,0.105006560400052,-0.0971061324498066,-0.162757603665262,0.0339487944759983,0.241542304426035,0.0728684745754502,-0.155272771936116,-0.1185926706096,-0.0554792981828377,0.109308099475569,-0.464652307574433,0.294510053678852,-0.0879151525393617,0.145045999009373,0.230759829373706,-0.018933980472862,0.0810740265540935,0.210230875233155,-0.133040469818109,0.132132598117848,-0.240597646474189,-0.135994003320928,-0.328122135658636,-0.0723326278309113,0.278780053141083,0.256195173453695,-0.0604792430131563,0.29019845048156,-0.318744203377475
healthy,-0.0403692547172377,0.15773940855336,0.212063869418927,0.213450389764637,0.131748448511484,-0.0078538935991972,0.0738212266883055,0.283415393954554,-0.0071686447666659,0.301585248035247,0.460202671747448,0.435815579892049,0.125646744605259,0.0132924663421844,0.134678328844459,0.359189896315718,0.0280477141110785,0.1302277542235,0.0678444760517408,-0.166695216626531,0.0672302629965838,-0.662616657715553,0.522078588194674,0.0275406022960919,0.234836957946767,0.311837631898383,-0.186220990624967,-0.0036658877339611,0.300259101245112,0.141293031553156,0.484021792180097,-0.3946253806173,0.161559178712159,-0.542861305565182,0.096585093800653,0.454058870079326,0.626095258936463,0.13148520080589,0.330210542234277,-0.295135169563471
healthy,0.130520167491319,0.368322641354952,0.145168296547333,0.0581484573813584,0.0943385703799299,-0.0269063327754483,-0.0039504025278939,0.0260568087982534,0.0111448516144924,0.207664409251739,-0.0516716581614801,0.0401416133258043,0.142424851882026,0.0298969024780938,0.390567366080386,0.0936565007199864,0.219169369256816,0.217682770852016,0.135455460568835,0.0805969969850845,0.221414685191653,0.556484043280266,0.0133015087430578,0.226286219126769,0.0778019535223674,0.128928009670977,0.255184386030493,0.213771017188706,0.061699662492088,0.122135531648813,0.0899520273944563,0.478140330540421,0.157869692531964,0.357477417519949,0.372577944980221,-0.021267861069051,0.0642389520323263,0.244232352861261,0.135734769717118,0.345753109850001
healthy,-0.216188423438827,-0.23239371679159,-0.239043753354999,-0.208701779318575,-0.0854017250487616,-0.341475832978018,-0.18712489009467,-0.0556094614550179,-0.031911353103787,-0.360786367856616,0.0036538795936888,-0.162924705684217,-0.191052778233697,-0.263001099975199,-0.307038998682273,-0.099845673826295,-0.432060531039803,-0.185852701434543,-0.19984311854602,-0.533199777541367,-0.442356221190035,-0.496035535554269,-0.130037456231832,-0.43193531264091,-0.253984901514149,-0.205601174343871,-0.516333027237967,-0.407707864053533,-0.0592166448872175,-0.0258247179481135,-0.102783698481851,-0.400112602470821,-0.154711101898864,-0.471641226272278,-0.225693954469087,-0.153502563109017,0.0276286421195814,-0.261630994992964,-0.228294098443823,-0.542001603588677
healthy,-0.188829353895383,0.0466627884562367,-0.201514064352553,-0.258152522116441,-0.136390176052678,-0.276287585429675,-0.205421600744652,-0.270478726164947,-0.1081146405354,-0.380687339763088,-0.483735506455116,-0.496961209833063,-0.193537409342854,-0.212164141855262,-0.180098891573262,-0.272732877933576,-0.432366464107291,-0.101983326545913,-0.180305044205378,-0.22823092001654,-0.271407582559772,0.587277435847435,-0.350495724168428,-0.205362203471126,-0.329399400483052,-0.590790931082099,-0.235894176594587,-0.336918222883632,-0.348326953114735,-0.117896068102302,-0.308000365182486,0.499321810850302,-0.134601276965326,0.321690838327739,-0.173340421633473,-0.390131500059785,-0.640806013777642,-0.356153958228174,-0.628019181458345,0.355645071197586
