group,B7,CD107a,CD11a,CD11b,CD127,CD138,CD150,CD197,CD1c,CD2,CD224,CD226,CD254,CD257,CD26,CD278,CD279,CD28,CD3,CD30,CD326,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,TCR
healthy,0.0902981391669316,0.0595202773442597,0.0494314338295851,0.020414914986972,-0.184918164997954,-0.0048733956842493,0.0941373627035939,-0.247165768438771,0.0367336014984696,-0.0541965237762868,0.172727727282612,0.191600165252365,-0.0375033700641938,0.0029655974366975,-0.146909796051479,-0.150898519993734,0.179242066504626,-0.0786003487612095,-0.501407706250879,-0.0423766207502295,0.0258031246063394,-0.310297588863522,-0.261007891010618,0.175945630607181,-0.24091742606661,0.0734934734550535,0.0799527807904966,-0.206196149625807,-0.158039377283155,0.218992364625786,0.0006174850492606,0.197186299258317,-0.449394183426841,-0.498705644529443,-0.0099105680829064,0.090558052925604,0.269929937089317,0.0500406402894579,0.142845958675894,-0.498923518563444
healthy,-0.155171504858504,-0.225708040965759,-0.436361819699237,-0.160774257039128,0.127566921203668,-0.102545893260704,-0.421198160972329,0.517980652288646,0.0304659478545877,-0.355817429415853,-0.345396112576859,-0.657327467414993,-0.112470615390479,-0.0785887689707921,0.156504497022549,0.0335454969884089,-0.615819081886228,0.185926641430933,0.532985119347756,-0.0605215108653203,-0.0860836058420149,0.165240110429221,0.395643648947717,-0.232284897679393,0.265783611383154,-0.4702093633596,-0.2513231325927,0.0369102003626671,0.0920613756328671,-0.515756909345025,-0.362037939030659,-0.484655307406971,0.694438882619082,0.582059014913596,-0.0636969748131832,-0.178821983276145,-0.602105412857751,-0.329490346334855,-0.44723204944104,0.568837053121617
healthy,0.0239040992494787,-0.127583630958212,-0.167174694954131,-0.107738578079616,-0.35889221168272,-0.0690072399689465,0.0024833509148182,-0.327835924374566,-0.0129427562276642,-0.323666960706805,0.0311965658834476,-0.12571508512763,-0.0097360840708977,-0.0276081078885128,-0.187572830480725,-0.267844660441551,-0.123589372564301,-0.405209271682159,-0.373588918061921,-0.234113670734355,-0.0070717683568324,-0.444442859199722,-0.13375925954631,-0.145960185173426,-0.34211488329642,-0.123760790659453,-0.0438449622025489,-0.395754405822494,-0.348416114251987,-0.0152170610368873,-0.100377310706588,-0.0969031730222724,-0.251136281626659,-0.215811443308841,-0.0408752169263765,-0.0336919261911994,-0.0131140276854717,-0.0790601948463249,-0.118225138248329,-0.359255566937041
healthy,-0.0946999919491307,-0.183208335669519,-0.303648801356147,-0.046803419421878,-0.093797210610765,-0.0936943533615788,-0.387282532852395,0.299958459952449,-0.045157349623092,-0.510638876256837,-0.541460628333322,-0.636573908143358,-0.119822831709136,-0.152747729177861,-0.220978321199299,-0.199808789987291,-0.403347644388299,-0.399913670883242,0.42291401384088,-0.158147289948042,-0.142807216828483,-0.0032088974639183,0.687506209283488,-0.266620716653205,-0.0726075922590902,-0.285246679671267,-0.568732100459184,-0.0840542101092561,-0.178051347025214,-0.49507976090636,-0.0102046635239931,-0.537922857693113,0.354884613359259,0.463312676395699,-0.159715141924173,-0.548342071269098,-0.805835018099732,-0.41271350152385,-0.780204632400411,0.528787393244177
healthy,-0.141784067323408,-0.23928548789097,-0.442797197500661,-0.122069840305337,-0.500681985057161,-0.113648933948043,-0.461439212783277,0.0404770067076431,0.0252357984213573,-0.598065394026661,-0.590979338661699,-0.661123198944112,-0.174067392760549,-0.177663283353161,-0.268569103727102,-0.231206289348612,-0.337803887584383,-0.550858798687048,0.0059074692076745,-0.180365939829433,-0.0973143244905365,-0.49079162674859,0.390384914167614,-0.226334079760456,-0.375768894632989,-0.354153999268486,-0.682247746320617,-0.487791243325752,-0.506851352311817,-0.357076387933806,-0.131542659255814,-0.403340867686839,0.266321999819318,0.119722458956223,-0.243555885471555,-0.518390217903163,-0.614226047310562,-0.486924974517656,-0.597607305895736,0.0959570851901115
healthy,-0.242028047282636,-0.373121021922924,-0.441229932680681,-0.127548151663556,-0.348491290426314,-0.299361385155358,-0.436090241368879,0.0958882191333645,-0.173629255447366,-0.485924626910509,-0.575330248249618,-0.63845728114822,-0.260159201646835,-0.320736644148934,-0.243618216933013,-0.2348906068934,-0.352083406623251,-0.34141401130986,0.164951690599922,-0.360078109331342,-0.295643104899299,-0.268918380461002,0.586002636719825,-0.684492795031214,-0.256548164694096,-0.503094067756714,-0.421542893623763,-0.185663156092468,-0.294642401879951,-0.492348573102693,-0.080892420429907,-0.64391248959293,0.232776025202604,0.296744085820877,-0.302960536384756,-0.602020633957975,-0.646291199518099,-0.422020354859041,-0.565261005391621,0.348703122889765
healthy,0.144074114111826,-0.0468773540961564,-0.16770491627856,-0.0002088897195279,-0.0289066466478456,0.0028467838995205,-0.164639104490051,0.246851567351981,-0.0254067001302162,-0.196539341348324,-0.240163287223454,-0.318788624793576,0.0266457325770198,0.148409390530651,-0.0720426019331582,0.0555495166460758,-0.272844964038021,0.0658621548424354,0.443734660020505,-0.0222905540234538,-0.0524050051100077,0.362261702668305,0.41955375067249,-0.392069145704064,0.0521056814438686,-0.210683060485035,-0.0771813432577347,0.191657635383091,0.0966913771718362,-0.233493595579508,-0.0611306059513322,-0.232105394493767,0.552089222677541,0.457807851596629,-0.0742636668084831,-0.14977333614512,-0.432174444146549,-0.166554556660502,-0.148268570973888,0.413589867311893
healthy,-0.2026563502442,-0.246259639422204,-0.371625215019023,-0.140640139731466,-0.39305996764157,-0.216337189908995,-0.289215223806529,-0.0575963551042168,-0.100559969342396,-0.430920201966905,-0.427048898180486,-0.43986732820738,-0.159102771508221,-0.192824580271336,-0.273588302344211,-0.329275916297099,-0.346757372655164,-0.404777812531977,-0.0751567430192484,-0.21168698518243,-0.260322869111628,-0.333849344325776,0.293123401178503,-0.724873908338554,-0.297842397799399,-0.333851828531178,-0.490194238265224,-0.315069425218634,-0.323167589282962,-0.268468839278122,-0.042802092963066,-0.398478580858882,0.0799998067492051,0.0560153647554846,-0.233491672239172,-0.432784056464157,-0.555374942663972,-0.249435815214595,-0.531039796487545,-0.0232638149446676
healthy,0.159606354732336,0.160186792997146,0.192885622053037,0.0459739631549147,0.337913884256391,0.128131907685486,-0.0009982965690158,0.403318251655034,-0.0041885732358099,0.349391695566409,-0.0773452067309809,0.0917625021138387,0.14779054349933,0.0895596116358612,0.279564813215962,0.295584892074976,0.0477786738385677,0.396628795248077,0.626493291549679,0.115690760240932,0.13234844953108,0.528804181844572,0.599219062766671,0.0184240736308304,0.421809265731953,0.21176859071018,0.153787645590818,0.515566389194116,0.378420949341431,0.0069298966383764,0.0104192626200715,0.0218628357556473,0.430933812944622,0.510729835197197,0.178127085149444,0.0909139502375301,-0.130747917848654,0.207650792957757,0.163134407351034,0.583906648037536
healthy,-0.0799485932384297,-0.11757039432729,-0.176875503811502,-0.0362114468419712,-0.151502686290055,-0.0910384867703098,-0.19690177620899,0.210050410623468,-0.0471454885507997,-0.212372270213678,-0.378569118102813,-0.45918964677001,-0.112840007605878,-0.0637566207718577,-0.0363268432666646,-0.0906105926552878,-0.224277488516324,-0.190657546344851,0.416397451813326,-0.0212270327995595,-0.0417393788282953,0.0205108515098261,0.605014484986032,-0.297376786815427,-0.003577059204058,-0.23508024593573,-0.390585169495577,-0.0126228351786554,-0.206437938626275,-0.306222534042133,-0.0356692321214641,-0.208548061823689,0.69244627341206,0.378197413475191,-0.0342277866092205,-0.320545784832818,-0.562463464546658,-0.236496488227495,-0.538850380443193,0.440967267725622
