group,CD11a,CD11b,CD127,CD150,CD2,CD224,CD226,CD244,CD26,CD278,CD279,CD28,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,Podoplanin,TCR
healthy,-0.362363284093308,-0.123554743077534,-0.207597610962878,-0.328984631284801,-0.387578899320069,-0.518385257767022,-0.591582775299992,-0.223679779860854,-0.137532797262198,-0.134784867530981,-0.410180389652045,-0.273598226411922,-0.0638498312482608,-0.0933086916557614,0.602610564297123,-0.398169197994803,-0.0439134572572056,-0.309491162367814,-0.425697815363556,-0.225167813864993,-0.200769305513389,-0.37916855385511,-0.117359904674221,-0.457640288753884,0.449902164518813,0.483741042677983,-0.142033333918746,-0.437925031214009,-0.698435364539778,-0.355415284118928,-0.583507288721175,-0.204246067506928,0.518995828922099
healthy,0.237311713611357,0.0195479990661886,-0.321105444523214,0.270725359993538,0.104651417016412,0.186426349887452,0.42445119477661,0.298921755969664,-0.297096161349831,-0.0996042051562456,0.477529897376722,-0.277233254799065,-0.353619728617256,-0.129317592758658,-0.386836062893538,0.167562476748084,-0.387923119475228,0.281700131696001,0.0851901462644635,-0.244673153455135,-0.279281100108424,0.407081854863137,0.198743024433131,0.3263978066348,-0.566156672901054,-0.560955713204665,-0.0039962219559436,0.0699562979779553,0.430410111429999,0.141343440750675,0.216789972347339,0.0340695088173033,-0.609635752593383
healthy,0.308036050154258,-0.0523799899167003,0.14656680495381,0.440457334010772,0.279484063972444,0.293195392532889,0.400118468525399,0.0132911002973522,0.118553157691299,-0.123712701781566,0.295469183762087,0.0976842891172194,0.184038439789609,-0.0238713206508676,-0.648830670190608,0.124584583991394,-0.0486747179949926,0.302906504599478,0.205489538321184,-0.0239088243432029,0.159461948477891,0.343364347176639,-0.0371822508924072,0.231654648558489,-0.48957447423744,-0.339203066161019,0.102726725129421,0.13888784355646,0.398919345706554,0.179180856745121,0.356481900000439,0.113781196546833,-0.279900208543637
healthy,-0.165892498578357,-0.0275036980183398,-0.0594715207223324,-0.164380595848156,-0.153876226272278,-0.303491677029195,-0.327630730392146,-0.124934041502234,-0.110895308738999,0.34653644572096,-0.118745023957586,0.102056117584677,0.341007949899303,0.149693339366802,0.357904442739443,-0.283347006213739,0.130479615049632,-0.240821449930807,-0.122428916038144,0.285666303300811,0.131215395891135,-0.29052225081204,0.0781792522841247,-0.205904697197569,0.562038027806292,0.331191453964809,-0.0955166901803281,-0.111332486161882,-0.291848754661735,-0.262794421582493,-0.293747224644419,-0.0397474446833092,0.480644090831771
healthy,-0.0555795721911049,-0.0523271320367686,-0.0388057116842504,-0.0827014345900839,-0.041229022886505,-0.0581937450147452,-0.152970966974697,-0.147235413504447,-0.212017870471791,0.269412681979878,-0.0998550314007888,0.112810776884684,0.21525942147642,0.132484492364881,0.11137606297827,0.0756297449118868,0.174708756600206,-0.272211920230738,0.238420223113758,0.169298671774555,0.172675324916364,-0.237017975896559,-0.0069296173607257,-0.118965519236261,0.724190789372572,0.228165552066413,-0.0495135962523005,0.219904092946081,-0.119305213150063,-0.10579119872887,0.0910261773644009,-0.0161818315515627,0.429693954810637
healthy,0.0542100385878479,-0.0578393037314052,-0.268330434616474,0.159521361221587,0.0257230554174799,0.335919757317441,0.213903734685485,0.112966496009028,-0.0825811277796557,-0.0292425604693534,0.333023596967603,-0.0405574487075284,-0.0526908554328677,-0.112617775202328,-0.742848780315362,0.355697309431914,-0.231099935877177,0.169510013931305,0.294003805577613,-0.236709221177771,-0.137824819098952,0.251998555003982,-0.0800131868866095,0.318953408486873,-0.513886857579359,-0.675402744046327,0.0456803130764862,0.247439841041893,0.352870722302118,-0.0569921988413518,0.260904150536853,0.0431316492920256,-0.53209872965102
healthy,-0.134734331658091,0.0284738772973293,-0.0442282619024733,-0.179527151408885,-0.224104986547934,-0.1735837834062,-0.159455688054664,-0.0825973159117946,0.0931731466346464,0.0596960949537452,-0.185505604065197,0.022050483770946,0.292299050522161,0.0092428490243483,0.396481369883097,-0.321793092907578,0.0317996209082959,-0.126922433058972,-0.158963726726287,0.126531786340845,0.0197968729178598,-0.202452308079085,0.0089256840485827,-0.182755540354332,0.373184582097965,0.466513638543824,0.0410144877576241,-0.231113703032057,-0.351268593914824,-0.0255550195091705,-0.196685467033211,0.0030899026030047,0.275611851516263
healthy,0.151364962297788,-0.0659510240010251,-0.0262113175850374,-0.038884440014157,0.21630373185679,0.147884931519022,0.132731501438943,-0.0330117035516557,-0.117982189550864,0.206290655944896,0.0735363419366203,0.193426251353839,0.121838081182412,0.101525710172638,-0.550237480313401,0.378759661088593,0.0170823969764012,0.0916267850137099,0.118436918029391,0.140871663362009,0.128181875099773,0.0438785199898641,-0.0849917737031999,0.0374927404708007,-0.0947908296222267,-0.27397702997375,-0.117581011910868,0.210479207677584,0.28170413184787,-0.0882355553165775,0.309685054956771,-0.203535366297133,-0.248205249406425
healthy,0.155415792079026,0.0193837007308443,0.145044092141586,0.0866152842822865,0.209145571168124,0.193071386091271,0.23961171724484,0.0688712880287914,-0.033036315952638,0.0422010422510361,-0.004405343074578,0.120938632116235,-0.0864056593524765,0.078938206189316,-0.374329032266195,0.387999075768226,0.0475833248131179,0.104125058049041,0.216001055633836,0.0789092190384725,0.136646873001991,0.179873879951241,-0.0042367193892642,0.163471560689678,-0.249255823288858,-0.0380059054088111,-0.0907053451332442,0.217480133471111,0.363271334490319,0.0508006743275679,0.262694254561616,-0.0391171790112431,-0.425520120366444
healthy,0.166142501960629,-0.0721339283242668,0.129616934264991,0.0912365512893153,0.174179678475008,0.295039315828533,0.374405148333098,0.130078256698053,-0.0848038989902721,0.192810270664105,0.170465606963097,0.147133355525437,0.015779778471326,0.0525087648187544,-0.584316823723979,0.263939738072104,-0.0415906887259751,0.109612119698276,0.313512527879213,0.0388484477650177,0.19112974673079,0.250611196946184,-0.0634064217868604,0.0950908209540789,-0.524317364965268,-0.337805817401489,-0.0807223115166593,0.328204329344257,0.499666390197791,0.158184335766848,0.492359087131347,-0.0262802795059679,-0.313938305341922
