group,B7,CD107a,CD127,CD138,CD197,CD1c,CD2,CD224,CD226,CD244,CD254,CD257,CD269,CD278,CD279,CD28,CD3,CD30,CD305,CD326,CD35,CD38,CD4,CD45,CD45RA,CD47,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,TCR
healthy,0.075397735016732,0.0534969451966904,-0.0803077266594953,-0.0170401367937663,-0.268031836001617,0.0254074876476838,0.0225343385312403,0.255002500043904,0.272441251825619,0.126309277400624,-0.0537279842244919,0.0048023608713973,0.0849389483001328,-0.0878083947746876,0.205545641592072,-0.0202949808711156,-0.540921564263617,-0.0504354757553919,-0.177137432269955,0.0170959994031644,0.106977728181204,-0.288014834588642,-0.247898664822617,-0.155256932529095,-0.406746752075587,-0.196702606693874,0.150597550299269,-0.135027099443473,-0.0919183272676782,0.211131232330732,-0.0236264707653989,0.218171297206583,-0.440399034277062,-0.511965616611644,-0.0021485384474936,0.157090488013443,0.36052920143344,0.10475604629534,0.22331060256245,-0.550889437624644
healthy,-0.167211873599898,-0.229070957386212,0.0270003542661516,-0.128003477385431,0.500768908779007,0.0141191682961393,-0.471457179283561,-0.36338109890355,-0.755945480275412,-0.438192339427093,-0.162922757296701,-0.124786821164548,-0.201532862164725,-0.0908999241442528,-0.685432077826445,0.143383284504272,0.4287994542998,-0.0601049336403624,0.0434396923834026,-0.112993271827079,-0.0179286459317502,0.356838079312514,0.051743241257067,-0.179743918790568,0.376824271201186,0.20803226854992,-0.327613191221578,-0.118493824424698,0.0098179869698944,-0.538693310838882,-0.509342958423011,-0.520915966193124,0.593629166388504,0.570868832937759,-0.0962657161209387,-0.210331731103251,-0.642834870586093,-0.431290562043069,-0.55183495652455,0.477371807957628
healthy,0.127145083886703,0.0255523258581986,-0.009067639138849,-0.0452292827292604,-0.449674590748926,-0.0323616907644061,0.252586356378554,0.441456484938432,0.387407065833842,0.0010860207558818,-0.0355702819259359,0.0654994344043965,0.0126130280745231,-0.125763138134679,0.258823061569,0.0577647432523047,-0.499486886884708,-0.0051460787540499,-0.277076532100965,0.0211307866033071,0.0088330091533613,-0.305000718641502,-0.0321888124226417,-0.0930087147018377,-0.651252711917303,-0.0994629724880693,0.414155692895149,-0.210401999647475,0.0902041534112067,0.284597309372823,-0.134090010089591,0.224995082762656,-0.506008035666871,-0.409160734654231,0.050024861533848,0.253238398290476,0.566603145757891,0.203242717228617,0.444436687163008,-0.596377531814337
healthy,0.0801672529273473,0.122297114789135,0.0375149718741853,0.0680675555052833,-0.310974837878594,-0.0026603285297329,0.36343001780655,0.519553496983158,0.535312151487789,0.0638045392058447,0.0779522610650144,0.131350137516475,0.0925340308971216,0.157991678000823,0.302349970950187,0.373011396270332,-0.499033082572556,0.146245022821598,-0.301612899399044,0.0990540503452428,-0.0291967076037611,-0.480129597055602,-0.0049455088734234,0.0004331438036975,-0.715403997359882,0.032836842302392,0.527192213132815,0.0586812059723022,0.0941457241445891,0.354625934762562,0.0089293628845591,0.461184007734802,-0.360810387293027,-0.494199025130824,0.108743900954938,0.490643177418834,0.709459766979324,0.354338329535573,0.657223606256845,-0.552248542102458
healthy,-0.077359753110303,-0.106634564829901,-0.247844366948621,-0.045866557637345,-0.231739122303057,-0.0024217225071259,-0.220387870321278,-0.147994450977518,-0.142169543194217,-0.0030685755603168,-0.0779203305848445,-0.125716234005246,-0.134267636454018,-0.282868015005365,-0.0078869876598688,-0.301049425376069,-0.399648958126253,-0.125832752691238,-0.0436953779486868,-0.0261372456936921,0.0454797685094962,0.0259786902784427,-0.408679257127789,-0.308615519950229,-0.0434814503522615,-0.345403059669967,-0.413444486933121,-0.373791866510929,-0.368612301765502,0.039617609392887,-0.0820582748618786,-0.0693090383962937,-0.530874828552333,-0.24955391829862,-0.0946213395102293,-0.36005734044324,-0.0779927575339563,-0.13140267768248,-0.288090029757828,-0.376215428327125
healthy,-0.195491664326739,-0.187715319177629,-0.500905381471942,-0.186069797273022,-0.325729643878638,-0.0363632592533888,-0.431652001060756,-0.103937338563372,-0.323065783748952,-0.138542319840174,-0.140372858074038,-0.240232093899118,-0.17594850600446,-0.409618465109022,0.081497479261131,-0.46395181237698,-0.535057533811739,-0.224746660973859,-0.373143763272234,-0.0950589908087049,-0.207443468031068,-0.33309853606594,-0.437617222313441,-0.391889309765437,-0.166550885702576,-0.400530129994572,0.0370299765905993,-0.424567549660442,-0.405826545004775,-0.0639554740602297,-0.0653277491980575,-0.223525334153732,-0.353634471752161,-0.488828121387268,-0.0459298231981625,-0.283065122621659,-0.184910177281568,-0.380277320282134,-0.245305344578908,-0.448016992350122
healthy,-0.212755186277828,-0.203805455465054,-0.212591657385912,-0.26267171276753,-0.414148925193729,-0.0425236334479984,-0.184339828131646,0.0437575714147724,-0.123060139045429,-0.0635614389088248,-0.0785198457313766,-0.021948009406531,-0.160874861302373,-0.0171927418704327,0.0090738482561976,-0.188883372353475,-0.532062944500321,-0.135181354706667,-0.281441719987887,-0.146061339899099,-0.0751731185428902,-0.248551437617972,-0.468648381112075,-0.300483416977782,-0.360020488310406,-0.293810712754582,-0.160356018978681,-0.223562468130477,-0.333979531119927,-0.0449056363577594,-0.124936990662819,-0.0006984829104003,-0.38949228887145,-0.386145884618682,-0.218533061626678,-0.0339223476380912,0.136625979074179,-0.233132358577623,-0.182761342084565,-0.452789280517969
healthy,0.13424824875505,0.151022201948235,-0.151055647455511,0.233357892803796,-0.0938686904828867,0.0904061937012717,-0.0690848989534521,0.299888817821838,0.323434918464131,0.226928135163427,0.106271990111652,0.214345536225753,0.139096767989901,-0.0246141399081533,0.195772124755806,-0.0504006012156288,-0.429394007358428,0.107396091168995,-0.328527775454858,0.19517376123679,-0.0719382067534068,-0.372177003421056,-0.138527491832887,-0.201185472143941,-0.703143594455881,-0.21339522004499,0.257230596844493,-0.326024481394966,-0.203804165109789,0.150673559095871,0.0349350176241779,0.35407584963449,-0.24025736143903,-0.431219574035134,0.154388424246445,0.175164317789615,0.391994012915251,0.139513566990978,0.0426123350271321,-0.395070690441437
healthy,-0.18051128166542,-0.258826549297323,-0.394934565994837,-0.180522465131729,-0.429059723589667,-0.0188235647185851,-0.451180868956328,-0.0179173051008984,-0.202599324479344,-0.0879964165267235,-0.181041487056185,-0.134174342400276,-0.183421922406411,-0.317422392068018,-0.07692648045253,-0.493169257889582,-0.503817887472583,-0.194336433204191,-0.40995034414297,-0.141316600307822,-0.103487650252101,-0.364052625226153,-0.434865170153413,-0.48604238802258,-0.546116844406567,-0.473069274152444,-0.218837562572162,-0.567782703776316,-0.462005715246213,-0.0793420642214821,-0.0695785190334979,-0.124412790058825,-0.311799695264238,-0.559130742010529,-0.193975034049026,-0.196372770297879,-0.0179167704694716,-0.305133775666155,-0.242063653601078,-0.411242727559395
healthy,-0.214330578609929,-0.189298101539731,-0.304786364358914,-0.241779875140092,-0.229293734361248,-0.133944345965857,-0.212384983878917,-0.228871889575471,-0.193108698654508,-0.0451895695202488,-0.23800147550647,-0.186430593839812,-0.179878565998464,-0.20404530945518,-0.141862927141016,-0.238205014959597,-0.222467776814979,-0.159040499433405,-0.0705650475360963,-0.261804092851714,-0.0974744794399784,0.0208675909028225,-0.318482910648406,-0.22369102016576,0.0476664411927358,-0.248951470357254,-0.230663409013052,-0.302822928838095,-0.227784561482222,-0.108762167662971,-0.131398849687399,-0.220814265795184,-0.0526260995643942,-0.0998818939910826,-0.241927017200992,-0.181030133842954,-0.171667222618442,-0.269504424964018,-0.154483203180329,-0.173673011616297
