group,B7,CD107a,CD11a,CD11b,CD127,CD138,CD150,CD1c,CD2,CD224,CD226,CD254,CD257,CD26,CD278,CD279,CD28,CD3,CD30,CD326,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,TCR
healthy,0.221761010579072,0.236254281625557,0.489163226766899,0.17920161724618,0.416717608299716,0.0774977246211568,0.371319433185333,0.0971127492984198,0.642937547717161,0.598304685092171,0.772198652750365,0.129615798882503,0.19378850573713,0.301257341799133,0.348509157153138,0.484045448998058,0.529575463900895,-0.216521738498626,0.181501723584595,0.120380574448521,0.381521022777833,-0.675940040022787,0.452119619026873,0.232930800204759,0.402273775547363,0.574868902287419,0.545131269682757,0.433658344923166,0.530694007987214,-0.0037535123190349,-0.268909060153891,0.192192517666393,0.657469264822585,0.798475766854881,0.502088740837298,0.78788327456814,-0.300223541819682
healthy,0.0941568030307858,0.19286251302524,0.460033548605299,0.196755911487578,0.236357750356711,0.108429154961263,0.429948846580034,0.009436560448351,0.594615119260672,0.341364307140704,0.704934801723454,0.169978390547117,0.177646756717789,-0.0087741154323087,0.231808048460853,0.584684775760827,0.0696450548032017,-0.122472467929161,0.0487862049873009,0.126723842642994,0.228965973242533,-0.288765172590938,0.302296427394989,0.0153300867152301,0.52833342707317,0.447679315671695,0.371828937006502,0.187714787604317,0.447593536885403,-0.31298231025841,-0.326773273302734,0.121121473742918,0.244672849507462,0.564233957321447,0.480513631281229,0.594162939798564,-0.186671509226227
healthy,0.124337195115086,0.126177997642876,0.264394001167012,0.0527864255844705,0.46313903421682,0.0967104848654321,0.197642183569488,-0.0627494799647127,0.539994163574721,0.308160868574875,0.484396259644211,0.0701273390196649,0.0584626504261659,0.479944947159087,-0.0454432063202794,0.272265291665106,0.385459012847644,0.0603928306552543,0.1817258059751,0.0631389993759799,0.509960796642631,-0.356027160460761,0.275877355292176,0.307324531308714,0.361158901213024,0.537233784151272,0.229002317761925,0.422915303832034,0.3257942032524,-0.404145486305063,-0.209276116839688,0.139288303712194,0.236010324000556,0.441933996730127,0.34622426684507,0.450690181704938,0.0902471721082869
healthy,0.085361275926075,0.216238982092916,0.346246116547389,0.105534453837977,0.327953487052895,0.12859705428208,0.437128018068666,0.0442765429109645,0.595726489767878,0.523315891980895,0.623563836382655,0.174693913999026,0.212460324468849,0.393228824277752,0.0915609644802397,0.333001785893429,0.43458303197325,-0.316053759580957,0.199884372012728,0.125560273040593,0.121391027549402,-0.561426958613734,0.287798411148959,0.238981748227569,0.290908484170098,0.595397867325131,0.216406773385961,0.267528367736882,0.500864328981846,-0.481663155364923,-0.367303435781001,0.149953546456786,0.448387719482846,0.747429458859274,0.447653923886223,0.696298877346476,-0.434411996110804
healthy,0.145556954332173,0.266510434248115,0.433730276724166,0.102483738740957,0.369814658930812,0.105713661587377,0.48942620163795,-0.0001517989995046,0.56861451060069,0.665201957157259,0.674594738746125,0.176205089905318,0.163910797643533,0.126580653846586,0.428368756910178,0.400041092408422,0.608355015045188,-0.0976912822750222,0.206224592624017,0.11260919197508,0.435535337681332,-0.47094551126699,0.240870032770267,0.295926675744391,0.248791602576843,0.63191335125157,0.488913098865656,0.440960984904353,0.467222093382946,-0.126156605632353,-0.175254908835967,0.269026921224,0.65176785421207,0.764071740798762,0.528703652278917,0.639026711737605,-0.161781079074013
healthy,-0.0081783123546884,0.137342584788407,0.148917082076228,-0.0107803434518061,0.10277884336914,0.13213272290804,0.41020416557486,0.0358185716405822,0.143132739312315,0.43763093702196,0.348209057464943,0.135054789334444,0.161723305183689,0.0595517144933647,-0.042244974317512,0.299729855556581,0.103579205226912,-0.356307008703068,0.0995791701497973,0.180470561274508,0.033550407404736,-0.654525080816642,0.444424715681256,-0.0314401911090873,0.13389763343164,0.13629524957868,-0.133167428853827,-0.0285738825231626,0.415290595147064,-0.541533311790903,-0.559540882841996,0.243643782272602,0.206616185240707,0.421060028125996,0.123356050694002,0.283186136722355,-0.452119515164458
healthy,0.0292347350912612,0.044791257889985,0.0608803093118237,0.0512789753227551,0.117870710721743,0.0898443175218732,0.235333509370455,0.0151591615121306,0.172198604188685,0.101672772651386,0.243769417505015,0.0897102906142353,0.0966678873907102,0.0531613568638247,0.121427264258353,0.237309286315385,0.224052014297265,-0.0100394282622279,0.16601950537682,0.0871623333278365,0.511325115503347,-0.359586186194949,0.364064814826229,0.135832966583065,0.10185668178994,0.279433918492478,0.16860673614221,0.227675693423661,0.287976444539854,-0.0286168892900107,-0.293538208549377,0.205908532055261,0.329958324513351,0.343127668829691,0.0105643287462303,0.317185847782121,-0.0052412475495842
healthy,0.0683291583926015,0.186213487407904,0.207910477562535,0.0514731307447033,0.141385660517264,0.176498832693589,0.216318778811605,0.0881072790056626,0.290406353800834,0.297354784765856,0.273064382408079,0.105598136353823,0.0859738354355012,0.286414585733757,0.278774222907433,0.151243546195606,0.337948975413059,-0.104919144569138,0.070057104950168,0.190763437974381,0.257011055819171,-0.574595436475302,0.623983238711466,0.102606180465528,0.214794840516659,0.262654436658532,0.145176260615345,0.188857772424686,0.293837470491326,-0.0106667029174115,-0.16536287368338,0.127557421940398,0.430175655125851,0.463838389688614,0.12763962308527,0.352669462723467,-0.112514466549324
healthy,0.0766243310550986,0.0866377040295996,0.208679165442972,0.0119225577512938,0.343812132885388,0.0477731305124375,-0.0551569241442059,-0.0326380162633886,0.386761713440275,-0.108915741169511,0.0538468589501432,0.0906119899863526,0.0311598318112838,0.247623851060978,0.336094764984468,-0.0160143775728766,0.433280304970758,0.666881888327259,0.0258873195041434,0.0147414120166998,0.569459222923833,0.621667132328612,-0.0536725586870289,0.459981923713989,0.198437143573437,0.107464000722389,0.553133129558643,0.408590624650325,-0.0375633360198861,0.429266268180716,0.549489652606831,0.103443593560778,0.0445914757726398,-0.179736132603527,0.143108653126813,0.157021829897591,0.628564269398301
healthy,0.0199741368775514,-0.0654815335296714,0.175046991557945,-0.0166123129602828,0.340056891641055,-0.0444200636831717,0.0299839566379741,-0.040061791667827,0.315540281991564,0.172303720820431,0.171417055559725,0.0314056221460488,-0.0058246762370596,0.162436091414073,0.328075075903238,0.0654771861029287,0.296760915532479,0.270769854023324,-0.0424020083649568,-0.0372384542329078,0.420759347374551,-0.17974324034134,0.149268336586599,0.231204878585754,0.0166162762968899,0.281247020873711,0.398432860510535,0.278184928515143,0.0483663120650117,0.21744334039631,0.0914412819265363,0.03185006855905,0.270094281885945,0.242425234097382,0.195129546587863,0.253619051511332,0.195297848725831
