group,B7,CD107a,CD11a,CD11b,CD127,CD138,CD150,CD1c,CD2,CD224,CD226,CD244,CD254,CD26,CD278,CD279,CD28,CD3,CD30,CD326,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD58,CD62L,CD7,CD70,CD82,CD95,CD96,CD99,ITGB7,TCR
healthy,-0.0745303858014854,-0.0955812593134478,-0.241942221565862,-0.0982195842919525,-0.399829043588796,-0.0592023257731729,-0.12741150666505,-0.025406138039473,-0.426211801743714,-0.189716642473512,-0.283031043530531,-0.0016143872513442,-0.126861368795935,-0.296835942127593,-0.338036453066838,-0.130151051871889,-0.386015661656555,-0.313061933491341,-0.154599078848873,-0.0451567658119883,-0.523171853097894,-0.326841489938509,0.163915008511408,-0.0964489339444724,-0.33819418388118,-0.163849889640817,-0.291531666319866,-0.540304560110898,-0.392877834122874,-0.146138688468283,-0.352496922963149,-0.264960131403123,-0.112756450224153,-0.319373737765529,-0.231985961985845,-0.246662681054552,-0.350304313892461,-0.000924767979338,-0.267153798865016
healthy,0.002167487586695,-0.109373167035039,-0.278606131554878,-0.144884757708632,-0.502888268383047,-0.051063630297924,-0.243272376349615,0.0095955215641817,-0.502848842190586,-0.287629216228537,-0.388977483217476,-0.0295603943573179,-0.12038536300038,-0.300402270457257,-0.232664538415474,-0.196677971980038,-0.358733822295907,-0.209974343454859,-0.0425674230107858,-0.0970718392713735,-0.475749919499175,-0.343150313712003,0.0987774154249693,-0.132945703751796,-0.30925803109959,-0.354401333946312,-0.482565509945215,-0.452278345269811,-0.397494377866589,-0.239413636582317,-0.0848914471511128,-0.0765409831779714,-0.126299226925873,-0.278965244767517,-0.325005637610658,-0.38369502271198,-0.43603393926343,-0.0313169909977494,-0.145557754153181
healthy,-0.108732983520495,-0.0741616021477101,-0.291983100938407,0.118989404564391,-0.0582554349701984,0.0486859068333438,-0.268541999247415,-0.0237134751725787,-0.25944048515306,-0.504907784615487,-0.445514996011085,-0.0798123135878214,0.030391751299172,-0.0836252851562929,0.0253370958164102,-0.336103679567266,-0.081902568587661,0.55751780613744,0.106089660476001,-0.0860402870186263,0.0212506187394425,0.0546068227761825,0.680676489578299,-0.176954540671652,0.192379236454581,-0.299901925692429,-0.343390326082543,0.0612320771943094,0.0031284573501631,-0.268453047989187,0.354215882990056,0.315964523986058,-0.0894154231776425,-0.282084169621015,-0.58684090161209,-0.329559278389302,-0.457608865186441,-0.0706174751554053,0.555771148259193
healthy,0.0945366501166696,0.160340718173794,0.24469412970915,0.0527648207589069,-0.0425298905950999,0.0600103699711247,0.328404960798308,0.0633794114188517,0.351360784296302,0.44875131944322,0.457699869858532,0.190902267160217,0.0611453535452141,0.0724697113161129,0.104976192113903,0.317282278976516,0.223482524060197,-0.493236663241773,0.162428015262051,0.145946593186567,-0.273291800560671,0.0074768574121895,-0.569296766910374,0.324409185017474,-0.0186883798774624,0.245316580473965,0.328800631352119,-0.036143604889743,0.123133053772916,0.440050715823898,-0.461993077365846,-0.420045283784083,0.160183580737673,0.352023769246522,0.653238861131421,0.308926192042021,0.608780227164099,-0.121496921091183,-0.561276492534843
healthy,-0.134015026454819,-0.21481797858698,-0.362095375178322,-0.13209475899889,-0.19634638637546,-0.129857118596605,-0.391966534351373,-0.0441958969729185,-0.362805963942041,-0.549802516515606,-0.55967371629344,-0.248827698028596,-0.135075040187239,-0.154479246447793,-0.111386987746601,-0.385535704308462,-0.311701514016839,0.48232641099194,-0.125097988661185,-0.140286142546141,-0.05347483727005,-0.117575441305978,0.473106178953011,-0.111282106936027,-0.0445921882112568,-0.303741863349723,-0.25870981860304,-0.146980504207158,-0.133214564707203,-0.461310756961657,0.638044244668464,0.369122961806727,-0.222500471499087,-0.29585719932626,-0.67275192536206,-0.429985179839391,-0.395099487006628,-0.0021258707724618,0.540632309240337
healthy,-0.206519529269989,-0.270364765545928,-0.303612316165024,-0.175617804870443,-0.533676928414184,-0.353620685063733,-0.236697649877125,-0.0969762683616559,-0.388222014160116,-0.162406154658236,-0.333743636766134,-0.106652417888953,-0.133601063696611,-0.265563074400661,-0.243042990071565,0.0236901466190131,-0.391701722172942,-0.365918388768956,-0.443552486999326,-0.168163042165644,-0.36592733854307,-0.359154830204332,-0.227743634161624,-0.173675705281545,-0.471941279583159,-0.228210717099828,-0.163131934726646,-0.390770378609337,-0.424053668318574,-0.245571662652708,-0.346192544272323,-0.542492058502856,-0.161349641055282,-0.292446574704736,-0.212111222558922,-0.416745783565989,-0.267412500694912,-0.246774354145882,-0.308040370902317
healthy,-0.103048746474438,0.168470124971885,0.339954665284881,0.017256177282018,0.264171032160796,0.11701054630955,0.26312466169518,-0.0852683652360747,0.299706174559553,0.06261084440302,0.223390321863864,0.131646351559582,0.166701450894406,0.0259103609615151,0.172968908177917,0.23050306977279,0.147835681674712,-0.0053042926121136,-0.0026902579037155,0.0626938948441806,-0.218888593022616,0.225909502757217,0.070783046369166,0.239580141684172,0.151399318823358,0.163520632288975,0.0882475842827296,0.254881467624022,0.180973341264377,0.160859271028827,-0.201211753623552,0.134754300070432,-0.0342898344395806,0.215548073655686,0.1620522867336,0.26387271850143,0.244838015117917,0.091577249394453,-0.040058460778841
healthy,-0.186788736072098,-0.140241373788513,-0.0007975150245334,-0.12039494069076,-0.185261183979697,-0.241052864337378,-0.0572323994570891,-0.0535379701320077,0.0657541306555332,0.0972047966018032,0.0754486331664447,-0.029047978235688,-0.13847238324256,-0.136956194935416,0.0058673449345424,-0.0102589356585725,0.0072204120967923,-0.371788652949361,-0.233571231802568,-0.245773435091951,-0.228840234853961,-0.0662632329324901,-0.489012414364624,0.101395325308754,-0.139223425127987,-0.0663358474588508,0.0396735201543463,-0.0980631179604385,-0.0393737026695854,-0.040812341473778,-0.304384456447991,-0.322039612209232,-0.13043880936804,0.0870281860108876,0.145076701413612,-0.0832403220141182,0.0561893652730856,-0.300163808697313,-0.395449221592284
healthy,-0.130904067454038,-0.205392210928052,-0.348775006963842,-0.072979175056796,-0.46130358006979,-0.0937569379984278,-0.0814339721300061,-0.0205832138103608,-0.541032114954381,-0.081395339567882,-0.272400995414964,-0.0848638648774136,-0.154259232578818,-0.339650943759437,-0.400305798798411,-0.100054845902218,-0.570187411706544,-0.618602497426079,-0.122591946189772,-0.0923973135873484,-0.643267746797125,-0.577085385654207,-0.315742630774121,-0.312914551544016,-0.526729339507914,-0.341108070676832,-0.301146930251311,-0.615695216558997,-0.538420122748325,-0.170829691455362,-0.347400848598594,-0.534595878152438,-0.170277865607106,-0.233453500970557,-0.119840297682916,-0.243417216750222,-0.390252986801389,-0.140278904219478,-0.516106196047225
healthy,-0.231416076340171,-0.193629456734433,-0.107919950272551,-0.166042805657788,-0.255526674087132,-0.258984582519437,-0.223346895906761,-0.131180309124233,-0.240949793315816,-0.275828593191635,-0.225211552860331,-0.0303738035541071,-0.231308284075734,-0.21934057024239,-0.189689248945971,-0.146886493013825,-0.289510565646734,-0.148132669607645,-0.166117878037621,-0.267030460633685,-0.308380567914711,-0.229357158099469,0.129760740664743,-0.197335754429148,-0.24553356459445,-0.136478022737829,-0.308465125681271,-0.299878368193252,-0.226880393384883,-0.242433882154041,-0.103567048527706,-0.0084507553934226,-0.257383198914717,-0.23470432434065,-0.241749865102017,-0.291020716892873,-0.222417909745697,-0.0028271024373413,-0.083369416691536
