group,CD11a,CD11b,CD127,CD150,CD197,CD2,CD224,CD226,CD26,CD278,CD279,CD28,CD3,CD38,CD4,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD57,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,Podoplanin,TCR
healthy,0.283746418413027,0.241262185505717,0.363134594995693,0.200593745411386,0.101747965662572,0.434697870504454,0.267293401055104,0.313462053772137,0.354617997657481,0.196645547701131,0.246703917840969,0.280770629116089,0.265787738328402,-0.0187577571063189,0.416879110395306,0.0116870186286061,0.247563298684276,0.352495288327856,0.28900509922769,0.181777920048582,0.468063417792342,0.241924742711571,0.261846650334576,-0.0030057696981169,0.180641341351697,0.238691030561343,0.266675138419345,0.296296547250887,0.348783633067827,0.214684738536963,0.206297848577718
healthy,0.417846314161817,0.243344071070359,-0.17851586233092,0.370620101926923,-0.384913638622509,0.301232462891382,0.189603518431131,0.603873494788181,-0.102307150200826,-0.196666529087729,0.558644854039417,-0.305539501339016,-0.382757847062595,-0.166278960384291,-0.17105783535244,-0.121311405468709,0.123437748933746,-0.24812342612085,0.482045223839761,0.156250408470396,-0.0821781981740352,0.481347672184613,0.419492997165461,-0.559039576179879,-0.520880398852686,0.0620101744679577,0.409594702828434,0.282565427916907,0.361563057711127,0.136839301618588,-0.416280337817393
healthy,0.258269653557828,-0.0673754917786043,0.13404960299954,0.276738233745233,-0.396099392762904,0.296780235169572,0.47098126960361,0.472195741061903,0.242060934557431,-0.113308077287038,0.302383595117956,0.10371222776136,-0.579021332640201,-0.318486348494679,-0.0883322217622729,-0.52512946045308,0.218935428830931,-0.122064405653461,0.418569377943436,0.377211456791013,-0.147891611103624,-0.0502643598925891,0.213669398048205,-0.602439605211933,-0.426147750367633,0.167609588341827,0.501047488389211,0.280552408466003,0.370774858990137,0.0573394875790672,-0.595801084848925
healthy,-0.226238693375367,-0.014222934936902,-0.0278666687121331,-0.455702842415655,0.248298453515896,-0.374389209252574,-0.502057277028448,-0.535248777987988,-0.096682531435658,-0.277196182336092,-0.329827065020758,-0.385929505760525,0.407809198739839,0.238108337267993,0.0684456067246555,0.626722462224664,-0.315239959498751,0.0481252333039503,-0.191807707916229,-0.294615058692789,0.0120729165260082,-0.0129361365540354,-0.494614829662945,0.321316300097706,0.411452680848912,-0.517750813277507,-0.722965547608283,-0.368422452971069,-0.657463987662419,-0.160929549339152,0.479788224734754
healthy,0.149761587501136,0.184887998606707,0.307053526167942,0.112528262606923,0.0979253359934029,0.150091804640427,-0.0622932541245344,0.18192141296227,0.454926807860495,-0.406860468898204,0.138451413713379,-0.123621956753102,-0.0006997243251813,0.165340880335404,-0.0182648400864576,0.29651990721791,0.0750330026816381,0.0743350733623858,0.320102650282102,-0.124787752091974,-0.0628198175872521,0.159777401998299,0.118696091533077,-0.443053966741551,0.235658291070456,-0.245574138078492,-0.113490284948432,0.203895460953388,-0.042893797177863,0.111352402415799,-0.0596375650685917
healthy,-0.161074816172557,-0.0164976946189145,-0.0713896309607735,-0.270018586188262,0.0872673046865636,-0.166062886589396,-0.374733508676427,-0.237797705972458,-0.0506275937954413,-0.283726794194643,-0.252534239870077,-0.205928721097049,0.0276248947197778,0.0677286325699258,-0.267109269068636,0.478710770686535,-0.367524311203585,-0.0744395206767595,-0.229198785321884,-0.231199247233959,-0.21112362091965,-0.0798763683168765,-0.431306076699547,0.179641208452195,0.287227085679653,-0.35345462065004,-0.350532095415554,-0.160067961189525,-0.349385153240311,-0.222656048530299,0.0976574418366734
healthy,0.14234284425937,0.0357436076245136,0.11689392286398,0.123343867005323,-0.190632465019613,0.288655823579906,0.281565791369785,0.284148549266489,-0.0165379155495495,0.073441665622754,0.251306559154334,-0.0243875412170593,-0.325445159089235,-0.431223013935872,-0.293830233483001,-0.39835601026124,0.36536627576329,0.0252071509401816,0.225070981907959,0.253922591384082,-0.145104598621861,0.0338245538504358,0.300048673055154,-0.39274393812811,-0.351229442760577,0.303559393446984,0.448081685803783,0.0690772262069798,0.214764926348553,0.0435304906386685,-0.292631825958435
healthy,0.147716536881224,0.001390758758546,-0.0787776709014332,0.167689935886471,-0.0683420233202962,0.309897783683807,0.20999697215112,0.273285174463369,-0.0187351567375064,0.106150720416713,0.0641290638767257,0.228309097703705,-0.0272970906593993,-0.0897106675148941,-0.0256910735144874,0.0026398220005176,0.285276806191051,0.166311054849004,0.218034222136014,0.245567055358321,0.133700751924995,-0.0295829174456622,0.156249831042947,0.0113297218604402,-0.0388734460082605,0.212703343474639,0.302606974253151,0.253276913147606,0.370167398357907,-0.0453812762204636,0.0004465289246739
healthy,0.017921306382767,0.0924444113007275,-0.0541308659550852,0.10893229225724,-0.127973779613805,-0.0083309588169344,0.173801833912524,0.179082929005934,-0.0306093323366779,-0.128028390695706,0.124953332008826,-0.0469873281024731,-0.448542804240582,-0.274464666801276,-0.391573422605415,-0.335837416622135,0.290908419687807,-0.135282919044394,-0.0091812889180058,0.0669702304575007,-0.209458004173608,0.123208370893069,0.203433529025346,-0.414727152624463,-0.178036950934336,0.177231880639447,0.315112029863695,0.0736519343948713,0.0225742712715121,0.183019631456316,-0.481328224529701
healthy,0.207063873667021,-0.0767484600643931,0.126461088012458,0.0025752522085472,-0.256979337062092,0.155887777180843,0.103366741597247,0.267277674457704,0.116134035775209,-0.0522630428566638,0.083866379965887,0.0430371034110763,-0.277174295096983,-0.237685572131396,-0.118755109321664,-0.295894337322497,0.128934168793088,-0.0352860614134058,0.136393077490469,0.219209743348559,-0.121670615510693,-0.0761861840911415,0.009821443851889,-0.469460967917889,-0.192344718652129,0.129984051530474,0.313450260261269,0.0448002920865909,0.32271006163982,-0.129708236805679,-0.268979948765917
