group,CD2,CD224,CD226,CD244,CD26,CD28,CD326,CD45RA,CD49d,CD49f,CD5,CD62L,CD7,CD82,CD95,CD99,CD11a,CD138,CD150,CD2,CD224,CD226,CD26,CD278,CD279,CD28,CD3,CD326,CD45RA,CD45RO,CD49d,CD49f,CD54,CD58,CD62L,CD7,CD82,CD95,CD96,CD99,TCR
healthy,0.623663080766369,0.561996011785434,0.696545295920217,0.0950840778408037,0.286439401205722,0.500754409496604,0.0699894316357994,-0.746210175497443,0.315251760112097,0.58758702299791,0.532265018187113,-0.0328428456404774,-0.270971928125686,0.591480015429108,0.740727336447108,0.737292764663532,-0.209904126845785,0.0052082317060128,-0.202087449450019,-0.173657704578268,-0.374170669359517,-0.417064172334481,0.020114845044725,-0.0119593354710689,-0.287769941467974,-0.103250266480747,0.530603380985945,-0.036481583203714,0.545900607396455,-0.276637354926865,-0.161668216064156,-0.274104257349152,-0.262563978654025,-0.303158445526615,0.407027959057247,0.511475563758917,-0.29148301082621,-0.511598058083366,-0.201449275041078,-0.380716440137756,0.559924934268867
healthy,-0.350559143748469,-0.160840433846471,-0.127536680746551,0.0750315742473753,-0.387334097818883,-0.386445688516666,-0.0768902026805365,-0.0856112094256286,-0.167076503686555,-0.316180677653458,-0.437796841135243,-0.204196464940769,-0.279647697566053,-0.178667377218716,-0.0885379859447033,-0.244443848294301,-0.401518120573764,-0.0755350257775656,-0.373799406708777,-0.593615551114592,-0.366040179275358,-0.617546067101055,-0.121385818219263,-0.259912438209878,-0.458030745444628,-0.2222649162925,0.013823770360951,-0.115292003608074,0.267887572029832,-0.260580569142247,-0.484413444250427,-0.516483826881654,-0.292918265734166,-0.394330885623788,0.170066050600354,0.182419651500457,-0.295431770886617,-0.528175697898741,-0.470472149797521,-0.565088697272068,0.0886354272474291
healthy,0.181060694736994,-0.0695807440822746,0.112279069794001,0.0459233378196261,0.209719144126291,0.348986495309053,-0.0139139623304667,0.0877932124575893,-0.0008322766637879,0.089641368931099,0.451204041816083,0.309635214232068,0.324350156907992,0.258496759021858,-0.0517127179730022,0.030173635866149,-0.400592531714439,-0.0534346298524812,-0.381241228501484,-0.53861866097845,-0.630798358229211,-0.664503977981098,-0.312571129989919,-0.0498514619708502,-0.438375287457053,-0.345494530474845,0.373035209201829,-0.0622012050802832,0.765499748770285,-0.224157060048761,-0.450715288328212,-0.540156082019529,-0.447420320766715,-0.391761087302574,0.493378743541217,0.450781320372839,-0.431996648301626,-0.756947230348188,-0.433319575822001,-0.677493138680586,0.41424032792359
healthy,-0.147226966150221,-0.036072109572735,-0.128466623497468,-0.229677846089647,-0.183912695236771,-0.0095421284446047,-0.0946713513908597,-0.180045188187394,-0.287561291126756,-0.181372046678247,-0.0944700980925053,0.462614953970328,-0.169611210648883,0.143398951589809,0.0022907394980048,-0.0375881465728014,-0.318332195395194,-0.080137532306538,-0.397857420494336,-0.554727404928538,-0.525129301946102,-0.686084366617189,-0.293727516277391,-0.174230820044534,-0.313068512332842,-0.404938932529111,0.422847658475638,-0.117578741558967,0.684094417421732,-0.27595866594437,-0.338899883731833,-0.576734628278274,-0.518649827708693,-0.52919357629642,0.306789289505722,0.377229228567039,-0.518513820989636,-0.773226181299011,-0.49282354730665,-0.775600096950615,0.54793196642196
healthy,0.119484800376406,0.370354213453595,0.303761323516735,0.0906761766591905,-0.112176380198853,0.113428137358296,0.0625377256834917,-0.4976503022126,0.0701885052469025,0.126249611318447,-0.0860949700534648,-0.521533861012286,-0.454938819680245,0.15743047407392,0.505705978478588,0.20598005473892,-0.280016187042654,-0.0231857828496702,-0.328645261530533,-0.305261131316636,-0.610947947095297,-0.487346084638753,0.139153951191183,-0.311208544824717,-0.33843838336392,-0.37930707370907,0.471110955225322,-0.0789086505825448,0.637421224199962,-0.192625339688053,-0.0510066150337999,-0.533488087060351,-0.365089757748587,-0.396207710958741,0.285626463599525,0.483471071292505,-0.492743085839057,-0.730881277303845,-0.343223080391342,-0.471807472263146,0.501093603172209
healthy,0.463135982262455,0.36852734557186,0.474957658635771,0.225697479965834,0.650942622383526,0.393104148549322,0.135673624953594,-0.197765883271138,0.455822411178302,0.16395133228248,0.246657487937433,-0.0349895621317761,0.0370566176084274,0.330699828486266,0.420272795703109,0.420602571348332,0.0035265348065347,0.287085195902932,0.14050210845383,0.133479783716738,0.160849136482514,-0.0292654759768199,0.126980823058763,0.0104091031590199,0.130321516416647,0.153379500360496,0.088614710793245,0.178018003170942,0.179597538673768,0.165404840911905,0.142538700396266,0.182753251241761,-0.0170931893363515,0.122533733485273,0.059699410720773,-0.0294801109937814,0.0195077628186068,0.0564723911510526,0.0272930585350238,0.15115404354851,0.160430885699264
healthy,-0.408947613636943,-0.255698914637756,-0.380417997537397,-0.226170340801623,-0.25413115207722,-0.255304675265665,-0.131650144296736,0.067785649801834,-0.350480042323503,-0.284393716799959,-0.42296233429905,0.0288108435266417,-0.18229249873231,-0.247633943612835,-0.308258785911581,-0.324098817061157,-0.0093203189320877,0.14082528076867,-0.142627782963802,-0.162053895813648,-0.299646630398461,-0.265633415066126,0.0181490773132219,-0.0579247136307976,-0.274001033286797,-0.100907861990364,0.396383303519362,0.0509173808551818,0.800429586221156,-0.403923092913928,-0.102354175299126,-0.136210865151742,-0.155981591122502,-0.260210448945281,0.244907612880596,0.60138764074961,-0.222820368457234,-0.510257546228591,-0.0027600791568039,-0.194319930300362,0.356496974369862
healthy,-0.05071831023493,0.0013158744238834,-0.233786740220025,-0.109767195365643,-0.265310348647883,-0.0164171256077751,-0.170072108587666,-0.42861696009043,-0.111279040458199,-0.133913133245792,0.0845786850080723,-0.109357814213385,-0.0946864179761236,0.021573106142772,0.0005458082490167,0.0184249011575289,0.100803161953339,0.0749605044604173,0.197040608350953,0.270493389947362,0.047434255210047,0.0716097284073126,-0.114270914115502,0.341913939451726,-0.0718555728012702,0.331423750378491,0.140021207310182,-0.0128593774645327,0.199455276575531,0.133748712955631,0.0560064168480387,0.308159574140798,0.0814510182933656,0.183396839418317,0.432906665503918,0.217637004162043,0.104781969556363,0.180123290078472,0.198886322228439,0.228835047495884,0.1589275416305
healthy,-0.640752369426866,-0.020739936091355,-0.250295350128091,-0.0704024598360139,-0.426434330760227,-0.593050886437687,0.119591000613553,-0.349939967834461,-0.346030218261891,-0.257975446226673,-0.66902779132121,-0.287676591342879,-0.648890033854996,-0.222110673500476,-0.104898313214143,-0.388280292453347,-0.439330529850634,0.183537393809312,-0.0631856143515531,-0.549226195115606,-0.202599065439799,-0.308710554216317,-0.134938342694418,-0.437275238677954,0.0203398549457387,-0.515726096015338,-0.325454760950358,0.298034713776307,0.307060571633109,-0.368276141753588,-0.365053956221597,-0.306629808998566,-0.1540149677683,-0.147900908184998,-0.0889051522750085,-0.235499420127992,-0.240981599130214,-0.36562572483204,0.039745602307858,-0.591163437014305,-0.261444061355507
healthy,0.301695958962127,0.534613280787163,0.567277390001411,0.161234379576056,0.0367027315825254,0.361225834659431,0.178764407589327,-0.687909779371285,0.279339272738036,0.522701756469875,0.183078631492923,-0.633231831724728,-0.383478385113601,0.459410868543521,0.701709859423119,0.667277811025855,-0.163404189925457,-0.170882899802076,-0.258202194043489,-0.223666297027626,-0.462186595810552,-0.492462417767486,0.022034127576559,-0.18394031704298,-0.268163216605386,-0.286758412080856,0.431468205074936,-0.118303035730146,0.68786428926339,-0.363524142258438,-0.246098558610113,-0.475032749625564,-0.327780765005347,-0.269742663338945,0.642706657029776,0.453480470284426,-0.392096738513176,-0.632832873539973,-0.282170542530326,-0.610922615734077,0.478746101337508
