group,CD11a,CD11b,CD138,CD2,CD224,CD226,CD244,CD278,CD279,CD28,CD3,CD326,CD4,CD45,CD45RA,CD45RO,CD47,CD49d,CD49f,CD5,CD52,CD54,CD57,CD58,CD62L,CD7,CD82,CD95,CD99,Podoplanin,TCR
healthy,0.217800076154615,0.0253427109583312,0.0050283164484334,0.189014103243279,0.389042138156867,0.435952667000277,0.158053576327266,0.0160379842973495,0.304114360012961,0.118633570421182,-0.530842412834054,0.0430965879269009,-0.115024871843237,-0.0589388723269269,-0.55048840845018,0.298079993450389,-0.104497922992889,0.1855056373858,0.278317386126503,0.0221326350524899,0.0375349927417696,0.277954831473152,0.0181156744720306,0.323012971065917,-0.424289253496034,-0.512380912323309,0.301526853085827,0.531025324632306,0.398233624254789,0.108685070714083,-0.56225610552651
healthy,0.453516702513636,0.184667401171043,0.109689665624891,0.467731827653308,0.450381974269545,0.759399166406454,0.371549816378082,0.128184204738097,0.690623698781247,-0.0460797451223025,-0.504434265131717,0.1341090311703,-0.0131757377968114,0.143638965238745,-0.469593666729661,0.331232440304705,-0.19820932822278,0.579597112748727,0.377083238875804,0.108364181921127,0.0253590381905999,0.527004700989551,0.400966915351478,0.547432940160976,-0.576584216977189,-0.538482604999697,0.292496937203398,0.70363197783962,0.564836748835056,0.10506053438213,-0.566772370236737
healthy,0.353569830410911,-0.0210671685587568,0.0125064581298902,0.388678369292809,0.651482264391048,0.606332506888692,0.108577322662127,0.0706180615763782,0.437254506247206,0.275246918306598,-0.382524917024745,0.0920309598724154,0.199253443578331,0.0703697940651716,-0.7055241737021,0.250288510013514,0.0478987822379744,0.30146880562009,0.528152821522937,0.0835844828414551,0.21676158149217,0.416970635616009,-0.0254360535533266,0.39365200420786,-0.543023506911835,-0.534413296793262,0.366192982420848,0.748727228875404,0.630888314966534,0.0588932329727485,-0.389925588879835
healthy,0.263364496815258,-0.0132377112200319,0.05265902864336,0.458083290297051,0.479890859819343,0.599591595017225,0.125672180168492,0.201836866124112,0.280045089255414,0.364831592008314,-0.492161122831865,0.0866366892552579,-0.0707498090578347,0.009756963118463,-0.615790517097648,0.284797127668442,0.0078198185713492,0.236492918789164,0.525172840125467,0.0325359002669311,0.0537901391375271,0.409402369500977,0.0021341891884756,0.47508772853715,-0.236405285089448,-0.450317865889323,0.460782512203134,0.705737544661245,0.704948922510685,0.10307098704592,-0.588609106459579
healthy,-0.0925568080384365,-0.0358289823986937,-0.0316417560740512,-0.165301793145348,-0.0274648989758999,-0.0587033124773868,0.01266855686334,-0.167399487451705,0.0654295182033839,-0.203252999536289,-0.445262011027823,0.002217816075171,-0.369028445190225,-0.272114365726467,-0.144507209608381,-0.112329622814369,-0.328867542102324,0.0151539153340131,-0.347302952806491,-0.312299381004993,-0.326825115357481,0.107287616802365,-0.0636722402117387,0.0220002433580784,-0.532379542038165,-0.311794419386328,-0.249525858549564,0.0778209609334091,-0.187150523587101,-0.0630571290599078,-0.426800083975529
healthy,-0.36223605242243,-0.0921506517467322,-0.228114013544696,-0.39766908343046,-0.557247286986667,-0.417120763587141,-0.155572196336355,-0.308694510647399,-0.199525264551926,-0.34333995828459,0.0894795688163168,-0.21938801376121,-0.322412146187414,-0.334468293286981,0.53764986158094,-0.714187253565643,-0.333172148022534,-0.366992200146852,-0.511605157448476,-0.199908799784127,-0.391028174375216,-0.351972188191195,-0.0837725797048223,-0.593572699174419,0.156741635021423,0.235948693146172,-0.490156084179007,-0.553677457634289,-0.524936131345425,-0.321289403519052,0.218783888636142
healthy,0.221949686964449,0.0809889368304629,-0.00349932564132,0.280539797816438,0.330771898517017,0.408362723569171,0.185360361422496,-0.0826328156708937,0.345364229235781,-0.0570279178160763,-0.436359136614155,-0.0124856996237391,-0.333789253001001,-0.0097739677996357,-0.52407708761787,0.400792339348124,-0.0468584944674452,0.172117737970024,0.194652818129313,-0.212256058889004,-0.119637870325298,0.24929213514829,0.178149647515706,0.338224533836398,-0.520869502089489,-0.42677144730854,0.272184200277419,0.505010629900332,0.256112833875249,0.0983021739857916,-0.457846893431928
healthy,-0.0618207793803045,-0.0755123409863688,-0.0587466628145915,-0.272684015556346,-0.18189897250134,-0.298364346610433,-0.116158379408179,-0.127021936603578,0.140341331600845,-0.166172952453118,-0.0908970796582699,-0.0896282320439646,-0.0363129713989819,-0.181929872903193,0.0181472768477297,-0.222030059408719,-0.238164424230347,-0.0834636351222823,-0.2145184847542,-0.169815739386092,-0.184413552499882,-0.0792068566547053,0.0211341108226773,-0.171087452477729,-0.100290594752813,-0.203320978008669,-0.188698750583596,-0.1807081954505,-0.161814832648348,-0.0664364106175888,-0.174957404217683
healthy,-0.142664543415864,-0.039633177330133,-0.134764520427653,-0.309299239472756,0.117201981531757,-0.0361950264814533,-0.0305236947548677,-0.254684551805312,-0.0213898327621581,-0.369600057395481,-0.595065993256022,-0.119712556008631,-0.436900652578222,-0.390709229794667,-0.718070440188021,0.0728097958253917,-0.400516990055685,-0.168472694776833,-0.0864058633128194,-0.476037065077923,-0.340672814304217,0.025556367247032,-0.0384924684852502,0.0175665989331151,-0.420455051866196,-0.512560694730765,-0.0528663752513439,0.193718613458668,-0.0848038993870845,-0.108878108970246,-0.563463809792018
healthy,0.13377397070945,0.039781728171427,0.107651634578547,0.146428979324721,0.365900403541285,0.420726904247038,0.126100496666893,0.0959083332258816,0.212084333947632,0.199205949568348,-0.476133683843031,0.0529269957294519,-0.0705721593814407,0.0434053529386994,-0.602933783562825,0.306902671491777,-0.0454048830418815,0.229557185608973,0.361199967490843,-0.0185011313552183,0.16934521762918,0.277331294398362,0.0411557108025037,0.204353628927381,-0.642605730363132,-0.438049624845372,0.302201952896628,0.540919829824896,0.517431465753577,0.0421103202077768,-0.497659271135627
