group,CD127,CD138,CD150,CD197,CD1c,CD2,CD224,CD226,CD26,CD278,CD279,CD3,CD30,CD305,CD326,CD38,CD4,CD45RA,CD45RO,CD49d,CD49f,CD57,CD58,CD62L,CD7,CD70,CD95,CD99,ITGB7,TCR
healthy,0.1322817564383,0.0512702844992973,-0.0722020153610633,0.260432418687858,-0.0012546764910041,0.0477333672515098,-0.181535416180077,-0.186021111676926,0.140716000563692,0.132898275843364,-0.144026496044702,0.512225291768026,0.0805342785892299,0.17462909055408,0.0133123021207266,0.257702858394621,0.30545417959077,0.348062343909017,-0.132339546015465,-0.0305399812147316,-0.0648563308077264,0.057995761189352,-0.13732177609147,0.411686983731229,0.471471323916302,0.0331402134431064,-0.261007179990097,-0.127363629606086,0.120971517998202,0.515693588390161
healthy,0.244413315403216,-0.0688758472457962,-0.349089964104269,0.558067725994972,0.0374076671333078,-0.222345960433848,-0.267182007391016,-0.556131032255257,0.288442252667152,0.0296296753860946,-0.572899945072356,0.592618533686622,-0.000647712494618,0.132381826832755,-0.0529298016856381,0.326853918923528,0.285430736839762,0.436635567364678,-0.232524117620238,-0.377296396126712,-0.188857833220853,-0.292928537717523,-0.414982184864453,0.595164685127079,0.594685687809847,-0.0192876295250107,-0.53831261278136,-0.338171573214827,0.266411004060473,0.619886521485615
healthy,-0.244827964688152,0.0028141155738332,-0.305891283278571,0.446872725547343,-0.0233158760216996,-0.454848763547719,-0.510456574405292,-0.563580361006488,-0.255379142744101,0.0862054506840531,-0.347996165445984,0.535520592134464,0.0043650362019969,0.272402299726626,-0.0682353557153489,0.463396211790098,-0.0494867506836319,0.650192589262952,-0.202807509976591,-0.367155742440035,-0.54061120793146,0.0729845490799406,-0.320958924240038,0.531257156797104,0.386165781041647,-0.104158259896594,-0.64237471367383,-0.526232142402154,-0.0164973344537057,0.540332123533831
healthy,0.128228386265713,-0.0068461228298375,-0.289102845438653,0.300715648137799,-0.0239174373070723,-0.196023910966591,-0.336663046628919,-0.367455374851859,0.0294739025615935,-0.11601284669999,-0.322347217614513,0.417026101452807,-0.103153956946566,0.136598994297253,-0.117620355593216,0.207466918301377,0.354006023562173,0.394140477323166,-0.133640255961785,-0.181726053399212,-0.114469948870127,0.0263955786255111,-0.325837321441882,0.242357866273609,0.264345749882784,-0.151434870093328,-0.50323030126343,-0.504752253719461,0.0963578461579193,0.49962324513892
healthy,0.0778408629105433,0.0035777956652621,-0.177973654410333,0.339224396041215,-0.016994174263685,-0.0812934329329114,-0.32832903446901,-0.26119714352798,0.14972317792934,-0.0199815533627348,-0.278784076104107,0.574492307906356,0.013978887824214,0.288146374459637,-0.0452594567362949,0.231100115477781,0.203434516811444,0.473874509265735,-0.0588317028003561,-0.0398310774099843,-0.118951825215447,0.0207628184066932,-0.247865525613433,0.534407567175295,0.45252120233157,-0.0524000273624261,-0.459130496187859,-0.174144801868966,0.156360980852358,0.592452657699303
healthy,0.281576151459051,0.274580571121947,0.124183713189768,0.290860457603479,-0.0017134070969781,0.291948224206312,0.28521591837158,0.26201462618666,0.271950141029899,0.422030069950235,0.0762443082024348,0.355953781734528,0.325581545417319,0.124806717896453,0.229353543843544,0.245212358591587,0.501675746028264,-0.0379218230251484,0.372622034169394,0.234258859977952,0.165593665380141,0.113702833952819,0.281010378712154,0.316664622316602,0.217439533949129,0.0598368044943342,0.306642290659337,0.3166622020541,0.236715012292152,0.357433670535685
healthy,0.029240247284982,-0.0264982743833131,-0.153365258701813,0.429723570681454,0.0429038771228368,-0.15036193105071,-0.273037619845125,-0.328447943119082,0.0001411539148403,0.0395953263386334,-0.234085312313818,0.414706576192496,-0.222473439703906,0.227019486408434,-0.0459046481532618,0.426882197770254,0.357360838135858,0.47629522496999,-0.334081879128952,-0.104207697704084,-0.135083216356935,-0.201762442918438,-0.355585647217917,0.457789018403007,0.457443550161185,0.0053179623032597,-0.435606939020761,-0.152750617857784,0.295779010863171,0.455271261221799
healthy,0.0652822178170032,0.173616085720291,-0.0331724221889788,0.252863296950111,0.0601305167212674,-0.184995379842695,-0.205057667774478,-0.147619940253684,0.0575332825605284,-0.14501180596882,-0.0892950843865054,0.328943216450825,0.226416211427016,0.269843042769536,0.19662393879701,0.299031755940216,0.129642886764823,0.538089511221087,-0.33052652328318,-0.0600125002719452,-0.166148012197917,0.0988591558721771,-0.0704934889140627,0.235900062342787,0.320437532987358,0.128921648997192,-0.297815404621931,-0.210499029247189,0.231619312321622,0.366809855910554
healthy,0.261347361337558,0.17808692359036,0.0046392460712594,0.414794134326349,0.0129152447630582,0.237445618405455,-0.0941414646782643,0.0480417099645155,0.246490973824005,0.219168650669382,0.0692421175701941,0.578434616048462,0.161949931534963,0.379437055121463,0.212949324681923,0.460603233436091,0.417453962933625,0.654358400365917,-0.0416683530195694,0.166451214929167,0.110905032899027,0.0374576611323956,0.013775426794796,0.427330376599544,0.439404795764372,0.214521335743123,-0.170402068948438,0.0778416485559074,0.209597103231348,0.562926265661869
healthy,-0.0172612326437307,0.0636886998904499,-0.087767293805046,0.315585989210761,0.0322408620476931,-0.123804898226018,-0.239943736229945,-0.316559880677825,0.0662567182499986,-0.0608442361171415,-0.129679575199483,0.385910301900718,0.0796682858511877,0.23591918212305,0.113600794275989,0.263527668025082,0.0855414425460384,0.528290227134003,-0.22534162860049,-0.125361869592141,-0.282604732529983,0.0594203192706782,-0.0705267341249586,0.510099876093283,0.377089613332138,0.0984332192283017,-0.435990450908148,-0.431302166787691,0.109073506690466,0.394675579986702
